,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32
sub_topic_20,0.00086276414,0.00022772583,0.0010240286,0.00011477154,0.0001960369,0.00091549277,0.0003909125,0.00026405312,0.00013557977,0.0006977571,0.0054676654,0.025922203,4.397494e-05,0.0020767574,0.0068482202,0.980522,1.051967e-05,4.6216105e-06,4.4305307e-05,9.30429e-05,5.734231e-07,0.009461603,0.0003667796,9.0358386e-05,0.003900338,0.00021139093,0.002234492,0.0002655148,0.002031588,0.00015247865,0.00595512,0.00672807,0.0036511498
sub_topic_21,3.2372853e-05,1.5533054e-05,0.00010214457,0.0006336786,7.074566e-06,8.8476736e-05,9.156878e-06,4.39198e-06,2.4368883e-05,1.1554414e-05,0.00014993554,7.1915725e-05,3.0425317e-05,7.122235e-05,2.0200632e-05,3.326544e-07,0.00018997089,1.414539e-05,0.00058226986,0.98027587,0.00019050592,7.73575e-05,0.00014100828,7.102435e-05,4.3205335e-05,1.8737088e-05,0.0006282124,3.7038576e-06,1.6677546e-05,0.0001346527,0.00021415412,0.0014828373,2.1107915e-05
sub_topic_22,0.0007079381,0.00082370883,0.00054398563,0.00011130289,0.00026327316,6.650342e-05,0.00033214115,2.028354e-07,3.4499158e-06,0.0018913082,1.884919e-05,2.1255768e-05,0.004270349,0.0010181075,0.00038226176,1.1255948e-05,0.004900226,0.0018087236,0.00041184123,0.0010552249,0.009373741,0.00039604702,0.0021079276,1.0605102e-05,5.1280596e-05,0.00020419517,0.00016559527,0.00011879499,0.0008977152,0.3723284,0.00010454758,0.00014537861,5.5896573e-05
sub_topic_23,0.0117186755,0.0036877661,0.0025947313,0.0035230515,0.012300133,0.0033096613,0.0015977576,0.00030723587,0.1413127,0.0011185699,0.010142428,0.03176243,0.0029055753,0.007861785,0.001724197,0.002394908,0.014447048,0.0008961131,0.009569223,0.00090308755,0.0023621924,0.009644526,0.0017126602,0.0032623701,0.0007305748,0.004351253,0.011019098,0.006449304,0.012566743,0.0065706344,0.007262774,0.0025632654,0.005061962
sub_topic_24,9.346317e-05,0.0002971531,0.00053054217,4.8750364e-05,3.0052806e-05,0.00017915088,2.2296284e-05,8.170817e-06,9.779046e-06,1.7900982e-05,0.0006315694,0.00028414614,8.185863e-05,4.9342194e-05,0.00013362951,5.33565e-05,5.87905e-05,5.4124645e-05,0.00029102626,0.0002471394,3.3357563e-05,0.00573442,0.00046384626,1.6686095e-05,1.7287178e-06,4.986775e-06,0.96333563,1.2033577e-05,7.77775e-05,2.1746366e-05,0.0009975027,0.00012583143,0.00017326647
sub_topic_25,0.0008919619,0.00019424515,0.00046252095,0.00022767881,0.001038488,0.00019185038,0.00026670133,0.00032863644,0.0004158078,9.6217904e-05,0.00029315907,0.0011240182,0.00027923906,0.0002926304,0.0001735774,0.000572406,0.0003596246,3.957454e-05,0.00041435572,0.00043083436,3.8740563e-05,0.00054178626,0.00012539557,5.842319e-05,0.0011067531,0.6490603,0.000373247,0.0014078486,0.00021357332,0.0004687082,0.0004590882,0.0005461971,0.0007287226
sub_topic_26,0.00019083376,5.9879752e-05,4.931072e-05,0.00017987702,1.6311657e-05,0.000110265595,1.9848783e-05,1.31383495e-05,9.296392e-07,0.56598747,0.00010206171,8.227562e-06,1.01392e-05,0.004956155,0.00013093818,0.00050857087,8.900887e-05,5.996154e-06,9.721397e-06,6.8966688e-06,1.2681333e-05,0.00016510343,0.00012586884,3.2789346e-06,8.50509e-05,1.2434754e-06,3.0118827e-05,0.0025306237,0.0036733265,0.00015284267,5.4415985e-05,8.291624e-05,1.3478591e-05
sub_topic_27,1.7224318e-05,0.96270853,2.0027108e-05,8.124801e-06,8.178948e-06,1.8427876e-05,0.00014624678,2.2112628e-05,1.8333745e-06,5.4305667e-05,6.796795e-05,1.1586707e-06,0.0010033302,3.8451857e-05,0.00010307997,6.7981506e-07,2.2789596e-05,0.0004161014,2.9700162e-05,6.380586e-06,6.4757e-05,0.00093878596,9.963683e-05,1.9439076e-05,7.290043e-06,3.4742504e-06,0.00035038535,2.8432725e-05,3.131706e-05,4.662257e-06,4.980301e-05,2.451737e-05,7.3853407e-06
sub_topic_28,3.145514e-05,0.00035063602,2.7511285e-05,2.2150522e-05,1.4934128e-05,1.6294707e-05,0.9803667,1.7487211e-05,1.2824319e-05,5.610724e-05,1.3714685e-05,9.2459795e-06,0.0010594538,0.000113379734,2.165119e-05,1.4623857e-05,3.5386456e-05,0.00020884955,1.5018984e-05,1.6252168e-05,3.0904597e-05,0.00046557025,4.672547e-05,3.1314437e-05,1.07236265e-05,5.650234e-06,4.6262972e-05,4.607572e-05,0.00022589334,1.5335243e-05,3.4937464e-05,9.382367e-06,3.0657953e-05
sub_topic_29,3.703202e-05,0.00014646602,4.6127032e-05,7.946631e-06,2.0846023e-06,0.00010864002,1.7689978e-05,7.365289e-07,4.1592864e-07,2.9827135e-05,4.8536884e-05,9.696593e-05,1.2180547e-05,1.8446648e-05,6.184181e-05,3.1685768e-06,6.724609e-05,0.00015686579,1.5278933e-05,8.11824e-06,2.9373829e-05,0.872101,0.4358481,6.945734e-06,1.3217505e-06,3.004343e-08,0.00026064803,7.993322e-06,1.5344465e-05,9.366615e-06,0.00013418819,7.3123065e-06,5.65902e-06
sub_topic_30,0.0012831993,0.0009502382,0.004977672,0.0011512572,0.003644101,0.00033144254,0.0011154425,0.0011897384,0.079626,0.0004109647,0.001610665,0.00069586036,0.0030656797,0.002443982,0.0014116066,0.0004499902,0.0027111005,0.00015549581,0.0003568653,0.0018195611,0.00024362595,0.0025473118,0.0014839906,0.0007837413,0.032138623,0.0012272174,0.0011099713,0.0033146841,0.0011730754,0.0007686105,0.005617749,0.004202633,0.002200512
sub_topic_31,0.00025515075,0.000212825,0.0005359417,4.6225097e-05,6.742454e-05,1.6708116e-05,0.00016162834,8.628883e-05,8.953541e-06,0.00035194232,1.9756803e-06,4.5414936e-06,0.0029065483,3.5250545e-05,2.4792467e-05,7.691826e-07,0.0017227695,0.00030977832,9.454434e-05,0.0068514273,0.005545916,0.00012591225,0.00015939628,4.5195084e-05,4.0893265e-05,0.33825308,4.784426e-05,0.0002526414,7.7433666e-05,0.0011049088,3.0195792e-05,6.237896e-06,0.0011151707
sub_topic_32,0.00058185024,0.00024176986,0.0012480849,0.00019452554,0.00026970543,2.3254157e-05,0.00017194771,0.00038523303,0.00014534683,0.0005907126,0.0009552616,0.0013059332,7.05859e-05,0.0015313887,0.005080975,0.0033842502,0.00045384027,1.7381253e-05,4.1967646e-06,8.67251e-05,1.1533297e-05,0.0029140413,0.0008970364,3.4576748e-05,0.93715817,0.00036121032,6.757709e-05,0.0005994211,0.00028697064,9.3917e-05,0.0034447284,0.017082404,0.0003377451
sub_topic_33,0.002262789,0.001524122,0.0010588667,0.0004968952,0.0035597514,0.00077458617,0.005110964,0.050006483,0.1998149,0.00022574146,0.002241112,0.007168511,0.0016711121,0.001725089,0.00016340264,0.0015303629,0.0015695357,1.807569e-05,0.000616495,0.00037121875,8.95917e-05,0.0047785817,9.087234e-05,0.0009866543,0.004093428,0.0026462104,0.0013258661,0.0056903283,0.0012152892,0.0009751683,0.002216047,0.0016697197,0.0020996998
sub_topic_34,0.0010386318,0.00013150681,0.00081727735,0.0029173312,0.00015354707,0.983293,4.3021533e-05,3.1237905e-05,3.281743e-06,0.0008484316,0.0020296616,0.012681661,9.471519e-05,0.00062488526,3.0388588e-05,0.0005895656,8.9132656e-05,1.766342e-05,0.00037901968,8.3423234e-05,0.00047711455,0.0015306046,0.0005796238,4.352037e-05,5.3101453e-06,1.3920417e-05,0.0008726552,0.0001139459,0.0067048585,0.0011913612,0.0006739847,4.1190928e-05,0.00036769136
sub_topic_35,1.574265e-05,5.555703e-06,0.4042168,6.7798833e-06,4.95843e-06,1.7245591e-05,3.25441e-08,2.2779935e-07,3.3580004e-06,3.3292793e-07,2.4956189e-05,0.7549751,3.7441928e-06,2.1288186e-06,5.4196266e-06,3.4995293e-05,0.0010364307,3.297645e-08,2.3002917e-06,2.545742e-06,0.0,4.9545666e-05,3.4700537e-05,0.0,4.3034306e-05,4.920417e-06,0.000117236305,7.162604e-07,1.6628602e-06,4.2797815e-06,0.00040184407,5.146684e-06,5.8833615e-05
sub_topic_36,0.0001405119,6.299403e-05,0.000636246,2.169137e-05,2.0161928e-05,0.00012402261,1.6271106e-05,2.5392621e-06,7.1463e-06,2.0809333e-05,0.00030905788,0.0048934063,2.6545738e-05,2.8744014e-05,5.60861e-05,5.7755657e-05,5.7344234e-05,2.3541106e-05,0.00012624057,3.399724e-05,1.8684867e-05,0.00022509875,0.0030162893,6.92912e-06,7.148104e-05,2.8864388e-06,0.0012278706,1.3904693e-05,2.2403414e-05,2.2365932e-05,0.94184446,0.00010279118,9.518594e-06
sub_topic_37,0.0011497304,0.00061167305,0.0007059137,0.00093547197,0.9764722,0.0022039074,0.00062621775,7.916735e-06,0.0002825309,0.00031196547,0.0010883594,0.0013347958,0.0046263398,0.00043141426,0.00018236598,0.00029221168,0.00043711643,6.1117105e-05,0.0010097829,0.00026982214,0.0010970864,0.0025273543,0.00023175497,0.00013039408,0.00011343925,0.0006231071,0.0012446252,0.000754435,0.0007393642,0.0007072771,0.00076467026,0.00029320113,0.0002479656
sub_topic_38,0.00027417616,0.002303879,0.0006399115,9.258791e-05,7.01494e-05,9.046784e-05,0.000302961,3.9918374e-05,2.5531808e-05,0.0013064604,0.0022769398,0.00084379956,0.0002657834,0.0005343725,0.97190964,0.0042926213,0.00066471775,0.0008922098,5.625865e-05,0.00021972481,0.00011834204,0.049351554,0.0012782305,0.00011898934,0.0021898178,5.990647e-05,0.0027282904,0.00025381884,0.0007208828,0.00014756221,0.00091244106,0.00313558,0.00045519447
sub_topic_39,0.00057995843,0.0074642426,0.0007808373,0.0006125004,0.00010235779,4.417707e-05,0.0026754013,5.694804e-06,6.2838067e-06,0.0070153046,1.4513602e-05,2.29978e-05,0.0003271075,0.0010792866,0.0044238637,1.937517e-07,0.112846464,0.4117593,0.0003653893,0.0009337744,0.030354688,0.009196104,0.0049154405,0.00030584098,0.00014265756,0.00018558677,0.001560943,0.00036932633,0.00060698425,0.0013081984,0.00025465735,7.079568e-05,0.00025351736
