,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36
sub_topic_0,0.0003297122,0.0001359947,0.00031777975,0.00010639635,0.00020017072,0.00039249638,0.00011127432,3.0668655e-06,7.446454e-06,0.000721038,6.0387094e-05,1.3248227e-05,0.00013527482,8.982546e-05,6.0527545e-05,2.3337605e-05,0.000521249,0.00013000322,0.0001715414,0.0010301105,0.00038322157,0.00010705709,6.641152e-05,6.028023e-07,5.75665e-05,0.00012576873,3.4962748e-05,2.7357008e-05,0.00021831125,0.810208,1.5863969e-05,3.968139e-05,1.3735217e-05,6.281824e-05,3.1919728e-05,0.0019145615,0.005558472
sub_topic_1,5.9142534e-05,8.678062e-05,5.5157292e-05,0.00029805535,9.3125585e-05,9.459173e-06,2.0354448e-05,0.000115448885,5.8626865e-05,0.000105314815,0.0004838179,0.00036874678,2.3429036e-05,0.00022919613,8.522279e-05,0.0003055491,2.019308e-05,5.7079883e-06,0.00015871787,2.8148666e-05,6.1494866e-05,0.00025277445,9.473071e-05,3.7582657e-05,0.0019691521,6.82276e-05,0.00090078294,3.0509831e-05,0.00020244054,2.8323559e-05,0.00057741295,0.70276874,2.123312e-05,0.000114979026,0.0006843636,0.0027415545,6.5998324e-06
sub_topic_2,0.0031428102,0.0018295889,0.0020946264,0.0006943334,0.0020912716,0.0002564174,0.0022339437,0.010464163,0.14267807,0.0005544726,0.0008403189,0.0070989323,0.0007111371,0.0017511696,0.0007936999,0.0046476247,0.00066590577,4.513788e-05,0.0003137692,0.00068820495,0.00012575657,0.0015465893,0.00050674495,0.0012467519,0.0052142213,0.0020475944,0.0013821768,0.006247529,0.0018551679,0.0003414802,0.0058474424,0.001926848,0.0072872047,0.000877637,0.0015260988,0.00085858937,0.00025194284
sub_topic_3,0.0003051395,0.00094724796,0.0019866787,0.00075466116,0.0010997714,0.0002457214,0.00032823294,0.00026539585,0.00060556224,0.00030820098,0.0019865516,0.0004819954,0.00069059763,0.0016031441,0.002910162,0.00010763168,0.0012649277,0.00025661036,0.0003083732,8.021487e-05,0.00031876145,0.0024097569,0.044513863,0.00014286504,0.01464574,0.00031128374,0.0018113016,0.0006424705,0.0004776496,2.4194369e-05,0.07112336,0.0069966232,0.0006585496,0.0029822525,0.00042652412,0.0021582504,7.108805e-05
sub_topic_4,0.00012495977,3.5360754e-05,0.0003088601,1.8979366e-05,4.4177423e-06,0.00015339504,6.6083435e-06,9.575284e-07,0.0,1.52199655e-05,0.0002909367,6.5752974e-05,3.0029902e-05,1.7367405e-05,1.95669e-05,3.2925745e-05,9.911663e-06,1.4010725e-05,3.8191683e-05,5.417653e-07,1.5568847e-05,0.00010740085,0.0020283454,0.0,3.2988175e-06,4.3688905e-07,0.0005567817,3.4652933e-06,2.0262934e-05,3.4977825e-06,0.00019880824,3.8919345e-05,1.3155889e-05,0.8205249,7.321429e-05,1.574765e-05,1.2851495e-05
sub_topic_5,0.0019779194,0.00024208972,0.0021623024,0.00061990944,4.7273104e-05,0.97725433,0.00010211484,8.011553e-07,7.2295364e-08,0.004496448,0.0005674414,4.1468713e-05,0.00011113329,0.001356985,0.0001819704,0.0005721443,0.00019020896,8.045298e-05,0.00020524416,5.520485e-06,0.00026402186,0.00061499706,0.00025472717,0.0,3.45887e-06,9.084499e-07,0.00018892881,4.630027e-05,0.0090742,0.0035440384,1.7620583e-05,6.605819e-06,0.00025304192,0.0015001909,0.011572117,0.00026406086,0.0001285818
sub_topic_6,6.8951675e-05,0.010175414,0.0001372367,0.00026245604,1.8181881e-05,0.00035426786,0.0029289175,2.2962475e-05,3.8663075e-06,0.0007601265,8.524297e-05,0.0,0.0065433313,0.00029918892,0.00033314424,1.5520053e-06,0.0017146313,0.52201957,6.3855005e-05,0.00015990109,0.0020587638,0.0012445976,0.0018689806,8.084799e-05,3.336876e-05,4.956765e-06,0.00041073517,0.0004993155,0.00010807791,4.544766e-05,1.7532135e-05,1.9072408e-05,4.688637e-05,0.0002974694,2.3356774e-06,8.2864135e-05,0.00063739944
sub_topic_7,0.00021192119,0.000262522,0.00028628946,4.5323828e-05,1.6963542e-05,9.8300525e-06,8.033468e-05,0.72881496,0.0002858212,0.00011605573,0.00020484325,0.00011253884,0.00012975404,0.0006178064,5.88351e-05,4.4370685e-05,8.798717e-05,1.3417753e-05,0.0001100831,0.0001679216,1.0765337e-05,0.00038280702,0.00023197335,0.0012877361,0.0006059831,0.00021804593,0.00022601426,0.0007202106,0.0003119471,1.9090017e-05,0.0006706704,0.00020179813,0.0013103893,0.00012034794,0.00011925198,0.00028195028,5.269591e-06
sub_topic_8,3.7685426e-05,5.1055773e-05,5.9795806e-05,5.700011e-05,1.4902668e-05,0.00019738798,0.0003361819,3.19425e-06,5.164944e-06,0.0013609515,2.558909e-05,7.997051e-06,1.4990062e-05,0.00088989275,0.0001354991,0.00010456884,2.7436507e-05,2.7399592e-05,1.493199e-05,1.2430888e-06,1.6119213e-05,5.38302e-05,2.753746e-05,1.5477795e-05,6.0412072e-05,6.3590096e-06,7.3095805e-05,1.6348129e-05,0.9054444,9.6488104e-05,6.0374614e-06,4.5233228e-05,2.350693e-05,2.1927619e-05,0.000117245065,0.00014884761,1.3713823e-05
sub_topic_9,4.9958555e-05,0.0038526496,6.314665e-05,3.2259097e-05,1.7133585e-05,2.1801685e-05,4.414024e-05,5.0752693e-05,1.6252656e-05,0.00013750874,0.006267526,0.00016404814,4.9833554e-05,9.534053e-05,0.0746837,0.0024574872,2.2874412e-05,7.785599e-06,0.00011084789,3.7761106e-06,9.519154e-06,0.0028446412,0.0010431701,1.1752639e-05,0.0022275955,9.17841e-05,0.0026394052,2.8617995e-05,0.00024309305,8.0988975e-06,0.0017963452,0.25943345,6.3898406e-05,0.00010371794,0.00014493571,0.00015589791,2.141456e-06
sub_topic_10,0.00010179435,7.5890806e-05,0.00019505073,6.827795e-05,3.0332772e-05,2.9443523e-05,6.688314e-05,9.2455295e-05,1.9197345e-05,7.573423e-05,1.0425701e-05,5.7887337e-06,0.000106127736,1.5983363e-05,5.962524e-06,3.9599986e-06,0.0001770337,9.0713685e-05,6.757586e-05,0.9303454,0.0003350626,3.351437e-05,7.206071e-05,2.4988254e-05,3.1847696e-05,0.002450379,6.829383e-05,0.00032423265,3.4659955e-05,0.00023881462,1.842063e-05,1.4958503e-05,0.00028858273,1.9183415e-05,1.3426868e-05,0.000115773175,0.00020049288
sub_topic_11,0.00089155015,9.689614e-05,0.0004604152,0.0021545326,3.17745e-05,0.0010520597,0.00014910618,3.655072e-05,1.0403705e-05,0.0016738202,0.0002835643,0.00011579215,8.4021136e-05,0.0004908846,0.00016912437,0.00013878505,0.0002859066,4.479783e-05,0.0002020412,2.9510255e-05,6.2315725e-05,0.00012203722,0.00014733913,1.2745621e-05,0.00021599774,3.3114316e-05,7.606677e-05,5.0156483e-05,0.000840853,0.16077131,7.533466e-05,0.00021811957,4.201191e-05,9.697306e-05,0.00027014886,0.11268976,0.002715231
sub_topic_12,0.00013783075,0.00017079667,0.00038901612,0.0007886408,3.285248e-05,1.3076711e-05,4.0921395e-06,1.0673813e-06,4.9710183e-05,1.8184493e-06,2.4449286e-05,0.001485704,2.0269983e-06,1.5763413e-05,4.6512587e-06,1.771912e-06,6.313826e-05,3.023481e-06,0.9870007,2.1026255e-05,6.031738e-05,0.0002459056,2.6714175e-05,1.3778373e-06,3.1078832e-07,4.9392645e-05,0.00051656674,5.31017e-06,1.3660925e-05,8.259239e-06,1.399248e-06,9.4423005e-05,1.3938286e-05,0.00028976946,6.038045e-05,0.0001509091,9.4882735e-06
sub_topic_13,1.6411987e-05,0.0002500894,5.560706e-05,2.1880227e-05,1.1768202e-06,2.7175417e-06,8.016182e-05,0.008414559,0.00047834418,2.9615281e-05,1.2852547e-05,3.1479427e-05,0.00010271297,0.00023234081,6.2070217e-06,2.8543411e-06,4.2046147e-05,8.514248e-05,2.32984e-05,3.7511534e-05,3.0018706e-05,0.00032845195,0.00017447463,0.37522528,7.173756e-05,2.2804988e-05,4.160746e-05,0.00011169429,8.047777e-05,4.5781558e-06,0.00018186455,8.151126e-05,0.00011384623,2.1866928e-05,3.8120175e-05,0.0001202089,3.9696074e-06
sub_topic_14,7.176718e-05,0.0005382263,0.0001495208,9.218428e-05,9.412065e-05,0.00019503821,0.00032460684,0.00016750011,0.00032306733,6.298215e-05,6.560793e-05,6.6650166e-05,0.00073232874,0.00016699359,0.0001744164,7.674802e-05,9.426e-05,0.0005884032,4.9915267e-05,0.000600682,2.4086694e-05,0.0002501532,0.00015202138,5.661071e-05,0.00015454384,0.00033707105,0.00013289235,0.97756886,5.2640145e-05,3.9178653e-05,0.00012730704,0.00010392571,0.00013408164,0.00011870556,6.5862536e-05,0.00012862022,0.0013588191
sub_topic_15,0.00014040993,0.00061005395,0.00023634691,0.0005435758,2.8685703e-05,0.00092265336,0.00014808339,8.767367e-07,9.2580746e-07,0.00036020533,8.175427e-05,6.4337044e-08,0.0001794201,7.001119e-05,0.00014898807,2.590243e-07,0.0007516325,0.0023198153,0.00014049678,0.0007464547,0.4828409,0.00020770551,0.00093591114,3.3158278e-06,9.125342e-06,7.4013774e-06,0.00039500892,4.9604914e-06,8.102765e-05,0.00017634334,1.0022937e-05,1.5414778e-05,1.0232168e-05,0.00020802209,0.0001267257,0.00011581699,0.0008713997
sub_topic_16,3.5522144e-06,0.00024396207,2.173476e-05,9.188569e-06,2.4289957e-06,2.2175767e-05,9.7127464e-05,1.2714377e-05,1.5630304e-06,2.6719625e-05,1.0959296e-05,0.0,0.9802675,4.030082e-05,4.1036146e-05,3.4405946e-06,4.5950263e-05,0.0012039547,1.3925564e-05,5.8251185e-06,2.5059864e-05,6.437263e-05,2.2979824e-05,1.26156365e-05,1.2552083e-06,1.2561355e-06,7.266756e-05,5.5163895e-05,2.1583217e-05,1.7473807e-06,1.5860818e-05,1.2583704e-05,7.6807455e-06,2.6791846e-05,8.770368e-06,1.1094423e-05,1.3249175e-05
sub_topic_17,0.97086275,3.1332645e-05,0.00013332265,6.707146e-05,2.99299e-05,8.19432e-05,1.6120255e-05,6.211435e-06,1.7156284e-05,0.0001484394,0.0012543905,7.845854e-05,7.726557e-06,0.00016345583,3.532321e-05,6.900184e-05,4.7245714e-05,3.36876e-06,0.00010279927,1.1759138e-05,1.0446275e-05,3.829653e-05,0.00014004063,7.913571e-07,0.00011054905,2.8012295e-05,8.426308e-05,2.6016984e-05,0.00013932177,4.0791194e-05,1.95144e-05,2.7055923e-05,6.768365e-05,0.00026261038,5.8148053e-05,8.087096e-05,0.0001153539
sub_topic_18,0.0001889527,0.0033681835,0.00050997845,0.00042945868,2.672354e-05,0.0016503438,0.0011382968,2.7114702e-06,6.322714e-07,0.016540945,0.00042767116,3.7028015e-06,0.00068911136,0.00031864503,0.0038412441,4.453799e-06,0.01727947,0.332723,0.00018916112,0.00032615336,0.014105224,0.0023572175,0.0025307836,0.00011126353,7.7036726e-05,8.2995015e-05,0.0005784845,0.00017644204,0.00028768714,0.0005720329,1.7305252e-05,3.4572367e-05,0.00013057211,0.00010275325,4.7564583e-07,0.0006444861,0.0021941022
sub_topic_19,2.4430178e-06,5.2264968e-05,7.5478606e-06,0.0011318941,4.5655102e-05,0.0015541787,1.3616187e-06,1.8370009e-06,1.7976608e-06,6.345307e-06,3.0277895e-06,0.0,6.3009893e-06,4.2142274e-06,2.2363552e-06,0.0,6.5468575e-06,1.6761149e-05,8.415755e-06,3.974275e-05,0.4545769,2.9901164e-05,3.0318917e-05,9.528952e-05,4.204689e-07,1.8480136e-05,4.450757e-05,0.0,5.3663653e-06,4.1494192e-07,1.5748986e-07,3.8462695e-05,0.0,3.7446837e-06,0.009409652,1.835073e-06,5.8884325e-06
sub_topic_20,0.0013545308,0.00030373083,0.0022127395,8.2401355e-05,0.00013330426,0.00039781426,0.00020490836,0.00015785304,8.835624e-05,0.0006754606,0.0015382139,0.010769627,7.852345e-05,0.0019771112,0.0041653896,0.9625898,9.01754e-06,4.006325e-06,0.00011521625,5.873993e-05,7.110772e-07,0.0021507859,0.00028299348,4.1293777e-05,0.0016350211,0.0002608397,0.0025578558,0.00024859028,0.002290868,0.00014408054,0.0032561764,0.0046334434,0.0047814106,0.0018588686,0.0032597927,0.00029464412,1.200222e-05
sub_topic_21,3.1730982e-05,1.648584e-05,7.180452e-05,0.0010380222,7.232095e-06,1.7400116e-05,3.5156572e-05,6.3678726e-06,1.2547589e-05,9.4169845e-05,4.9365746e-05,0.00011367757,1.4977969e-05,0.00013522018,4.283466e-05,2.1392787e-05,3.7332607e-05,1.0709866e-05,0.00016011804,4.3768094e-05,5.6256595e-05,2.8948e-05,7.197303e-05,1.967099e-05,6.0133865e-05,1.788158e-05,0.00027802307,4.611672e-06,0.00016497268,0.0006093326,6.772667e-05,0.0016107181,5.1346424e-06,1.2427703e-05,9.960553e-05,0.8623277,8.492873e-05
sub_topic_22,3.1985895e-05,5.352802e-05,3.369152e-05,8.768081e-06,2.4397987e-06,6.842939e-05,1.2013522e-05,3.3201138e-07,1.6484795e-06,4.784076e-05,0.0005624345,3.3227473e-06,7.965958e-06,4.217531e-05,8.555264e-05,7.6205692e-06,2.5650503e-05,8.6798966e-05,1.796963e-05,1.0976198e-06,1.9485962e-05,0.00015942035,0.9313071,0.0,0.000102511935,2.3427354e-07,0.00010905312,3.2266485e-06,1.7744744e-05,1.2468944e-06,0.00018279502,5.9046084e-05,6.0303064e-06,0.0020722435,5.497639e-06,2.5815105e-05,2.8700559e-05
sub_topic_23,0.0063356454,0.00029464692,0.013336373,0.0012107267,0.00054641004,0.00820391,0.00034659967,0.00043929918,0.00029485376,0.0016496566,0.0035470568,0.002633123,0.00017519452,0.0030636396,0.0002426601,0.019977342,0.00019054333,7.468845e-06,0.00094510464,0.00016944984,6.0311863e-06,0.0010584681,0.0003383645,5.31615e-05,0.0004177938,0.0003764242,0.001552281,0.00068098033,0.06753663,0.0030299928,0.0015139988,0.0007773859,0.0027403457,0.007074827,0.12809241,0.003900746,0.00015476502
sub_topic_24,5.1239844e-05,2.2159187e-05,1.1975733e-05,2.2415237e-05,1.2048787e-05,3.187157e-05,3.7534952e-05,3.480204e-06,5.127059e-06,0.0008460968,3.265072e-05,9.325438e-06,1.3412314e-05,0.9740206,6.49173e-05,0.00036715003,1.2520582e-05,8.789173e-06,5.45059e-06,2.0543744e-07,3.8510084e-06,4.4354405e-05,7.4002695e-05,4.2060321e-07,0.00030544717,8.65755e-06,2.4559991e-05,2.0304089e-05,0.00060931226,8.004122e-06,6.033417e-06,2.4644696e-05,2.6765524e-06,1.8904431e-05,1.3600823e-05,2.8866016e-05,3.9901173e-05
sub_topic_25,0.0009950992,0.0002129299,0.0005847832,0.00027539954,0.0010195369,6.0470946e-05,0.00021506767,0.00023726225,0.00049921067,0.00018135506,0.00015882376,0.00053010386,0.00014874568,0.0004327017,0.00036256548,0.00056034623,0.00021681059,3.328474e-05,0.00045283738,0.0029317779,5.758837e-05,0.00026021883,0.00022646919,3.0846863e-05,0.0013629046,0.9839466,0.0004406873,0.0013787707,0.00028881835,0.0006185838,0.00042531628,0.00089950574,0.00050191727,0.000221464,0.00025624305,0.00029954704,0.00020138365
