,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36
sub_topic_26,5.227804e-05,4.0981016e-05,2.6843594e-05,3.120224e-05,5.451861e-06,4.669379e-05,1.01785445e-05,5.1296747e-06,5.4737345e-08,0.9586466,4.673751e-05,0.0,7.844917e-06,0.0008962041,0.000101586804,6.050219e-05,1.6212254e-05,2.71239e-05,2.453538e-06,4.9704727e-07,9.32787e-06,5.1934276e-05,5.4378004e-05,7.1769716e-07,0.00011613063,0.0,2.010056e-05,0.00028176114,0.0017070954,2.4702678e-05,3.8312937e-06,1.5738566e-05,2.1312617e-06,8.48927e-06,9.700563e-06,5.116604e-05,4.516069e-05
sub_topic_27,1.0216715e-05,0.96260613,1.0368721e-05,5.7385478e-06,5.873283e-06,2.0134841e-05,7.023548e-05,1.562112e-05,1.956581e-06,4.0312978e-05,3.5597375e-05,0.0,0.0001050225,2.669929e-05,7.777879e-05,8.0397825e-07,8.643031e-06,0.00021807787,3.0118237e-05,1.3631494e-06,3.3803317e-05,0.0001352128,3.7903053e-05,8.841297e-06,4.9766804e-06,3.346949e-06,0.00032997422,1.7246839e-05,1.8709632e-05,7.382288e-07,4.5238075e-06,4.712584e-05,2.7194628e-06,4.255536e-05,1.0343673e-05,2.5635231e-06,1.2563284e-05
sub_topic_28,7.022457e-06,0.000117748095,1.2008922e-05,1.1833286e-05,4.862215e-06,1.3185591e-05,0.9825096,5.7722164e-06,5.452422e-06,3.203249e-05,3.0625838e-06,0.0,7.2059614e-05,3.748784e-05,5.9843505e-06,1.5339798e-05,1.0459e-05,6.0331116e-05,4.0719383e-06,2.1417334e-06,1.0097086e-05,4.3249795e-05,1.5903714e-05,2.750101e-05,3.0934555e-06,1.5623966e-06,2.8951215e-05,9.19e-06,0.00036241312,1.3077154e-06,5.9231076e-07,2.8944628e-06,4.836359e-06,1.0251123e-05,1.7652268e-06,9.8067285e-06,9.381363e-06
sub_topic_29,1.4469216e-05,0.00030901542,4.4002834e-05,7.878361e-06,4.986418e-06,5.2308882e-05,4.8762922e-05,4.9776204e-06,1.8371866e-06,4.1912568e-05,0.000110284134,8.934442e-06,4.0093768e-05,2.926475e-05,0.00021978491,1.6106598e-05,2.2075805e-05,7.99008e-05,2.208943e-05,0.0,2.7446762e-05,0.97163653,0.00012308559,1.1822951e-05,8.859335e-06,8.430157e-07,0.00053241855,6.2544195e-06,2.0600255e-05,2.1504434e-06,1.2664134e-05,5.250313e-05,5.2115206e-06,5.6951554e-05,2.2223645e-05,1.17782e-05,3.7442867e-06
sub_topic_30,4.517511e-05,7.3474075e-06,0.6980822,8.473625e-06,2.1147043e-06,2.2083459e-05,2.0119692e-06,9.81047e-07,1.1632151e-06,8.553065e-06,5.2064832e-05,2.7838962e-05,5.396352e-06,1.0566254e-05,8.181597e-06,3.8067636e-05,7.3903786e-05,3.5207367e-07,9.455103e-06,2.0138632e-06,2.23742e-06,3.4093322e-05,2.9098066e-05,0.0,1.7917201e-06,9.859258e-07,0.0002797029,0.0,1.5650634e-05,4.2031634e-06,0.00021514621,3.4582208e-06,5.183774e-05,0.0004365059,8.698857e-05,1.3721652e-05,1.3479868e-06
sub_topic_31,0.00061965507,0.002899022,0.0005927748,0.00040774842,0.0013160077,8.314703e-06,0.0035224063,7.433375e-07,6.322958e-05,0.0018433692,4.1069736e-05,3.2286239e-06,0.0028398111,7.242992e-05,7.469546e-06,1.9354811e-06,0.010035808,0.0017426918,0.0009177496,0.05989164,0.027994813,0.00016601193,0.0009323529,1.4394984e-05,7.741767e-05,0.00091914576,0.0003582627,3.0325504e-05,0.00022481145,0.013665099,1.394328e-05,7.383981e-05,0.00038689637,0.0003569666,3.048477e-07,0.0004861153,0.18108293
sub_topic_32,0.00042945775,0.00023842833,0.000124627,0.000249533,0.00015322032,1.1761402e-05,0.00012655898,0.00029401024,4.9269034e-05,0.001788204,0.001760922,0.0012165087,1.9276238e-05,0.0036202883,0.0025083676,0.0028230469,4.0001083e-05,2.3203362e-05,1.2588268e-05,5.610068e-05,9.674238e-06,0.0009460223,0.001272143,3.5079614e-05,0.9586819,0.0006490898,4.577428e-05,0.00037206724,0.0009863095,3.4189718e-05,0.0046701306,0.010993579,9.156694e-05,6.399307e-05,6.5823864e-05,0.0005181312,8.7859284e-05
sub_topic_33,0.0027811462,0.0007843756,0.0014832829,0.000413189,0.0015506849,0.00010581371,0.0007753097,0.24882653,0.01548833,0.00035830284,0.00054759125,0.0024680523,0.00026888118,0.0023003523,9.052541e-05,0.0010259207,0.00058403204,7.703848e-06,0.0004948434,0.0010421176,5.3195745e-05,0.00061678933,0.00021877766,0.0009807141,0.0053812563,0.004166366,0.000871973,0.006134924,0.0022444767,0.0006906248,0.0036481582,0.002376306,0.0020367338,0.0014888035,0.002267168,0.0018282671,0.00011305112
sub_topic_34,8.7894165e-05,2.766793e-05,0.0002753107,0.0014723124,8.687277e-05,0.0023680595,4.150006e-06,2.0029589e-05,2.1366002e-06,5.5733723e-05,0.00019476276,0.00015729306,1.3967622e-05,6.489146e-05,9.267382e-06,0.00016038993,2.3064026e-06,1.4187967e-06,0.0002912434,1.8042876e-05,0.0003434972,0.00011536824,4.3201824e-05,2.662674e-06,4.971611e-06,8.480581e-06,0.00043529633,1.005741e-05,0.0005948794,9.2595e-05,3.002234e-05,0.00016963779,2.1182655e-05,0.00041575157,0.8364408,0.00023257566,8.388893e-07
sub_topic_35,7.862075e-05,1.5906957e-05,0.00048759358,8.3722414e-05,2.7794747e-05,8.430164e-06,1.0958308e-05,1.8597236e-06,2.388746e-05,3.2342496e-06,5.5949415e-05,0.96704376,2.6181233e-06,1.8190603e-05,2.6105752e-05,0.00012227964,2.580679e-06,1.3411301e-07,0.0010403817,1.9498634e-06,1.4644429e-06,5.192167e-05,1.6110122e-05,0.0,8.763876e-06,1.6758651e-05,0.00014330618,6.244098e-06,1.0061992e-05,1.0752347e-05,8.4835396e-05,3.986523e-05,4.1460586e-05,0.00034292284,0.0001622339,7.301207e-05,4.134812e-06
sub_topic_36,5.687209e-05,7.33766e-05,0.0026087565,2.463296e-05,3.998495e-05,3.4563516e-05,8.376705e-06,3.7892572e-05,6.7999004e-05,2.808812e-05,0.0017641495,0.00056641374,3.223927e-05,4.6125857e-05,0.00028065828,0.0004858175,9.5716074e-05,6.502596e-06,1.6223557e-06,2.2796086e-05,2.2131176e-06,0.0001376733,0.0008627662,1.13936e-05,0.0035494608,8.1004975e-05,6.787155e-05,5.9576374e-05,3.33709e-05,7.748052e-06,0.90053505,0.0023005675,0.00013631968,0.00057522865,7.12139e-05,0.0002264849,1.7371922e-05
sub_topic_37,0.00083534187,0.0005501957,0.00072273205,0.0007117934,0.9884052,0.00082083745,0.00051959226,4.328847e-06,0.00039051299,0.00030056035,0.00025507816,0.00027105337,0.0005112723,0.00030202646,0.00016414549,0.0002660605,0.00031969562,4.058305e-05,0.0006418364,0.00017664775,0.0006494971,0.00047660916,0.00022528616,1.8525468e-05,5.7807436e-05,0.0006197194,0.0010004896,0.00046634066,0.00046159467,0.0004430098,0.00015143314,0.00035390817,0.00017422625,0.0003887492,0.0014022398,0.00021058599,0.00057797856
sub_topic_38,0.00018994094,0.002160846,0.00040875698,0.00010076492,4.564631e-05,0.000313421,9.874877e-05,1.7925042e-05,2.4746634e-05,0.0010329429,0.0013749612,0.00023510412,0.00029135874,0.00045942684,0.9047199,0.0018669968,0.00021229984,0.00068094395,7.335609e-05,8.03246e-06,9.8713426e-05,0.003674052,0.0012766317,2.4809644e-05,0.0007264031,0.00018575559,0.0015679157,0.0001421997,0.00046410054,4.3358297e-05,0.00062357925,0.0014571456,0.00014321959,0.00012958566,5.4385928e-05,0.00024273377,0.00012563208
sub_topic_39,0.0005527261,0.0038075694,0.00071713375,0.00060152897,0.00014164486,0.000884882,0.0018622956,1.4900223e-06,2.7094446e-05,0.0026547832,0.00014265724,2.0581352e-05,0.0038142048,0.00072701386,0.0018426686,3.0380804e-06,0.0055255224,0.13638219,7.11622e-05,0.00026173747,0.012764136,0.0020280601,0.0021552902,1.2513122e-05,0.000110245375,2.3742652e-05,0.00055868,0.0006288913,0.00026735963,0.0007851536,2.7429367e-05,7.877422e-05,0.0001479327,0.00024276198,1.8943662e-06,0.00085027365,0.14134715
sub_topic_40,0.0010534736,0.00036041765,0.0004799271,0.00031740364,0.0007645813,7.1767776e-05,0.00012841621,3.7113285e-05,0.007887251,5.430195e-05,0.0003122734,0.001209699,0.00013497318,0.00036338932,0.000100567006,7.3670344e-05,0.00052971684,7.650641e-05,0.0029817664,8.330492e-05,0.00042577414,0.00032685837,0.00048543757,9.873369e-05,4.9713086e-05,0.00042578278,0.0016411846,0.0006761796,0.00019057705,0.00025164522,0.0004579815,0.00031247982,0.00010305346,0.15336342,8.658314e-05,0.00022692855,0.00026423318
sub_topic_41,3.023049e-05,3.9074857e-05,0.0023760938,2.1019941e-05,2.8809197e-06,2.1436692e-05,1.8419403e-05,5.70135e-07,1.8413511e-06,5.2068128e-05,2.5053905e-05,9.440279e-07,9.201765e-05,2.1368438e-05,2.1781923e-05,1.5752423e-07,0.9326157,9.431411e-05,1.123626e-05,1.35111e-05,4.461441e-05,3.5603945e-05,6.389802e-05,1.3527206e-06,1.1894503e-05,5.3343565e-06,3.044424e-05,5.2423966e-06,3.5087272e-05,1.3588223e-05,1.647508e-05,6.65269e-06,6.096837e-05,1.5996322e-05,6.584816e-07,2.3950608e-05,3.8374645e-05
sub_topic_42,0.0017748273,0.00016949636,4.737456e-05,1.9734105e-05,1.7462168e-06,2.0127749e-05,9.19924e-06,2.5174763e-06,4.4255827e-07,0.00016296594,0.9729438,0.00025580314,3.4252366e-06,5.9983508e-05,0.00024179506,4.9649152e-05,8.013786e-06,1.1559925e-05,2.8068873e-05,0.0,1.7083727e-06,0.00028455805,0.0027033603,0.0,0.00049804687,1.3618775e-08,0.00012019606,2.1171704e-06,6.289148e-05,4.189183e-06,0.00033117755,0.0002894892,7.8087205e-06,0.0009548426,3.2356194e-05,4.8430025e-05,1.9452407e-05
sub_topic_43,0.0018419969,0.0010814453,0.0007707897,0.00072835264,0.0016128264,0.00013744645,0.00091260823,0.0012962843,0.83041567,0.00022721259,0.00047022218,0.00191046,0.0003336257,0.0021432703,0.0002544808,0.0003023488,0.0010037414,0.000107422115,0.0018281041,0.0005095222,0.0004364892,0.0010425338,0.00066996214,0.0027368634,0.00053392205,0.0022095104,0.0020859386,0.0016697701,0.0009035692,0.00054189045,0.00081026094,0.00083878654,0.0006995575,0.00074437616,0.0003960332,0.0010947862,0.00034173165
sub_topic_44,0.00035937643,2.4459709e-05,0.26244742,0.00027679355,2.6496993e-05,8.338608e-05,1.27700905e-05,6.1937617e-06,9.348238e-06,0.0001416862,0.00017399085,5.491505e-05,5.7034646e-05,6.741679e-05,3.8262187e-05,6.4244355e-06,0.024125459,3.730755e-06,1.0485961e-05,4.248461e-05,1.2829964e-05,3.2298314e-05,5.827149e-05,1.6523745e-07,0.0005099716,4.539188e-05,2.0957228e-05,3.4712433e-05,0.00015414337,3.958654e-05,0.001613333,4.168358e-05,0.0007027081,0.000100086145,4.6094203e-05,0.00024852282,0.00016602933
sub_topic_45,0.0006907109,0.00024854793,0.0003590748,0.00060672493,8.7324144e-05,0.0008378371,0.00014012249,4.1505505e-06,5.7965885e-06,0.0011952706,0.00016480798,1.16565125e-05,0.000169678,0.00024717752,0.00035882893,1.4237464e-05,0.00073218124,0.000545903,6.384338e-05,0.00017512165,0.00059809256,0.00022304893,0.0011014277,2.5927377e-06,0.00014688002,3.453483e-05,4.1587446e-05,0.0004371762,0.00019165709,0.0027189201,9.397645e-05,2.88321e-05,6.658613e-05,0.00022796937,5.4805855e-06,0.002115149,0.66087455
