,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38
sub_topic_10,0.00012231179,6.914808e-05,0.00042047963,8.385005e-05,0.00012887246,0.00012081376,7.038489e-05,8.1147016e-05,2.2877492e-05,8.504242e-05,9.971269e-05,2.980714e-05,0.00031595177,2.3565768e-05,6.88439e-06,4.7230637e-06,0.00058183813,6.8432135e-05,0.00026419433,0.95861137,0.00025202194,2.9253955e-05,0.00015598274,4.3161122e-05,2.021972e-05,0.0028024092,0.00023569736,0.0026153673,4.0369192e-05,0.00016630876,2.0374402e-05,3.3875313e-05,0.0040223673,2.0574304e-05,2.9067742e-06,0.00013294329,0.00012903224,0.00032879616,0.00029217242
sub_topic_11,9.806246e-05,6.423985e-05,0.00026344566,7.372031e-05,1.8697981e-05,0.00034795783,5.0809376e-05,4.132307e-06,1.3078226e-05,0.00042867492,0.00018743836,0.00014815059,0.00020059632,0.00023404945,9.6431366e-05,4.6252724e-05,0.0003872221,2.367947e-05,0.0005120869,4.0683735e-05,0.0010317898,7.703015e-05,6.282268e-05,0.0,2.0630681e-05,4.3168115e-05,0.00011063118,0.00018007326,0.00047989137,0.41843545,2.069652e-05,0.00012589623,1.9662988e-05,0.0002409911,0.00017400189,0.0072358563,0.00096507784,0.00076846493,0.00012348426
sub_topic_12,1.9340994e-06,7.372888e-05,0.00022696215,0.98340356,7.1702334e-07,3.9673185e-05,1.8997716e-06,0.0,2.2055951e-06,9.718066e-07,2.7639335e-05,0.035476197,1.2424709e-05,3.7257817e-06,2.5674383e-06,0.0,8.84449e-05,1.5098784e-05,0.0032114987,7.149406e-06,1.3916812e-05,0.00017204539,6.129413e-05,0.0,0.0,3.464315e-06,0.0001360787,4.7539823e-05,2.9118853e-06,3.0126944e-07,7.5525804e-07,2.7894303e-05,0.0,0.00039431025,1.5297179e-06,3.56771e-05,3.746728e-06,0.0042542587,0.00020092768
sub_topic_13,7.871998e-05,8.0535225e-05,0.020973146,9.854619e-06,0.0018363913,8.1821185e-05,4.1387713e-05,7.923347e-05,0.00036255896,4.727793e-05,0.00602378,0.0011080158,0.00015633035,0.00014058208,0.00041457242,0.0003025144,0.004001769,1.0283185e-05,9.429004e-06,8.882435e-05,1.0619203e-06,0.00015079872,0.006881336,4.1677184e-05,0.006811313,0.00026317794,0.0007118084,0.00038396133,4.5902387e-05,9.017458e-06,0.62318,0.0078262305,0.0041741156,0.0026929097,0.00010260765,0.0007768726,3.684727e-05,0.00013418154,8.914628e-05
sub_topic_14,3.445193e-05,0.00043830372,0.00016974001,4.5842684e-05,0.00011733066,0.000113411385,0.000283613,0.0002797245,0.00028492167,3.3788507e-05,0.000116502306,0.00026556262,0.0026507962,0.0006152843,6.98019e-05,2.9540972e-05,0.00012306699,0.00049478543,8.829864e-05,0.00026680058,8.234625e-05,0.00025996385,0.0003010124,0.73649925,8.099035e-05,0.00017594626,0.00016859474,0.93304855,4.9691673e-05,3.1049054e-05,0.00012106285,0.00013060715,0.00091737043,6.9684e-05,3.0097544e-05,0.00026669857,0.00018278793,0.0063545527,7.525961e-05
sub_topic_15,0.0023955244,0.0007838279,0.005125729,0.00086984626,0.0019002209,0.0021917543,0.00030957212,3.8925978e-06,5.1636084e-06,0.004611391,0.021735149,9.187882e-06,0.00066067936,0.0006369787,0.0064334595,4.3360677e-05,0.01224638,0.0008654036,0.0013898873,0.00016013086,0.118999004,0.0016076019,0.0018858229,0.0,7.6845674e-05,3.966232e-05,0.0015509584,0.0009273092,0.0008812367,0.008598648,0.00025311526,4.6091784e-05,0.00018354082,0.0007708317,9.908495e-06,0.002171188,0.011318828,0.008128582,0.00043149648
sub_topic_16,5.648334e-06,3.5017147e-05,0.0014679224,5.8851283e-06,4.223362e-06,2.0767564e-05,1.5328638e-05,1.5404092e-06,1.2723876e-06,1.5648706e-05,0.00013982446,6.367565e-06,0.8397256,1.5924004e-05,1.1435252e-05,6.3178624e-07,0.8395818,6.173796e-05,1.382448e-05,5.126293e-06,6.863292e-06,1.942469e-05,3.855235e-05,1.8237698e-07,2.9139896e-06,1.4247811e-06,0.00010649043,4.6546542e-05,1.781157e-05,1.6393062e-06,1.2371426e-05,1.5207966e-05,0.00016247525,3.6484147e-05,9.586995e-07,9.469698e-06,2.0766145e-05,8.916597e-05,9.668432e-06
sub_topic_17,0.97169936,3.3817043e-05,0.00012622285,9.952249e-06,2.138052e-05,4.939798e-05,1.9319586e-05,5.9551608e-06,1.4646892e-05,0.00012151608,0.042472776,0.0007117017,1.0743865e-05,0.00027907066,3.8979997e-05,5.2156334e-05,0.00019356613,4.4652315e-06,0.0017541298,1.2450182e-05,4.166245e-06,3.816776e-05,0.00020926907,0.0,0.000109330285,2.083076e-05,0.00017679697,0.00010968591,8.0301164e-05,3.5291712e-05,1.8348988e-05,3.4443317e-05,0.00031840865,0.00066272035,8.234619e-05,6.650941e-05,0.00026739546,0.00045043763,4.5005727e-05
sub_topic_18,0.00027213112,0.004226265,0.001838552,0.005171377,3.4675755e-05,0.0058994293,0.0010903219,9.021859e-06,1.7694982e-06,0.022843717,0.015449657,0.0,2.874599e-05,0.00043499004,0.004872025,2.5000714e-05,0.10099026,0.30238375,5.029277e-05,0.00018448583,0.031898167,0.00427672,0.01159783,1.8031657e-05,0.00019584746,0.00011100517,0.0031919,0.002372047,0.0007369098,2.1105108e-05,3.0619027e-05,7.44282e-05,0.0005736034,0.0006836872,1.1874637e-06,0.00022203405,0.000970345,0.001492207,0.00030629587
sub_topic_19,1.6171203e-05,4.7227477e-05,5.1148563e-05,7.7935794e-05,7.814927e-06,0.9739333,2.7450566e-05,2.7811266e-06,4.12449e-07,0.000113791066,0.00019485966,0.0002733535,7.1207985e-05,6.718091e-05,5.256512e-05,2.9224725e-06,0.0001842283,7.4897354e-05,3.8532264e-05,7.5300406e-05,5.6601115e-05,5.1963896e-05,0.000103306986,2.4504396e-07,2.2108674e-05,1.7835946e-05,0.00021508636,3.955005e-05,8.722073e-05,1.0841467e-05,5.62435e-06,0.00028230975,1.6313107e-06,0.00016849343,2.4856761e-05,0.00019772408,0.000106540465,0.00013746058,0.0045060907
sub_topic_20,0.0005646034,0.00024348193,0.000514632,2.2693097e-05,0.00093397783,0.00016470323,0.00024289623,0.00012984898,0.00011905827,0.0006515207,0.0027662301,0.02577156,0.00023106879,0.00345187,0.007380934,0.9774487,1.5679569e-05,1.3120902e-05,8.813217e-05,5.171769e-05,2.1536919e-06,0.002100973,0.00041339223,0.00018204661,0.0061158515,0.00041658655,0.02520469,0.00038217253,0.001207337,6.193647e-05,0.0029334724,0.019457802,0.024013575,0.0006891757,0.0057428437,0.00030234488,3.869327e-05,0.00021355989,3.004658e-05
sub_topic_21,4.9408398e-05,2.8009894e-05,0.00018282283,0.00021995352,8.529762e-05,0.0006120475,5.251349e-05,1.5316242e-05,1.6708236e-05,0.00021156344,0.0011611655,0.0032872157,0.00010672367,0.0005350498,6.647629e-05,7.0430615e-05,0.00030903475,1.3159577e-05,0.0004131277,5.3793017e-05,5.745648e-05,4.856333e-05,0.00026843036,7.693023e-05,0.0001729191,2.3628398e-05,0.0032014584,6.0634044e-05,0.000213358,0.0011587864,8.7775086e-05,0.008592572,3.6476595e-05,0.00018574182,9.2243965e-05,0.972375,0.00055921846,0.0001780791,0.0007413229
sub_topic_22,4.8336304e-05,0.0001002027,0.00010051013,4.6762623e-05,1.4373516e-05,0.00011405531,2.1116997e-05,1.0582419e-06,2.8383781e-06,6.219353e-05,0.015645456,8.7790766e-05,8.713328e-05,0.00013601859,7.952431e-05,6.7742358e-06,0.0001506516,0.00015163004,5.450497e-05,3.2626328e-06,1.536323e-05,0.0001614277,0.93139166,0.0,0.000103946695,8.19319e-07,0.00076627504,0.00016318301,2.9651668e-05,5.075265e-06,0.00014459934,7.373164e-05,2.2623984e-05,0.009896326,1.0336419e-05,5.834741e-05,5.9006674e-05,0.7689394,6.374011e-05
sub_topic_23,0.0041859285,0.0024651648,0.0017546499,0.0019076482,0.0006070165,0.0016630909,0.0010675642,0.00037443452,0.36769322,0.00076322025,0.0003368621,0.05399524,0.00090969855,0.013793392,0.0017533829,0.0018276263,0.0072956732,0.00043087977,0.01862761,0.00096041686,0.0008031089,0.0018364801,0.0024867733,0.0077580037,0.0013025067,0.0044565187,0.002988471,0.007475804,0.0031437143,0.0016178085,0.0016900876,0.011046081,0.0020804168,0.009283677,0.0011205339,0.0025613958,0.0022255362,0.004331913,0.0037535063
sub_topic_24,4.1410727e-05,4.991922e-05,3.6907364e-05,8.416577e-06,8.395527e-06,3.6086498e-05,3.070617e-05,3.8246744e-06,3.8222206e-06,0.0004891421,0.00035738267,2.7535365e-05,0.000124222,0.9111384,7.998845e-05,0.0006496844,5.425943e-05,1.7577639e-05,2.6929625e-05,8.041687e-07,1.3317549e-06,8.314167e-05,0.0004732249,7.1985073e-07,0.0001232843,7.830004e-06,0.22200985,4.520701e-05,0.00044179798,5.3659483e-06,8.506212e-06,9.1054724e-05,6.527454e-05,0.00018225086,3.778006e-05,6.761434e-05,0.00026796386,0.000103464154,3.8939408e-05
sub_topic_25,0.0011188607,0.00030029175,0.0007412506,0.0003065418,0.0012155923,0.00024827587,0.00034457972,0.00016936584,0.00069535366,0.00017817924,0.00019156674,0.005027878,0.00048700132,0.000897289,0.00038754506,0.0007314547,0.000594475,3.880568e-05,0.024631951,0.0027215055,4.981386e-05,0.00032822185,0.0005831236,7.2910802e-06,0.0008939354,0.9837273,0.0013540863,0.015493992,0.00034393545,0.00071494834,0.00044974443,0.0020583977,0.0023359633,0.0006023748,0.0004568072,0.00033882874,0.0003964739,0.0006239773,0.00053006376
sub_topic_26,3.2764954e-05,4.321767e-05,3.908667e-05,4.065389e-06,2.611218e-05,4.4761273e-05,9.391772e-06,4.800151e-06,5.7236768e-08,0.952387,0.00037520123,1.2283908e-06,2.1214619e-05,0.004629556,7.1215094e-05,0.00014187161,3.627668e-05,2.6818965e-05,1.839097e-05,5.097584e-07,5.1539573e-06,5.2677544e-05,7.956942e-05,5.8076957e-06,0.00010359409,0.0,9.023663e-05,0.00041312427,0.0011318882,2.4758378e-05,3.3912495e-06,2.3302297e-05,9.635513e-06,3.3237433e-05,1.256425e-05,5.1258143e-05,0.00022473642,0.00017606799,2.3609147e-05
sub_topic_27,1.0602638e-05,0.967067,1.9669675e-05,1.2691512e-05,1.499845e-05,4.7039437e-05,6.88753e-05,1.1953734e-05,1.5136503e-06,4.089186e-05,0.00023143081,3.2084497e-06,0.0011512829,1.7924292e-05,0.00010033645,1.2070415e-06,9.499462e-06,0.000281179,1.0080333e-05,2.6903824e-06,9.67348e-06,0.00012819588,7.220546e-05,0.0001089038,4.032149e-06,5.18131e-06,0.0070062564,5.0274364e-05,2.3720106e-05,4.3734144e-07,3.033539e-06,0.00017492543,6.666422e-06,0.00028174729,4.9184373e-06,3.1752688e-06,4.4163233e-05,0.00020992412,3.8266862e-05
sub_topic_28,1.6066548e-05,0.00021830027,3.0731084e-05,6.568237e-06,1.2992959e-05,7.915084e-05,0.98595953,8.157085e-06,1.4408025e-05,5.2292926e-05,5.4185926e-05,1.0371651e-05,0.0010030746,0.00010216335,1.0282971e-05,4.8773687e-05,3.2300828e-05,0.000124136,2.227679e-05,8.071149e-06,9.74645e-06,6.156139e-05,7.154638e-05,2.4016088e-05,3.6654274e-06,4.4031417e-06,0.000119582415,0.00011582096,0.00024386856,2.6388493e-06,3.0961355e-06,9.2148575e-06,6.4639586e-05,5.701547e-05,1.4592099e-06,1.6717042e-05,5.548383e-05,0.0001963187,2.7618884e-05
sub_topic_29,1.6549662e-05,0.00032164075,7.538449e-05,3.0923457e-05,5.8080464e-06,0.00012257659,3.7539834e-05,4.5108827e-06,1.958137e-06,4.4375876e-05,0.0009031282,7.65455e-05,0.00031691373,2.7432543e-05,0.00023593093,2.11557e-05,7.492949e-05,0.00013876858,1.4913847e-05,3.3106178e-07,5.6293834e-06,0.97247225,0.0004878171,7.695609e-06,1.2438087e-05,1.3070617e-06,0.011103748,2.7827367e-05,2.7381802e-05,1.7637589e-06,1.2911701e-05,0.00014693463,2.4156705e-05,0.0003635295,1.98527e-05,1.2157665e-05,1.2687003e-05,0.00029923592,5.456734e-05
sub_topic_30,0.0012387321,0.00033485555,0.00067298574,0.0010193374,1.6392449e-05,0.00010560257,4.4088494e-05,1.0728052e-05,0.0005380619,1.06608995e-05,0.00021506356,0.06473989,6.779159e-05,6.206292e-05,8.4404695e-05,5.2493895e-05,0.001812057,2.0486339e-05,0.92972136,0.00010758233,2.9639352e-05,0.00072722277,0.0018600845,8.462478e-06,7.3476317e-06,0.00029349266,0.57495284,0.00018202733,9.898648e-05,4.1849486e-05,5.004676e-05,0.0025547373,0.001155891,0.01233496,0.00029724598,0.00083938683,6.570233e-05,0.000108920125,0.0012218285
sub_topic_31,0.00025777152,0.00063362165,0.00030908477,0.002515544,0.00023830953,0.00052497385,0.0008210964,0.0,2.2445527e-05,0.0008912625,4.985499e-05,9.938482e-06,0.004108542,0.000106030864,4.948271e-06,2.7175677e-06,0.004310057,2.1860433e-05,0.0028475292,0.032385614,0.37547186,3.2837732e-05,0.0011851123,0.0,2.6985366e-05,0.00029974742,9.49034e-05,0.0002820574,0.0001413173,0.006868661,1.1608826e-05,9.0912195e-05,5.608473e-05,0.0008217268,1.3772301e-06,0.0003899332,0.0052792,0.00048229448,0.00041112618
sub_topic_32,0.00037229108,0.00025114696,9.1231705e-05,1.988668e-05,0.007521791,9.6131895e-05,0.0001054495,9.9028126e-05,2.6633788e-05,0.0018367402,0.04589761,0.0019596727,1.0645353e-05,0.030625822,0.0028226767,0.0072716563,0.00010914271,5.349952e-05,9.204476e-05,3.2920176e-05,2.4876476e-06,0.0013007614,0.008651434,5.1643863e-05,0.96273017,0.0002961094,0.00013118364,0.00043701663,0.0005544155,2.2885832e-05,0.003092003,0.028511416,0.00022477278,0.0008199964,7.898328e-05,0.0004643952,0.0005474908,9.299328e-05,2.3756058e-05
sub_topic_33,0.0012742679,0.00037261995,0.0005040078,0.00010830381,0.0102066565,0.00021456229,0.00085911603,0.3100053,0.03612559,0.00015145657,6.2355146e-05,0.010207024,0.00030297055,0.006844012,0.00010883256,0.00052925374,0.0011152751,1.0715446e-05,0.0059979567,0.0006059762,1.0807738e-05,0.00040050698,0.00024343793,0.00090330234,0.0007934687,0.002518401,0.00032230126,0.013925354,0.00066265307,0.0004836814,0.0017757132,0.0030267532,0.0011864349,0.0016369931,0.00042920388,0.00064619904,0.00023574919,0.0012225499,0.0005396341
sub_topic_34,0.0019592205,0.00018330202,0.0010174416,0.000109086934,9.651149e-05,0.0017268134,5.699612e-05,9.182378e-05,1.8345312e-05,0.0014005944,0.004634775,0.023231432,0.00020425388,0.0023603782,0.00011321782,0.0017214307,0.0002457627,7.0356364e-06,0.00059204997,2.9286013e-05,0.0,0.0005704572,0.00016550792,1.2134125e-06,4.353422e-05,4.6253575e-05,0.0021005408,0.00036793886,0.00965119,0.0032847002,0.00023020664,0.00037037683,0.0022902193,0.004126315,0.9282302,0.0007441919,0.00042046994,0.025662726,0.0072033745
sub_topic_35,2.1777632e-05,2.6025236e-06,0.7783439,1.1567891e-05,2.596915e-06,5.2853175e-06,0.0,0.0,9.669255e-07,2.1790936e-06,0.00034326152,0.74755275,2.7110166e-06,2.8848856e-06,3.9165407e-06,2.317219e-06,0.010399713,0.0,1.7847166e-06,2.428175e-06,0.0,8.909008e-06,5.4264812e-05,0.0,7.0275537e-06,2.8403526e-06,0.00027535058,4.31463e-06,1.3140816e-06,4.3843457e-07,0.00016391261,3.598724e-06,0.00029357936,0.0006338415,1.1583098e-05,1.7555694e-05,4.0672053e-06,2.1694375e-05,1.1448511e-05
sub_topic_36,5.1521474e-05,0.00011137679,0.00011810816,1.8205228e-05,0.00033019742,3.2688476e-05,9.010223e-06,4.603745e-06,6.7356705e-06,3.824403e-05,0.036692183,0.007228257,7.369779e-05,4.9135684e-05,0.00027368395,0.00047633308,1.6583108e-05,2.9096978e-05,9.293403e-06,9.4097385e-07,1.8022433e-06,0.00019676397,0.00358138,0.0,0.00073790585,1.0394743e-05,0.0006129988,0.00013264807,1.17397385e-05,3.1078736e-05,0.35726738,0.00033687268,6.450994e-05,0.003701383,0.0002158758,3.2780583e-05,2.1397203e-05,0.0010427621,2.195428e-05
sub_topic_37,2.889762e-05,8.266058e-05,9.671039e-05,0.0003005154,2.3490443e-06,0.0030003237,9.038213e-06,2.0044388e-06,8.071294e-06,5.0351693e-05,3.8511775e-05,0.0030642431,0.00019011408,3.8943086e-05,1.32673595e-05,2.2750273e-06,7.633921e-05,2.5625719e-05,0.0006569841,7.633547e-05,1.0623295e-05,8.1478036e-05,0.00024806033,2.6940686e-06,1.6697394e-06,1.1401865e-05,0.002360075,4.9342623e-05,8.121512e-05,1.7822338e-05,1.193602e-05,0.00045404633,4.7058584e-06,0.00095737027,0.0004230726,0.00014849746,8.044426e-05,0.00083199085,0.97163665
sub_topic_38,0.00023590011,0.0033404117,0.00044626973,0.00012459033,0.000240985,0.0005085152,0.00010078307,2.683383e-05,4.4310276e-05,0.00081271,0.004997359,0.003625481,0.0012800734,0.00034138773,0.96993876,0.003409942,0.00034356036,0.0007204193,5.0127404e-05,1.2129698e-05,6.517369e-05,0.004240198,0.008922544,5.020753e-06,0.0009736685,0.00016327243,0.026913151,0.0008250128,0.00039739368,2.9399378e-05,0.00086245465,0.0082517,0.00053230755,0.0012410542,0.00029780576,0.00019545338,0.00023167656,0.00016139465,5.8393874e-05
sub_topic_39,0.00023786945,0.0027499713,0.0008645154,0.0017227314,6.2636964e-06,0.002130237,0.0010273311,1.1176419e-06,3.560056e-06,0.0022654606,0.00080474117,5.341925e-06,0.002783783,0.00048104484,0.00055466185,4.0818486e-06,0.004632885,0.034719605,7.999406e-05,0.0004631951,0.46698162,0.0010460119,0.00079876237,0.0,3.0488882e-05,1.2941729e-05,0.00032020942,0.0015149347,0.00021263571,0.00094508094,1.8645831e-05,2.7642962e-05,8.725052e-05,0.000389827,0.0,0.0007138348,0.0056628417,0.014561818,0.0006504494
