,file_name,words
4662,"Public_Transcript_of_Hearing_27_November_1998_(English,_94_Pages).txt","['friday', 'november', 'open', 'commence', 'judge', 'seat', 'accuse', 'bring', 'accuse', 'entered', 'judge', 'good', 'morning', 'want', 'sure', 'everybody', 'hear', 'equipment', 'work', 'right', 'good', 'morning', 'good', 'morning', 'prosecution', 'good', 'morning', 'accuse', 'welcome', 'roeland', 'hope', 'spend', 'time', 'like', 'usual', 'family', 'problem', 'today', 'leave', 'thank', 'agree', 'replace', 'floor', 'introduction', 'new', 'morning', 'work', 'usually', 'friday', 'break', 'minute', 'break', 'ahead', 'thank', 'president', 'good', 'morning', 'president', 'morning', 'ask', 'testify', 'close', 'explain', 'rational', 'moment', 'judge', 'right', 'let', 'explain', 'want', 'close', 'close', 'closed', 'proceeding', 'adjourn', 'reconvene', 'monday', 'day', 'december', 'procedural', 'matter', 'open', 'friday', 'november', 'case', 'procedural', 'matter', 'closed']"
3679,"Public_Transcript_of_Hearing_23_April_2001_(English,_18_Pages).txt","['monday', 'april', 'open', 'accuse', 'enter', 'commence', 'judge', 'vucicevic', 'receipt', 'application', 'respect', 'client', 'today', 'hear', 'briefly', 'matter', 'hear', 'closed', 'close', 'pages', 'closed', 'hearing', 'adjourn', 'reconvene', 'tuesday', 'day', 'april', 'evidentiary', 'matters', 'closed', 'monday', 'april', 'case']"
9982,"Public_Transcript_of_Hearing_November_24th,_2004_(English,_90_Pages).txt","['wednesday', 'november', 'open', 'accuse', 'enter', 'commence', 'judge', 'unfortunate', 'start', 'delay', 'previous', 'sitting', 'late', 'finishing', 'ready', 'believe', 'could', 'trial', 'confer', 'judge', 'protect', 'believe', 'yes', 'good', 'afternoon', 'judge', 'event', 'closed', 'thank', 'close', 'pages', 'closed', 'hearing', 'adjourn', 'reconvene', 'thursday', 'day', 'november', 'closed', 'examine', 'wednesday', 'november', 'case', 'closed', 'cross', 'examine', 'khan']"
1412,"Public_Transcript_of_Hearing_12_September_2007_(English,_107_Pages).txt","['wednesday', 'september', 'open', 'accuse', 'enter', 'commence', 'judge', 'kindly', 'case', 'good', 'morning', 'case', 'number', 'versus', 'prlic', 'thank', 'judge', 'thank', 'today', 'wednesday', 'september', 'resume', 'hearing', 'like', 'greet', 'representative', 'prosecution', 'counsel', 'accuse', 'people', 'assist', 'like', 'closed', 'bring', 'blind', 'close', 'pages', 'closed', 'hearing', 'adjourn', 'reconvene', 'thursday', 'day', 'september', 'resumed', 'closed', 'wednesday', 'september', 'case', 'procedural', 'matter', 'closed']"
9099,"Public_Transcript_of_Hearing_June_22nd,_2005_(English,_105_Pages).txt","['wednesday', 'june', 'open', 'accuse', 'enter', 'commence', 'judge', 'good', 'morning', 'case', 'good', 'morning', 'case', 'number', 'versus', 'momcilo', 'krajisnik', 'thank', 'judge', 'thank', 'result', 'yesterday', 'decision', 'protective', 'measure', 'like', 'turn', 'closed', 'raise', 'prior', 'could', 'turn', 'closed', 'close', 'pages', 'closed', 'hearing', 'adjourn', 'reconvene', 'thursday', 'june', 'procedural', 'matter', 'closed', 'wednesday', 'june', 'case', 'kraj', 'closed', 'examine', 'procedural', 'matter', 'closed']"
