,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
sub_topic_0,0.14854623,0.00019387969,0.00036592066,0.0014540054,4.95961e-05,0.0006310971,0.00015956316,2.5659896e-05,5.80417e-06,0.000928792,0.0008170861,0.00010629697,2.9368226e-05,0.00039162172,0.00029558202
sub_topic_1,0.039980344,0.0009189589,0.011175505,0.009162001,0.0004098494,0.032687686,0.006408663,0.001298958,0.00013402436,0.03766641,0.0032031464,0.002211377,1.4745097e-05,0.010569814,0.0013967393
sub_topic_2,0.027839484,0.00086801633,0.0052560666,0.00029637216,0.039040502,0.001968557,0.0022457724,0.015730057,0.0026345104,0.0018586797,0.0010953875,0.0038920832,1.6317817e-05,0.005257437,0.0002485393
sub_topic_3,0.00015601816,0.0006704055,0.0010321866,0.000110168934,0.00037990237,0.00022983007,0.00017448048,0.0008705184,0.00077802903,0.00045478396,0.09269857,0.0040172427,0.00018449177,0.0031638423,0.0011615324
sub_topic_4,0.3622561,9.157693e-05,0.00256214,4.487536e-05,1.3736987e-05,0.0002675298,0.0002960664,0.0011051539,6.6298606e-05,0.00026317535,0.00030311366,0.00020392762,9.091236e-06,0.00037151255,0.0001762376
sub_topic_5,0.0011199217,9.427737e-05,0.26631737,0.00029383422,6.9907474e-06,0.0015650174,0.00026630991,0.0004371444,1.1298601e-05,0.0002688905,0.0007367948,4.994998e-05,4.541212e-06,0.00017543284,0.0002528923
sub_topic_6,4.3754866e-05,0.0032400233,0.00017286588,0.0002595417,9.0950496e-05,0.00014190431,0.0007133677,6.7713285e-05,2.3292778e-05,0.0003221263,0.00016604364,4.6330265e-06,0.40512058,0.00013499048,0.00040440174
sub_topic_7,0.0002872763,0.0002276661,0.0005599835,0.00010322404,0.42454517,0.00010171489,9.587672e-05,0.00092972507,0.00043586342,0.0003565336,0.00043785502,0.0005413669,3.9519797e-05,0.0014031985,5.5815708e-05
sub_topic_8,8.235035e-05,0.00016962839,7.777105e-05,4.873907e-05,2.0693518e-05,0.0001232543,0.52433157,6.618239e-05,5.859718e-06,0.0011840969,3.360382e-05,1.28859965e-05,3.251043e-05,0.0005176703,0.00012756945
sub_topic_9,0.0003057951,0.009840663,0.00055682036,4.0885403e-05,3.4706685e-05,0.00011422947,0.00057072897,0.025238242,3.7571215e-05,0.0015874101,0.0030230114,0.010595763,3.6279842e-05,0.0003124017,0.21425828
sub_topic_10,0.000118081276,8.333964e-05,5.1629904e-05,3.3823588e-05,1.0434729e-05,7.8878875e-05,0.00017738012,7.192693e-05,1.547703e-05,0.0021648037,9.821288e-05,0.0002679892,1.4492734e-05,0.934206,0.00019910812
sub_topic_11,0.00019631183,0.00016550341,0.00086142507,0.37528294,1.2146178e-05,0.00040387886,5.5933047e-05,3.251467e-05,0.00017300002,0.00021643529,5.337775e-05,4.2544e-05,4.0959694e-05,1.8577068e-05,5.385886e-05
sub_topic_12,0.01044379,0.0005350992,0.007989207,9.981344e-05,3.6396366e-05,0.0015001865,0.00049155223,0.14658688,0.00029068062,0.00026167207,0.0036948707,0.00043153032,2.4970943e-05,0.0010295402,0.0016316638
sub_topic_13,4.1602132e-05,5.8608053e-05,7.196242e-05,0.00049160904,9.893187e-07,0.0005901365,0.41628778,5.3617474e-05,0.00012989447,0.00022740301,2.6018082e-05,9.4239884e-05,1.5650829e-05,8.3248866e-05,0.00011368776
sub_topic_14,0.00073655264,0.0003108996,0.0008129668,0.0010310472,0.001973578,0.00025876256,0.00030987334,0.0004953577,0.24596578,0.0003028973,9.4173825e-05,0.0003828096,0.0011804766,0.0007038506,0.000243105
sub_topic_15,8.324937e-05,0.013756084,0.00010003424,7.3800526e-05,1.4708052e-05,0.00017786268,0.0002508778,0.027008379,1.7399261e-05,0.0005439481,0.0006019513,9.048629e-05,0.00029723946,9.3280345e-05,0.0110651
sub_topic_16,0.00049700297,0.013436431,0.0020856669,0.0005306797,0.00013008485,0.0010771276,0.0058482317,0.00086198223,3.0654115e-05,0.011742161,0.0014373311,8.135408e-06,0.1262476,0.0012666757,0.001458178
sub_topic_17,0.36231318,5.4149103e-05,0.00011184904,0.00019373406,1.1478352e-05,0.00012402187,5.3218173e-05,7.286197e-05,5.9807586e-05,0.00031058787,0.0004841147,9.949461e-05,1.5200665e-05,0.00015579622,7.719739e-05
sub_topic_18,0.00028967336,0.0035725064,0.001465732,0.0010732821,3.0562864e-05,0.00027815654,0.0017493679,8.694088e-05,1.1360472e-05,0.05125662,0.00057749473,9.966813e-06,0.07439224,0.000106898326,0.0011757798
sub_topic_19,3.919454e-05,5.6602654e-05,6.512723e-05,0.00046355074,7.037867e-06,0.32493642,5.8149664e-05,6.1446284e-05,8.510951e-06,0.00022605488,5.7051177e-05,2.7898814e-05,7.3066236e-05,3.866447e-05,4.380787e-05
sub_topic_20,0.00030744864,0.00037328835,0.0002667745,8.484193e-05,0.0005431452,6.7789995e-05,0.00010533642,0.0004135357,0.0002648552,0.0014924543,0.0015903456,0.4204851,7.0152696e-06,0.0017794196,0.0019458024
sub_topic_21,1.8862827e-05,1.7798184e-05,7.6032615e-05,0.039145507,8.552273e-06,0.0035616276,1.4345058e-05,0.08241576,0.00015509302,1.24651715e-05,0.0004455342,0.0006232548,2.914337e-06,4.394681e-05,0.00012859327
sub_topic_22,0.00050121767,0.00019558026,0.00016439702,0.00025705725,1.0026938e-05,0.0011207354,7.163865e-05,4.2079675e-05,1.3297031e-05,0.00029073824,0.09276564,9.06834e-06,0.0007340865,0.00016301923,8.479503e-05
sub_topic_23,0.02387482,0.001113755,0.0103991665,0.00091264094,0.00013650359,0.035659656,0.022222241,0.018854076,0.0004515356,0.0037523322,0.0029630717,0.0023768775,2.8010486e-06,0.007547327,0.004021736
sub_topic_24,0.0006976923,0.00019349439,0.0009777076,0.18584798,1.8439663e-05,0.0016716929,0.0011382547,0.00029007395,7.0476267e-06,0.0037851909,0.0006553636,0.00024500833,0.00044840164,0.0034339346,0.0017655859
sub_topic_25,0.001083845,0.0005049799,0.0008718847,0.0011030495,0.0005773495,0.00070658047,0.00036762518,0.0016493079,0.5446495,0.00023861199,0.00018571751,0.00058128475,0.00012145215,0.00070933695,0.0001761137
sub_topic_26,0.00012813605,0.0001212181,8.474492e-05,0.000107207044,2.0935413e-05,0.000119976336,0.00033359753,5.946743e-05,2.3273622e-06,0.8506263,9.140857e-05,8.946962e-05,1.213549e-05,0.0013473111,0.00020413903
sub_topic_27,1.1753676e-05,0.3809525,5.3951328e-05,7.157529e-06,4.8152046e-06,5.7904323e-05,6.2442974e-05,0.00039460382,1.5603584e-06,5.8587342e-05,0.00016765851,1.1427663e-05,9.394218e-05,1.7824726e-05,0.00015853866
sub_topic_28,1.9398216e-05,0.1826459,5.847539e-05,1.644172e-05,4.502223e-05,0.0001137194,0.0001230757,0.0009797646,8.025633e-05,5.946124e-05,5.427146e-05,2.1035985e-05,9.435108e-05,4.7742058e-05,0.00021273733
sub_topic_29,4.3894146e-05,0.0013392263,0.00019490026,2.1789823e-05,0.21754935,0.000106320535,0.00014612121,0.00036580526,0.0017266863,0.00012530571,0.00014050186,8.200366e-05,0.00018939555,0.0014760181,6.913132e-06
sub_topic_30,0.0038522494,0.0014907108,0.013169641,0.000710516,0.00046647197,0.0016026035,0.0012775909,0.025772067,0.014453279,0.0004992243,0.0014416316,0.0012770876,0.00026581986,0.0016911512,0.0014835353
sub_topic_31,0.0008181555,0.00022863362,0.0020088563,0.034716733,0.00020843718,0.00038307413,0.00030144563,5.0206716e-05,0.014967963,0.001160601,2.097042e-05,2.037965e-05,0.011935459,3.7274076e-05,3.794617e-05
sub_topic_32,0.00020291432,0.0012623108,0.00014822253,0.0003225868,0.00030249968,0.0003458793,0.000713111,0.0037639686,0.00033531914,0.0045621344,0.0011550094,0.26274034,8.530441e-06,0.0052800328,0.00849768
sub_topic_33,0.0010125879,0.00035612416,0.0011718865,0.0006084535,0.2846367,0.00090194424,0.0002452546,0.0019564654,0.0019226848,0.00074097625,0.0005032938,0.0023373235,4.4706867e-05,0.0022872132,0.00024853298
sub_topic_34,0.00016015705,9.722047e-05,0.00022002301,0.00023026789,8.11396e-06,0.43008262,0.00016402893,0.00056278304,3.911446e-06,0.00022874988,0.00045499761,1.0456938e-05,1.0809987e-05,9.491983e-05,3.1388656e-05
sub_topic_35,6.425737e-05,1.8097016e-05,0.64656764,3.148782e-05,4.3412965e-06,1.9759507e-05,1.1205624e-05,1.8029325e-05,1.4955068e-05,2.2078964e-05,0.00013741881,3.838273e-05,1.6913322e-05,8.162592e-06,1.6631044e-05
sub_topic_36,0.00040568842,0.0010629871,0.00048005173,0.00029610607,1.7930724e-05,0.00036698315,0.0010789186,0.00082166446,8.052676e-05,0.0010340238,0.0003349356,0.0011218055,0.00013673773,0.0014563672,0.42456582
sub_topic_37,0.0006131541,0.0006003456,0.00060779124,0.00050144165,8.8742156e-05,0.124081545,0.00045858757,0.0018063182,0.0011096554,0.00043064542,0.00027390665,4.3654112e-05,0.0001939023,0.00022302194,0.0004695623
sub_topic_38,2.8943201e-05,0.3603745,3.7859074e-05,5.392721e-06,4.6784575e-05,5.1134168e-05,0.00017815473,0.00034713888,3.0605354e-06,0.00010249395,9.1330694e-05,6.3408525e-06,0.00076860056,8.0307545e-05,6.550342e-05
sub_topic_39,0.000111766574,0.0041965465,0.0008753469,0.0021290707,4.062309e-05,0.00047232123,0.0013653126,7.215384e-05,3.2818632e-05,0.0009901383,0.00025923332,8.631898e-06,0.3523145,9.311111e-05,0.0007795267
sub_topic_40,0.00020838979,0.000115880284,0.0003528359,0.000110460154,4.37271e-06,0.00017517795,4.8690752e-05,0.00045153478,0.00012449795,4.1108902e-05,0.0034365829,7.4712852e-06,6.848595e-05,3.0388686e-05,0.2412544
sub_topic_41,0.0013285354,0.009149472,0.0031365007,0.0019307496,0.00028987307,0.0013227918,0.0035691995,0.0008241252,0.00022706238,0.009087285,0.0018372802,0.001020202,0.022275224,0.0039627748,0.072695404
sub_topic_42,0.0013970069,0.0003302538,0.00011643654,2.1695141e-05,2.7924405e-06,2.9809236e-05,4.425162e-05,0.00015832623,1.7752309e-05,0.00020810754,0.3019969,0.0013918038,7.33137e-06,5.2234478e-05,0.00033621865
sub_topic_43,0.0032143001,0.0023005225,0.0029424753,0.0023826486,0.02566628,0.0021597275,0.0028306663,0.0063431114,0.16531573,0.0026842428,0.00065851264,0.0031986504,0.0004468758,0.00637113,0.0018510501
sub_topic_44,0.0010106065,0.0009497171,0.001628886,0.015528659,9.4148585e-05,0.024566488,0.0016517454,0.0007773622,0.00211628,0.00063865905,0.0036115758,0.00036773807,0.0010411924,0.0003230878,0.0006871317
sub_topic_45,0.00059818954,0.00022517731,0.00061130396,0.3153469,1.2684757e-05,0.00030928937,0.0006198943,3.79821e-05,4.9738213e-05,0.001300617,7.812709e-05,2.3531833e-05,0.00084104727,0.0001612692,0.00041834055
sub_topic_46,0.0009369941,0.0003776473,0.003185765,0.0064378656,0.0019560838,0.00222194,0.00013955712,0.00046624878,0.00052813726,0.0034445287,0.0027623177,0.088634275,5.7403402e-05,0.00094385626,0.00092199753
sub_topic_47,0.0018870938,0.00023915671,0.0075792754,2.794569e-05,0.00040678738,0.00015268319,8.2001316e-05,0.0035809763,0.00047934309,0.00017175883,0.007321859,0.18988149,3.0462813e-06,0.00027997958,0.0020479017
sub_topic_48,5.7617268e-05,0.0007160352,6.676215e-05,5.32437e-05,1.00620555e-05,0.00021125084,5.8357447e-05,0.6253907,2.473199e-05,4.3041277e-05,0.00047652077,0.00022369304,8.260542e-06,4.7108537e-05,0.00031110184
sub_topic_49,2.821317e-05,0.00010646328,0.00025194985,1.6049666e-05,2.4469055e-06,0.000100799494,3.2370695e-05,0.00023308604,5.3992926e-06,2.4611936e-05,0.46444896,3.181517e-05,5.9021895e-05,1.0356109e-05,0.0001364678
