,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30
sub_topic_10,0.00010442685,4.119126e-05,2.2644093e-05,4.833277e-05,3.2559794e-05,2.7480732e-05,7.972876e-05,5.285483e-06,7.67768e-06,0.0013157082,2.5195604e-05,2.029129e-05,3.9369297e-05,0.9669926,0.00014346876,0.00031372716,9.6685115e-05,2.3618817e-05,1.1348189e-05,4.9012328e-05,1.0618928e-05,4.655196e-05,0.00014212856,4.8488505e-06,0.00024316198,7.2975167e-06,2.9868277e-05,3.8733397e-05,0.0006245586,3.5559213e-05,2.367455e-05
sub_topic_11,0.00022437521,0.00012897927,0.00042784328,0.0002439679,0.00011211742,5.232025e-05,0.00014345703,8.440668e-06,7.560458e-06,0.00063777866,2.2341823e-05,4.430934e-05,0.0018380177,0.00017660677,5.853923e-05,1.637893e-05,0.0002979959,0.00013316463,0.0006838828,0.00038465165,0.0016737393,0.00015118686,0.00021726111,4.4009284e-06,3.4030945e-05,0.0004402981,4.913917e-05,7.4256866e-05,0.00023224881,0.8190467,2.5027615e-05
sub_topic_12,0.0017014073,0.0013680495,0.0012603813,0.000928381,0.0016625749,0.00040297813,0.0012626111,0.0014501435,0.8683917,0.0002956777,0.0016426237,0.0019747068,0.0012407929,0.0023437634,0.00034851482,0.00054808136,0.005722173,0.00019797738,0.0022290517,0.0007683272,0.0002750551,0.0013716663,0.00075342774,0.0048849825,0.0009045502,0.0015043706,0.002609404,0.0020657666,0.0011701066,0.00070253236,0.0009732409
sub_topic_13,4.9265595e-06,5.6498866e-05,1.3131502e-05,0.00017300823,2.6477626e-06,6.960109e-05,2.6522586e-05,5.942109e-05,1.3196689e-05,1.4988467e-05,2.172531e-05,9.1050915e-06,9.84527e-06,2.1632719e-05,1.4028038e-05,1.0918485e-06,0.00016773741,4.6508663e-05,2.3751916e-06,0.000101746016,0.0001751977,5.0063903e-05,1.5257327e-05,0.98776585,1.0990285e-05,1.5998801e-05,2.8471237e-05,1.3156726e-05,8.561723e-05,2.8168645e-06,1.1360956e-05
sub_topic_14,0.00013808039,0.0006225864,0.00025979528,0.00017583887,0.00012019364,0.00019198388,0.000558978,8.883209e-05,0.0002442217,5.6214372e-05,8.311918e-05,7.274322e-05,0.0017649274,0.00042012203,0.000121958896,6.2460495e-05,0.00042246777,0.0017633893,7.7196775e-05,0.00017138691,0.00029711518,0.00031425382,0.00040664768,7.995946e-05,0.00013695244,0.0008553286,0.000107955464,0.9784101,7.326128e-05,0.00038591117,8.716224e-05
sub_topic_15,0.00043054178,0.0020393154,0.00090855244,0.0018034696,0.00025370263,0.00071064034,0.0006600365,9.419457e-07,2.4886513e-06,0.0016237374,2.30145e-05,3.4403417e-06,0.014998496,0.0005004584,0.00012675063,1.3571109e-06,0.0023342443,0.0053044655,0.0006105619,0.0004764253,0.93338966,0.00045265476,0.0015050875,2.0799407e-05,2.2601496e-05,0.0006615001,0.0002472967,6.0442184e-05,0.000369076,0.0027666166,5.942892e-05
sub_topic_16,3.9928822e-05,0.00015319405,0.00077974197,1.9288482e-05,5.286831e-05,6.012544e-06,0.000108851484,3.4538684e-06,1.5403804e-05,8.768954e-05,1.3490072e-05,3.3466642e-06,0.94214445,4.702295e-05,1.3449915e-05,1.835311e-06,0.81387776,0.00017305059,4.2999425e-05,2.8045793e-05,0.0002969672,0.000121232544,7.492744e-05,9.878527e-06,2.0601086e-05,5.790721e-05,3.6489808e-05,3.847632e-05,6.485988e-05,9.442737e-05,1.9567073e-05
sub_topic_17,0.94351906,6.1549355e-05,0.00021781767,0.00010324996,4.574327e-05,0.000110435285,3.2280943e-05,1.01168935e-05,1.8305711e-05,0.00026106197,0.000103149614,9.515315e-05,3.0570307e-05,0.0002984688,2.7463917e-05,0.0001012169,0.00041907982,9.337316e-06,0.0002686049,5.483386e-05,2.1511289e-05,0.0001113315,0.0007638119,6.292184e-06,0.00012604734,2.7352356e-05,0.00012176832,4.4660494e-05,0.0001914371,0.00010336302,0.00023846273
sub_topic_18,0.00016188776,0.0010452734,0.00042269597,4.160746e-05,2.6734366e-05,3.985022e-05,0.00028192537,2.6616876e-06,1.0768524e-06,0.15736307,4.4339276e-06,1.3980177e-06,0.0017004405,0.00025010842,0.00027837118,3.6930892e-06,0.0011021374,0.011888229,3.3271033e-05,0.00018465893,0.004149588,0.00056351145,0.0008549307,9.8079756e-05,1.2930195e-05,4.635786e-05,0.00014286394,6.772989e-05,0.00015176428,0.00033292398,3.8598675e-05
sub_topic_19,0.00011556877,3.5074416e-05,0.00011545443,0.9716952,3.4662036e-05,0.0015023064,1.0808278e-05,8.77326e-06,7.826224e-06,0.00029349164,0.00035781122,0.0005790601,8.953955e-06,0.00022107131,2.5198508e-05,1.8806864e-05,0.0004758911,1.05690615e-05,0.00015627113,0.0012952023,0.0003440794,3.0507526e-05,7.696348e-05,9.881803e-05,0.0001464851,4.2801945e-05,3.3671357e-05,2.9159057e-05,0.00013600262,0.00025835214,5.4335316e-05
sub_topic_20,0.0024456677,0.00027288953,0.0068257167,0.00011349159,0.00016200237,0.00094629265,0.00028113002,0.000113152884,0.00019132384,0.0003905864,0.0035948425,0.004589874,3.2719843e-05,0.001295588,0.004791127,0.79901767,0.00021481872,1.8238057e-05,2.4370835e-05,0.00045197355,1.2495155e-06,0.0032345022,0.0007169419,4.2891177e-05,0.0010965926,0.00014963526,0.0046169916,0.00027508652,0.0014488416,9.268871e-05,0.00447922
sub_topic_21,2.0616833e-05,3.7373946e-05,0.0001475491,0.000729419,7.220312e-06,0.00012772989,1.0640291e-05,2.5158002e-05,1.5449401e-05,2.6786722e-05,0.0023808794,0.00013066665,6.036718e-06,9.582721e-05,0.00018800667,5.6239924e-06,0.00021978733,3.9726332e-05,0.00012488094,0.84738404,6.507084e-05,6.705137e-05,0.0002250284,0.000101548205,9.3029696e-05,1.5222593e-05,0.0007121592,3.987458e-06,3.6220405e-05,1.4172668e-05,0.00013407075
sub_topic_22,0.000101143996,8.251375e-05,0.00010543461,2.695529e-05,4.8658408e-06,0.00028048683,2.4550254e-05,1.2749575e-07,1.5952913e-06,7.764728e-05,1.4655263e-05,8.886564e-06,1.01878595e-05,7.1097915e-05,2.2909293e-05,4.167188e-06,0.00013853867,0.0002310226,1.2606547e-05,4.346903e-05,7.5301374e-05,8.6160006e-05,0.46831852,3.811512e-08,1.505308e-05,2.6905498e-06,5.5858283e-05,3.6688583e-05,2.9615094e-05,3.5895544e-05,0.00027609747
sub_topic_23,0.0010317899,0.00015712464,0.0052538244,0.00193187,0.00017887133,0.05111581,0.00035683025,3.0713818e-05,2.0428299e-05,0.00080986414,0.001045113,0.0019760022,8.0451915e-05,0.001246082,0.00012439105,0.00389084,0.00080491375,5.22738e-05,0.0005358401,0.0012558957,1.951374e-05,0.00061283924,0.0008967754,9.050028e-05,2.4658193e-05,4.653091e-05,0.002243627,9.104215e-05,0.19235978,0.0023409121,0.0013700839
sub_topic_24,8.395443e-05,0.0001429595,0.00013957705,0.0034331284,0.00016388002,8.936624e-05,0.0008522038,2.1126285e-05,1.5269763e-05,0.00077326037,0.0017092818,0.0015989878,5.1547155e-05,0.0015391915,0.0028333191,0.0003891737,0.0004493871,0.0003510468,0.00024672062,0.12692836,0.00017670305,0.00012155941,0.00029250392,8.378113e-05,0.00056030514,2.4708745e-05,0.0015656438,6.0738057e-05,0.0021229715,0.051290095,0.0001135617
sub_topic_25,0.0027537323,0.0003676353,0.00035336197,0.0031375564,0.0013872382,0.00015924998,0.00017247745,7.745263e-06,0.002135264,3.236362e-05,0.0006680802,0.006135287,0.00044117606,0.0002980913,3.2947675e-05,4.176951e-05,0.024764512,3.294757e-05,0.9896019,0.0014317086,0.0012636461,0.00045350028,0.00036326077,6.0320916e-05,1.7378394e-05,0.0013566709,0.0020702137,0.00013167036,0.00031396945,0.00055271306,0.00037013055
sub_topic_26,9.402217e-05,5.1157152e-05,3.9164708e-05,6.472312e-05,1.09150715e-05,3.3685264e-05,1.8261886e-05,7.0323235e-06,6.107541e-07,0.8005525,2.3791783e-05,6.359317e-06,1.4036477e-05,0.0019663563,0.00014055734,7.2093804e-05,0.000115550094,1.2031661e-05,3.000992e-06,5.351609e-05,8.717237e-06,4.8179623e-05,7.246739e-05,2.6044424e-06,5.8667356e-05,1.0118324e-06,2.2970331e-05,0.00038717623,0.001656788,5.2806772e-05,1.7815035e-05
sub_topic_27,1.8555229e-05,0.9227621,2.6381093e-05,1.2992006e-05,9.571793e-06,2.8294211e-05,0.00014422664,2.392356e-05,3.2905182e-06,5.4159573e-05,5.386935e-05,1.5842181e-06,0.00035113635,4.3719687e-05,3.2632735e-05,1.1728886e-06,2.4420984e-05,0.00057019014,1.4310674e-05,3.278363e-05,5.9831855e-05,6.6598404e-05,7.54356e-05,3.1297754e-05,4.3392984e-06,5.6769854e-06,0.00029660878,3.0412473e-05,3.0214514e-05,3.3291622e-06,3.3977187e-05
sub_topic_28,2.7631979e-05,0.00039297476,3.0922543e-05,2.3197352e-05,1.4472764e-05,1.2851219e-05,0.98049235,1.8957233e-05,1.5855929e-05,6.0203973e-05,1.0741717e-05,1.9456543e-06,0.00045280115,0.00013300087,1.0985447e-05,1.2337492e-05,4.155774e-05,0.00027458827,1.4192694e-05,2.9184866e-05,2.917967e-05,9.2063296e-05,4.8619728e-05,3.797448e-05,8.3721425e-06,9.467872e-06,4.250723e-05,4.3996024e-05,0.00018858553,1.0280909e-05,1.6034945e-05
sub_topic_29,3.479864e-05,0.00011412794,0.00019242565,1.041953e-05,6.067143e-06,2.8836628e-05,2.6231899e-05,2.9124199e-06,3.6820863e-06,1.9996949e-05,3.1277345e-05,1.3826433e-05,2.129231e-05,2.0570285e-05,4.6246478e-05,1.4336251e-05,0.00024178745,3.8965423e-05,4.859341e-06,4.1899035e-05,1.21196545e-05,0.9759926,9.944775e-05,1.3901949e-05,7.279867e-06,1.7996884e-06,0.00034719,5.6353088e-06,3.4095872e-05,4.1419257e-06,5.2316063e-05
sub_topic_30,0.00019435474,0.00037656596,0.0010486078,5.9496175e-05,3.3594402e-05,0.00020045253,3.4957193e-05,2.176929e-05,2.1062342e-05,3.048573e-05,0.00024677205,0.000113842885,4.000231e-05,7.248598e-05,6.378261e-05,0.00011495183,0.00030155235,5.7081696e-05,0.00012404696,0.0006665838,2.5136254e-05,0.0010843554,0.00035969063,1.8230472e-05,1.989767e-06,1.5066234e-05,0.9623947,1.9874638e-05,0.00014108657,1.9424151e-05,0.00067435123
sub_topic_31,0.00054527476,0.00020256308,0.00081230875,0.00020439594,0.0005132146,0.00010930278,0.00023238116,0.0002674669,0.00018150303,0.00014396926,9.791862e-05,0.000120336656,0.0011850711,0.0001454362,6.19407e-05,0.00012747895,0.0007739117,9.3913055e-05,0.000350906,0.0002839185,0.00049905665,0.00022690413,0.00015370332,6.5411296e-05,0.00041022597,0.98686516,0.0003379365,0.0010742743,0.00014663093,0.00070136844,4.919319e-05
sub_topic_32,0.0005834213,0.0001896133,0.0005728673,0.00034812625,0.0006215426,1.6599704e-05,0.0001983789,0.00065521465,0.00018582022,0.0011110274,0.004795616,0.0011231715,8.2761064e-05,0.002631922,0.011493354,0.0022595993,0.0005465405,1.3499525e-05,3.7475759e-06,0.0010090444,8.837148e-06,0.00058878947,0.0014694202,5.1585746e-05,0.874962,0.0003906667,5.5727276e-05,0.00046238358,0.00050177524,0.00010238741,0.000926752
sub_topic_33,0.0036926242,0.0017598079,0.002635902,0.0008802765,0.005363328,0.0012301054,0.005061778,0.108207464,0.12359729,0.00054943044,0.005730054,0.0029367865,0.004479102,0.0025806313,0.00037361847,0.0017772134,0.0055798525,2.69703e-05,0.0009784863,0.0007919332,5.23772e-05,0.0015536065,0.00028995553,0.001456321,0.012251293,0.0037092066,0.0014925856,0.010246805,0.0020557493,0.0014504064,0.0018974304
sub_topic_34,0.00032714405,0.00012763373,0.00051823823,0.0024755856,8.188687e-05,0.9161709,1.1829806e-05,1.1241865e-05,2.9809144e-06,0.0003724258,0.00018868165,0.00017164864,1.0809603e-05,0.00020675236,7.053782e-06,0.00021424441,0.00019971358,2.0970378e-05,6.637446e-05,0.0004388068,0.0005213908,0.00029423583,0.00015456707,4.4439035e-05,2.2141521e-06,1.8164837e-05,0.00045073876,2.2058724e-05,0.0015128955,0.0002536006,0.00025397143
sub_topic_35,1.262193e-05,3.5937002e-05,0.015353522,0.00012995179,6.5414274e-06,3.721918e-05,0.0,9.2905407e-07,5.4749785e-06,6.8917956e-07,3.7999023e-05,0.9668002,0.0,3.712372e-06,2.050057e-06,1.9833842e-05,1.0049334e-05,1.3453214e-07,0.0004753292,1.9138359e-05,0.0,0.00013263091,1.352263e-05,0.0,2.9807888e-06,6.2086824e-06,9.4048984e-05,8.537095e-07,7.2481203e-06,7.997147e-06,7.359863e-05
sub_topic_36,6.0279872e-05,0.0009670392,0.00017310247,8.6849344e-05,0.000101083795,1.6183736e-05,0.00020812028,6.113895e-05,1.3371224e-05,0.0013262258,0.0070533454,0.0003353133,1.8767261e-05,0.00070744543,0.8953298,0.0045259437,0.00034457672,0.0002485766,3.6650283e-06,0.0036333972,3.163652e-05,0.0012020287,0.0012696164,7.781349e-05,0.008745389,5.4389555e-05,0.00088026247,9.11885e-05,0.00091329793,5.8576297e-05,0.00047411147
sub_topic_37,0.0009010833,0.0006670939,0.0011233776,0.0008403946,0.9859448,0.0016523622,0.0005210835,1.4564658e-05,0.00042643756,0.00046776346,0.00080666994,0.00034475027,0.004355697,0.00046799143,0.00023181808,0.00039360806,0.0006825151,9.067104e-05,0.0011478674,0.0002930649,0.00095042284,0.00070599647,0.00033074737,7.5483615e-05,0.00018163212,0.00094511523,0.00096719526,0.00076251116,0.0007772942,0.0007285183,0.0003798734
sub_topic_38,0.00020088727,0.046052866,5.0843682e-05,0.00012948942,6.1544306e-05,0.00010851709,1.5008814e-05,1.0216171e-05,4.0644652e-05,0.00015095175,0.011798282,0.0003068841,1.6648934e-05,9.97681e-05,0.0759105,1.4810789e-05,0.00019835604,0.00011525207,0.00012178501,0.00055025204,5.5454817e-05,0.00012699308,0.0004098456,1.8591267e-05,2.4920206e-05,1.5802649e-05,0.006500663,1.4423496e-05,0.00014801101,7.769399e-06,0.00022483534
sub_topic_39,0.0003329459,0.009221369,0.0010432712,0.00049523416,0.00019967582,9.0818125e-05,0.003782171,6.3361426e-06,1.9379117e-05,0.0027808782,3.2829317e-05,3.3420194e-05,0.009447303,0.0009534747,0.0014128934,4.325978e-06,0.025237838,0.33372366,0.0002206872,0.0006620428,0.049775332,0.0020471688,0.0028909114,0.00010104444,7.623005e-05,0.0002520729,0.0012500385,0.00078076497,0.00039853313,0.00067713246,0.000117091906
