,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34
sub_topic_22,0.0002944496,0.00020099581,0.00026722735,0.00013666693,0.000102753365,0.0003617903,0.00019057376,1.166583e-06,6.205623e-06,0.0007259341,0.00022385165,9.664321e-06,0.00028729526,0.0006201781,0.00020710108,4.05297e-05,0.0015708474,0.00030390214,0.000455837,0.00033638725,0.0030925376,0.00018725844,0.00046358732,4.814346e-06,3.8879825e-05,7.626946e-05,0.00013108592,7.177509e-05,0.00062662386,0.4508758,4.6385143e-05,0.0001550551,3.8565726e-05,8.543357e-05,5.2698997e-05
sub_topic_23,0.0048231306,0.0024809076,0.0021646726,0.0023124432,0.00567479,0.00091980427,0.00091098214,0.0005918482,0.31139353,0.0007840132,0.025209468,0.002693707,0.002580806,0.00390395,0.0016649514,0.0012141629,0.004556612,0.00030598725,0.0020901829,0.0006086089,0.0011229475,0.001635942,0.0003902255,0.002761142,0.0012700411,0.0035607214,0.003854508,0.003596804,0.0032382386,0.0024069033,0.0009515315,0.0030553478,0.00066977297,0.0065760384,0.0023916957
sub_topic_24,8.701962e-05,0.00037834485,0.00049704785,4.2909713e-05,2.651261e-05,8.252236e-05,2.0709864e-05,8.912297e-06,1.0723456e-05,1.8598315e-05,0.002839365,5.435776e-05,0.00013134257,6.195962e-05,0.00023446312,8.045709e-05,6.469018e-05,6.2069965e-05,0.0001788314,5.6886296e-05,1.5712598e-05,0.00086227484,0.00025967325,6.742393e-06,2.5069971e-06,7.12482e-06,0.9719689,1.3098454e-05,8.435948e-05,2.0353113e-05,4.0767147e-05,0.00016463673,0.00032550638,0.00453612,0.00049115054
sub_topic_25,0.0008711986,0.00023025257,0.0006914323,0.00021138407,0.0009816443,9.118932e-05,0.00021467771,0.00028538762,0.0003816214,0.00017922668,0.00042078365,0.00022554623,0.0005519948,0.00030692373,0.00024016433,0.0003667491,0.00064025953,5.0471757e-05,0.0007796674,0.0011043164,0.00017650404,0.00022409156,0.00037082614,5.1167393e-05,0.0010623009,0.9808736,0.00034626393,0.001401481,0.00027005663,0.0005358507,0.00040182186,0.00045061758,0.0024448333,0.00023255296,0.0002298641
sub_topic_26,0.00015339255,6.072544e-05,6.7896915e-05,0.000119558375,1.5524001e-05,6.6131775e-05,9.060031e-06,1.0112068e-05,9.56624e-07,0.6778066,0.0012104354,1.0888498e-06,2.4053708e-05,0.0033891706,9.680771e-05,0.00033219307,6.418884e-05,8.903936e-06,2.5339978e-06,4.304615e-06,7.3261303e-06,7.207875e-05,4.6126075e-05,8.543501e-07,0.00024484028,9.242395e-07,2.569551e-05,0.00041297064,0.0038473483,0.00016364682,8.45333e-06,4.2503005e-05,1.6781467e-05,4.229549e-05,8.795665e-05
sub_topic_27,1.7662693e-05,0.9641685,1.654093e-05,1.0557979e-05,9.185649e-06,5.3118958e-05,8.573889e-05,1.931713e-05,2.8108389e-06,4.3525273e-05,0.0005600133,0.0,0.0005159325,4.0770858e-05,0.00010407007,1.4355174e-06,1.9816032e-05,0.00029957658,5.473105e-06,4.7566596e-06,3.6214937e-05,0.00014212867,8.123973e-05,2.3571944e-05,7.0312217e-06,4.7752164e-06,0.00035361643,1.9875222e-05,2.3545992e-05,3.3098534e-06,6.827705e-06,3.6316025e-05,5.4778407e-06,0.00017826543,3.061291e-05
sub_topic_28,1.5431557e-05,0.00020202331,1.8352393e-05,2.023054e-05,9.86218e-06,0.00012285216,0.9830577,1.0145653e-05,8.148986e-06,4.2529413e-05,2.5096058e-05,0.0,0.0006245234,6.5853594e-05,9.490364e-06,2.0730396e-05,2.4873303e-05,0.00012511112,4.34099e-06,9.070657e-06,2.2518105e-05,4.8729944e-05,3.7149337e-05,5.4082906e-05,5.2289724e-06,3.5317435e-06,2.9202502e-05,1.8209515e-05,0.00022389526,7.832836e-06,2.981633e-06,5.5100936e-06,2.1189708e-05,2.6547821e-05,5.8690603e-06
sub_topic_29,2.1620865e-05,0.00036288818,7.273269e-05,1.33154035e-05,8.507485e-06,0.00024390325,4.7688598e-05,6.859334e-06,2.6843456e-06,4.8792263e-05,0.0005612255,1.032983e-05,7.6416465e-05,4.436805e-05,0.00024327538,2.4439196e-05,7.222086e-05,0.0001390152,8.627228e-06,5.7012703e-06,1.8964876e-05,0.97327787,0.00025961836,2.1701533e-05,1.2194306e-05,1.2287879e-06,0.0006132109,8.601357e-06,3.883184e-05,8.861298e-06,1.9316296e-05,3.8325754e-05,1.694028e-05,0.00014809912,7.625797e-05
sub_topic_30,0.0006929176,0.0006288568,0.0003247712,0.0004243964,0.0006664826,6.188808e-05,0.0007150567,0.0012859472,0.49671644,8.5727304e-05,0.000770238,0.0006960394,0.0004215622,0.0011251282,0.00011013727,0.00011779055,0.0010539098,7.909942e-05,0.0010631467,0.00032284006,0.0002393812,0.0006840455,0.00097288913,0.0038815737,0.00032374763,0.00088609586,0.0014918345,0.00075491396,0.00030174214,0.00029605703,0.000581436,0.00028207517,0.00026244775,0.0013484986,0.00028490962
sub_topic_31,8.971644e-05,3.2670698e-05,0.0001436687,0.00021719618,8.505908e-06,2.6016744e-05,4.445961e-05,2.1689806e-05,1.2868559e-05,5.1836763e-05,6.859563e-06,2.365598e-07,0.00010411752,4.5075474e-05,2.9372547e-06,0.0,0.00078933424,5.7361896e-05,0.00038383092,0.9833523,0.0010233561,2.0927839e-05,0.000781399,6.738468e-05,7.642404e-06,0.0032214308,5.2231517e-05,7.9706435e-05,1.8928162e-05,0.00019530732,4.370392e-05,3.7032838e-05,0.00081004325,6.1154115e-06,7.002895e-05
sub_topic_32,0.00055425573,0.00032480262,0.00019804135,0.00025785697,0.00026680875,1.8236986e-05,0.00016772305,0.0003060005,7.0682094e-05,0.0017753193,0.003924773,0.00047645235,4.326046e-05,0.003897704,0.0044188728,0.004114051,0.00012761781,3.3951288e-05,1.4332621e-05,4.9526836e-05,1.3547955e-05,0.0011256646,0.004335695,4.664866e-05,0.9663004,0.0005589468,6.3101994e-05,0.00046232782,0.00088042114,0.00014061682,0.0065040328,0.012484015,0.0004463158,0.00012825525,5.9670398e-05
sub_topic_33,0.004245797,0.0011512005,0.0023384748,0.0007363173,0.005248676,0.00024455352,0.0017065726,0.1705125,0.057846308,0.00049131154,0.028310988,0.0026393244,0.0019309432,0.0027033424,0.00019039649,0.0015538464,0.0020221006,1.3581971e-05,0.0010747345,0.0007387924,6.503582e-05,0.00085079623,6.0542414e-05,0.0012351489,0.007954123,0.0064500454,0.0012831322,0.010442042,0.002562411,0.001984846,0.0047780406,0.004953264,0.0013680955,0.0045577055,0.003410259
sub_topic_34,0.00015727332,7.337979e-05,0.00043395048,0.0011825003,5.136468e-05,0.21291646,6.858697e-06,1.0263727e-05,2.2655167e-06,0.00011179787,0.002763745,5.841028e-05,0.00042878898,0.00011555224,1.4263398e-05,0.0001868294,1.52258945e-05,7.0270953e-06,4.1901072e-05,4.611774e-05,0.00020774403,0.00024165433,2.8107046e-05,2.5621048e-05,1.255239e-06,1.1396861e-05,0.00039366493,7.1201202e-06,0.0011738307,0.00014534667,2.1534133e-05,5.525503e-05,3.9585124e-05,0.0015268878,0.9705879
sub_topic_35,0.0001308862,2.829033e-05,0.0002948954,0.00012421199,4.7617796e-05,0.00016612714,6.9403927e-06,4.0462496e-06,4.1719366e-05,6.673341e-06,0.0017065859,0.9788645,4.009047e-05,3.466173e-05,4.6353613e-05,0.00025719116,1.7063203e-05,1.0647943e-06,0.0012204556,8.599616e-06,1.4175248e-06,8.507597e-05,1.1394332e-05,0.0,1.4991413e-05,1.9257617e-05,0.00023944562,1.2382238e-05,2.8945447e-05,5.6893525e-05,0.00011660903,5.871914e-05,6.3110936e-05,0.002699108,0.00030465113
sub_topic_36,0.00011761996,0.00012022115,0.003911138,4.433092e-05,9.1642745e-05,0.00015519654,2.5122523e-05,7.915144e-05,0.00012452614,4.475767e-05,0.009289244,0.00059527153,0.00019810454,8.9241476e-05,0.00096464524,0.0005352795,0.00062721985,1.7753993e-05,7.10045e-06,6.804083e-05,2.0088282e-06,0.00023165054,0.0015736934,2.3690722e-05,0.006145577,8.840907e-05,0.00011325062,0.00010503568,4.810969e-05,0.00010517098,0.958574,0.0030175806,0.0011561327,0.00035553012,0.00010586324
sub_topic_37,0.0013103627,0.00076390244,0.0010637377,0.0009929158,0.98374444,0.0009120033,0.0007097565,6.348944e-06,0.0004883484,0.00038604203,0.0035202936,0.0003481259,0.00536967,0.00056556566,0.00026785946,0.000451521,0.0005048903,6.096891e-05,0.00083058036,0.00016034055,0.00095589954,0.0006812444,0.00035012985,3.2270087e-05,0.000114010574,0.0008175011,0.001298032,0.0007131201,0.00080554455,0.0006936045,0.0002518473,0.00039849014,0.00034399354,0.0015827018,0.003151675
sub_topic_38,0.00016154317,0.0030695123,0.00035428102,7.524273e-05,5.8562895e-05,0.00013750176,0.000106204905,3.2155804e-05,3.3345594e-05,0.0006907373,0.013579296,0.0001987736,0.00039504762,0.0004007301,0.9753163,0.0030502656,0.00030593938,0.00055991835,3.6261525e-05,3.8506652e-05,6.3482774e-05,0.004750644,0.0025104613,3.136435e-05,0.0012240583,8.894016e-05,0.0026629812,0.00013698981,0.0004924492,9.554145e-05,0.0013178117,0.0031136977,0.0004097021,0.00033834696,0.00014123165
sub_topic_39,0.00044504914,0.0063582356,0.0006089777,0.0011662645,0.00011076817,0.0025674256,0.0023422963,9.40492e-06,8.696658e-06,0.0055043697,3.0206338e-05,1.1608349e-05,2.6574819e-05,0.0009350666,0.0033412757,1.7256124e-06,0.11540762,0.41506255,0.00013151421,0.00068011496,0.062304594,0.00357767,0.029005397,0.00017279312,0.00015883741,0.00018575056,0.0011655602,0.0006868915,0.00036881442,0.00084230374,4.7764497e-05,8.92328e-05,0.00027191843,0.00022402624,2.2101452e-05
