,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32
sub_topic_23,0.00015587386,9.5470234e-05,0.00035189878,0.00046251007,7.96376e-05,0.003766123,0.0002636221,9.550274e-06,1.2140035e-05,0.0005446822,0.0010842952,0.000120915494,5.110783e-05,0.00061501085,0.00015788194,0.00044916198,4.8216774e-05,8.4925894e-05,0.00025832548,7.593131e-05,2.5582645e-05,0.00026255503,0.0001496866,9.300959e-05,2.1060148e-05,2.479303e-05,0.0007487279,6.735289e-05,0.16505389,0.00033194027,0.00013035831,0.000108327586,0.00011185192
sub_topic_24,9.5054274e-05,7.998443e-05,8.544671e-05,2.6130692e-05,8.34346e-05,3.4922311e-06,8.055783e-05,1.8928672e-06,6.8884115e-06,0.00011475206,4.9813116e-06,1.6255524e-05,0.00048077223,4.2914642e-05,9.904482e-06,3.7171717e-06,0.00020455645,6.7276735e-05,0.0006738621,0.22773446,0.000563271,5.2741816e-05,8.809581e-05,0.0,1.3813761e-05,0.0006661399,0.00022969441,4.82226e-05,5.6392408e-05,0.019689081,5.9379595e-06,1.163602e-05,7.054507e-05
sub_topic_25,0.0010177898,0.00016174304,0.0005190451,0.00019925347,0.0009649393,0.00013953478,0.00020587159,0.00024284224,0.00052153604,0.000100100406,0.0003565004,0.0003312274,9.109376e-05,0.00035543705,0.00024534325,0.0006062189,0.000149388,2.769756e-05,0.0004351318,0.00019521629,2.4208088e-05,0.00020911974,0.00014539635,3.9718143e-05,0.0012790206,0.47783864,0.0003816406,0.000990458,0.000195204,0.00033761078,0.00016303576,0.00073318864,0.00039337925
sub_topic_26,8.1367376e-05,3.577702e-05,2.6384796e-05,4.0820625e-05,4.442235e-06,2.2566446e-05,9.927708e-06,3.452832e-06,0.0,0.6773523,2.5755577e-05,0.0,4.4253334e-06,0.0016058122,7.784714e-05,0.00015652123,1.973598e-05,6.573421e-06,2.4917877e-06,4.1606804e-06,8.822118e-06,4.037295e-05,5.4380387e-05,1.9435751e-07,2.6706124e-05,7.586811e-08,1.4865749e-05,0.0014552044,0.0019686893,6.812522e-05,1.0237092e-05,2.5392235e-05,2.861392e-06
sub_topic_27,1.1589332e-05,0.9607299,1.3457528e-05,4.134572e-06,3.2604642e-06,1.0985278e-05,8.4432046e-05,1.4557059e-05,8.955529e-07,3.8859394e-05,4.677497e-05,0.0,9.147205e-05,2.8392105e-05,6.3835294e-05,0.0,1.53693e-05,0.000395813,1.7176237e-05,3.9103816e-06,5.2020107e-05,0.00014862443,5.137654e-05,7.479681e-06,3.0084962e-06,2.2992106e-06,0.00025771302,1.9906447e-05,1.9664913e-05,2.8176748e-06,1.7691022e-05,1.7249718e-05,3.0158844e-06
sub_topic_28,1.2331735e-05,0.00023860612,1.1767225e-05,8.659508e-06,1.2596257e-06,5.761197e-06,0.869177,4.189889e-06,8.858125e-07,3.4104254e-05,4.815396e-06,0.0,9.975577e-05,7.450776e-05,1.0210934e-05,3.784223e-06,1.8439203e-05,0.00022712334,5.25091e-06,7.2338776e-06,1.6750186e-05,4.765489e-05,2.6538926e-05,1.1604744e-05,1.5821903e-06,1.2527768e-06,1.9872026e-05,2.0837326e-05,0.00013513726,6.372537e-06,6.9725456e-06,3.2188e-06,7.3153806e-06
sub_topic_29,1.5433972e-05,0.00030067217,4.0543942e-05,4.6065575e-06,3.0590993e-06,3.045424e-05,2.4656485e-05,3.0006813e-06,1.5289628e-06,2.5359906e-05,5.1582163e-05,4.5778775e-06,5.6103727e-06,2.2990398e-05,0.00013271066,4.385077e-06,2.2431932e-05,9.348226e-05,1.1828043e-05,9.183948e-06,2.4046292e-05,0.96142566,0.00012184984,1.8137705e-05,3.428107e-06,3.0292392e-07,0.00040966814,4.958144e-06,1.718793e-05,3.4554448e-06,2.7360124e-05,1.9627138e-05,3.465564e-06
sub_topic_30,0.0008054938,5.082743e-05,0.0970416,6.7461304e-05,4.32061e-05,0.00052379904,0.00010413561,6.9393654e-06,3.5014426e-05,1.6713318e-05,0.00046680353,0.00034457515,1.7096536e-05,0.0001980355,9.936587e-05,0.0010072034,2.7344653e-05,1.1517052e-05,8.5842395e-05,9.7265314e-05,1.2828323e-05,0.00031046927,0.0005659677,1.9172223e-06,1.2628346e-05,5.448921e-06,0.11153805,1.3546913e-05,0.00013533975,1.7030337e-05,0.0027774754,6.491191e-05,0.0010611338
sub_topic_31,0.00015657312,0.00011906954,0.00029009266,2.9777875e-05,5.4111257e-05,1.3907248e-05,0.00011505377,0.00010208218,1.3560353e-05,0.00010924358,2.6874989e-06,4.1026105e-06,0.00043555014,2.343538e-05,9.61643e-06,2.2704435e-06,0.00050416525,0.00014750361,5.32314e-05,0.002500794,0.00137856,3.2404063e-05,6.69183e-05,2.8171698e-05,4.2679472e-05,0.50745225,3.277507e-05,0.0003765998,3.9936527e-05,0.00034828068,8.2438555e-06,7.718501e-06,0.00045409132
sub_topic_32,3.309447e-05,0.00027429702,4.6618854e-05,0.0008108183,9.251408e-05,2.4151932e-05,0.00017579619,0.0002767086,1.1274774e-05,0.00084718084,0.0013746503,0.00020383953,4.9947225e-06,0.0016113995,0.0039246823,0.005920149,1.2399873e-05,8.167264e-06,5.9702783e-05,0.0001484237,2.6751446e-05,0.0009903131,0.000101077225,0.00012847703,0.012747808,0.00012673362,0.00033013886,5.5362656e-05,0.0015174551,0.00039135717,0.00031895947,0.51069474,9.969204e-06
sub_topic_33,0.00028112234,0.0015117102,0.00021983712,6.272752e-05,0.0014253785,3.9078648e-05,0.111522935,0.0026643146,0.007845975,8.018832e-05,0.00010105555,7.6224365e-05,0.0003734223,0.00017998522,2.8221664e-05,0.00013604511,0.00021777985,2.411432e-05,6.678311e-05,8.1531725e-05,5.4949025e-05,0.0005724595,8.6145476e-05,0.00017733534,0.0006400077,0.00028070682,0.0001642923,0.00046064798,0.0001715432,5.1706833e-05,9.166455e-05,7.020588e-05,0.0005655478
sub_topic_34,0.00011362999,5.1152823e-05,0.00019464412,0.0013195138,8.133623e-05,0.6599199,6.8140753e-06,1.1926255e-05,1.1026883e-06,0.00012596356,0.00063407555,0.00013061492,9.7359625e-06,9.5182164e-05,5.147386e-06,4.0127106e-05,8.496672e-06,9.3727995e-06,0.00012700823,6.224889e-05,0.0009429727,0.00020192652,7.015233e-05,2.164035e-05,8.391633e-07,7.1336503e-06,0.00037433935,2.338139e-05,0.00064178003,0.00010932106,0.00010539123,1.9767644e-05,3.824513e-05
sub_topic_35,0.00029326198,0.00010148373,0.0041691707,0.00041860604,5.615582e-05,0.0010625698,1.5121669e-05,2.1405114e-05,4.1212104e-05,1.0894679e-05,0.0018510289,0.5077609,5.918477e-06,7.462359e-05,6.859032e-05,0.0015818208,1.8768608e-06,3.9141796e-06,0.00078246364,0.000113242815,9.77315e-07,0.00055872125,0.00014615573,2.3442622e-06,3.5791352e-05,1.31192355e-05,0.0010060528,2.1624024e-05,3.2473432e-05,7.196818e-05,0.003341901,0.00018510556,0.0001915431
sub_topic_36,0.00015723692,0.0006762672,0.0041775187,7.452996e-05,0.00013099473,0.0006625679,0.00025370825,1.8414203e-05,5.5851495e-05,0.00040317426,0.0037895576,0.0040773265,0.0001461372,0.00018937615,0.048537023,0.011807677,0.00025348662,0.0006035947,6.389402e-05,0.00032331998,3.3720444e-05,0.0032558052,0.0056289462,8.0842176e-05,0.00063085655,2.2294827e-05,0.0019256116,0.00013131564,0.00042161153,0.00018256532,0.019776126,0.00057737785,0.0006252874
sub_topic_37,0.00020267104,0.0002078979,8.859945e-05,0.00040858286,0.37715426,0.0015773589,7.8151956e-05,5.9774534e-06,0.00011276721,4.1971252e-05,0.00066716754,7.517735e-05,0.00018357534,0.000115807066,2.5400483e-05,3.82935e-05,0.00010292464,1.834485e-05,0.00029643005,8.100766e-05,0.0010890223,0.00012515779,5.9368485e-05,2.3510125e-05,1.10386745e-05,0.0003942552,0.00026265119,7.835771e-05,0.00017396892,0.00017431121,6.8436355e-05,9.4459814e-05,4.93422e-05
sub_topic_38,0.0002004001,0.0033647602,0.0003732275,9.913468e-05,8.763125e-05,4.4079155e-05,0.00025289567,1.1630302e-05,5.861468e-06,0.0023536424,0.00020376599,4.0562576e-05,0.0001985674,0.0008328284,0.38665932,0.00034659772,0.0004960397,0.0034217227,6.694271e-05,0.00024026017,0.0002840764,0.0040928274,0.00090439955,8.462375e-05,0.0012983523,0.000111509806,0.0016688113,0.00028303772,0.0008298378,0.00034179966,0.00015850276,0.00092889596,0.00011954615
sub_topic_39,0.00036291528,0.0063683316,0.00035408593,0.00033100828,9.2853785e-05,3.3529996e-05,0.0026758472,3.3254162e-06,4.440291e-06,0.004187726,8.936764e-06,8.32391e-06,0.0020241158,0.00077192823,0.0026312133,0.0,0.013565089,0.39910138,0.00017246672,0.00076004374,0.027581824,0.0024957384,0.0019646587,0.00013767001,8.4580446e-05,0.00016348084,0.0007713608,0.0003286,0.00034667426,0.001058293,5.917672e-05,4.426512e-05,8.407046e-05
sub_topic_40,0.00013340474,3.4367367e-05,0.00028256341,1.4430514e-05,7.1338877e-06,2.6067368e-05,7.3842252e-06,1.5042525e-06,7.0312103e-06,1.0584334e-05,0.00017275849,6.693079e-05,9.073057e-06,1.6511178e-05,1.5222809e-05,6.0902084e-06,1.7310853e-05,1.1203323e-05,0.00021924815,2.3514498e-05,1.7387563e-05,0.00011854152,0.0015152642,4.1602125e-06,1.1225767e-05,1.1274785e-06,0.00056285266,3.9405036e-06,1.1291134e-05,3.788787e-06,0.58365566,3.093837e-05,5.6237523e-06
sub_topic_41,4.8386304e-05,6.5296554e-05,0.0035104959,1.897096e-05,3.7102286e-06,2.7597157e-06,2.5465328e-05,2.4851164e-07,1.0533086e-06,7.237152e-05,4.9616265e-06,0.0,0.00033078823,3.284634e-05,2.6658812e-05,0.0,0.9617366,0.00016238836,1.7243863e-05,2.0464908e-05,0.00014150061,5.0574978e-05,0.000102317965,5.484536e-06,2.095974e-05,1.2398624e-05,3.1199026e-05,7.712239e-06,4.07328e-05,4.0416428e-05,1.3048054e-05,5.2124983e-06,6.414016e-05
sub_topic_42,0.00019944942,6.022072e-05,5.315764e-05,6.2421423e-06,1.4346607e-06,3.9368868e-05,1.4788155e-05,4.9046904e-09,1.4688763e-06,4.519924e-05,0.00016993456,1.2395397e-05,2.403779e-06,3.902836e-05,7.3743926e-05,4.350845e-06,2.0991605e-05,0.000104571875,1.1558105e-05,1.965502e-05,2.0099373e-05,0.00015390808,0.9616689,0.0,0.000111544294,2.5226896e-07,7.280149e-05,7.4662985e-06,1.5352472e-05,1.1767249e-05,0.00093774527,3.7703077e-05,4.3854434e-06
sub_topic_43,0.0008735521,0.0005956532,0.0007366359,0.00041888733,0.00046832112,0.0002492897,0.0005454695,0.0009835018,0.2884251,0.00027064388,0.001100001,0.0006629354,0.00034191977,0.0012368861,0.00030802548,0.0003974896,0.00024125478,6.569983e-05,0.00042910242,0.00027813943,8.8544024e-05,0.000751243,0.00045589547,0.0010427301,0.0013179252,0.00069300225,0.00067785574,0.0018064999,0.00067124027,0.00024645647,0.0007164378,0.0009184885,0.0006427286
sub_topic_44,0.0061409124,0.0032051268,0.0048211054,0.002347735,0.018265225,0.00084615115,0.0039372533,0.000582493,0.024935408,0.0014836298,0.003944405,0.0009108138,0.006389427,0.0055838204,0.0017919871,0.00019658389,0.0071509755,0.0004327096,0.0025261717,0.0014674984,0.0031125315,0.0029059532,0.0032410948,0.00065614353,0.012050044,0.0016176231,0.0031862694,0.009500093,0.004316051,0.002281645,0.0032851137,0.0055454974,0.0028921715
sub_topic_45,0.0041066124,0.0002935619,0.0011561252,0.0005646159,0.000115723335,0.00041762632,0.00024173725,1.19691595e-05,2.6941423e-06,0.0031977072,2.5916652e-05,3.4243178e-05,0.0004573122,0.00046724343,0.0002445815,1.532763e-05,0.0020292848,0.0002391181,0.00045382287,0.000729222,0.0013095074,0.00032105268,0.0009839028,4.2578773e-05,3.9766892e-05,0.00044878153,1.4580191e-05,0.00026280188,0.00020903884,0.27296722,0.00013368246,5.320144e-05,7.084337e-05
sub_topic_46,0.00090743235,4.8049118e-05,0.0005653619,0.22328307,2.9122248e-05,0.000100036435,7.141665e-05,4.018508e-05,3.6432783e-05,0.0014218554,0.0018587273,0.0006350642,3.0507506e-05,0.0011785267,5.875346e-05,0.00010666607,0.00013063164,1.0964294e-05,0.00025818145,0.00013209462,3.851844e-05,6.745937e-05,0.0002101464,6.1996216e-05,0.0011201635,1.28379625e-05,2.9059527e-05,0.0001954271,0.0008927106,0.0084467,0.000108725355,0.0040888893,6.458981e-05
sub_topic_47,0.0007063355,7.406367e-05,0.0015687478,3.649986e-05,1.49870075e-05,5.9686918e-05,0.00011555877,7.1406124e-05,3.6079542e-05,5.8143363e-05,0.00018247595,0.000104348954,5.826178e-05,9.682353e-05,2.250345e-05,0.00019564792,0.00019592968,5.5950177e-06,3.842639e-05,0.00012146116,9.129957e-06,0.00012277075,0.00021312002,8.401758e-06,4.2942127e-05,7.7143515e-05,0.0011941463,6.595686e-05,0.00028477618,2.5746896e-05,0.00021488726,1.1823368e-05,0.9447537
sub_topic_48,3.7619357e-05,0.00026503266,7.211341e-05,2.309721e-05,1.1315299e-05,6.735598e-05,8.268372e-06,4.3824807e-06,5.450526e-06,1.0420982e-05,0.00037984896,2.0551557e-05,1.1666106e-05,2.6450294e-05,6.8633315e-05,7.744536e-06,1.7814946e-05,4.626944e-05,0.0002059437,0.00016775205,2.7915377e-05,0.0008932391,0.00016898371,9.098048e-06,2.0612698e-07,2.7507233e-06,0.85286355,6.2815257e-06,3.7178044e-05,9.268091e-06,0.00022837853,6.429484e-05,5.9224323e-05
sub_topic_49,4.856857e-06,1.4097772e-05,5.3057133e-06,0.00019053373,1.1670418e-06,3.511721e-05,6.0704956e-06,0.0,2.7533886e-07,1.5875466e-05,1.1610575e-05,0.0,5.228616e-06,7.231737e-06,2.5585161e-05,4.2716714e-08,2.9846737e-05,2.6129277e-05,2.9423077e-06,9.980335e-06,0.00041767757,4.6773996e-05,6.9609237e-06,0.720793,1.5984236e-06,6.016987e-06,1.615577e-05,1.6759492e-06,8.689932e-05,3.879589e-06,5.101066e-06,9.689627e-06,0.0
sub_topic_50,1.2484483e-05,1.633293e-07,3.871201e-07,5.0920626e-06,5.705957e-06,8.7634714e-07,0.0,0.0,1.0258729e-05,0.0,1.023567e-05,0.45400172,0.0,1.5564401e-06,0.0,2.9846387e-07,6.001641e-06,0.0,6.03316e-05,2.0692887e-07,4.4114145e-07,1.589891e-07,6.314576e-06,0.0,8.7498387e-07,2.2657914e-06,5.218717e-06,1.7932422e-07,2.09986e-06,5.400938e-06,4.1388835e-06,2.2336512e-06,2.439683e-06
sub_topic_51,0.00028969414,8.2478524e-05,0.00045653988,4.1385232e-05,6.459608e-05,0.00012667046,0.00018892971,8.765258e-05,3.2615782e-05,0.00043491455,0.0025367162,0.0017976519,2.9156618e-07,0.001377635,0.0038431024,0.85278696,1.3752165e-06,7.7520014e-07,1.0757087e-05,4.1744373e-05,0.0,0.00093001535,0.00021342859,5.382062e-05,0.0035955128,9.119871e-05,0.00050611334,8.433936e-05,0.00088637293,4.8079306e-05,0.0012127087,0.00571443,0.0009003471
