,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35
sub_topic_20,0.0010268469,0.00028642264,0.0020808515,4.3587508e-05,0.00012426364,0.00042655642,0.00022779619,0.0001483479,9.311926e-05,0.0007055637,0.0017519608,0.005778176,6.454487e-05,0.0015892661,0.005595927,0.96346015,8.130569e-06,2.9656583e-06,0.00010227777,4.499429e-05,0.0,0.0022180679,0.00027583854,4.327299e-05,0.0021043806,0.00026330524,0.002895221,0.00020811871,0.0022527513,0.000112566224,0.0032843875,0.0056444313,0.0036208762,0.0016909724,0.0019980534,0.0002586541
sub_topic_21,3.2071894e-05,2.0946874e-05,4.7320107e-05,0.00067542325,1.6415224e-05,1.7982155e-05,2.3745473e-05,1.480768e-06,1.9501382e-05,4.078387e-05,0.00018332199,2.0782354e-05,1.654942e-05,0.000114089584,5.2593274e-05,1.3771766e-05,4.79061e-05,1.4892723e-05,0.00032838332,7.662113e-05,0.000108766064,2.9295472e-05,8.943913e-05,1.2031979e-05,1.8388686e-05,1.5989473e-05,0.00091188494,3.6863414e-06,5.5525663e-05,0.000111012116,6.716875e-05,0.0055938805,4.6613695e-06,2.694982e-05,6.470157e-05,0.38733158
sub_topic_22,0.00039319557,0.00016134224,0.0002790251,9.665521e-05,1.123906e-05,0.96012425,4.1942665e-05,8.93792e-07,1.6768212e-06,0.0001896689,0.00014065248,3.141093e-05,5.9327256e-05,0.00016597316,6.921974e-05,3.5141584e-05,6.309221e-05,0.00017630763,5.0485934e-05,5.8921155e-06,0.00013859634,0.00021427698,0.0017202229,0.0,9.171472e-06,5.749917e-07,8.736701e-05,9.605442e-05,0.00018657815,0.00019883175,3.512508e-05,7.847202e-06,2.6880329e-05,0.00041763892,0.0002512594,0.00010647705
sub_topic_23,0.006308095,0.0002541183,0.01568886,0.00082018145,0.00015729536,0.014817001,0.00014374862,9.382374e-05,3.304662e-05,0.003567969,0.0041126334,0.0015564809,0.00019152464,0.004079433,0.00030284646,0.018678445,0.00019058821,4.8963234e-06,0.0014104474,3.540779e-05,4.5240095e-06,0.0014086666,0.00031024884,6.0502216e-06,7.641872e-05,6.45204e-05,0.0011591102,0.00018767505,0.0814035,0.008281679,0.00037443422,0.00026599888,0.0023479578,0.0057391515,0.19443388,0.002138747
sub_topic_24,2.8352035e-05,1.1291733e-05,1.1919802e-05,1.8765666e-05,9.128594e-06,2.872739e-05,2.9564577e-05,7.3629985e-07,2.1916762e-06,0.00046642756,2.1932858e-05,4.2768508e-07,1.0175039e-05,0.6984637,2.5587606e-05,0.00027680816,1.5474632e-05,9.551647e-06,5.817609e-06,3.8061234e-08,9.570147e-06,2.3405928e-05,2.4852488e-05,0.0,8.7713604e-05,6.527692e-06,1.41644405e-05,8.294098e-06,0.00034580365,2.4739202e-05,1.9209276e-06,1.267753e-05,1.3102587e-06,9.296746e-06,1.7793209e-05,3.3356577e-05
sub_topic_25,0.0008841043,0.00021413321,0.00060321036,0.00019887263,0.0010533957,0.00011030849,0.0002103354,0.00023875514,0.0005151557,0.00019474194,0.00025224235,0.00034890507,0.00014230612,0.00039836753,0.00042599408,0.0005561106,0.00025983996,3.536922e-05,0.00044767867,0.002413462,5.2283445e-05,0.00026414046,0.00018021998,2.3098315e-05,0.0012710277,0.981506,0.00043712722,0.0012493612,0.00028843642,0.0005072754,0.0005123902,0.0008527125,0.00047960295,0.0002638692,0.00017418471,0.00041982223
sub_topic_26,5.848449e-05,4.4730736e-05,3.0495918e-05,2.233671e-05,5.2994797e-06,5.410869e-05,9.851349e-06,4.6048312e-06,0.0,0.9455489,5.1906005e-05,0.0,8.234113e-06,0.0008922777,8.961901e-05,8.800803e-05,1.7824039e-05,2.9543986e-05,4.433148e-06,1.1652177e-07,1.16687725e-05,5.5639626e-05,4.927697e-05,0.0,9.054626e-05,0.0,1.991815e-05,0.00014288152,0.001239866,4.6822603e-05,3.5454088e-06,1.1844576e-05,2.4284789e-06,9.166823e-06,2.2335784e-05,3.4790715e-05
sub_topic_27,1.2394122e-05,0.95673037,1.1278801e-05,4.291262e-06,7.476844e-06,2.688754e-05,7.906887e-05,1.1866565e-05,1.8178021e-06,4.3928583e-05,4.8478145e-05,0.0,8.0661535e-05,2.8949838e-05,0.00010024505,6.9201405e-07,1.0926738e-05,0.00017319359,3.48455e-05,1.6903045e-06,4.6735055e-05,0.00013191547,3.6318273e-05,1.0665366e-05,5.045347e-06,3.6062293e-06,0.00037301637,1.3704647e-05,1.9144602e-05,1.8373714e-06,5.004197e-06,4.838784e-05,1.9828565e-06,4.033634e-05,1.3804815e-05,2.6796954e-06
sub_topic_28,1.48112895e-05,0.00022607946,1.712962e-05,1.2096476e-05,9.747367e-06,4.7575937e-05,0.98080504,1.0389254e-05,9.923388e-06,4.8195096e-05,1.0809072e-05,0.0,0.00011195804,6.422522e-05,1.1586618e-05,1.9198493e-05,1.9842062e-05,0.00010424302,6.850984e-06,5.6507906e-06,2.1476955e-05,5.3664156e-05,1.6370379e-05,2.0638256e-05,5.414622e-06,2.4891067e-06,2.6837872e-05,1.8864946e-05,0.00015559526,3.4716459e-06,2.9732137e-06,3.2515975e-06,8.477568e-06,1.2618395e-05,3.0008507e-06,1.2102995e-05
sub_topic_29,1.537363e-05,0.0003129797,5.4507665e-05,7.1166933e-06,6.25887e-06,7.527427e-05,3.610481e-05,4.3349823e-06,1.9616937e-06,4.0969215e-05,7.676515e-05,6.4016704e-06,3.2548756e-05,3.0319621e-05,0.0002403233,1.7248432e-05,2.4197436e-05,7.9592755e-05,2.3863795e-05,0.0,3.2250126e-05,0.9733183,0.000115257906,8.589511e-06,8.85922e-06,1.1162397e-06,0.0005449985,6.001115e-06,2.6499154e-05,3.255624e-06,1.5259979e-05,4.975283e-05,4.3918044e-06,7.662726e-05,3.939092e-05,7.5245453e-06
sub_topic_30,2.2816888e-05,3.5868525e-05,4.8769907e-05,1.0901688e-05,1.0220957e-05,0.0003110253,7.244205e-06,9.987182e-07,2.5660922e-05,1.848687e-05,4.7907888e-05,7.5064196e-07,8.393378e-06,4.5277287e-05,1.9779756e-05,8.6722105e-07,3.1674717e-05,3.4348377e-05,2.2131517e-05,3.0104252e-06,4.190471e-05,6.867029e-05,0.47637954,4.0721034e-08,6.138087e-05,2.194761e-06,0.00016218431,6.3107914e-06,1.4093399e-05,8.060519e-07,0.00029756993,5.770426e-05,1.1220692e-05,0.0013440972,9.3282715e-06,2.1828413e-05
sub_topic_31,0.00019144814,0.00014369417,0.00023972482,0.00014673789,0.00015876132,5.1083793e-05,0.00013347929,4.1258947e-05,2.7704256e-05,0.00025300455,4.8452325e-06,1.7969095e-06,0.0003230201,2.316159e-05,5.9285126e-06,1.0913126e-06,0.00070670125,0.000119783435,0.0001625842,0.4405602,0.0064218063,5.0063238e-05,0.00016456949,1.25496435e-05,3.2856457e-05,0.0027920674,0.000105879364,3.625163e-05,4.6020104e-05,0.0009927028,1.49209645e-05,1.5172275e-05,0.0001614802,2.9234081e-05,2.6681224e-05,0.0007352831
sub_topic_32,0.0003466304,0.00027449202,0.00013873704,0.00016742876,0.00015327556,3.2977874e-05,0.00014803726,0.0002853701,5.3329084e-05,0.0015654148,0.0010133308,0.00035751337,1.6752863e-05,0.0030485336,0.00275982,0.0034956061,4.8505062e-05,2.8373948e-05,1.31101515e-05,4.9003567e-05,7.749681e-06,0.0009799964,0.0018514235,2.9853843e-05,0.95221376,0.0005893723,5.2824387e-05,0.00032514185,0.00063022063,3.8571347e-05,0.005727313,0.01335873,0.000104310515,0.00010367562,3.6922607e-05,0.00026706443
sub_topic_33,0.0023548496,0.0007105801,0.0014984872,0.00032038466,0.0014944245,0.00022191445,0.0010132979,0.25161508,0.015494375,0.0003666111,0.002332307,0.0018483569,0.00020869981,0.0016962793,0.000108306034,0.0015275978,0.0004871809,6.432005e-06,0.00044653972,0.0009082584,2.1744629e-05,0.0006128324,0.000114389804,0.0014166066,0.0063287914,0.004340009,0.00086000725,0.0044481936,0.00155504,0.0005901873,0.0039530457,0.00288474,0.0022796355,0.001239597,0.0018126362,0.0012534154
sub_topic_34,0.00013477371,5.1625382e-05,0.0003527901,0.00086536154,7.7261815e-05,0.0009549877,2.100314e-06,9.514043e-06,1.042198e-06,0.00016139816,0.00018382809,6.94284e-05,3.2922508e-05,0.00011614229,1.1151525e-05,9.328232e-05,5.665471e-06,1.4734721e-06,0.0002855254,1.5865853e-05,0.0009768977,0.00022852494,3.402681e-05,2.5150598e-06,1.0872805e-06,4.5662396e-06,0.0004278942,4.826972e-06,0.0008227158,0.00016377578,2.0161871e-05,7.249998e-05,2.9940948e-05,0.00042061662,0.7864896,5.6631077e-05
sub_topic_35,9.857845e-05,1.9991385e-05,0.0002220533,8.389294e-05,3.739348e-05,3.446394e-05,4.194924e-06,3.173505e-06,3.7602753e-05,4.532516e-06,0.00012157612,0.98087966,4.301276e-06,2.2259945e-05,3.6778383e-05,0.00018722557,4.8040265e-06,2.620439e-07,0.0011815574,2.3922846e-06,1.0003747e-06,6.445067e-05,1.9483354e-05,0.0,1.1161718e-05,2.1010905e-05,0.0001646604,8.4257335e-06,1.3717426e-05,1.2939171e-05,0.000102691425,5.1302635e-05,5.303688e-05,0.00050802965,0.00015525725,7.037948e-05
sub_topic_36,7.907202e-05,0.000105351435,0.0032600414,2.1188895e-05,6.253993e-05,0.000107490014,2.5714315e-05,5.5418353e-05,0.00010181282,3.6465666e-05,0.0010634263,0.00046166367,4.3378273e-05,6.4933745e-05,0.0005778395,0.00047557394,0.000226758,1.0630312e-05,3.3738645e-06,2.6201229e-05,3.476547e-06,0.0002137953,0.0016245592,1.07857195e-05,0.0047375835,0.00011761057,0.00010982632,6.981048e-05,2.8262453e-05,1.2354013e-05,0.96806186,0.003221777,0.00017919554,0.00077640277,7.3441064e-05,0.00017230905
sub_topic_37,0.0008747768,0.0006268654,0.0007633875,0.0005887691,0.9831734,0.00082693633,0.0005498792,4.6386263e-06,0.00044301708,0.00033805636,0.00060192845,0.00023300147,0.0005694701,0.00037195522,0.00019483845,0.00025224258,0.0003674319,5.0669878e-05,0.00065289665,0.0001866663,0.001033117,0.0005149406,0.00016952715,7.539871e-06,6.554312e-05,0.0006533283,0.001029344,0.00045219474,0.0005775007,0.0005642203,0.00016596,0.0003324862,0.00017005192,0.0005122588,0.0016623047,0.0002803266
sub_topic_38,0.00017396275,0.0029562803,0.00036983818,4.9323447e-05,4.836431e-05,0.00017272294,0.00011923489,1.9761743e-05,2.728543e-05,0.0008387215,0.0014128612,0.00016664648,0.0002679428,0.00037847436,0.97702575,0.002668944,0.00020284463,0.00055742246,9.163783e-05,7.3426772e-06,9.621311e-05,0.004267064,0.0019946329,1.1693014e-05,0.0008182257,0.00016775398,0.0023778607,0.00013858474,0.00041560802,4.8244226e-05,0.0009945845,0.003692398,0.00015191588,0.00024031219,8.3259205e-05,0.00014644123
sub_topic_39,0.000118315984,0.002458193,0.0001693262,0.00038377783,8.8062916e-05,0.0005549786,0.0011913037,8.798185e-06,9.069569e-06,0.0018144441,3.0706644e-05,5.3509943e-06,0.0011113149,0.0004046335,0.0020706814,7.5585893e-07,0.004293603,0.4078495,0.00012218877,8.34687e-05,0.004852739,0.0018170272,0.0016626933,4.7059748e-05,7.780043e-05,6.667867e-05,0.000661534,0.0007077705,0.00012887098,0.00011054723,3.6645306e-05,4.5945017e-05,4.7950743e-05,0.00011817987,5.787166e-06,0.0005701993
sub_topic_40,0.0002118589,6.400799e-05,0.00041876078,3.280412e-05,2.2543132e-05,0.00010368486,1.4636215e-05,1.8782737e-06,1.0453974e-05,2.2649376e-05,0.00026740806,0.000111904614,3.7120433e-05,3.2838412e-05,5.0356877e-05,4.0595452e-05,2.9533627e-05,2.1595715e-05,0.00015133401,2.7709252e-06,4.220622e-05,0.00018298133,0.0011452478,0.0,7.5637918e-06,7.812763e-06,0.0011189928,1.1837107e-05,2.9872142e-05,1.2061941e-05,0.00038731645,8.593525e-05,1.850529e-05,0.9725204,9.7727054e-05,3.27302e-05
sub_topic_41,3.787892e-05,4.5940094e-05,0.0040918523,2.6918282e-05,4.2932797e-06,3.7707126e-05,2.074883e-05,5.680069e-07,1.7806161e-06,6.24585e-05,2.083607e-05,3.630333e-07,9.318127e-05,3.0207222e-05,2.5813722e-05,1.8896775e-07,0.954033,0.00010369245,1.3606349e-05,1.6405882e-05,7.7881086e-05,3.8624134e-05,7.04009e-05,0.0,1.4221364e-05,7.653876e-06,2.6738191e-05,5.6785166e-06,3.4850924e-05,2.1849091e-05,3.6910107e-05,6.526343e-06,6.125602e-05,2.2820335e-05,1.6264154e-06,3.0913227e-05
sub_topic_42,0.0017714475,0.0004844045,0.00073855894,0.0007790563,7.16557e-05,0.0003758162,3.4374327e-05,7.0156435e-05,5.321581e-05,0.0008799814,0.94635856,0.00043946176,4.7798036e-05,0.000630038,0.00090227247,0.00025391186,0.00011621507,1.3494545e-05,0.00023314363,1.8632742e-05,3.4511468e-05,0.00049746496,0.001003068,1.425012e-05,0.00086999364,4.5511337e-05,0.0007089681,8.9067806e-05,0.000702962,0.00011007003,0.000963939,0.002215182,0.00027794443,0.00091856864,0.00058795925,0.0003567363
sub_topic_43,0.0017885856,0.0010469621,0.00068318,0.0007269225,0.0018850091,0.00022544162,0.00090323907,0.0011380451,0.77831435,0.0002248759,0.0009482235,0.0013585525,0.00029319746,0.0019903448,0.00027537788,0.0002983034,0.0010426685,0.0001239395,0.0021044235,0.00050875405,0.00048638336,0.0010028544,0.00042539326,0.0036976833,0.00050628063,0.0024296944,0.0023609784,0.0014799784,0.0008904518,0.0004970447,0.00067239435,0.00075975293,0.00066466606,0.0014387951,0.00034806022,0.0010827242
sub_topic_44,0.012857903,0.0018714485,0.013219747,0.009440556,0.008209774,0.004540591,0.0013259498,0.0005670204,0.0078158425,0.008067887,0.026493374,0.0016719257,0.0010977064,0.0063261767,0.0010194407,0.0005016761,0.006097078,0.00010628768,0.0011910304,0.0014870095,0.0013430538,0.0013934352,0.00090651255,0.0001396023,0.020286888,0.002162096,0.00132251,0.007043416,0.008040775,0.005413221,0.0035810568,0.0044095274,0.0030579371,0.0031855195,0.0017446622,0.004861441
sub_topic_45,0.00029998008,0.00018139425,0.00017296299,0.00012009347,0.00013343398,0.00047046726,9.627003e-05,3.800846e-06,1.7786097e-05,0.00060413394,3.202941e-05,1.6074222e-05,0.00016002495,0.00012484204,9.98504e-05,3.584615e-05,0.00031371095,0.00015767461,0.0002647241,0.00058024155,0.00038916047,0.00012631339,9.0044305e-05,4.7521516e-07,1.9217647e-05,8.604292e-05,3.1210504e-05,9.184819e-05,0.00022510695,0.53012747,2.1193657e-05,1.4940221e-05,1.9385463e-05,7.684498e-05,5.547359e-05,0.009030648
sub_topic_46,1.4800162e-05,3.8684293e-06,2.9059038e-05,0.51478744,1.5074803e-05,9.652981e-06,1.6126138e-07,9.1492225e-08,6.9106236e-06,1.914039e-05,0.00027706622,1.8197128e-05,1.507167e-06,4.9608403e-05,4.4038147e-06,3.4132042e-06,1.6096872e-05,1.513099e-06,0.00021171117,1.5350804e-05,6.569912e-05,6.506211e-06,1.306239e-05,4.9363703e-06,1.5814501e-05,1.1999599e-05,2.4097206e-05,0.0,2.4114443e-05,6.509231e-06,1.1163618e-05,5.7036646e-05,9.668015e-07,1.2719119e-05,0.0005106633,0.0006175572
