,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37
sub_topic_11,0.0015684529,9.105197e-05,0.0008705356,0.0004663666,5.5528224e-05,0.001324736,9.005607e-05,4.42478e-06,4.3999313e-07,0.0021271307,0.00037097104,6.908356e-06,8.213349e-05,0.00031828717,5.5984194e-05,4.0657855e-05,0.0007958829,2.7740805e-05,0.00027154206,8.75167e-05,0.00037404578,0.00013321242,0.0001471808,0.0,7.826612e-05,2.2485969e-05,1.630324e-05,1.6863678e-05,0.00058971404,0.6504767,2.014173e-05,5.8389323e-05,1.97548e-05,0.00023201581,0.0004153345,0.0051763305,0.006893797,0.0003822745
sub_topic_12,0.00012911671,0.00014444198,0.00040856857,0.0006403407,2.1116759e-05,2.156476e-05,1.3617456e-06,7.0856674e-07,5.5890956e-05,1.0870813e-06,1.4036443e-05,0.0009870143,4.118671e-07,1.1108487e-05,3.4536947e-06,1.338957e-06,6.41429e-05,2.1210838e-06,0.98600733,2.1084199e-05,1.4144071e-05,0.00019191063,2.4319426e-05,0.0,0.0,4.3713557e-05,0.00035273106,3.942333e-06,1.2194076e-05,5.726132e-06,6.1547314e-07,6.855497e-05,1.0792355e-05,0.00017914832,3.94448e-05,0.00012914762,4.754853e-06,0.00021824872
sub_topic_13,3.041328e-05,0.00033958748,0.000111332294,2.615593e-05,7.331251e-06,2.0126496e-05,0.0001393213,0.004849514,0.0006422046,2.4707515e-05,1.9696314e-05,3.3970613e-05,9.2658825e-05,0.00022837067,6.4467554e-06,2.0183996e-05,5.9765716e-05,8.193865e-05,3.5055695e-05,6.739625e-05,5.419021e-06,0.0002708005,0.00014514763,0.9777849,0.00010979688,6.8436355e-05,9.000139e-05,0.00015677261,9.299456e-05,8.269479e-06,0.00022067099,4.6433146e-05,0.0003508616,2.3486573e-05,2.2086439e-05,0.00015765654,3.2651196e-06,8.6507534e-05
sub_topic_14,5.7149406e-05,0.0005041115,0.00012818084,7.096459e-05,3.7612746e-05,0.00016996836,0.00030291342,5.8165893e-05,0.00012301635,3.4806195e-05,7.035008e-05,2.802305e-05,0.00057961314,0.00018140627,0.00018509351,5.714019e-05,0.00014834011,0.0011745745,3.200414e-05,0.00048165987,6.9731024e-05,0.0001857911,9.482295e-05,5.139832e-05,6.849805e-05,0.00021347156,5.7396093e-05,0.9650686,3.083496e-05,6.565861e-05,5.6344204e-05,4.3170367e-05,0.00012834273,4.7256417e-05,2.6892196e-05,0.00027111266,0.0006681923,0.0010416541
sub_topic_15,0.00036124128,0.0015732216,0.00038413773,0.0008419744,0.00014068403,0.00089702243,0.00082225987,0.0,3.2460573e-06,0.0012676799,7.263167e-05,0.0,0.00092707697,0.00019443699,0.00016322781,1.3997652e-06,0.0033480823,0.004535932,0.00015048565,0.0014653679,0.88016194,0.00028680096,0.00092006795,0.0,3.144113e-05,4.0643263e-05,0.00018749025,3.472818e-05,0.00019503439,0.002266166,6.243837e-06,2.1465105e-05,2.024516e-05,0.00020276627,7.942372e-06,0.0002879418,0.008323411,0.00081656233
sub_topic_16,2.508444e-06,0.00013626377,2.106004e-05,6.0998814e-06,1.1317793e-06,1.6067368e-05,5.463931e-05,6.709595e-06,5.8416845e-07,1.284434e-05,5.9988474e-06,0.0,0.98152477,1.836586e-05,2.0790543e-05,2.4175793e-06,3.6235175e-05,0.0011741613,5.8132164e-06,3.9689676e-06,6.735492e-06,3.2306925e-05,1.0517702e-05,3.9434644e-06,3.9092302e-07,2.4202498e-07,4.1714295e-05,2.7501555e-05,1.6152493e-05,1.3766759e-06,8.668983e-06,7.432442e-06,3.9186502e-06,1.2366904e-05,2.7138783e-06,7.691894e-06,3.3956978e-06,3.5832763e-05
sub_topic_17,0.9431807,2.7400165e-05,9.5102216e-05,4.294555e-05,1.7126291e-05,3.229501e-05,9.994285e-06,3.3911663e-06,9.317758e-06,0.00012801321,0.0012182541,2.8393413e-05,5.2617133e-06,0.00013309304,2.76167e-05,3.2015483e-05,4.5331937e-05,3.1609243e-06,8.366297e-05,6.238873e-06,3.928558e-06,2.9626744e-05,0.00012747564,0.0,6.720217e-05,1.4179334e-05,5.5001878e-05,1.3289873e-05,9.661457e-05,4.0784947e-05,1.15559715e-05,1.4114782e-05,4.4739932e-05,0.00021513844,3.7230708e-05,5.6158795e-05,6.5192326e-05,0.00011212902
sub_topic_18,2.4085111e-05,8.9206944e-05,3.6757476e-05,3.725887e-06,5.533697e-07,7.33556e-05,3.1757038e-05,1.85884e-07,0.0,0.19231245,2.0034062e-05,0.0,1.13535525e-05,3.8274087e-05,9.784956e-05,1.474901e-06,4.2769916e-05,0.0011314009,1.9031884e-06,2.0733055e-06,7.020628e-05,8.199347e-05,0.00017957669,1.3936748e-05,8.628174e-06,9.338468e-08,3.1352614e-05,1.5575371e-05,3.5747726e-05,2.3737055e-05,1.9560878e-06,2.1771912e-06,2.8662375e-06,6.8523664e-06,2.9255435e-08,1.4079741e-05,2.16202e-05,6.362781e-05
sub_topic_19,7.3321667e-06,2.5129473e-05,1.0939552e-05,0.0003467417,3.4137222e-06,0.6903168,2.979787e-05,0.0,0.0,3.607031e-05,1.1293169e-05,0.0,1.2273756e-05,1.6374832e-05,4.2048043e-05,8.367465e-07,3.5896264e-05,6.639828e-05,8.0325535e-06,2.9808018e-05,4.1521667e-05,4.854814e-05,1.7831399e-05,0.0,4.4866633e-06,6.951928e-06,3.0438032e-05,2.4020324e-06,7.118125e-05,1.2574441e-05,1.6906573e-06,1.8550574e-05,0.0,1.1077076e-05,4.2503347e-05,2.1922679e-05,3.0388846e-06,1.0778635e-05
sub_topic_20,0.010649043,0.0010237462,0.010593425,0.00010758429,0.0002693924,7.339977e-05,0.00032650295,0.00023213853,0.00068916974,0.00065830396,0.00080435385,0.009886134,0.000777968,0.0036657385,0.001814034,0.24950388,4.528466e-05,4.4876497e-06,0.00020151319,0.0002857734,3.8483134e-07,0.0018121572,0.0001757188,6.597399e-05,0.00023688421,0.0007175693,0.0066416315,0.0013230473,0.0017626474,0.00021601522,0.0016849218,0.00056041504,0.022451112,0.004839721,0.013719491,0.0002186203,0.0002211233,0.002010563
sub_topic_21,1.5115889e-05,1.0375485e-05,3.1106927e-05,0.00029798684,2.5001027e-06,6.739464e-05,2.762124e-05,2.8768607e-06,5.449768e-06,3.545223e-05,1.6868107e-05,8.512301e-06,8.929086e-06,9.4393334e-05,4.0734067e-05,1.6221667e-05,3.2400305e-05,1.15404755e-05,0.00013296716,3.2060758e-05,2.9545361e-05,1.8715724e-05,7.485114e-05,6.574665e-06,1.8447552e-05,1.3846917e-05,0.00029955915,2.9102744e-06,8.118392e-05,0.0011847556,3.1542393e-05,0.0014548242,1.7933885e-06,1.1364439e-05,3.9517887e-05,0.791664,6.9074435e-05,1.1760092e-05
sub_topic_22,6.737337e-05,0.00023342103,0.00016311949,2.6144044e-05,0.00011183073,0.00018100794,7.5267344e-05,6.0414703e-07,1.6501936e-05,0.0003916447,5.793726e-05,6.3050343e-06,0.0001455637,0.00029488865,0.00041627925,6.4416796e-05,0.00018240031,0.00035255414,6.59346e-05,4.2412783e-05,0.0018304631,0.000182382,0.00012178575,1.3633261e-06,2.6177353e-05,5.0096038e-05,8.816136e-05,8.1363796e-05,0.0006535529,0.29565683,2.7557753e-05,5.5008524e-05,7.804118e-06,5.100221e-05,1.906525e-05,0.0015696771,0.0012627261,0.00010109036
sub_topic_23,0.00061373704,7.4535215e-05,0.0024687985,0.00024996506,0.000119678,0.00040388468,0.000103140446,6.997867e-05,2.5033523e-05,0.0002343505,0.0023297053,0.00019847628,2.7330223e-05,0.0006762027,0.000109413435,0.003441347,3.8613016e-05,1.1637344e-05,0.00056718284,1.822378e-05,0.0,0.00048051868,0.00021400128,4.2372462e-06,0.00011680849,3.714296e-05,0.00076865894,8.3392166e-05,0.025752764,0.0033617613,0.0008342897,0.00035472104,0.00031548605,0.0020030995,0.20536533,0.0031059056,1.2490386e-05,0.00064173
sub_topic_24,2.910915e-05,8.692539e-06,1.06742755e-05,1.8496623e-05,5.304822e-06,1.5178122e-05,1.7659864e-05,5.8839316e-07,1.3800303e-06,0.0006898291,1.4337523e-05,2.169283e-08,2.9692237e-06,0.73597074,3.572878e-05,0.00021266974,1.2815259e-05,3.4046693e-06,1.7667724e-06,0.0,1.2881765e-06,1.6273827e-05,2.3100069e-05,0.0,0.00019610013,4.898015e-06,1.277126e-05,4.955812e-06,0.0005653777,1.4778389e-05,1.7652242e-06,1.5721813e-05,4.795451e-07,6.190641e-06,9.012776e-06,3.3692413e-05,1.8919596e-05,1.3427559e-05
sub_topic_25,0.00071646983,0.00016975237,0.00044376508,0.0001765137,0.00067771744,0.00010441093,0.00015607527,0.00020582866,0.0003634276,0.00013826917,0.00013008887,0.00023277257,0.00010538632,0.0003054675,0.0002924163,0.00039719773,0.00018764836,2.6594555e-05,0.00037040556,0.002310037,2.5731832e-05,0.00020687326,0.00019673511,2.5574722e-05,0.0009952389,0.9728924,0.00032089517,0.0010443247,0.00020824122,0.00028005868,0.00031278416,0.0006844554,0.00034387488,0.00021080105,0.0001565956,0.00021209495,0.00046398284,7.6957505e-05
sub_topic_26,5.8855807e-05,3.7083482e-05,2.4501524e-05,3.625766e-05,4.5935712e-06,2.2319844e-05,4.4770463e-06,4.366767e-06,0.0,0.7675574,5.5123965e-05,0.0,4.469029e-06,0.0015415536,7.832852e-05,7.39145e-05,1.7925715e-05,9.374423e-06,1.3210042e-06,0.0,2.265879e-06,4.5505556e-05,2.842439e-05,0.0,0.00015250749,0.0,1.4449554e-05,0.00016761321,0.002135057,5.0429026e-05,3.7225493e-06,1.5906993e-05,1.9887516e-06,7.7845e-06,1.5423167e-05,5.268759e-05,1.47408855e-05,3.812593e-05
sub_topic_27,9.718478e-06,0.95965004,1.0610969e-05,5.686305e-06,4.108875e-06,3.1197924e-05,6.1936196e-05,9.195295e-06,4.7260474e-07,3.0058267e-05,3.2812764e-05,0.0,7.2643634e-05,2.0724568e-05,5.517739e-05,6.7606743e-07,7.8881385e-06,0.00026938526,1.8930124e-05,1.2412005e-06,1.04697565e-05,0.000117521864,3.141852e-05,2.2907723e-05,3.4420164e-06,2.22601e-06,0.0002592939,1.1671795e-05,1.731042e-05,4.878855e-07,2.9641506e-06,4.3766766e-05,1.557922e-06,3.3314293e-05,5.435871e-06,2.3483e-06,2.0371226e-06,4.3529868e-05
sub_topic_28,9.065367e-06,0.00016932742,1.2333309e-05,9.013918e-06,3.5557646e-06,4.2762353e-05,0.9824399,6.6430534e-06,6.326026e-06,2.6700747e-05,4.0721984e-06,0.0,8.609735e-05,3.8696628e-05,5.41227e-06,2.2900462e-05,1.554962e-05,0.00010643841,2.2667261e-06,3.082623e-06,6.605526e-06,3.5805126e-05,1.4773034e-05,8.816392e-06,2.8580544e-06,1.000772e-06,1.7267206e-05,1.2476769e-05,0.00018133661,1.0139136e-06,1.0112819e-06,2.0240147e-06,6.818447e-06,6.8127565e-06,5.167216e-07,1.14686845e-05,4.92716e-06,1.963776e-05
sub_topic_29,1.1961877e-05,0.00027640723,4.4355005e-05,7.833689e-06,4.149543e-06,0.00010270608,2.708991e-05,2.9089954e-06,9.2083445e-07,2.85152e-05,9.1661655e-05,2.5170382e-06,2.3754797e-05,2.2828257e-05,0.00017120459,1.1618488e-05,2.5036408e-05,9.717905e-05,1.4796796e-05,0.0,4.794565e-06,0.96789694,0.00011161561,2.1754752e-06,6.149553e-06,6.177903e-07,0.00040794772,3.6926965e-06,2.1226844e-05,2.3296884e-06,8.645775e-06,4.0652132e-05,3.3209658e-06,6.411472e-05,1.7222083e-05,1.06475945e-05,5.351735e-07,0.000116832714
sub_topic_30,0.00051156344,9.019168e-05,0.009232515,4.1612886e-05,5.2716496e-05,6.214271e-05,4.3191092e-05,4.3993773e-06,1.3783224e-05,2.015349e-05,0.0005523606,0.00010562584,4.6912042e-05,0.00013314097,0.00016723532,0.0005739996,0.00011683209,1.9850268e-05,0.00011371966,7.079476e-06,6.6004086e-06,0.0008305176,0.00036970002,0.0,3.3819679e-06,6.5668237e-06,0.32110867,7.1907752e-06,9.797982e-05,3.0348833e-06,0.00014290235,0.0002055528,0.00091588777,0.003216107,0.00033902327,0.00023658013,4.7259582e-05,0.00027586438
sub_topic_31,0.0004228331,0.00026906107,0.00057757966,0.00019968642,0.00031841156,0.00020646227,0.00038872217,6.187725e-05,7.514716e-05,0.0005147731,3.2559663e-05,3.0121262e-06,0.00090266945,3.7230657e-05,6.15743e-06,4.24002e-06,0.0017027763,0.00016632612,0.00027292507,0.19090019,0.022658773,9.788552e-05,0.00022995165,2.3643423e-05,2.6384096e-05,0.001902767,0.0002795984,0.00019694139,0.00015949979,0.0009048778,1.0147621e-05,1.3586037e-05,0.0007410908,8.197237e-05,2.54794e-05,0.0005532988,0.016456764,0.00016030099
sub_topic_32,2.6063592e-05,0.00034034892,2.9395564e-05,0.00015145472,2.1078413e-05,0.00013914017,1.5012916e-05,0.00013824584,1.0722189e-05,0.000112775495,0.0008942133,0.00010534087,1.3334529e-05,0.00020340623,0.0022220614,0.00073109195,9.639169e-06,3.14689e-06,0.000108238644,2.1718331e-05,1.6145401e-06,0.00069783983,0.00022588391,7.672499e-06,0.0050334297,8.403707e-05,0.0006055498,1.0248077e-05,0.00017450177,2.3563902e-05,0.0007179569,0.63212043,1.5316587e-05,0.00019226094,0.00037385672,0.0020242766,2.210407e-07,2.6605767e-06
sub_topic_33,0.0012175363,0.0005257861,0.00075449265,0.00015288532,0.0005728675,0.00020073364,0.00040888492,0.35118634,0.0048615676,0.00023004385,0.00040751134,0.00050421583,0.0001651441,0.0011429334,7.111055e-05,0.0005093876,0.0003547464,4.778916e-06,0.00031649123,0.0005313022,4.6964724e-06,0.0003334079,0.00017607921,0.0052036163,0.002656632,0.0019873707,0.0004703456,0.002187079,0.0009937459,0.00027642984,0.001992901,0.0013705634,0.0014126197,0.00057295157,0.0007678945,0.0011249668,0.000102208076,0.00022622828
sub_topic_34,8.006298e-05,3.1163792e-05,0.00013280872,0.0019953891,0.0001243203,0.0015711265,0.0,1.9321937e-05,7.8547254e-07,6.556871e-05,8.824487e-05,3.7808382e-05,1.4179734e-05,6.700839e-05,6.6074695e-06,5.0372582e-05,5.5250152e-06,9.452718e-07,0.000155258,3.8158727e-05,1.3851673e-05,0.00010507539,2.6534934e-05,0.0,1.1975756e-06,4.3508476e-06,0.00023905285,4.7717017e-06,0.00020002665,0.00013109986,9.136412e-06,8.075703e-05,1.593122e-05,0.00024175347,0.5798765,0.00010363205,1.2696107e-07,0.0017921398
sub_topic_35,0.00016291127,5.9412992e-05,0.00085248204,0.0002466996,4.4160708e-05,1.2899317e-05,4.934312e-06,9.421787e-06,4.8582544e-05,1.1400238e-05,0.00013939333,0.59463066,1.3711458e-05,4.838991e-05,0.00016314289,0.0004817053,2.352973e-06,1.0659246e-06,0.0003904791,4.188198e-06,3.8613837e-07,0.00024706926,8.651922e-05,1.0027072e-06,2.7721464e-05,2.8235841e-05,0.0004947748,1.4538021e-05,1.0586603e-05,3.4733053e-05,0.0005852985,0.00013092827,7.6919874e-05,0.0018214927,0.0007373763,0.00026279557,1.0036606e-05,0.00010039066
sub_topic_36,3.70683e-05,6.7541114e-05,0.0010649086,5.5716578e-06,1.830331e-05,1.4909792e-05,2.1312862e-06,5.25027e-06,1.0873888e-05,1.5172959e-05,0.0011153074,0.00038499615,1.6572081e-05,2.0768719e-05,0.00030222515,0.0005468083,4.91939e-05,7.531848e-06,3.5692167e-07,4.4731396e-06,0.0,0.0001473345,0.0011698303,8.536505e-07,0.00232958,2.4611058e-05,7.010107e-05,1.7186328e-05,8.051594e-06,3.9759125e-06,0.6092574,0.0014531816,7.249283e-05,0.00042008047,3.063962e-05,2.6211825e-05,1.457527e-05,0.00014169425
sub_topic_37,0.00023077212,0.00027709664,0.00014197736,0.00052514375,0.6712761,0.00025997835,8.677168e-05,2.363507e-06,6.7716624e-05,0.00012802829,9.548677e-05,2.7925198e-05,0.00017196046,8.557257e-05,6.7542365e-05,6.45396e-05,8.9841255e-05,1.8915951e-05,0.00016507784,8.810456e-05,0.00023124446,0.0001732173,7.885681e-05,1.3206832e-06,5.7251477e-06,8.464043e-05,0.00020645409,4.3083688e-05,0.00016450798,0.00016006279,1.4969338e-05,0.00013894131,3.338066e-05,0.00014616681,0.0015617255,0.0001007432,0.00016049891,0.00048014993
sub_topic_38,0.00014167895,0.0072529484,0.00012725784,8.34853e-05,4.056252e-05,0.0003363069,5.268619e-05,6.1074643e-06,1.7941447e-05,0.00049084023,0.0011662899,3.5217836e-05,0.00012615998,0.00030716023,0.46592236,0.00021189233,0.0001185615,0.00076969416,0.00010264169,4.1940616e-06,5.1309322e-05,0.0014441725,0.000455306,1.5292671e-06,0.00014159302,0.00010021478,0.0023585563,6.675679e-05,0.00034612266,4.8517682e-05,9.152803e-05,0.001221402,4.2084248e-05,0.00017203466,7.882547e-05,0.00015431116,3.7868016e-05,8.547928e-05
sub_topic_39,0.00022804743,0.003875553,0.0004033362,0.00071531575,4.4366883e-05,0.003024967,0.0015894095,5.2213436e-06,2.6749074e-06,0.0023778484,0.00026840417,2.8798318e-06,0.00047563887,0.00042788067,0.0025755123,1.3635425e-06,0.011427256,0.3790823,8.913348e-05,0.0002227285,0.06007295,0.0023057428,0.0028926395,1.6467795e-05,7.365994e-05,6.291092e-05,0.0004931855,0.00048968074,0.00024532407,0.00020861301,1.952784e-05,3.5179408e-05,7.264931e-05,0.00010212434,1.2397633e-06,0.0005851905,0.000782019,0.0016476605
sub_topic_40,0.00011140687,5.086871e-05,0.00030011404,2.536107e-05,1.1580971e-05,5.8631013e-05,7.2569646e-06,1.1065622e-06,4.9856435e-06,1.30257995e-05,0.00032257423,4.6721998e-05,2.765709e-05,2.5602303e-05,3.0098712e-05,2.1067575e-05,3.8209902e-05,1.8615818e-05,9.392532e-05,1.5441196e-06,4.1882445e-06,0.00012415618,0.0010168926,0.0,5.5062583e-06,4.251496e-06,0.0006595062,8.135126e-06,1.795095e-05,7.401084e-06,0.00018729617,6.497123e-05,1.1241404e-05,0.9631064,4.5122102e-05,2.7818878e-05,8.962973e-06,0.000116024166
sub_topic_41,2.439419e-05,3.3828703e-05,0.0035978016,1.4306813e-05,8.210001e-07,3.5549667e-05,1.2204178e-05,1.9288746e-07,6.9401386e-07,3.4501158e-05,2.155235e-05,0.0,0.00012679954,1.673269e-05,1.6145019e-05,8.0828055e-09,0.95637417,7.507967e-05,5.945935e-06,8.9652485e-06,3.3778004e-05,3.4102435e-05,5.3092255e-05,0.0,7.234298e-06,3.6068984e-06,1.9815048e-05,3.970996e-06,2.8583183e-05,9.791569e-06,2.1265307e-05,3.343842e-06,6.325438e-05,1.5216239e-05,3.8284927e-07,1.844871e-05,7.0592487e-06,2.0277384e-05
sub_topic_42,0.0016800094,0.00017168534,4.2325875e-05,1.4315479e-05,8.0393767e-07,9.995588e-06,8.185601e-06,1.8989127e-06,3.0469693e-07,0.00014618061,0.96959513,0.00011629877,2.4125761e-06,6.202862e-05,0.00029253733,4.071503e-05,8.627771e-06,1.3484704e-05,1.9608065e-05,0.0,0.0,0.0002668709,0.003206666,0.0,0.00046909924,0.0,9.012433e-05,1.7795883e-06,5.1145464e-05,9.779735e-06,0.0002667151,0.00024442901,6.4161254e-06,0.0013569443,2.2897835e-05,4.019429e-05,7.5991065e-06,8.293949e-05
sub_topic_43,0.0015287524,0.0009849509,0.0007913915,0.0006014311,0.0013469032,0.00036687724,0.0005810363,0.000976573,0.29038188,0.0005035575,0.00070209114,0.00092007703,0.0004884207,0.0016456196,0.00044529577,0.0007509064,0.000481076,6.521757e-05,0.0008384426,0.000387135,0.00015524487,0.0008760451,0.0005018403,0.0026450153,0.001598532,0.0018434249,0.000991287,0.0024501195,0.0012957805,0.0006315108,0.0016181414,0.0015833798,0.0008732978,0.0009741641,0.0004153942,0.00090332044,0.00037198394,0.0005577001
sub_topic_44,0.0084046675,0.005086522,0.005863954,0.0051269503,0.010697297,0.007013868,0.004081551,0.000677327,0.020987242,0.0045574266,0.0033487887,0.0009489599,0.0045159454,0.007489312,0.004220509,0.00040124092,0.011673518,0.0014697358,0.0017822733,0.0010992493,0.0020895922,0.0048740143,0.0040546367,0.00047420536,0.0054123728,0.0017406024,0.0058992626,0.012673678,0.009155287,0.0015727673,0.0025075888,0.006151842,0.0022918032,0.004601013,0.001088053,0.003383837,0.0034818552,0.008418341
