,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34
sub_topic_20,0.046569645,0.0006828576,0.013160862,0.00022007951,0.00049859984,0.003028617,0.00023287894,0.00043597954,0.00048429705,0.00092940754,0.0017502585,0.014827779,0.00066165515,0.002896981,0.0005835553,0.15720646,0.00011712196,3.5137637e-06,0.00038424198,6.937235e-05,3.7884632e-07,0.0010343264,8.933679e-05,3.1754742e-05,0.00030187384,0.0006718734,0.0037478914,0.0012023253,0.004933222,0.00079063023,0.0010769198,0.00038690207,0.013445659,0.008699902,0.015269988
sub_topic_21,1.0718155e-05,1.0653319e-05,1.5239552e-05,0.00048632806,3.1949562e-06,2.5336917e-06,1.552639e-06,6.0988846e-06,8.4830635e-06,6.031986e-06,0.00016505906,2.2804797e-05,0.0,2.7466562e-05,5.564116e-05,1.2999229e-05,6.814952e-06,2.4698504e-06,0.00073009654,0.029026257,3.060351e-07,2.3813385e-05,2.4367668e-05,5.747967e-06,1.8562043e-05,3.321001e-07,0.00067297975,2.9750507e-07,1.5329222e-05,0.00010845093,9.289162e-05,0.16219427,2.5368772e-06,4.7278354e-05,0.0005403152
sub_topic_22,0.00013274334,0.00011675237,0.00014972802,9.8496566e-05,5.9043e-05,0.0002543795,0.00012855492,4.494149e-07,5.1146308e-06,0.000425655,2.9141394e-05,7.2638804e-06,0.00011027555,0.00035437004,0.000117960946,2.1775104e-05,0.00032300488,0.0002012583,0.00029954774,0.00019087632,0.0017350458,0.00010299117,0.00010923959,1.8992852e-06,2.0004487e-05,5.3505933e-05,9.459797e-05,4.6588248e-05,0.0004469977,0.46380964,1.3673938e-05,0.00015720176,9.515743e-06,2.9268842e-05,2.384907e-05
sub_topic_23,0.0015382406,0.0018058532,0.0014980189,0.00560637,0.00014667804,0.0046618492,0.0025806257,0.0013765981,0.00012774601,0.0029573676,0.008381067,0.00033334142,0.0024983268,0.009498305,0.0009564123,0.004319662,0.00042017535,0.00070964696,0.00095066713,0.00097635906,3.9749368e-05,0.006159404,0.0008413221,0.0004960347,0.00069099653,0.00021623395,0.004194192,0.0010918549,0.021215633,0.0007729922,0.0008336979,0.004174564,0.0016296083,0.0011310809,0.019350244
sub_topic_24,5.839716e-05,1.0192103e-05,1.9484989e-05,3.1145006e-05,2.0633592e-05,2.4512676e-05,1.1960894e-05,4.8982923e-07,6.170712e-06,0.0005794507,2.8283841e-05,3.1982713e-06,7.11396e-06,0.43400922,2.284756e-05,0.0006060248,2.0866584e-05,4.808832e-06,3.0393899e-06,3.609802e-06,5.7790126e-06,2.2834398e-05,5.725436e-05,0.0,0.0003122858,5.9198937e-06,2.0460358e-05,1.3678802e-05,0.00016218658,4.6798308e-05,3.8298062e-06,1.7835853e-05,1.1355927e-06,1.9481331e-05,1.3164025e-05
sub_topic_25,0.00060200895,0.00016217797,0.00048076,0.00013188139,0.0006816371,5.469851e-05,0.00015599809,0.00020415618,0.0002729341,0.00011827636,9.339065e-05,0.00015881383,0.0001350296,0.00020727061,0.00017219594,0.00021090735,0.00025364655,3.6233767e-05,0.0006155569,0.0008975325,0.00011985336,0.00015263076,0.00011329618,2.907492e-05,0.00071847485,0.9745382,0.00020994319,0.0010298362,0.00016369898,0.00036739706,0.00023370118,0.00029867195,0.0004969251,0.00015039765,0.00010467664
sub_topic_26,6.0125763e-05,3.1979824e-05,2.5153518e-05,3.2051496e-05,4.6609666e-06,3.6390855e-05,4.19767e-06,3.934127e-06,0.0,0.71243286,4.4331155e-05,0.0,3.7467942e-06,0.0014706948,5.7823203e-05,0.0001349715,1.38399855e-05,7.357402e-06,1.1584759e-07,1.441935e-06,4.0804916e-06,4.068144e-05,2.8346723e-05,0.0,0.00012030289,0.0,1.1293428e-05,0.00030913713,0.0021982074,6.9057314e-05,1.8974406e-06,1.7698136e-05,1.7412063e-06,7.4468653e-06,1.8871984e-05
sub_topic_27,9.047811e-06,0.9591663,1.022638e-05,5.9433632e-06,4.9737423e-06,2.1545342e-05,6.847163e-05,9.9145145e-06,1.0028172e-06,3.0664538e-05,4.617571e-05,0.0,3.854946e-05,2.471743e-05,6.9857866e-05,2.8599349e-08,1.0796238e-05,0.00028907668,3.073471e-06,2.253058e-06,2.7747883e-05,0.000110128276,3.155873e-05,1.0265796e-05,3.219886e-06,2.744845e-06,0.0002164165,1.2835084e-05,1.4528201e-05,1.8079785e-06,2.0763653e-06,2.4821116e-05,8.8748146e-07,3.2017084e-05,1.29000655e-05
sub_topic_28,9.615024e-06,0.0001608281,1.166986e-05,1.1603047e-05,4.9660234e-06,1.9249474e-05,0.97902036,6.1855953e-06,5.5593337e-06,2.8585282e-05,3.954848e-06,0.0,4.6394623e-05,4.249245e-05,5.5980568e-06,1.1747926e-05,1.4679002e-05,0.000107877284,2.1887738e-06,5.325722e-06,1.566264e-05,3.373532e-05,1.0552292e-05,2.7456463e-05,2.6422997e-06,2.0886273e-06,1.6260805e-05,1.2642859e-05,0.00015969256,5.3546983e-06,8.546094e-07,2.6661903e-06,4.6723126e-06,8.082828e-06,2.0956447e-06
sub_topic_29,1.1233526e-05,0.00027687746,4.458581e-05,6.0867796e-06,3.995444e-06,5.4361964e-05,3.0574578e-05,2.6069504e-06,9.597466e-07,2.8737324e-05,6.64191e-05,5.3742046e-06,5.9683175e-06,2.4159264e-05,0.00014426325,9.643912e-06,2.4311457e-05,9.6228316e-05,5.101634e-06,1.8874185e-06,1.2810484e-05,0.9582375,8.6064574e-05,1.0386156e-05,4.5256247e-06,2.065074e-07,0.00031290832,4.245385e-06,1.9769923e-05,4.5369834e-06,7.454668e-06,1.9804611e-05,2.2791323e-06,6.480789e-05,3.656329e-05
sub_topic_30,0.00022926899,7.778416e-05,0.009128793,3.0131481e-05,6.4208085e-05,0.0001165322,4.3404652e-05,2.03363e-06,2.9193267e-05,1.6838952e-05,0.0003569061,0.00010132913,2.0367042e-05,8.429799e-05,8.1901424e-05,0.00016060723,6.638174e-05,2.954845e-05,0.00019744133,4.1995627e-05,1.497957e-05,0.0008862428,0.00088570657,1.6830384e-06,3.2087985e-06,8.902139e-06,0.21325408,9.36851e-06,6.322086e-05,2.567318e-05,0.00014353031,1.9575578e-05,0.00028481058,0.0013498405,0.00019360117
sub_topic_31,6.729512e-05,2.7575748e-05,0.000112758076,0.0001388499,5.851743e-06,2.3176332e-05,3.9628794e-05,1.566455e-05,7.4974637e-06,4.6638925e-05,2.139054e-06,0.0,4.3062668e-05,2.7270724e-05,1.704161e-06,0.0,0.00027089712,5.7458845e-05,0.0002974177,0.9582677,0.001051118,1.5279755e-05,8.20861e-05,4.191918e-05,5.0459184e-06,0.003743439,2.9341258e-05,7.756445e-05,1.2858883e-05,0.00017210215,1.841777e-05,1.261972e-05,8.2985076e-05,7.960745e-06,3.0799518e-05
sub_topic_32,2.9802877e-05,0.00031802076,4.5483393e-05,0.00050176156,6.2009574e-05,3.0256126e-06,6.233742e-05,0.00023760667,1.2217107e-05,0.00041998827,0.0016177935,0.0003121538,5.25478e-06,0.00063818094,0.003595645,0.0024586811,1.1750386e-05,7.4063178e-06,6.4995525e-05,1.40524135e-05,6.7344763e-06,0.00091971154,9.098788e-05,6.225014e-05,0.017146343,0.00013429609,0.00036648544,2.6446765e-05,0.0009321188,0.00030353194,0.0011068645,0.47442356,2.1734104e-05,0.00014315755,0.00023811722
sub_topic_33,0.0011869895,0.00056299265,0.0010224575,0.0002945286,0.000549853,6.302318e-05,0.00036669715,0.295734,0.0036640342,0.00024155928,0.00097475434,0.0005133138,0.00023849374,0.001210924,9.766937e-05,0.00024099536,0.0003870142,7.4654527e-06,0.000284935,0.00038356901,1.7165301e-05,0.0003301919,0.00011537926,0.001086939,0.0033547818,0.0018212037,0.000413167,0.0020817555,0.0011390521,0.000549488,0.0022135861,0.0024647266,0.0010872924,0.00059566915,0.0010084249
sub_topic_34,3.462509e-05,3.6254216e-05,0.00011424853,0.000917559,3.5858866e-05,0.00056985253,0.0,3.5021174e-06,6.1846407e-07,3.5088644e-05,7.785402e-05,1.974862e-05,8.777484e-06,3.0717594e-05,5.8312826e-06,1.9606237e-05,2.9253065e-06,3.567546e-06,2.3166907e-05,3.7579186e-05,0.00036691374,0.00011391513,9.230158e-06,2.601057e-05,0.0,8.314924e-06,0.00020297448,6.8251046e-07,0.00019396539,3.5141376e-05,8.429028e-06,4.664033e-05,5.0909875e-06,0.00017057844,0.8200408
sub_topic_35,7.048778e-05,1.5510712e-05,0.00018515483,6.887454e-05,2.660285e-05,2.0771935e-05,2.9507985e-06,1.3542766e-06,2.1471462e-05,2.9399898e-06,0.000102521386,0.9666423,8.457758e-07,1.7404289e-05,3.0912925e-05,0.0001255208,4.1803355e-06,3.207364e-07,0.0010441808,3.699156e-06,4.258532e-07,5.4884695e-05,1.1634174e-05,0.0,7.173621e-06,1.0008513e-05,0.00012268695,5.0561175e-06,1.0705015e-05,3.1089156e-05,7.684041e-05,3.90605e-05,3.6552534e-05,0.0004114769,0.00011749804
sub_topic_36,3.1991025e-05,6.654367e-05,0.00341387,2.4071147e-05,4.913421e-05,4.979649e-05,1.6239095e-05,4.1468506e-05,6.197785e-05,2.2279479e-05,0.0013647913,0.00052933005,5.11708e-05,4.2720498e-05,0.0005475175,0.0003712858,0.00020849715,8.635298e-06,3.969053e-06,3.910925e-05,6.9523117e-07,0.00015676256,0.0007434715,1.22618e-05,0.004876275,6.0431878e-05,6.2446605e-05,5.4047836e-05,2.4683823e-05,4.998416e-05,0.93710995,0.0022882097,0.00017504774,0.0006721674,5.61225e-05
sub_topic_37,0.00047876724,0.00038911548,0.00041690908,0.0005836579,0.5346757,0.00037669853,0.00021527085,1.3159391e-06,9.389592e-05,0.00016256612,0.00038119193,0.00017916576,0.00028658306,0.00022478856,0.00016183729,0.00027176153,0.00016659737,4.2827563e-05,0.0004780294,5.317959e-05,0.00037813873,0.00036996463,7.064132e-05,1.0792913e-05,7.432842e-06,0.0003310929,0.0005358101,0.00010795455,0.00047102448,0.0005434535,1.5316973e-05,0.000106400075,0.00010498825,0.00031266274,0.0031884552
sub_topic_38,8.884267e-05,0.0022129035,0.00019342592,4.1304167e-05,3.7200214e-05,5.814523e-05,5.5748034e-05,1.32431205e-05,2.0065452e-05,0.00030857036,0.0014157301,0.00016499571,6.0684077e-05,0.00022283249,0.82046455,0.0020600867,8.154038e-05,0.000288714,1.9879804e-05,1.2006248e-05,4.0647443e-05,0.002639932,0.0005064936,1.43770985e-05,0.00032521307,6.3937725e-05,0.0014593627,7.955321e-05,0.00028131102,5.0057068e-05,0.00041113526,0.0015253434,7.717535e-05,0.00013247869,7.870957e-05
sub_topic_39,0.00029229934,0.0054601994,0.0003353648,0.0009010735,0.00010003169,0.0019841373,0.002308545,5.185998e-06,5.0306808e-06,0.0037116483,5.3750373e-05,7.66626e-06,0.00037558502,0.0008251483,0.0022977195,7.054403e-07,0.016899146,0.33972707,0.0001187676,0.00062814605,0.08376585,0.0027399138,0.0041640503,7.983764e-05,7.3147254e-05,0.0001347664,0.0004657853,0.0006093432,0.00025560948,0.00088957226,1.4224647e-05,4.7225454e-05,8.2541854e-05,0.00013391394,2.5048748e-05
sub_topic_40,0.00014705026,4.725161e-05,0.00030273595,3.0881893e-05,1.5646528e-05,6.947117e-05,9.667388e-06,8.5581456e-07,7.1135655e-06,1.2924072e-05,0.00032998304,8.037984e-05,1.4167606e-05,2.6558784e-05,3.073104e-05,2.2185388e-05,2.7791655e-05,2.262598e-05,9.190361e-05,9.522699e-06,2.0856009e-05,0.0001336633,0.0007535213,5.0003746e-07,4.4625203e-06,3.731094e-06,0.0006600239,7.918259e-06,2.0722387e-05,1.2422112e-05,0.00026763338,4.4422544e-05,1.1701838e-05,0.96061957,8.226623e-05
sub_topic_41,3.0497027e-05,4.780795e-05,0.0035459257,2.385094e-05,2.76615e-06,2.8133692e-05,1.8508852e-05,3.2423137e-07,8.414669e-07,4.9457452e-05,1.1693569e-05,6.9111394e-08,0.00029382898,2.416427e-05,1.8185956e-05,0.0,0.9561535,0.00011160095,6.560725e-06,1.9146899e-05,0.00010288676,4.242891e-05,6.983606e-05,9.617245e-07,8.527687e-06,9.66658e-06,2.05372e-05,5.9965487e-06,3.04994e-05,2.5689797e-05,2.1073725e-05,4.2098936e-06,5.020161e-05,1.9456022e-05,1.8371774e-06
sub_topic_42,0.0013920874,0.00033760074,0.00015653277,8.4486295e-05,1.3640152e-05,5.863855e-05,6.727066e-06,1.09918155e-05,5.1114275e-06,0.00015189678,0.94536203,0.00034507902,3.8920653e-06,9.115394e-05,0.00062027463,0.00011064792,1.9428415e-05,4.2284773e-06,2.4234345e-05,2.3562684e-06,1.4014521e-06,0.00031614373,0.0027060274,6.38745e-07,0.00025987494,3.5230985e-06,0.00028506818,7.3651713e-06,0.00018699307,3.1517182e-05,0.00047830163,0.0007785995,3.79763e-05,0.0020290033,0.00018924754
sub_topic_43,0.00073984306,0.0007501799,0.000623636,0.0005019151,0.00059595477,0.00017534192,0.00045778925,0.0008549105,0.29041386,0.00031464628,0.0010600346,0.0007635761,0.0004050329,0.0013554136,0.0004173631,0.00042482433,0.00024200461,6.7902634e-05,0.00038059297,0.0001897409,0.0001260378,0.00077474123,0.00025950867,0.0023750449,0.0010839319,0.0008742802,0.0007001532,0.0017027408,0.00081760733,0.0003020453,0.0012468528,0.00086375215,0.00070332125,0.00055728666,0.00037023315
sub_topic_44,0.006676403,0.004269503,0.0051787463,0.0038225064,0.015304015,0.00391921,0.0037077996,0.00056648045,0.022930337,0.0023250596,0.0030907793,0.0015440352,0.004757762,0.0065139527,0.0030943246,0.000431955,0.007002548,0.0007508426,0.0016977431,0.000886615,0.0023341714,0.0039864625,0.0025595871,0.0006070036,0.00700206,0.0017750881,0.004397102,0.009053535,0.0060199955,0.0024313156,0.0040885173,0.005688519,0.0033194683,0.0040610647,0.002859008
sub_topic_45,0.00042809447,0.0002003723,0.0003644924,0.00014024333,9.523421e-06,0.9176872,4.231723e-05,4.9352457e-07,6.7865375e-07,0.00023326729,0.00013260203,3.125674e-05,3.6276055e-05,0.00019625606,5.363185e-05,3.408394e-05,7.1402785e-05,0.00023512087,2.3884559e-05,6.345719e-06,9.9239514e-05,0.00024759825,0.001876738,0.0,4.065308e-06,1.1364227e-06,8.326467e-05,8.796281e-05,0.0002786898,0.00032905486,1.5815045e-05,6.7545257e-06,2.8219536e-05,0.00046163297,0.00032635513
sub_topic_46,0.00027230816,4.8512968e-05,0.00027575105,0.36288062,1.6318116e-05,5.5062086e-05,3.5263078e-05,2.1676695e-05,1.687421e-05,0.0010701064,0.0016451451,0.0002008448,1.8891185e-05,0.000862263,7.463619e-05,5.614993e-05,0.000100513316,1.7287453e-05,0.00017895659,6.277358e-05,3.125036e-05,4.8104233e-05,4.0351806e-05,6.573832e-05,0.00067592884,1.6216085e-05,2.0381154e-05,6.1033108e-05,0.0006473989,0.0033486718,6.8148845e-05,0.0021668794,2.4303099e-05,4.7310252e-05,0.00042073603
sub_topic_47,9.3068804e-05,9.054503e-06,0.0005975056,1.655808e-05,1.0907344e-05,1.0707256e-05,1.5755562e-05,3.2648522e-06,1.0371118e-05,1.0230831e-05,9.210981e-05,5.7433477e-05,2.2462424e-05,3.0431205e-05,2.4629984e-05,0.00010532733,0.00012576276,2.0606512e-06,3.8068176e-06,7.310582e-06,9.758388e-07,1.913001e-05,3.5833968e-05,0.0,6.611456e-05,2.3323326e-05,8.308025e-05,1.2796396e-05,4.6770863e-05,8.474536e-06,0.00031530333,3.1820724e-05,0.5967947,4.696228e-05,1.444296e-05
