,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35
sub_topic_10,8.695147e-05,8.9765184e-05,0.00013874628,2.913045e-05,1.7068565e-05,6.9774724e-05,0.00011609643,6.441715e-05,1.3962388e-05,4.670568e-05,8.4973135e-06,4.670659e-06,8.054388e-05,2.869923e-05,5.0992226e-06,3.4370732e-06,0.0001716303,0.0001814846,5.0949388e-05,0.5014427,4.8750055e-05,2.5678604e-05,4.7014746e-05,1.2974522e-05,1.9567813e-05,0.0012095002,3.4508354e-05,0.0009846174,2.355335e-05,0.00018929895,1.5929478e-05,8.305285e-06,0.00028921312,1.9679663e-05,5.103075e-06,0.00018565822
sub_topic_11,9.541689e-05,4.3113476e-05,6.9645255e-05,0.0004503441,1.0740322e-05,0.00013812905,0.00014575908,7.834577e-06,2.4269948e-06,0.00044794628,8.867935e-05,1.625227e-05,5.6223653e-05,0.00033473794,0.00014796092,9.4753064e-05,6.92838e-05,5.5948483e-05,0.00028377792,6.706805e-06,4.8051017e-05,4.7524183e-05,5.0310548e-05,3.4940238e-06,6.6391614e-05,2.5144045e-05,0.00011741268,2.648367e-05,0.00046489795,0.037257496,1.7319231e-05,0.00018263012,9.32741e-06,1.8592562e-05,8.9390116e-05,0.25625688
sub_topic_12,0.0001022576,0.00014004597,0.0003951609,0.0007517959,2.2341139e-05,0.00010303733,1.1495074e-06,7.531119e-07,3.997654e-05,1.8934848e-06,5.9803715e-05,0.0008959037,1.5416173e-06,1.2777002e-05,3.8639737e-06,7.867309e-07,5.1457493e-05,2.6605403e-06,0.98557913,1.6055646e-05,4.622582e-05,0.00020189375,1.3733496e-05,0.0,6.044934e-08,3.303015e-05,0.00020601995,3.5441115e-06,1.2049531e-05,5.096216e-06,5.5759637e-07,5.8083675e-05,8.959365e-06,0.0001643291,6.483087e-05,8.285097e-05
sub_topic_13,0.0,7.83554e-06,3.595987e-08,0.00010617366,0.0,0.00020102708,1.982486e-05,3.434658e-07,4.1342346e-06,2.580253e-06,2.8901973e-06,0.0,9.33759e-07,1.2926653e-06,3.3955616e-06,0.0,5.6794966e-06,7.610242e-06,6.194221e-08,1.1065843e-06,6.2001236e-05,2.703898e-05,0.0,0.6077489,3.2138948e-07,2.1962635e-06,5.4875736e-06,2.1298057e-07,1.3397154e-05,0.0,1.5571853e-06,6.622749e-06,0.0,2.1784516e-07,1.6131638e-05,5.521025e-07
sub_topic_14,8.888823e-05,0.00041770717,0.00012673101,6.988202e-05,5.484019e-05,0.0013096269,0.00032451993,7.724801e-05,0.00014256021,3.6237103e-05,8.868354e-05,3.6101053e-05,0.000688636,0.00024623546,0.00019957707,3.0731015e-05,0.00013060246,0.0009197811,4.558068e-05,0.00047712427,6.3685795e-05,0.00019351717,8.913007e-05,3.25866e-05,9.00154e-05,0.00024213252,6.883224e-05,0.9718183,3.102389e-05,8.603666e-05,8.115657e-05,3.794411e-05,0.00012311038,4.6795543e-05,3.3841505e-05,0.00032403477
sub_topic_15,0.0016224938,0.0038747485,0.00079582207,0.0022608049,0.0014065525,0.0015940097,0.0022126776,0.0,2.0894719e-05,0.0027104316,4.8986105e-05,2.3423245e-06,0.0014469147,0.0008472331,0.00024097534,6.267499e-07,0.009528487,0.0040803226,0.0007973432,0.0037638745,0.35691544,0.0005062098,0.0036864916,6.505608e-08,0.00013093872,0.00011135517,0.000341652,4.525279e-05,0.0006439223,0.009144932,4.423127e-05,7.237247e-05,0.000161665,0.0010229177,1.3868398e-06,0.0032777754
sub_topic_16,4.0763093e-06,0.00018075462,2.4221572e-05,6.238175e-06,2.1133067e-06,3.1086693e-05,9.209116e-05,8.104305e-06,8.536216e-07,2.5816127e-05,8.040959e-06,0.0,0.9721679,3.382539e-05,4.1643198e-05,1.9072945e-06,5.080458e-05,0.00085800287,1.5074818e-05,4.719408e-06,2.692045e-05,5.2433574e-05,1.4434892e-05,8.514028e-06,7.7072787e-07,1.0407422e-06,5.5504777e-05,3.546553e-05,1.955515e-05,3.0551703e-06,1.5061344e-05,5.401004e-06,5.1121847e-06,1.663058e-05,9.250245e-06,7.375345e-06
sub_topic_17,0.90907145,2.118575e-05,6.9742884e-05,2.8833856e-05,1.7656495e-05,0.00010171116,9.197678e-06,1.752295e-06,7.0763635e-06,0.00011287244,0.00028385918,3.2304437e-05,4.074019e-06,0.000116802665,2.0328547e-05,1.4318702e-05,3.4157478e-05,3.5308692e-06,8.402894e-05,5.459121e-06,1.3397446e-05,2.3408465e-05,0.00024519648,0.0,6.615248e-05,1.2496164e-05,4.4469314e-05,1.0618588e-05,6.9037655e-05,5.4065276e-05,1.3919023e-05,8.111755e-06,2.4151299e-05,0.00022060255,2.6085423e-05,3.7692887e-05
sub_topic_18,0.000477739,0.0030788013,0.00062145584,0.00038401852,2.2268498e-05,0.0017435538,0.0010657969,7.0662213e-07,2.7895922e-07,0.018230006,3.256617e-05,0.0,0.0011167701,0.0005528874,0.0022094126,2.0113282e-06,0.01826965,0.26037297,0.0001855065,0.0005668057,0.027731474,0.001598489,0.0027584166,1.2686278e-05,3.3184497e-05,4.9039772e-05,0.00031112647,0.00012348278,0.00038133774,0.002616131,1.0695019e-05,8.982164e-06,0.00016061512,0.00015773966,1.401254e-06,0.0011721741
sub_topic_19,0.0021815156,0.0003783977,0.0012705403,0.19239138,6.790327e-05,0.003158692,0.00010308813,1.5522686e-05,5.7548837e-06,0.008300931,0.005465596,0.0001214133,0.0001135674,0.0016703355,0.00027211168,3.9198432e-05,0.0006641417,0.00010492752,0.00012524177,2.347275e-05,0.0035344756,0.00020819191,0.00017909812,1.1791536e-05,0.00052283116,1.585504e-05,4.6884426e-05,0.00023840068,0.0008627452,0.004356863,3.2194406e-05,7.151202e-05,3.711596e-05,0.00032930673,0.0011017573,0.0026757277
sub_topic_20,0.04143124,0.00051239127,0.00817892,0.00013956627,0.0005898552,0.002892858,0.00021236128,0.0011919453,0.00081153604,0.0012522807,0.00225783,0.009622238,0.00038206822,0.0025836567,0.00039164137,0.1050392,0.00023025462,7.874177e-07,0.00045043242,0.00037362528,1.6570341e-06,0.00082549406,0.000117576456,6.4665495e-05,0.00064582063,0.0015255142,0.002207441,0.001382113,0.0047457474,0.0011080025,0.0017310518,0.000831931,0.010414549,0.0061273547,0.0153382,0.00034114625
sub_topic_21,2.4836067e-05,6.868412e-06,5.3390664e-05,0.0005476996,5.706384e-06,5.5070523e-06,3.651987e-06,2.4038138e-06,3.8602746e-05,1.0307284e-05,0.0003384404,8.152279e-06,3.815798e-06,7.9384066e-05,2.706578e-05,3.970618e-06,5.324601e-05,3.9656156e-06,0.00031023586,0.00015563666,7.504078e-05,1.4733251e-05,0.00011839006,3.8786748e-05,5.887498e-06,1.2509818e-05,0.0011418122,1.0155724e-06,1.8466946e-05,5.0157196e-06,9.6528835e-05,0.019719258,4.36964e-06,1.9982124e-05,9.83149e-05,0.19102408
sub_topic_22,0.00024770564,0.00012635507,0.0001878541,6.154174e-05,7.021934e-06,0.9153984,3.298712e-05,5.155871e-07,1.1767165e-06,0.00011541246,8.698957e-05,2.0125526e-05,4.549178e-05,0.000112270696,4.9397673e-05,1.4517343e-05,5.359064e-05,0.00016847842,3.5814344e-05,4.807564e-06,0.00010246089,0.00015217213,0.0016911096,0.0,8.6977025e-06,7.515303e-08,5.775006e-05,8.8852285e-05,8.582016e-05,0.00010493605,2.8823883e-05,5.0981535e-06,1.4736949e-05,0.0002984886,8.242433e-05,7.558859e-05
sub_topic_23,0.0006589609,9.341974e-05,0.006042232,0.0008266892,0.00024411285,0.0022073032,0.00020681349,6.13016e-05,3.0171655e-05,0.00035637725,0.0049639517,0.00080802495,7.095117e-05,0.0009151435,0.00019659955,0.006009576,7.9921854e-05,1.5032936e-05,0.0013041066,2.5539977e-05,2.6893795e-06,0.0009798652,0.00043743834,1.141936e-05,0.00017271044,5.0704588e-05,0.0013045277,0.00013569878,0.06128094,0.0016448707,0.0007392909,0.0004560805,0.0003681248,0.003344467,0.11053744,0.0022464753
sub_topic_24,3.8975242e-05,8.319892e-06,1.339066e-05,2.542061e-05,9.013057e-06,2.8943045e-05,2.7734368e-05,8.2779076e-07,2.5752613e-06,0.0007855344,2.874991e-05,6.0295963e-07,5.392729e-06,0.5912344,2.8041459e-05,0.0006544607,1.953159e-05,5.804454e-06,5.2397168e-06,0.0,5.630221e-06,2.010748e-05,4.170402e-05,0.0,0.00030958012,8.346027e-06,1.5549069e-05,9.711855e-06,0.00041866818,1.7745417e-05,2.7640376e-06,1.7596492e-05,8.3314274e-07,1.0843392e-05,1.2040754e-05,4.0383977e-05
sub_topic_25,0.0007425291,0.00016520964,0.00049373397,0.00016795666,0.0008136655,8.616976e-05,0.00017275894,0.00021048935,0.0003955947,0.00016355405,0.00021173374,0.0002746314,0.0001167346,0.00032690054,0.00033297646,0.00035462517,0.00022772492,2.8585531e-05,0.00036040187,0.0022038112,4.3427393e-05,0.00021514339,0.00014904894,2.0656065e-05,0.0011537425,0.9784831,0.0003304232,0.0010778514,0.00022597682,0.00042281434,0.0004426328,0.00065557554,0.00040569692,0.00020251163,0.00011203436,0.00031834858
sub_topic_26,4.728447e-05,3.579707e-05,2.3710109e-05,1.4714505e-05,3.552094e-06,3.565764e-05,7.997279e-06,3.879429e-06,0.0,0.93837386,3.4988603e-05,0.0,6.4010055e-06,0.0008099988,7.011537e-05,6.7070716e-05,1.5003031e-05,2.4135694e-05,3.0761964e-06,0.0,9.637701e-06,4.5722518e-05,4.086699e-05,9.024586e-08,8.999093e-05,0.0,1.5456657e-05,0.0001362684,0.0011013752,3.228229e-05,2.704299e-06,8.499406e-06,1.5752491e-06,6.3717957e-06,1.2936033e-05,2.5025363e-05
sub_topic_27,8.974103e-06,0.9464925,1.0896066e-05,2.8045652e-06,4.0545406e-06,1.961024e-05,6.8096975e-05,1.0757219e-05,9.163537e-07,3.5559613e-05,2.9032408e-05,0.0,6.874797e-05,2.177316e-05,4.9415547e-05,1.859497e-08,8.227265e-06,0.00015252977,2.7268306e-05,1.0396467e-06,3.2146607e-05,0.00011220479,2.7854292e-05,1.396418e-05,3.880567e-06,2.1203475e-06,0.00027211162,1.1553576e-05,1.4741296e-05,9.563988e-07,3.617434e-06,2.8648139e-05,7.3733077e-07,2.9943303e-05,8.285062e-06,1.5180552e-06
sub_topic_28,1.19258175e-05,0.00018652201,1.5333115e-05,9.084591e-06,6.4267074e-06,3.853725e-05,0.97807056,8.514011e-06,7.4438344e-06,4.015163e-05,8.598786e-06,0.0,9.741275e-05,5.4442346e-05,8.654943e-06,1.4496327e-05,1.7606377e-05,8.876591e-05,5.016566e-06,4.5570023e-06,1.4628397e-05,4.6429384e-05,1.3154705e-05,2.4462506e-05,4.389583e-06,1.7087174e-06,2.0892961e-05,1.6138263e-05,0.00014903156,2.1814371e-06,2.1089904e-06,1.7096609e-06,7.8637995e-06,9.483552e-06,1.7416941e-06,8.523492e-06
sub_topic_29,1.039089e-05,0.00026105254,4.6347956e-05,4.971595e-06,3.7641332e-06,5.8600024e-05,2.9976738e-05,3.637107e-06,1.1423901e-06,3.2341297e-05,4.927321e-05,3.8284625e-06,2.6180061e-05,2.4110463e-05,0.0001553581,9.496538e-06,2.1986416e-05,6.4716834e-05,1.9186202e-05,0.0,2.333683e-05,0.9679375,9.118504e-05,8.543371e-06,6.7846886e-06,4.4576402e-07,0.00041060834,4.5383204e-06,2.024928e-05,1.8600167e-06,1.0783662e-05,2.8293549e-05,3.0540548e-06,5.501139e-05,2.529959e-05,4.690202e-06
sub_topic_30,3.242114e-05,6.117857e-05,3.8316022e-05,5.9573963e-06,3.820967e-06,0.0003761582,1.1126493e-05,1.0531969e-06,3.7358177e-06,4.706424e-05,9.824823e-05,1.3648454e-06,6.4227806e-06,5.88842e-05,0.00013302009,5.8153237e-06,2.7632543e-05,6.2099985e-05,2.2515822e-05,3.5299456e-07,1.494136e-05,0.0002076712,0.6991676,0.0,0.00022348115,9.595146e-07,0.0001490188,4.0285468e-06,1.9434483e-05,8.481704e-07,0.00058777,0.00012810643,7.818911e-06,0.0014891112,5.730812e-06,1.6523818e-05
sub_topic_31,0.00013137635,8.4891966e-05,0.00018888386,9.738321e-05,9.7458964e-05,3.2924854e-05,7.220558e-05,5.391981e-05,2.0596379e-05,0.00015352838,4.285097e-06,1.2008013e-06,0.00018201058,1.4024273e-05,4.830581e-06,6.64175e-07,0.00037966805,5.4194268e-05,0.00010748482,0.4846844,0.002968231,3.6838497e-05,9.201735e-05,1.4213888e-05,2.920162e-05,0.0029046694,8.825041e-05,3.3960412e-05,3.3664026e-05,0.00049981766,1.3945543e-05,1.1702496e-05,0.0002032253,1.6120357e-05,2.2686265e-05,0.00034857128
sub_topic_32,1.6906686e-05,0.0002189556,3.1563875e-05,0.00013006067,2.1335147e-05,3.415407e-06,1.937033e-05,9.765885e-05,1.0263573e-05,0.000105131345,0.0009441927,0.00012293845,1.0972834e-05,0.00016368006,0.0017475021,0.0010182442,8.931601e-06,1.7448134e-06,9.8689954e-05,1.7907401e-05,9.663254e-06,0.00059047254,0.00020439309,1.6143205e-05,0.0042391266,7.455426e-05,0.00053679495,9.9282815e-06,0.00016815479,1.0363178e-05,0.00097600394,0.7167877,1.2992265e-05,0.00011062624,0.00023926061,0.0006998445
sub_topic_33,0.0013692548,0.0005840774,0.001019723,0.00023542473,0.0007260823,0.00010977198,0.00055997784,0.28677627,0.005481228,0.0003063271,0.0017136525,0.0007116661,0.0001365804,0.0012052441,8.908411e-05,0.0003735873,0.00040463058,5.8110945e-06,0.00031032972,0.0006496768,2.396895e-05,0.00039461968,0.00013564697,0.0010166398,0.004369826,0.0028146105,0.0005803147,0.0025851184,0.0011310498,0.000288798,0.0026097612,0.0021527973,0.0012273635,0.00074312114,0.0010453068,0.00086365844
sub_topic_34,6.393193e-05,3.0739557e-05,0.00015844166,0.00076578587,4.8441536e-05,0.00036841104,0.0,8.260199e-06,5.26319e-07,8.231875e-05,0.0001100512,4.565005e-05,2.0087446e-05,5.7470264e-05,5.0280414e-06,3.8510334e-05,3.972442e-06,6.6587893e-07,0.00020429524,1.3202757e-05,0.0006373729,0.000119437354,2.1031057e-05,3.7051582e-06,5.980688e-07,2.6220976e-06,0.00024939244,2.3590642e-06,0.00026696877,6.13335e-05,1.3106012e-05,4.9949813e-05,1.0864434e-05,0.00023413726,0.7018561,3.0915828e-05
sub_topic_35,7.113949e-05,1.3423038e-05,0.00018104402,6.926599e-05,2.5556401e-05,2.3598594e-05,2.1406784e-06,2.0105547e-06,2.2424956e-05,2.847622e-06,7.84401e-05,0.9729391,2.3074738e-06,1.5464613e-05,2.379379e-05,0.0001058883,3.6390036e-06,2.5118323e-08,0.0011256881,1.3453105e-06,6.1334276e-07,4.7645746e-05,1.193084e-05,0.0,8.27978e-06,1.4068319e-05,0.00011090861,5.0888602e-06,8.452275e-06,8.5542915e-06,8.199136e-05,3.3920223e-05,3.209731e-05,0.000380286,0.000108386266,5.4196727e-05
sub_topic_36,7.3377865e-05,8.467612e-05,0.0029001036,1.723436e-05,4.7717524e-05,8.876366e-05,2.1532936e-05,4.097468e-05,6.6467874e-05,2.943481e-05,0.00074389845,0.000405112,3.5808374e-05,5.1265906e-05,0.00041551565,0.00036082143,0.00022433553,8.437954e-06,2.1824378e-06,2.1623924e-05,2.5043387e-06,0.00017582045,0.0015115637,1.1280133e-05,0.0044075004,0.00010199839,8.259003e-05,5.8271795e-05,2.2069029e-05,9.940032e-06,0.96578526,0.0026602817,0.00012837573,0.00069175067,5.701689e-05,0.00012477693
sub_topic_37,0.0003890137,0.00075221935,0.0003507642,0.0004586852,0.36752322,0.00024068254,0.00032760226,6.1729215e-06,0.00052725564,8.07759e-05,0.0006409498,0.00032935056,0.000304545,0.00040411134,0.00011952268,0.00023678917,0.00023392026,3.737256e-05,0.0006265939,0.0002605463,0.0019164146,0.00033813645,0.00010196441,3.5972982e-05,1.6867478e-05,0.0024876092,0.00072716817,0.00030712364,0.00049856986,0.0004119146,3.010997e-05,0.00023284118,0.00014909627,0.00044413673,0.0026563152,0.00012939342
sub_topic_38,8.60942e-05,0.00887171,9.678199e-05,3.7767135e-05,4.4507033e-05,7.3910356e-05,5.03116e-05,7.450446e-06,2.3535304e-05,0.00037720287,0.0015405555,2.86141e-05,0.0001212526,0.00023107902,0.3768275,0.00019436941,8.381402e-05,0.00037780992,0.00013692479,4.192042e-06,7.646034e-05,0.0009838867,0.00025023948,1.1557903e-05,0.00012130642,9.40754e-05,0.00267109,5.766965e-05,0.0002933108,3.280943e-05,9.9404366e-05,0.002006956,3.062687e-05,0.000111693334,6.9344016e-05,5.6149795e-05
sub_topic_39,0.0001003508,0.0021516937,0.00015611484,0.00032318197,6.474473e-05,0.00045173705,0.001041789,7.4016234e-06,6.30935e-06,0.0013391735,2.3309336e-05,3.2692255e-06,0.001078398,0.00033722637,0.0016067018,0.0,0.0034773613,0.39704132,9.587763e-05,7.513674e-05,0.004911256,0.0014922309,0.0012309393,4.5174813e-05,5.675195e-05,4.6974797e-05,0.0005145699,0.0006456835,0.00010910789,9.898091e-05,2.7415217e-05,2.3568757e-05,3.426588e-05,9.769016e-05,3.0745123e-06,0.0004341118
sub_topic_40,0.00013225197,4.2130858e-05,0.0002866809,2.4179297e-05,1.3722909e-05,6.4009786e-05,8.751841e-06,1.2254183e-06,6.897745e-06,1.4463195e-05,0.0001207992,6.5952554e-05,2.65649e-05,2.234251e-05,2.7734553e-05,1.1474472e-05,3.4326757e-05,1.5624477e-05,0.0001194419,1.4175022e-06,2.8646085e-05,0.00012495424,0.0009862699,0.0,5.9384192e-06,5.0063227e-06,0.0007853426,7.865155e-06,1.7527844e-05,7.4244113e-06,0.0003167818,5.3074775e-05,5.353808e-06,0.93221855,5.0046332e-05,2.1655485e-05
sub_topic_41,2.9058869e-05,3.73848e-05,0.003438128,2.0695854e-05,2.6590453e-06,2.8552015e-05,1.6422106e-05,3.6259343e-07,1.1638042e-06,5.0770443e-05,1.6495951e-05,0.0,8.3147526e-05,2.4189547e-05,2.0500884e-05,0.0,0.9468444,9.171646e-05,1.0441955e-05,1.3246791e-05,6.132152e-05,3.3025306e-05,5.5125583e-05,0.0,1.2346681e-05,5.940062e-06,1.995135e-05,4.3995415e-06,2.973154e-05,1.7101387e-05,3.2909986e-05,4.0600685e-06,6.450829e-05,1.6843755e-05,9.0305747e-07,2.2188904e-05
sub_topic_42,0.0010768871,0.0006943179,5.443668e-05,2.054095e-05,4.8022688e-08,8.918394e-05,3.5725723e-06,3.8847274e-06,0.0,0.00028201312,0.29883897,0.00036663702,1.2901427e-06,5.485728e-05,0.0017465686,4.410577e-05,1.4413309e-05,1.749276e-05,0.00024862078,0.0,3.249784e-06,0.00053809164,0.019742554,0.0,0.00024407181,0.0,0.000432573,5.764448e-07,0.00017530835,8.859925e-06,0.0005310031,0.0017544724,4.937368e-06,0.0037142816,0.00014348068,2.1634945e-05
sub_topic_43,0.00092236436,0.00076983677,0.0007351345,0.0004821759,0.0007958553,0.00024746958,0.0005229924,0.0008844935,0.292222,0.00039725497,0.001678017,0.00085441483,0.0003824097,0.0014773437,0.00037597987,0.00047840422,0.00029391184,6.616522e-05,0.0005326868,0.00029667089,0.00017030588,0.0008403063,0.00038038247,0.0033744683,0.0013245447,0.0013970316,0.0008580521,0.0019028556,0.00090604636,0.0002933502,0.0014750306,0.0010005394,0.0007351446,0.0006980985,0.00032402607,0.00055511546
sub_topic_44,0.009055978,0.0024343247,0.0092879115,0.004954624,0.010872782,0.0040045157,0.0021351532,0.0011268219,0.01483306,0.0051769214,0.014116203,0.0017068938,0.0015515276,0.006038198,0.0016269966,0.00047525187,0.006130232,0.00022559105,0.001229541,0.0017875235,0.001309288,0.0021526811,0.0011094802,0.00030793846,0.018513354,0.0035804948,0.0025364696,0.01151653,0.0075780666,0.0034443557,0.003867433,0.0059228255,0.0028718319,0.0038808314,0.0023668653,0.0036597617
sub_topic_45,0.00023935469,0.00016256048,0.00016396886,7.924964e-05,0.000112475995,0.00040883102,6.9115464e-05,2.4066242e-06,1.5268652e-05,0.000502926,3.3156975e-05,1.275953e-05,0.00012990876,0.000111720205,0.00010033462,2.5433945e-05,0.00026779834,0.00014564054,0.00019053444,0.00038318738,0.00034242767,0.000116566196,6.645435e-05,9.938499e-07,1.6410411e-05,6.0990118e-05,2.4601373e-05,8.6090455e-05,0.00022941554,0.44757676,1.997207e-05,1.0442602e-05,1.4326661e-05,6.564411e-05,3.727048e-05,0.003524119
sub_topic_46,4.1956904e-05,2.6580647e-05,5.2418487e-05,0.00040140853,1.286164e-05,7.384603e-05,6.1302235e-05,1.5585712e-06,3.7195198e-06,0.00013163972,1.9670248e-05,2.1081643e-05,2.3210961e-05,9.338983e-05,2.2908926e-05,7.0953533e-06,8.952072e-05,4.009272e-05,0.00010918662,0.000100450314,0.00010044029,2.9972422e-05,4.320299e-05,2.2644534e-07,3.803525e-05,2.2744242e-05,6.079194e-05,1.2906852e-05,7.897046e-05,0.001876123,2.8890214e-05,2.421219e-05,6.9864927e-06,9.933856e-06,9.270276e-06,0.5195264
