,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35
sub_topic_0,0.0028084645,0.0002414653,0.0012044085,0.00027429452,0.0002937021,0.0013020753,0.00025747233,3.3492065e-06,7.597167e-07,0.0029752527,5.6758436e-05,8.1136095e-06,0.0003007922,0.0005036366,0.00012168242,3.1216146e-05,0.0031301156,0.00040976345,0.00028687663,0.0009027529,0.0025052805,0.0002143639,0.0005221058,0.0,0.00021219734,0.0002451251,2.2938555e-05,3.0227598e-05,0.0004490592,0.47335413,3.843032e-05,8.189808e-05,2.4147063e-05,0.00021474852,7.049754e-05,0.0070947004
sub_topic_1,7.588897e-05,0.00013007467,7.508538e-05,5.8263915e-05,0.00010941952,5.8414633e-05,2.9843855e-05,4.9272836e-05,0.00021361155,5.0232244e-05,0.0013872709,7.865529e-05,4.305858e-05,9.043833e-05,0.00019445288,7.880526e-05,5.3712152e-05,2.1477508e-05,9.821471e-05,6.146169e-06,2.9179499e-05,0.00016343192,0.00012357121,2.7917835e-05,0.00023592742,2.8751701e-05,0.0022463908,5.441879e-05,5.4237316e-05,1.7230603e-05,0.0004591421,0.22194111,2.5780926e-05,0.00015292634,0.00011367653,0.00017768831
sub_topic_2,0.0011137833,0.0011592674,0.001193685,0.0002473981,0.0006614933,0.0002252966,0.002064204,0.013492318,0.07973137,0.00034458053,0.001853983,0.0020619181,0.00034638858,0.00082135235,0.0004100469,0.0018643793,0.00035142366,2.5133331e-05,0.00012692252,0.00030597,2.7693795e-05,0.0010352014,0.00023301943,0.0018969674,0.005079917,0.000767739,0.00074612745,0.0024970649,0.0006013809,8.208235e-05,0.005594716,0.0007613236,0.0061947107,0.00023768013,0.00042962283,0.0002693709
sub_topic_3,5.867581e-05,5.432402e-05,7.817109e-06,7.79834e-06,7.950161e-06,4.3776763e-05,3.0717743e-05,4.039145e-06,3.4239272e-06,0.0005481409,4.3553962e-05,3.6618772e-07,4.058958e-05,0.37219182,6.949333e-05,7.653209e-05,9.682695e-06,2.5351837e-05,8.259383e-06,2.7833795e-07,7.686856e-06,8.7470165e-05,6.619667e-05,1.7797946e-06,7.287776e-05,2.9588007e-06,1.9857052e-05,1.7322494e-05,0.0002991843,1.1385511e-05,7.187629e-06,6.9422713e-06,3.9588317e-06,1.8296983e-05,1.3747329e-05,4.2809875e-06
sub_topic_4,0.008927818,0.0007708064,0.04781232,7.144678e-05,0.00012349906,0.0010649206,0.00036923026,1.23606e-05,2.2455311e-05,0.00026265508,0.0013406678,0.0021334123,0.00044086276,0.0015416065,0.0012788718,0.012656662,0.00031243797,3.5170233e-05,0.00022104733,5.3672182e-05,6.134714e-05,0.0022160453,0.0017024743,2.7132235e-06,1.2155849e-05,2.6471509e-05,0.105425596,0.000106628075,0.00079159095,1.6382426e-05,0.0004609274,9.053855e-05,0.03240123,0.03388253,0.0020724288,0.00043342248
sub_topic_5,0.008926887,0.00026546986,0.023969915,0.0005408209,2.5294203e-05,0.05085639,5.1071744e-05,1.1307314e-05,5.9668844e-07,0.008689211,0.00084454566,0.00031563453,0.00020321064,0.004786015,0.00012291805,0.0046565924,0.00010913893,2.2514387e-06,0.0010070669,7.4194627e-06,3.0900745e-05,0.0013316356,0.00014081574,0.0,2.4934636e-06,3.8649027e-06,0.00048683386,3.6168894e-05,0.04593233,0.013490285,1.6857699e-05,6.696751e-06,0.0016251389,0.0031577854,0.15092538,0.0005332263
sub_topic_6,0.00013113527,0.020642947,0.00015868136,0.0002796383,2.2453114e-05,0.0026145603,0.006923805,2.281535e-05,4.772077e-06,0.0009274622,4.7886868e-05,0.0,0.016579755,0.0005835775,0.00028460298,2.3075463e-06,0.0021661485,0.33247426,7.405687e-05,0.00019775447,0.003132779,0.0015847096,0.0012135019,5.4228993e-05,4.04192e-05,4.2684337e-06,0.00029037034,0.0006888752,0.00015305023,9.968175e-05,2.1014559e-05,9.368981e-06,7.479922e-05,0.00020343848,7.786414e-06,0.0001053393
sub_topic_7,0.00017983261,0.00016839433,0.00025109632,3.0391777e-05,2.0711297e-05,1.9706738e-05,8.132414e-05,0.66336274,0.0002938329,9.065659e-05,0.00023133845,7.032971e-05,8.14972e-05,0.0004081378,5.7297322e-05,4.1522893e-05,7.187417e-05,7.2294424e-06,9.134081e-05,0.00013206097,2.6044715e-06,0.0003112253,0.00012790042,0.0012130752,0.0005154337,0.00017433248,0.00020439569,0.0005474225,0.00020429744,1.1879752e-05,0.0005924994,0.0001610925,0.0011761475,0.00011622345,7.3183015e-05,0.00011005767
sub_topic_8,2.863588e-05,4.4057564e-05,5.4688102e-05,4.4322216e-05,8.231864e-06,7.441195e-05,0.00015173016,1.0731088e-06,2.2029337e-06,0.0010229708,2.1837835e-05,5.54803e-07,1.3772072e-05,0.0005206723,7.290555e-05,7.149549e-05,2.4299778e-05,2.1786329e-05,1.565094e-05,1.3442296e-07,1.7019724e-05,5.8719994e-05,1.631237e-05,8.7089575e-06,2.7141212e-05,3.9088313e-06,5.5201555e-05,6.0080656e-06,0.8644222,8.253379e-05,2.2206307e-06,2.0093958e-05,1.7386079e-05,2.033548e-05,0.00010306785,6.2197316e-05
sub_topic_9,0.0001711695,0.00053994573,0.00048711206,3.3690605e-05,2.5330371e-05,0.00013474992,0.00011541451,2.3207689e-05,1.5967747e-05,0.00075614674,0.000605791,0.0002676829,0.00025525765,0.00031036124,0.60019886,0.0051137856,0.00022806332,0.00039045265,4.003569e-05,6.066789e-06,6.928386e-05,0.0058906493,0.003892856,1.009377e-05,0.001574858,0.00015198145,0.0009901669,0.00014523882,0.0002891389,2.8897406e-05,0.0021538762,0.0026666236,0.00025136824,0.00021907361,4.4585977e-05,0.00013352423
