,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33
sub_topic_28,1.3255785e-05,0.00018224948,1.6326367e-05,1.293205e-05,5.6389076e-06,5.8494916e-06,0.98233485,1.0499178e-05,6.862814e-06,3.977177e-05,8.842492e-06,0.0,0.000100490564,5.47331e-05,1.1335526e-05,5.8075166e-06,1.668015e-05,0.000100487865,4.8974107e-06,4.846383e-06,1.2933144e-05,4.4218516e-05,1.194213e-05,6.022382e-05,4.534449e-06,2.2386325e-06,2.4387933e-05,1.5715174e-05,0.00022056728,5.512698e-06,2.0531568e-06,4.0085556e-06,1.036697e-05,1.7056313e-05
sub_topic_29,1.9688256e-05,0.00046613632,3.6644575e-05,4.9091727e-06,3.8186317e-06,4.453534e-05,2.9163959e-05,5.099522e-06,2.7194512e-06,2.4746054e-05,7.2131115e-05,8.172049e-06,1.6022757e-05,2.421255e-05,0.00032990886,1.0439184e-05,1.8855597e-05,7.4883785e-05,1.2487484e-05,3.577335e-07,9.083772e-06,0.96845526,0.00013445855,2.7536596e-05,6.822336e-06,7.964193e-07,0.00055316964,4.2093657e-06,2.4269244e-05,4.126122e-06,1.1658936e-05,5.8740396e-05,3.4168404e-06,7.992344e-05
sub_topic_30,0.00029070032,0.00050052936,0.0011112465,0.00054192415,0.0017920061,0.00011085439,0.00037845672,0.00019442236,0.020207783,9.0149566e-05,0.00053251174,0.0001729934,0.00030883847,0.0011903854,0.0009663003,4.953169e-05,0.000906751,0.00024354582,0.00023380828,0.0005338111,0.00014469128,0.0007425227,0.023787424,0.00026462993,0.0044289036,0.0003160903,0.0011308668,0.0005653627,0.00039629175,0.00010007243,0.009487835,0.0012747685,0.00082459487,0.0008001449
sub_topic_31,0.00010817826,5.7766763e-05,0.00016828577,0.000113039525,2.6950656e-05,5.714322e-05,5.8489066e-05,2.5072637e-05,1.0222299e-05,7.216453e-05,3.1673449e-06,1.4790912e-06,0.00010692251,2.5636424e-05,3.1254942e-06,1.575279e-07,0.00027097174,5.9344984e-05,0.00017363694,0.9815654,0.0013639854,2.064642e-05,7.145557e-05,2.9696215e-05,1.1984415e-05,0.0041919546,5.115034e-05,0.00011174741,2.0995578e-05,0.0004936449,1.4789163e-05,1.4513591e-05,0.00017042964,1.3738252e-05
sub_topic_32,0.00048717138,0.00022510992,0.0001590515,0.00021873631,0.00022077294,1.11682875e-05,0.0001456965,0.00023292746,4.6920235e-05,0.0013242175,0.00019743478,0.00029126828,1.2215061e-05,0.0032166913,0.0037827431,0.0017614535,5.4521435e-05,2.0832604e-05,1.1669206e-05,3.1052474e-05,9.877677e-06,0.00080970844,0.0021116415,3.5739078e-05,0.9145144,0.00047125164,3.553242e-05,0.00039446715,0.0006382665,8.556863e-05,0.0039376835,0.0098897945,7.673666e-05,5.743957e-05
sub_topic_33,0.0021803307,0.0006607116,0.0014618232,0.0005613487,0.00119335,0.00074275513,0.0006927864,0.23940784,0.008652883,0.000368603,0.003970413,0.0011338352,0.00020628049,0.0017000992,0.00010813832,0.00044085877,0.0007052937,8.680122e-06,0.00045605356,0.00060477597,1.63237e-05,0.0005056346,0.00013737043,0.00057549286,0.0067676185,0.0030829734,0.0006582079,0.0035284858,0.0016984021,0.00095898984,0.0027385715,0.0036815095,0.0013699608,0.0008965814
sub_topic_34,0.00014939746,6.8418114e-05,0.0003890705,0.0011651798,2.9662384e-05,0.9511612,9.081243e-06,6.481637e-06,1.3912928e-07,0.00018117447,0.0004374281,8.004491e-05,3.397157e-05,0.00014289381,1.15255425e-05,0.00010413248,1.4959614e-05,1.3774706e-05,0.0001004921,3.435736e-05,0.0001326586,0.000244728,5.1015722e-05,0.00010581958,3.0369878e-07,8.114317e-06,0.00045828772,5.909381e-06,0.0014399108,0.00019131239,1.5453525e-05,2.5155548e-05,3.7106547e-05,0.00072325894
sub_topic_35,0.000121722675,1.9337047e-05,0.00023635257,0.00010276137,2.0665411e-05,0.00011855492,4.0998807e-06,2.7289686e-06,2.5552565e-05,6.5360405e-06,0.0003318579,0.9623735,4.105938e-06,2.6916261e-05,2.2893415e-05,0.00026978194,4.1708195e-06,5.594208e-07,0.0012173869,7.761461e-06,5.876985e-07,7.129242e-05,3.777141e-05,2.2245337e-07,9.206591e-06,1.1892683e-05,0.00018757173,8.240702e-06,2.7120734e-05,5.7183515e-05,0.00012550915,4.3669672e-05,4.9559534e-05,0.00039581722
sub_topic_36,4.4176504e-05,7.295283e-05,0.0025189305,2.2281258e-05,4.0197658e-05,3.9389517e-05,1.2173681e-05,1.7722654e-05,4.6839e-05,2.2526641e-05,0.00020199217,0.0003165409,2.9568311e-05,3.9125036e-05,0.00032956796,7.871545e-05,0.00013186436,1.5398538e-05,5.474993e-06,2.1391126e-05,2.3951945e-06,0.00012916938,0.0015438136,2.1315678e-05,0.001245667,3.7588852e-05,5.6566452e-05,3.8871214e-05,2.3719882e-05,6.988097e-05,0.8173104,0.0011969288,2.0392434e-05,0.00068918534
sub_topic_37,0.0005714072,0.0003018241,0.00040774976,0.0005241286,0.80879086,0.0013657985,0.00036740213,4.6346345e-06,0.00013099522,0.00027453768,0.000617573,0.000108567365,0.00038647387,0.00020424796,0.00010508272,0.0001213508,0.0002787172,4.4737488e-05,0.00035115154,0.000115088806,0.000489704,0.00036556734,0.00013229274,5.0023547e-05,6.58441e-05,0.00020078666,0.0005233791,0.0002596143,0.00030728703,0.00031079917,0.00013121401,0.00018102865,9.325079e-05,0.0003266184
sub_topic_38,0.0002099274,0.0021068212,0.00042097637,7.542827e-05,3.208837e-05,8.270917e-05,0.00016761081,2.3229382e-05,8.346658e-06,0.0012284995,0.00057084224,0.00013218913,0.00023767972,0.0004929446,0.9736286,0.0025375963,0.00025499347,0.0009483246,6.2797364e-05,2.1177448e-05,0.00014231511,0.006998255,0.0029302665,0.00010471471,0.0011887321,7.5355565e-05,0.0019213761,0.00015064226,0.00061727146,0.00013052282,0.0011454141,0.0025242262,0.00014830305,0.00013104013
sub_topic_39,0.0004965506,0.005239519,0.00068676035,0.0011501793,9.523339e-05,0.0005246085,0.001946837,7.955534e-06,5.650736e-06,0.0030945004,1.9018538e-05,7.197816e-06,0.0013710757,0.0009782987,0.0044031143,0.0,0.0091029145,0.29314297,0.0002424853,0.00053983764,0.1337259,0.0014248963,0.0024021477,0.00020394754,7.9922254e-05,0.00011539514,0.0008488385,0.00043409417,0.00031021328,0.0008620621,3.3830693e-05,5.2772146e-05,0.00010412641,0.00024745276
sub_topic_40,0.00015650773,4.8780817e-05,0.0004060539,2.8458839e-05,1.0907217e-05,8.181208e-05,1.2572171e-05,1.9136112e-06,1.3219338e-05,1.6863318e-05,0.00012052428,8.9032255e-05,3.2886106e-05,2.976285e-05,3.3252432e-05,2.3945071e-05,2.8180433e-05,1.8511926e-05,0.00012770282,6.463212e-06,2.1210537e-05,0.00011865346,0.0013950047,1.0398102e-05,3.0069803e-06,5.503378e-06,0.0011690689,8.100335e-06,2.7048833e-05,1.2885462e-05,0.00043803453,4.6325138e-05,1.5932865e-05,0.53266776
sub_topic_41,3.0770014e-05,3.848634e-05,0.0038800652,1.7019325e-05,2.4022247e-06,4.1870167e-06,1.6466209e-05,8.846349e-07,1.234294e-06,3.5755635e-05,5.688525e-06,5.3228e-07,0.000109080436,2.4220199e-05,3.1377458e-05,0.0,0.95716876,8.924496e-05,9.581472e-06,1.0470808e-05,6.7708796e-05,3.352346e-05,5.6029123e-05,9.48479e-06,1.3175691e-05,9.495018e-06,2.7054317e-05,6.029727e-06,2.9435418e-05,1.486513e-05,2.6406096e-05,5.8536757e-06,7.557757e-05,1.7605904e-05
sub_topic_42,0.00035409292,8.1836784e-05,3.4884113e-05,6.8702902e-06,9.980748e-07,8.304378e-06,1.1970557e-05,6.393997e-07,1.2315549e-07,6.5985005e-05,0.00015702446,3.415132e-05,3.5984206e-06,5.077764e-05,0.0003181189,8.954619e-06,1.4119444e-05,6.3965505e-05,1.5988615e-05,1.2459327e-06,6.362897e-06,0.0002716222,0.9495457,2.689126e-06,0.00026130717,0.0,0.0001251225,2.440825e-06,2.2399063e-05,7.474761e-06,0.00044618556,0.00011561234,5.60049e-06,0.0018004254
sub_topic_43,0.0016114905,0.001007473,0.0006523995,0.0006343044,0.0010144736,0.00026389625,0.0009990957,0.0021359667,0.8813341,0.0002002932,0.0016240116,0.0011361146,0.0003287854,0.0017483726,0.00019686305,0.00027184686,0.0010121312,0.00011007048,0.0014056559,0.00039637074,0.00024369448,0.0011583576,0.00025899976,0.0028551277,0.0005715738,0.001652529,0.0018901211,0.001533397,0.0007998548,0.0006361781,0.0007350006,0.0005795422,0.00070120295,0.00084585696
sub_topic_44,0.013196309,0.0035769176,0.0060485164,0.005498593,0.017277533,0.002601289,0.003857193,0.00090113544,0.035150297,0.0030749561,0.018735815,0.0023237257,0.0032757758,0.0060251793,0.001091608,0.00047146244,0.014610742,0.00045501583,0.0032979872,0.0016492616,0.0028196217,0.0037067193,0.0012620045,0.0018438208,0.0071197823,0.004748466,0.0054627084,0.014908591,0.008042406,0.0045159683,0.0025980484,0.004830461,0.0040990673,0.0070795403
sub_topic_45,0.0034966285,0.00014318836,0.0012042699,0.0004255986,0.00012330554,0.00069660635,0.00015141802,1.0925057e-05,1.9620413e-06,0.0023874475,1.5670867e-05,5.2265175e-05,0.00015929464,0.00043953594,0.00020859046,4.3293796e-05,0.0008735361,7.4173106e-05,0.0009772225,0.002637989,0.0011786205,0.0002367646,0.00042253316,4.8536724e-05,3.6559068e-05,0.00011253916,1.7060933e-05,0.0001185486,0.00030932308,0.29935658,6.768636e-05,2.8099494e-05,7.123354e-05,0.00036281545
sub_topic_46,4.8032827e-05,7.2183802e-06,5.10494e-05,0.6807592,1.0544326e-05,0.0005503504,3.9087336e-06,3.0786782e-06,4.975711e-06,6.649548e-05,0.0006642561,8.555117e-05,2.2938655e-06,0.00011246067,1.2342884e-05,3.6124973e-06,1.666615e-05,3.1995473e-06,0.00034045512,4.668244e-05,1.893933e-05,9.564501e-06,4.8653874e-05,9.8240955e-05,5.694193e-05,1.8589491e-05,1.9929907e-05,5.020921e-06,6.3063024e-05,0.00013376764,1.9139423e-05,0.00031854704,4.678934e-06,2.2542565e-05
sub_topic_47,0.0005191496,0.00014301931,0.0023620308,0.00010192662,7.124417e-05,1.3788542e-05,8.477621e-05,0.0004927073,0.00024785558,0.000112915,0.0014300075,0.0022593234,3.3362183e-05,0.00029151508,0.0029668103,0.024280686,0.000103997605,1.9779768e-06,6.2427516e-06,5.0200542e-05,0.0,0.000629494,0.002029702,1.4609992e-05,0.044842534,0.00021162035,0.00037233168,0.00024700954,0.00012183488,2.0270712e-05,0.14911464,0.016845793,0.016539184,0.00023434374
sub_topic_48,7.382741e-05,0.0002728139,0.00039675037,2.9338858e-05,1.1102211e-05,0.00019357428,1.5944033e-05,6.8544136e-06,7.5644316e-06,1.4744659e-05,0.00040949183,5.1951338e-05,3.326409e-05,4.106393e-05,0.00013336715,5.3467367e-05,2.206016e-05,4.7263435e-05,0.00019154117,4.7984657e-05,1.0946097e-05,0.0011693854,0.00029541083,1.5379768e-05,9.099136e-07,4.384397e-06,0.9665558,7.271837e-06,6.1890634e-05,1.531064e-05,3.9587434e-05,0.00014573829,0.00010172625,0.0005050352
sub_topic_49,4.56178e-06,2.5513347e-05,6.8712584e-06,0.00021507486,9.178825e-07,0.00025344978,3.6216163e-05,1.0619582e-05,4.591851e-06,1.1507485e-05,9.717775e-06,0.0,1.07467085e-05,1.5439982e-05,2.7510396e-05,2.375555e-07,2.4311328e-05,3.9018327e-05,3.6124552e-06,2.175758e-05,8.264919e-05,7.174607e-05,1.2525018e-05,0.9888221,3.7942166e-06,1.0818619e-05,2.038064e-05,4.25435e-06,3.7001435e-05,3.686328e-06,8.459837e-06,2.779534e-05,7.573527e-07,4.813286e-06
