,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36
sub_topic_0,0.00026620552,0.00016506056,0.00035705464,8.760536e-05,0.00023731645,0.00030988568,0.00014682779,3.0233427e-06,9.010775e-06,0.00073065027,5.1768035e-05,6.3007785e-05,0.00022948817,9.603762e-05,6.115185e-05,2.63355e-05,0.0019277225,0.00015014633,0.0005135726,0.0012944707,0.0005709532,0.00011204752,8.5718275e-05,2.5339154e-06,5.6462122e-05,0.00014951742,0.0001143086,2.726373e-05,0.00024495393,0.8099199,1.5175544e-05,4.5339122e-05,1.5447322e-05,0.00019377425,3.1242744e-05,0.0024001775,0.0069402317
sub_topic_1,7.138442e-05,0.00042149116,0.000105697094,0.00021895894,8.128092e-05,1.6132908e-05,3.4533958e-05,0.00013798394,5.6616296e-05,0.00014007592,0.0014684114,0.00086969574,3.8700033e-05,0.00023642181,0.0020878708,0.00092106854,0.00011239905,7.170913e-06,0.00043780747,2.3374287e-05,5.081994e-05,0.000706051,0.0005001289,4.5432666e-05,0.0027979359,9.214599e-05,0.0026271206,4.0118426e-05,0.00027595178,2.511747e-05,0.0012046341,0.95591694,4.7722002e-05,0.00022113876,0.0006840984,0.0019268632,6.889725e-06
sub_topic_2,0.0011468389,0.00090186653,0.000644958,0.0005366833,0.00077210675,8.6898166e-05,0.00076267956,0.000983498,0.6338302,0.00015535008,0.00037609102,0.002132513,0.00036083304,0.0014190035,0.00022290477,0.00028196606,0.0027856776,8.788238e-05,0.003107474,0.0003045444,0.000308845,0.0009091929,0.0012013154,0.004625241,0.0004330979,0.0013327168,0.0014167296,0.0009367414,0.00043149898,0.00021849794,0.0008614396,0.00050106307,0.0009498153,0.0011109841,0.00033017615,0.0008838183,0.00020250044
sub_topic_3,0.00014325982,5.639442e-05,0.0007920759,3.48635e-05,1.3290184e-05,0.00016779861,1.1781906e-05,3.0499473e-06,7.471226e-06,1.7515413e-05,0.00036512964,0.004263626,4.6997437e-05,2.7913997e-05,3.0490188e-05,2.4711944e-05,5.7264908e-05,2.2476668e-05,0.00019018173,2.3986008e-06,4.5434816e-05,0.00016792298,0.03238378,1.859076e-06,8.437257e-06,3.7804014e-06,0.0024078148,1.1555307e-05,2.5452484e-05,6.6047323e-06,0.00048147354,7.9582416e-05,3.415078e-06,0.90728503,8.450741e-05,2.6875487e-05,4.5633617e-05
sub_topic_4,0.000910499,0.00011602983,0.004036209,4.9336184e-05,3.5817644e-05,3.3720655e-05,9.2455484e-05,9.4144736e-05,7.9620244e-05,8.9689245e-05,0.00025916655,0.001233202,9.855758e-05,0.00016445862,5.7898207e-05,0.0005553224,0.00035536615,4.12362e-06,0.00015407514,0.00013192445,1.42962845e-05,0.00016153186,0.00024810623,1.689062e-05,6.37246e-05,6.539022e-05,0.0023691538,8.278786e-05,0.00045514546,1.5804744e-05,0.0004479524,4.785126e-05,0.9778551,0.03157773,0.00019170194,0.00014579945,3.625555e-05
sub_topic_5,0.002384272,0.00028070147,0.004846363,0.0006943271,5.83684e-05,0.9825906,0.00012115011,1.912585e-06,3.9300247e-07,0.004782597,0.0006917539,0.0009152605,0.00013723862,0.0015122403,0.00020236008,0.0007464611,0.00043381308,9.436578e-05,0.0003516482,7.868164e-06,0.00034205185,0.00070683163,0.00042730296,9.1586395e-07,5.3157496e-06,1.8785491e-06,0.00077159546,6.120559e-05,0.009892483,0.0033652242,2.7851445e-05,8.581902e-06,0.0002703787,0.0034784835,0.01353582,0.0003581895,0.00014915397
sub_topic_6,6.48307e-05,0.0106461,0.00026047256,0.00028240733,2.268606e-05,0.00046678883,0.0032864052,2.862008e-05,4.586628e-06,0.001189986,7.726756e-05,1.4802955e-05,0.014214804,0.0003209543,0.00039691105,2.1073974e-06,0.0016902653,0.566757,0.0001831949,0.00017461108,0.0026377672,0.0013718404,0.0023313651,0.00014133354,4.4355438e-05,6.560324e-06,0.0021367916,0.00051839196,9.9518154e-05,4.333148e-05,2.8837307e-05,2.1702335e-05,5.260878e-05,0.00037821493,3.8157496e-06,0.000102258506,0.00061646843
sub_topic_7,0.00048058422,0.00045310432,0.00082654174,9.59972e-05,6.611486e-05,2.3229533e-05,0.00015097066,0.9144958,0.00079667085,0.00019974248,0.00035056882,0.0005524731,0.00022247406,0.001108166,9.5343305e-05,0.00013313096,0.00042746993,1.5873595e-05,0.00057058944,0.00032552134,2.0975634e-05,0.00057290506,0.0005633057,0.0037632557,0.001489095,0.0005350277,0.0007337091,0.0014807227,0.00069366035,5.025585e-05,0.0014481128,0.0005298511,0.0039507537,0.0005857901,0.00042354886,0.00064066023,1.4109446e-05
sub_topic_8,6.93738e-05,6.4744374e-05,0.00020131547,8.082194e-05,2.408246e-05,0.00030174543,0.0003723489,7.6255014e-06,7.77131e-06,0.0015112942,4.9691538e-05,4.8067006e-05,2.0457552e-05,0.0011430742,0.00016648366,0.00026515726,0.00019078019,2.535302e-05,5.967208e-05,2.9495307e-06,1.8406103e-05,7.76364e-05,5.3400785e-05,2.7034012e-05,8.3648934e-05,1.0417569e-05,0.00030202817,2.7231688e-05,0.9594498,0.0001366202,1.5963476e-05,6.524445e-05,4.445199e-05,0.000120205266,0.00039481677,0.0002385868,1.9698444e-05
sub_topic_9,0.0018215602,0.00020930482,0.00010314806,2.3605637e-05,3.2988391e-06,2.5127147e-05,1.1289268e-05,4.0119276e-06,1.2881347e-06,0.0001868236,0.9785208,0.0056838654,4.657978e-06,7.0272275e-05,0.00039129157,7.1290815e-05,4.150662e-05,1.1410612e-05,5.3108615e-05,0.0,2.4646356e-06,0.00034008533,0.0053265197,0.0,0.0006017625,4.833328e-07,0.00023236555,3.5616001e-06,8.242769e-05,4.7289495e-06,0.0004416486,0.00044595686,1.2344505e-05,0.0015476804,4.924857e-05,5.8456713e-05,3.6036217e-05
