,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30
sub_topic_20,0.0018693291,0.00021331785,0.002140643,9.0678455e-05,0.00013846853,0.0004963066,0.00020331443,8.522077e-05,0.00019360383,0.00024903775,0.0027015277,0.0035417636,1.3870644e-05,0.0009327032,0.004680685,0.7002744,3.419082e-05,1.4948896e-05,1.3158684e-05,0.0003411283,5.33243e-07,0.0027575686,0.00045885384,3.302301e-05,0.00093207206,0.00013400383,0.0036207961,0.00023772728,0.0009705406,6.970701e-05,0.0033259317
sub_topic_21,1.3664915e-05,2.4740697e-05,8.122346e-05,0.0005836637,5.399593e-06,8.529461e-05,1.3069797e-05,1.6724285e-05,9.113911e-06,2.3962151e-05,0.0020925025,7.1425406e-05,9.711866e-07,7.7926656e-05,0.00016509833,6.651959e-06,1.0359491e-05,3.1405365e-05,9.7322445e-05,0.917831,4.2933672e-05,4.690552e-05,0.0001627074,7.541458e-05,8.771456e-05,1.1651585e-05,0.0007224714,2.3762711e-06,4.302103e-05,5.462664e-05,8.706436e-05
sub_topic_22,7.686219e-05,0.00023779893,0.00021270201,2.6787437e-05,0.000106666834,2.2954537e-05,0.00013163219,3.79082e-08,3.9340407e-06,0.00048113198,2.040171e-05,8.065564e-06,0.0009297532,0.0004256806,8.65513e-05,7.875092e-06,0.00020946798,0.0004614451,0.00013747276,0.00023190367,0.0067384113,0.00015518315,0.00030359195,2.4572233e-07,1.3552999e-05,0.00011780467,9.715975e-05,4.6842943e-05,0.00035862476,0.27422795,1.6577322e-05
sub_topic_23,0.0018451074,0.00014214544,0.005021288,0.0031067743,0.00017859903,0.115578674,0.00025837662,4.0238432e-05,1.4760641e-05,0.0012343045,0.0015683254,0.0029262307,4.8596336e-05,0.0017458848,0.00013920208,0.0059744073,0.00025645838,3.865623e-05,0.0005867684,0.0021755204,8.62241e-06,0.0007049576,0.0013224396,5.17888e-05,3.9410508e-05,4.328409e-05,0.0020285237,0.00012118486,0.11917715,0.0050546466,0.002484953
sub_topic_24,0.0023078336,0.0023053994,0.0031119613,0.0039984025,0.0011947843,0.00046684803,0.0015016657,0.0001338099,0.00010833819,0.005376516,0.0013049657,0.00048624762,0.0017735607,0.0139641985,0.007962445,0.00041364436,0.002100651,0.0020967028,0.0003867729,0.049965426,0.0025936393,0.0023103347,0.007668653,0.00035678505,0.0031227276,7.519553e-05,0.001429832,0.0009468589,0.0039496967,0.007739171,0.0011999153
sub_topic_25,0.0018924918,0.00025819393,0.00018364693,0.0021619773,0.0008194886,0.00012224317,0.00011234039,4.729127e-06,0.00091117184,2.1830923e-05,0.000395466,0.0014809466,0.00014956888,0.00019480003,1.9684954e-05,2.266778e-05,0.0016783656,1.9740726e-05,0.96300983,0.0011763247,0.0010362306,0.00030460776,0.0002634449,3.54469e-05,1.23569225e-05,0.00092965795,0.0013836474,7.1336566e-05,0.00020360241,0.0003452235,0.00020576011
sub_topic_26,6.0647486e-05,3.6659556e-05,2.4169656e-05,3.5541958e-05,6.1046694e-06,2.5355506e-05,1.234217e-05,4.7739745e-06,9.6188536e-08,0.7862364,1.3802621e-05,8.043455e-07,5.680991e-06,0.0013804891,0.00011046182,4.104315e-05,9.961061e-06,1.00846655e-05,1.0110044e-06,4.1781856e-05,6.6769585e-06,3.6011406e-05,5.45835e-05,1.421158e-06,2.3876988e-05,4.1751585e-07,1.7136108e-05,0.00030203274,0.0015292515,5.1877272e-05,1.14660015e-05
sub_topic_27,1.22005795e-05,0.8556788,1.5937754e-05,6.6185676e-06,6.22138e-06,2.0599868e-05,9.224856e-05,1.6088758e-05,1.968056e-06,3.83028e-05,3.3852397e-05,0.0,4.451609e-05,2.6212281e-05,2.345876e-05,5.7208354e-07,4.5406714e-06,0.0002870002,6.30992e-06,2.0118323e-05,3.972007e-05,4.6338253e-05,5.7375495e-05,2.2607566e-05,2.742064e-06,3.3637166e-06,0.00018172401,2.0264702e-05,2.118741e-05,2.1973199e-06,2.3046881e-05
sub_topic_28,1.701111e-05,0.00014841904,1.613624e-05,1.1628928e-05,1.0920621e-05,7.036424e-06,0.9129606,1.14959485e-05,1.1304867e-05,3.4407814e-05,6.3667335e-06,3.5591947e-07,4.554917e-05,7.68238e-05,8.277423e-06,1.02348495e-05,1.2986454e-05,6.2711035e-05,5.341453e-06,1.9286135e-05,1.3260429e-05,5.5349963e-05,2.5392494e-05,2.2359642e-05,5.1233355e-06,5.143036e-06,2.2663562e-05,2.3805891e-05,0.00016477414,7.3796564e-06,9.099018e-06
sub_topic_29,2.6110596e-05,8.8087334e-05,0.00012959448,6.4552723e-06,3.8533e-06,2.445746e-05,1.9348088e-05,2.0433906e-06,2.2384447e-06,1.5055242e-05,2.1453727e-05,7.791541e-06,7.4991317e-06,1.4260957e-05,4.023203e-05,1.0061972e-05,3.0680985e-05,2.8548056e-05,2.3988737e-06,3.2809432e-05,8.635313e-06,0.9711606,8.7750144e-05,1.1425714e-05,5.3236895e-06,1.1051402e-06,0.0002555575,3.6124973e-06,2.8908484e-05,3.2795758e-06,4.0182033e-05
sub_topic_30,0.0044771666,0.00054556486,0.065593295,0.00021897243,0.00012769115,0.0009754589,0.00058158697,0.00010038335,0.00014369427,0.00023757803,0.000235601,0.000272151,0.00017492237,0.00054984755,4.349769e-05,0.0022789277,0.00065656134,7.137154e-05,0.00029342246,0.0009349426,0.000103081176,0.0033357409,0.0019911267,4.84598e-05,7.630879e-06,0.00012134042,0.18481603,9.145454e-05,0.0012860079,0.0001263139,0.0039046647
sub_topic_31,0.0004486812,0.00015362032,0.00048636267,0.00014591629,0.00041165136,9.064806e-05,0.00019157106,0.00023411273,0.00012968667,0.000108436005,7.423258e-05,7.5168e-05,0.00031514303,0.000106411484,4.6355504e-05,0.00010204346,0.00023815302,7.0753325e-05,0.00024095958,0.0002313765,0.0003968481,0.00018151244,0.000117934265,5.495687e-05,0.00032439642,0.98306745,0.00025241682,0.00094208133,0.000114494374,0.0004050408,3.5068777e-05
sub_topic_32,0.00052069826,0.00017776033,9.0998845e-05,0.0003868715,0.00043097726,6.560268e-06,0.000254217,0.0003404058,5.722158e-05,0.0019607015,0.003084704,0.00054563227,1.239549e-05,0.005400298,0.013521401,0.0014741723,2.5836012e-05,1.6066373e-05,3.4000839e-06,0.0009898827,1.09987195e-05,0.00034931098,0.00092922663,6.106599e-05,0.43960142,0.00033696578,4.6183824e-05,0.00023871791,0.00092811376,0.00012488288,0.0006534805
sub_topic_33,0.0024627405,0.0012777875,0.0012742375,0.0004912032,0.0024800852,0.0007480731,0.0040262183,0.14704889,0.04267405,0.00031232735,0.0028852727,0.0015126793,0.0012056839,0.0012920647,0.00014421581,0.0021347865,0.0010057532,1.0188719e-05,0.00026327686,0.0005123867,9.869111e-06,0.0013121173,0.00016893285,0.0011980307,0.009938437,0.0024086323,0.0010359015,0.006738884,0.0014158944,0.0007188755,0.00085174065
sub_topic_34,0.00024940106,0.000100813806,0.00024825716,0.0017186744,6.7315465e-05,0.85446876,8.206269e-06,9.209351e-06,2.2036215e-06,0.00029934262,0.00012296654,8.792692e-05,6.8262593e-06,0.00016901622,4.64879e-06,0.00011800567,2.9116765e-05,1.6113265e-05,4.3691492e-05,0.00033034914,0.00055995176,0.000245814,0.00016224654,3.9042883e-05,1.2749845e-06,1.5021738e-05,0.0003542435,1.5049987e-05,0.0010399715,0.00019224634,0.00016517976
sub_topic_35,9.963549e-06,3.301428e-05,0.0035238597,0.00011083246,5.157402e-06,3.03282e-05,0.0,7.3144395e-07,4.2486313e-06,2.92211e-07,2.9712399e-05,0.9729584,0.0,2.875136e-06,1.6626361e-06,1.5343738e-05,0.0,2.8435545e-08,0.0004303514,1.6731345e-05,0.0,0.00013032598,2.086654e-05,0.0,2.4483e-06,4.7950866e-06,7.8057776e-05,2.660639e-07,5.997032e-06,6.77209e-06,5.0333205e-05
sub_topic_36,4.5540557e-05,0.00097083783,0.000115989606,5.6308596e-05,6.6957415e-05,1.2817615e-05,0.00015151335,3.669376e-05,8.74985e-06,0.0009706639,0.0048949285,0.00013888518,1.3983149e-05,0.00040506362,0.9144384,0.002933913,3.649777e-05,0.00023423706,2.05572e-06,0.00300555,2.2562193e-05,0.0009959086,0.0011988855,5.471722e-05,0.004588632,3.8741575e-05,0.0009082722,6.3178246e-05,0.00067891733,5.6504454e-05,0.0003858658
sub_topic_37,0.00066806213,0.00047562018,0.00062194566,0.0005662048,0.9725757,0.0014719961,0.0003947915,1.1032026e-05,0.00023199727,0.00035721596,0.00057921873,0.0001868094,0.00097103085,0.0003377682,0.00016006279,0.00029678232,0.00035531903,6.6168875e-05,0.0007153141,0.00020836266,0.00072938245,0.0005447424,0.00025644476,5.3816362e-05,0.00013569683,0.0007396924,0.0007223642,0.0005740118,0.00061351113,0.00052348856,0.00027417208
sub_topic_38,0.000102861966,0.08718606,2.7309969e-05,7.804639e-05,4.7375168e-05,8.426186e-05,1.0823654e-05,4.2708507e-06,3.4058787e-05,8.685102e-05,0.0036322922,7.174856e-05,8.359676e-06,6.800055e-05,0.026484193,4.433506e-06,1.9886e-05,0.00013025782,8.424753e-05,0.00038319867,6.228707e-05,7.119052e-05,0.0002847268,1.571855e-05,8.406859e-06,1.3466294e-05,0.004461614,9.318092e-06,9.250614e-05,6.7466817e-06,0.000112951406
sub_topic_39,0.00023798787,0.0068502664,0.0008010945,0.0003860754,0.00012110176,6.767197e-05,0.0025699532,3.0977433e-06,8.709681e-06,0.0024209358,2.1856427e-05,1.7177574e-05,0.003997619,0.000695998,0.0013865144,2.2692382e-06,0.0057131206,0.3345732,0.000121083474,0.0005910595,0.04850882,0.0016464716,0.0026204698,7.503277e-05,5.6329136e-05,0.00017110999,0.00078910915,0.0006021509,0.0003187,0.00040211368,6.6807115e-05
sub_topic_40,0.0001039802,4.585588e-05,0.00019276876,2.0856049e-05,1.153839e-05,3.70295e-05,6.612209e-06,3.009415e-06,2.6238447e-05,1.2194923e-05,0.000112352674,9.503441e-05,5.3849762e-06,1.6090251e-05,3.2139025e-05,1.4143237e-05,1.2868749e-05,2.03427e-05,0.00017720496,4.8543763e-05,8.0723175e-06,5.6034532e-05,0.0013303974,3.4158047e-06,1.8243358e-05,2.1792625e-06,0.00034125493,8.5898855e-06,1.1626119e-05,3.3292458e-06,0.45357242
sub_topic_41,5.493581e-05,0.0003677086,0.00029860984,1.8958e-05,0.00021134014,6.0844372e-06,0.00025072723,4.411075e-06,2.3026698e-05,0.00018857206,1.4665442e-05,9.678233e-07,0.95834404,4.8934126e-05,1.643146e-05,1.5565223e-06,0.0010287282,0.0003411188,9.5816235e-05,3.2796685e-05,0.001373289,0.000113759284,0.000116023446,7.999073e-06,2.5019119e-05,0.0001963651,4.7638638e-05,7.822633e-05,8.269747e-05,0.0003647248,2.0140664e-05
sub_topic_42,0.00021848202,8.055897e-05,6.5129985e-05,1.0118653e-05,3.3673293e-06,5.2934054e-05,1.9628427e-05,3.9506415e-07,2.2037013e-06,6.255716e-05,7.610649e-05,2.1682863e-05,3.2921039e-06,5.2549472e-05,0.00013896449,5.5001065e-06,1.1004568e-05,0.00010828887,7.5117605e-06,0.00011951729,1.7185237e-05,0.0001185419,0.95856094,7.770881e-07,0.000105151834,5.981682e-07,7.7159784e-05,7.902202e-06,2.436364e-05,1.0300725e-05,0.0010681987
sub_topic_43,0.00097271404,0.000898614,0.00062138727,0.0005107848,0.00073858135,0.00027283953,0.00096709764,0.0021658114,0.7937432,0.00020273733,0.0009633035,0.00086832483,0.00047302872,0.0015390466,0.00021108758,0.00040690482,0.0008400519,0.00010220306,0.00060886954,0.00052774954,0.00011495046,0.00090311543,0.00051745976,0.004145098,0.0009715488,0.00093497016,0.0014370738,0.0015598101,0.0007578131,0.00042844145,0.00052255637
sub_topic_44,3.3346536e-05,3.0171082e-05,0.002537557,1.4656124e-05,5.667098e-06,6.7568226e-06,2.2564715e-05,1.1693637e-06,4.2307674e-06,2.9843111e-05,8.203189e-06,3.977127e-06,0.00061857165,3.2934404e-05,9.196813e-06,1.6341911e-06,0.96821433,3.492591e-05,1.3828766e-05,1.9265544e-05,3.7863225e-05,0.000112037866,4.89185e-05,5.64591e-06,1.4674321e-05,1.02966615e-05,2.343545e-05,8.838455e-06,3.6518333e-05,1.274075e-05,1.3603504e-05
sub_topic_45,0.0006576755,0.00015096932,0.0005180444,0.00014485561,0.000270468,0.00010980642,0.00014888174,1.6414695e-05,6.9381263e-06,0.0009408355,1.3440489e-05,1.9720654e-05,0.0009634214,0.00013673132,4.4027758e-05,3.0173189e-05,0.00035424068,9.269781e-05,0.001347046,7.2532675e-05,0.0015794554,0.00025863416,0.00024675304,3.7440102e-06,3.7308077e-05,0.0018226324,3.0857693e-05,0.00014858393,0.00010765977,0.32964975,3.0471127e-05
sub_topic_46,1.9017665e-05,4.51932e-06,3.3455868e-05,0.45788354,1.531785e-05,0.00022135157,7.7063476e-07,9.4945875e-07,4.9703954e-06,2.8583843e-05,6.099172e-05,5.5911318e-05,0.0,6.710805e-05,6.5475315e-06,8.251531e-06,3.823016e-06,1.6358542e-06,7.700552e-05,0.0007809599,2.4542445e-05,9.98567e-06,3.0040472e-05,2.2871325e-05,4.5112596e-05,4.7529295e-05,1.8718361e-05,9.653102e-07,4.117851e-05,5.1647276e-05,1.0722057e-05
sub_topic_47,0.0001752469,0.00012448405,0.0021203498,0.0001177638,0.00044253757,2.1758726e-05,9.89515e-05,0.00049163954,0.00034494142,0.00015308164,0.003482029,0.0006372981,0.00011077969,0.00016237542,0.0048704264,0.0012841884,0.00023671257,1.0461093e-05,0.0,0.0008624563,2.8139325e-06,0.0006166585,0.0022449528,3.01233e-05,0.50322765,0.0002490238,7.546967e-05,0.00036539108,0.00010782136,6.105927e-05,0.0021878735
sub_topic_48,5.0023995e-05,0.00022201664,0.000110646615,2.8598939e-05,1.3771956e-05,0.000103850994,7.952308e-06,1.087029e-05,6.8413315e-06,1.238353e-05,0.00016987191,4.8790247e-05,5.6471113e-06,2.9291847e-05,6.37646e-05,3.1127245e-05,1.3610916e-05,3.6990237e-05,5.267064e-05,0.00046829288,1.0365889e-05,0.0006059258,0.00018452054,1.0803139e-05,9.759688e-07,6.0737802e-06,0.77962303,9.461209e-06,5.998822e-05,1.0397291e-05,0.00027454185
sub_topic_49,3.8413855e-06,4.2783984e-05,8.382767e-06,0.000121115154,1.5069004e-06,5.848369e-05,2.2363294e-05,5.1929615e-05,1.0122849e-05,1.1971756e-05,1.5919317e-05,2.5916906e-06,3.1928319e-06,1.5904838e-05,1.1402956e-05,7.251991e-07,1.8010891e-05,3.5988334e-05,1.0900218e-06,8.903704e-05,0.00014330285,4.326537e-05,1.3040339e-05,0.9867174,9.178945e-06,1.2865325e-05,2.2647877e-05,1.0123716e-05,7.483909e-05,2.1832254e-06,8.274418e-06
