,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
sub_topic_28,4.7505182e-05,0.25349107,4.4417702e-05,6.59184e-05,1.3562365e-05,5.531835e-05,8.248756e-05,0.0017879262,3.970419e-05,9.51938e-05,0.0002068922,1.10324845e-05,2.7128357e-05,3.9041744e-05,0.00041205168,0.00010152267,6.512146e-05,0.00031053403,7.7282775e-06,1.30429235e-05
sub_topic_29,2.6277903e-05,0.0009342938,0.00011756687,5.3897925e-06,0.1610412,3.2178006e-05,0.00010346153,9.941117e-05,2.5694115e-05,0.0001296935,9.091573e-05,8.679128e-05,5.744092e-06,0.0043882336,1.6719074e-05,2.2765566e-05,7.173341e-05,0.0002552087,1.12854905e-05,5.646539e-05
sub_topic_30,0.00045268555,0.00087692804,0.0005959352,0.0003159401,0.000597631,0.00023284156,0.0006844333,0.0012639429,0.0014785391,0.00025124606,0.00040819007,0.00048476367,0.00036452827,0.5692616,0.00017618362,0.0001891419,0.0006475452,0.00014558382,0.00036392876,0.00042102174
sub_topic_31,0.00024874712,0.00010624493,0.00047120673,0.00014705841,0.00017004185,0.0001295169,7.781895e-05,6.0139075e-05,0.0004372021,0.00017076144,3.3723954e-05,3.407087e-05,0.0008587404,3.0172521e-05,2.3566792e-05,4.184686e-05,0.00017891912,0.00015832788,0.00037530853,0.9391379
sub_topic_32,0.00048905244,0.00042373664,0.0011051126,6.752396e-05,0.00050322514,7.1192735e-05,0.00022770595,0.001271127,0.0011358656,0.00086822413,0.0067579513,0.4430239,1.2286221e-05,0.0001238758,0.006414383,0.0022377758,0.0010198682,5.9974623e-06,0.00013667982,0.00011720398
sub_topic_33,0.0024473926,0.00072659354,0.0019010713,0.000274118,0.10987251,0.0014080611,0.001961558,0.002922822,0.005887842,0.001033037,0.0005644943,0.007100286,0.0016906937,0.06832036,0.00056511787,0.0017298635,0.0011990399,1.9513602e-05,0.0015826994,0.0020231567
sub_topic_34,0.00031573366,0.00024071705,0.00034556616,0.0006890231,1.3527669e-05,0.7954079,0.00074920786,0.000764036,9.976991e-06,0.0004483247,0.00060421455,7.4879044e-06,1.3036399e-05,4.313863e-06,9.134545e-06,0.0005152195,0.0017488076,3.0831157e-05,0.00031445338,6.750034e-05
sub_topic_35,0.00015493394,2.766075e-05,0.8724098,1.8017088e-05,2.3318128e-06,1.9695419e-05,1.9484289e-05,4.7235462e-05,1.6437669e-05,2.2699081e-05,0.00040130448,5.3249478e-05,1.5690053e-05,1.3266944e-06,1.75095e-05,2.119108e-05,6.090148e-05,9.496386e-06,1.5240398e-05,9.845625e-06
sub_topic_36,0.00023701767,0.0017690242,0.0007847835,0.00010195698,8.955402e-05,5.6918358e-05,0.0006381582,0.002143188,0.00044685797,0.001864669,0.0031143087,0.0066509154,6.63037e-05,4.281141e-05,0.78257066,0.002559656,0.0007244785,0.00040256607,0.00020754515,5.8214075e-05
sub_topic_37,0.0009606326,0.0011214388,0.0009675485,0.0025134196,1.8399465e-05,0.0602558,0.0012191483,0.00404613,0.0015738426,0.00054479425,0.0005070834,8.944073e-05,0.031691875,0.00035068055,0.00031888546,0.0009791369,0.0009320816,8.355217e-05,0.00043894973,0.0005979464
sub_topic_38,0.00023765767,0.01275434,0.0002309469,7.232106e-05,1.6570475e-05,6.664064e-05,0.00029073714,0.017357185,0.00013754024,0.00068497466,0.0014939436,0.00046226644,2.1530177e-05,2.0292238e-05,0.16667971,0.00042905132,0.00038123693,0.0002983131,3.3916433e-05,1.7428996e-05
sub_topic_39,0.00023277424,0.0010885535,0.0009840576,0.0012001826,5.486834e-06,6.691036e-05,0.00049733865,2.5926256e-05,4.1979507e-05,0.0013048813,6.390282e-05,1.1794764e-05,0.48713836,1.0247688e-05,0.00018624224,0.0002215543,0.00032404432,0.012774846,0.0042138356,0.0027659044
