,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28
sub_topic_21,2.512792e-05,6.280003e-05,8.774783e-05,0.0009520628,9.765193e-06,0.00015358647,1.2040487e-05,3.4035053e-05,1.5213984e-05,2.982613e-05,0.0012038674,0.0002527514,5.423384e-06,0.0001049544,0.00038377868,1.090442e-05,0.00037814994,3.1190444e-05,6.659469e-05,0.8807395,2.738508e-05,5.7938385e-05,0.00031789416,0.00011208669,0.000127472,1.5540543e-05,0.0010825885,4.091748e-06,4.5449073e-05
sub_topic_22,0.00028370813,0.00047018845,0.0006742951,0.00027337138,0.00013010025,0.00023053742,0.00022573934,0.0,2.8383915e-06,0.0014325444,2.2581862e-05,6.108782e-06,0.00072282995,0.00059996126,0.00018422335,1.6801177e-05,0.00027549197,0.0014864194,0.007809061,0.00042966462,0.6553282,0.000118591466,0.00039093944,1.2483158e-05,3.6441e-05,0.00017331651,9.3775496e-05,6.63536e-05,0.000681918
sub_topic_23,0.004464897,0.00020519522,0.007258764,0.0021660998,0.0001406678,0.12396587,0.00013503099,2.4041085e-05,1.15541025e-05,0.004200986,0.00035131446,0.0022334168,0.00021063164,0.003773055,0.00010930878,0.013030246,0.0012521055,1.9619656e-05,0.013796848,0.0034173813,0.00047978785,0.0011142326,0.0023713352,3.7598144e-05,4.1326173e-05,2.1925007e-05,0.0010373639,0.00021593018,0.15789528
sub_topic_24,9.827988e-05,0.00024668558,0.0001069841,0.0021438883,0.00038945305,0.00014598019,0.0010024733,2.9387022e-05,0.00012374204,0.00045088155,0.00043898524,0.0049318434,5.42097e-05,0.0012897832,0.007260091,0.0011222968,0.0026741703,0.0003532512,0.015089407,0.08655191,0.004798082,0.0001971732,0.00021972701,0.00016836257,0.00040620952,9.4109855e-05,0.016472103,0.000106615575,0.0034207625
sub_topic_25,0.00047595476,0.00019925574,0.00054856366,0.0002971426,0.00094616093,0.0001113555,0.00019697905,0.000255645,0.0004749019,9.269606e-05,0.00018714974,0.0003941072,0.00020547515,0.00024019527,0.0002180824,0.00038704844,0.00018423992,5.3493073e-05,0.00062266394,0.00028248786,4.8746224e-05,0.00024730334,0.00016263999,7.6879114e-05,0.0012465675,0.63820165,0.0005028327,0.0010827074,0.000176836
sub_topic_26,9.0012625e-05,4.7294867e-05,4.3216103e-05,6.848013e-06,9.628583e-06,3.415011e-05,1.5189378e-05,4.4490353e-06,3.2322725e-07,0.82145745,8.024383e-06,3.9694924e-06,8.624778e-06,0.0017347244,0.0001959149,6.4280925e-05,0.000117158634,1.2048851e-05,3.994406e-05,5.6891156e-05,1.7414386e-05,2.9547658e-05,8.761962e-05,2.21891e-06,4.5352368e-05,4.1908606e-07,2.4269475e-05,0.0008463248,0.0016529103
sub_topic_27,2.4895358e-05,0.9638239,2.4750183e-05,2.1256907e-05,1.1001731e-05,4.9245024e-05,0.0001222779,2.783144e-05,4.7137873e-06,4.8539005e-05,2.761459e-05,8.850886e-06,6.165049e-05,4.589408e-05,0.0001634105,1.9160323e-06,1.7518314e-05,0.00050044607,1.489394e-06,7.832184e-05,1.3180689e-05,6.339985e-05,0.0001328734,3.5419136e-05,5.391049e-06,5.680125e-06,0.00058506854,3.1303574e-05,3.3615608e-05
sub_topic_28,2.170245e-05,0.00040921383,2.5512669e-05,1.3718469e-05,1.28099755e-05,1.4002664e-05,0.97877836,2.0016058e-05,1.5032001e-05,5.1968287e-05,7.0769897e-06,2.0712014e-06,0.00013555218,0.00012268122,1.3076762e-05,1.4497402e-05,3.060133e-05,0.00027324742,6.53842e-06,2.366753e-05,1.546174e-05,6.614288e-05,6.0601105e-05,4.1508403e-05,1.1130239e-05,7.846246e-06,4.623477e-05,4.959065e-05,0.00017331645
sub_topic_29,0.0003853016,0.00013302788,0.00013907145,3.3890534e-05,3.7632997e-06,9.4634655e-05,2.4398752e-05,8.8828307e-07,5.166967e-06,7.103954e-05,0.0004917877,7.731685e-05,8.359236e-06,6.4829954e-05,0.00011353698,9.0580525e-06,1.8912186e-05,0.00013562424,8.570462e-06,0.00018799596,1.25278475e-05,0.00013224076,0.95546687,6.5018035e-06,0.000105686246,1.2153574e-06,0.00015797981,1.0598408e-05,3.061188e-05
sub_topic_30,0.0016442817,0.0016640389,0.0013008199,0.0013801525,0.0021872832,0.00039663026,0.0012273822,0.001477089,0.86661565,0.00021872787,0.0012510156,0.0022784986,0.0012593701,0.0025763456,0.00041636257,0.00045255234,0.0012254,0.00020312273,0.0009579475,0.00095730816,0.00062212016,0.0015871372,0.0010157076,0.004201496,0.00079852797,0.0017703102,0.0036177707,0.002191666,0.0012504441
sub_topic_31,0.00013323619,0.00015222098,0.00060007005,0.00018418109,5.8741593e-05,0.00020922466,0.0001920871,0.000100297984,1.5586795e-05,0.00016046269,1.9780077e-06,2.5768447e-06,0.00091298553,2.2971846e-05,2.6367336e-06,5.1449974e-06,0.00011094993,0.00029896313,0.0006518882,0.00011083393,0.0030281253,7.521543e-05,7.5361655e-05,9.344575e-05,2.8595967e-05,0.35079503,0.00013535134,0.00026441953,6.447773e-05
sub_topic_32,0.00033263658,0.00017879557,0.00032099138,2.5728075e-05,0.0004711043,9.222748e-06,0.00018827718,0.0003392344,0.00012172255,0.00083626015,0.007343229,0.0007222151,5.9722537e-05,0.0027454179,0.010512709,0.00088975235,0.00038784614,1.96077e-05,6.5859065e-05,0.0008181306,2.3029223e-05,0.00029513458,0.0017789277,3.7055266e-05,0.8454014,0.00036688274,5.676569e-05,0.00041706546,0.0004051009
sub_topic_33,0.002635458,0.0020552047,0.0019860598,0.000120417884,0.0071860612,0.0008167532,0.006615186,0.080330625,0.12726548,0.0003173218,0.0038071065,0.003693647,0.0031426088,0.002164794,0.00039050257,0.0029503598,0.0023187227,2.2883542e-05,0.0016626039,0.00076805026,0.0001863705,0.0017379425,0.000365862,0.0010912212,0.008393851,0.0033592477,0.0022672885,0.007993206,0.0019010406
sub_topic_34,0.00014923653,0.0001177701,0.00020448549,0.0026067889,5.8851732e-05,0.8606941,7.359695e-06,6.11682e-06,1.6828336e-06,0.00015105832,1.6029711e-05,7.273797e-05,2.0510635e-05,7.3797964e-05,4.65519e-06,9.3618604e-05,0.0009913833,5.2310996e-05,8.383376e-05,0.0005810239,4.649428e-05,0.00013195697,0.0002119798,0.00014705112,1.5917242e-06,3.802824e-05,0.00032647885,1.3556165e-05,0.00040543237
sub_topic_35,8.214845e-05,2.6067077e-05,0.002071053,0.0012514503,3.870449e-05,0.000106978936,8.3928484e-07,6.1273217e-06,5.1647305e-05,2.9798282e-06,0.00014709208,0.96416104,1.3518619e-06,1.3761351e-05,1.5240436e-05,6.496049e-05,0.00013356532,9.3868164e-07,7.9087826e-05,0.0001215699,5.6266176e-06,0.00010397808,9.3276976e-05,8.780139e-07,8.93247e-06,3.477293e-05,0.00020764428,6.2902855e-06,2.2068944e-05
sub_topic_36,8.280159e-05,0.0025718757,9.602755e-05,4.1324474e-05,6.7023786e-05,1.9217334e-05,0.00014469458,7.009371e-05,1.8942641e-05,0.001174242,0.00554957,0.00056354026,1.6534861e-05,0.00076677883,0.96475476,0.002248381,0.0001476742,0.00018231857,1.6088243e-05,0.004507322,4.306477e-05,0.00048336855,0.0011364691,7.899306e-05,0.0034772514,5.0016748e-05,0.0016285992,9.800965e-05,0.0008064707
sub_topic_37,0.0008647369,0.00069837895,0.00072636013,0.0013426265,0.9819524,0.0020058814,0.00047933118,1.0856966e-05,0.00046162467,0.0003781056,0.00037645045,0.00033825927,0.0014229172,0.0003668927,0.00020658785,0.0005158615,0.00047844453,6.557816e-05,0.00046972028,0.0003302161,0.00068386,0.0005735936,0.00036053522,0.00015459784,0.0001591946,0.000697403,0.0011571631,0.000713938,0.0007252798
sub_topic_38,2.5821366e-05,0.00010526894,0.00013391952,9.523158e-06,2.9909347e-06,2.771202e-05,1.7932554e-05,2.641883e-06,2.963725e-06,1.0597724e-05,1.536789e-05,7.826695e-06,1.0543974e-05,1.1233803e-05,3.9160797e-05,1.1148929e-05,1.0451032e-05,3.0885338e-05,1.2455821e-06,3.067477e-05,2.714612e-06,0.7124652,5.305404e-05,1.4782569e-05,4.243978e-06,1.246968e-06,0.00031170246,3.8649073e-06,2.3744375e-05
sub_topic_39,0.00035679832,0.0072540804,0.0016857877,0.001255424,7.086689e-05,0.0006361196,0.0027740875,5.9533836e-06,1.1829346e-05,0.002762873,1.2838399e-05,1.5008298e-05,0.0040719216,0.0006567627,0.0010909325,2.4831834e-06,0.0014630426,0.40620106,4.441036e-05,0.00046464114,0.016329937,0.0006134548,0.002379253,0.00032118644,0.000106944215,0.00026010184,0.0009798605,0.00035730135,0.0003207848
