,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32
sub_topic_13,8.420208e-05,1.6662243e-05,0.00017240003,9.32801e-05,3.194505e-05,9.683194e-05,3.022089e-06,2.479705e-06,2.0100617e-05,2.8709374e-06,0.00024077993,0.9593688,9.482665e-07,1.7584312e-05,1.5283757e-05,0.00011323069,3.9086945e-06,9.587723e-07,0.00024512177,2.0343057e-05,1.0806003e-06,6.52965e-05,4.9942784e-05,2.7640423e-08,9.7241345e-06,7.648325e-06,0.00014334857,7.2823427e-06,1.4525162e-05,2.8556353e-05,0.00038717798,3.5381443e-05,3.764068e-05
sub_topic_14,0.00014684256,0.00045482867,0.0001685571,0.00013002806,7.7082695e-05,0.00013881395,0.0004190638,8.4835134e-05,0.00019085781,5.575265e-05,9.1092195e-05,4.6510326e-05,0.00040435526,0.0003265447,0.00018803531,2.382713e-05,0.00016067261,0.0013473104,5.541478e-05,0.00018422816,9.718689e-05,0.00017622292,0.00039399826,6.4954824e-05,0.000109651424,0.00051505776,7.091737e-05,0.95992523,5.80902e-05,0.00027255734,8.051766e-05,6.682021e-05,0.00016858705
sub_topic_15,0.0002665134,0.0008527313,0.00023886266,0.0015448419,0.00018946445,0.0013875065,0.00019881237,8.7297843e-07,1.7169156e-06,0.00055534847,1.2019438e-05,2.7211325e-07,0.00058163924,0.0001740674,0.00010266541,0.0,0.001127439,0.0015699208,0.00017837014,0.000731629,0.9444894,0.0002216454,0.0006652558,8.5198895e-05,1.5242377e-05,0.00015754205,0.00019982592,1.750672e-05,0.0001745898,0.0004902142,4.1075404e-05,3.0471168e-05,1.7658887e-05
sub_topic_16,1.9470977e-05,0.00040898594,6.224173e-05,9.269623e-06,2.7385006e-05,1.0798918e-05,0.00019359427,1.3692231e-05,6.118086e-06,5.8294056e-05,1.053192e-05,0.0,0.97642016,4.755101e-05,2.8385479e-05,6.419057e-07,0.00022413504,0.0023630387,2.4456247e-05,5.0098744e-05,0.00014241048,3.8674843e-05,4.0155355e-05,1.6413716e-05,6.6330367e-06,2.2355984e-05,4.731633e-05,6.50094e-05,5.9275582e-05,4.9354243e-05,2.4245377e-05,7.0819065e-06,1.8311499e-05
sub_topic_17,0.9482941,4.351222e-05,0.0001195347,7.844645e-05,3.3590186e-05,8.368261e-05,2.4064453e-05,3.7268205e-06,8.74117e-06,0.0001910843,0.00027066874,6.1333936e-05,1.1592384e-05,0.00023102137,3.2802982e-05,3.6227273e-05,6.0478807e-05,7.0807255e-06,0.00013619734,1.6890053e-05,2.661972e-05,5.436001e-05,0.0008068993,6.084086e-06,8.933157e-05,1.894151e-05,6.80637e-05,4.0419432e-05,0.00015003559,0.00011443653,0.00023758685,2.143064e-05,6.0593833e-05
sub_topic_18,7.550491e-05,0.00018023013,5.7998186e-05,9.613546e-06,4.701582e-06,1.0444494e-05,6.028203e-05,1.4226508e-06,0.0,0.3121473,9.403102e-07,0.0,5.9679696e-05,0.00011130679,0.00019073059,1.0631122e-06,0.0001260846,0.0013042055,8.3378545e-06,2.4823745e-05,0.00028944868,0.00014171799,0.00023249828,3.217092e-05,1.1487967e-05,6.1043665e-06,4.2475272e-05,4.0939078e-05,0.00013288543,0.00010847292,9.963539e-06,5.7124967e-06,5.234095e-06
sub_topic_19,0.0005014198,9.535174e-05,0.00023777448,0.47428146,3.1407915e-05,0.0022076168,3.0378485e-05,1.9176936e-05,2.9170292e-06,0.001398243,0.0010820985,0.00022195128,2.2858703e-05,0.0005172485,8.2256614e-05,1.0065576e-05,0.000114313756,3.6502563e-05,0.0002764386,6.0872833e-05,0.0030357344,6.532774e-05,0.0001873255,0.00019916285,0.00010397383,1.3295878e-05,3.3658453e-05,0.00030729847,0.0002812174,0.00090713816,8.729693e-05,0.0008466924,1.3503678e-05
sub_topic_20,0.00038661103,0.00013007189,0.00052643876,6.1155384e-05,0.000114909344,0.00020743361,0.00027077654,0.00014211077,6.4394124e-05,0.0005665654,0.002959372,0.0023427482,3.0155886e-06,0.0016674454,0.0049076104,0.9049122,2.416718e-06,2.153009e-06,2.1717577e-05,5.619884e-05,0.0,0.001224011,0.00026754968,7.1061426e-05,0.0029099458,0.000119224176,0.0007322348,0.0001363588,0.001352088,8.3405524e-05,0.0016844252,0.0061290367,0.0011920967
sub_topic_21,1.7695678e-05,7.979352e-06,7.921133e-05,0.00074419833,1.9248664e-06,9.313703e-05,2.662687e-06,4.4628673e-06,2.7873513e-05,4.7416147e-06,0.00021289122,3.0125595e-06,1.3426517e-06,6.554684e-05,2.0070464e-05,0.0,4.765137e-05,8.204317e-06,0.0003397137,0.8069823,0.00012973929,2.0648013e-05,0.00017346349,0.00011488234,3.0396744e-05,6.3575476e-06,0.0005322993,7.0936915e-07,8.525197e-06,8.624352e-06,0.00011918325,0.0021999243,7.649129e-06
sub_topic_22,0.00027644954,0.0005456744,0.00028588346,3.7588314e-05,0.00016470545,1.5337322e-05,0.0001908236,0.0,3.2000653e-06,0.0010167641,7.601209e-06,5.613658e-06,0.0017015197,0.000542658,0.00020114623,4.0054524e-06,0.0013500501,0.0014019837,0.00020449697,0.0005841179,0.006715238,0.00021610172,0.00046404652,4.9536457e-06,2.2044936e-05,0.00019371124,0.00012004746,6.141775e-05,0.00054321263,0.29428744,2.0807647e-05,7.263731e-05,2.4561288e-05
sub_topic_23,0.0029222008,0.00029207274,0.0069836555,0.0029452178,0.00038167162,0.105413586,0.0006462078,0.00017574274,6.8175665e-05,0.0010350001,0.017649345,0.0036895068,0.00017104062,0.0022012328,0.00016957644,0.007373829,0.00012388827,5.2230902e-05,0.0016662977,0.00019315585,9.499891e-06,0.0011185742,0.00095657166,0.0002409022,6.848368e-05,8.458008e-05,0.0021654489,0.00042313844,0.08564816,0.0028401425,0.0028773916,0.00033628012,0.0024865961
sub_topic_24,0.0001515373,0.00010847094,0.00010296794,3.3012522e-05,0.0001521366,4.4401795e-06,0.000113764174,2.9928678e-06,9.3321e-06,0.00017996725,4.6115892e-06,2.9178604e-05,0.00071117067,4.757409e-05,1.27512e-05,7.628164e-06,0.00026413752,7.857078e-05,0.00085849507,0.18012764,0.0007147045,7.362891e-05,8.510861e-05,3.3827188e-08,1.7730425e-05,0.0011244367,0.00019520492,7.825039e-05,7.517304e-05,0.038965862,6.568009e-06,9.511506e-06,0.00010046804
sub_topic_25,0.0010272199,0.0002000939,0.0004904964,0.00022573778,0.0012544463,0.00014017949,0.00025220498,0.00024718116,0.00053424446,0.000110870795,0.00032822354,0.000355395,0.00011733347,0.00038127738,0.00026864087,0.0006815846,0.00015895299,3.4525197e-05,0.00047072372,0.00023870412,2.9991133e-05,0.00023570165,0.00016196432,5.4907337e-05,0.0012329927,0.5151969,0.00044157292,0.0011395159,0.00025049536,0.00038025258,0.00019426901,0.00070105505,0.00045473408
sub_topic_26,0.000108720036,4.5489036e-05,3.64458e-05,7.306969e-05,7.712814e-06,4.216031e-05,1.4339588e-05,5.3326944e-06,0.0,0.65931106,3.9748924e-05,0.0,6.1344513e-06,0.002129262,0.000105587154,0.0002031797,2.0564732e-05,7.216611e-06,3.8649214e-06,5.1654038e-06,1.05550325e-05,5.120677e-05,6.616842e-05,1.4445369e-06,3.461965e-05,2.841508e-07,1.9777204e-05,0.0016615738,0.0026514125,8.650231e-05,1.6689664e-05,4.012371e-05,4.7039657e-06
sub_topic_27,1.43177795e-05,0.963219,1.5308058e-05,6.280109e-06,6.738019e-06,1.19617125e-05,0.00013673295,1.9379677e-05,1.8170032e-06,4.7995523e-05,4.5918718e-05,0.0,0.000108534405,3.611241e-05,8.6857195e-05,0.0,1.827052e-05,0.00043357298,1.903879e-05,5.0766544e-06,5.853084e-05,0.00017604796,6.2575826e-05,1.8305718e-05,5.0510052e-06,2.8838258e-06,0.0002872395,2.5081607e-05,2.7580903e-05,3.4493812e-06,2.6444139e-05,2.1261361e-05,4.520046e-06
sub_topic_28,2.4229554e-05,0.00031662566,2.1814853e-05,1.572228e-05,1.14319055e-05,8.569276e-06,0.9778516,1.678317e-05,1.0801968e-05,4.7016394e-05,1.0337485e-05,0.0,0.00014113417,0.00010261585,1.742845e-05,8.087471e-06,2.8100594e-05,0.00019900357,9.411404e-06,1.3001529e-05,2.4221223e-05,7.947712e-05,3.939117e-05,2.7685615e-05,6.9415246e-06,4.387606e-06,3.5019722e-05,3.7643036e-05,0.00018813138,9.605513e-06,1.42004965e-05,6.893719e-06,1.868328e-05
sub_topic_29,1.9448715e-05,0.00036402914,4.6069796e-05,7.676175e-06,6.5538843e-06,3.5483135e-05,4.1292507e-05,5.0754757e-06,2.4804344e-06,3.439022e-05,6.331966e-05,6.4629626e-06,8.299378e-06,3.0918196e-05,0.00023668184,6.386331e-06,2.662558e-05,0.00011702032,1.6182636e-05,1.2369325e-05,2.8356257e-05,0.9672876,0.00015898485,3.4081408e-05,5.627812e-06,6.216335e-07,0.00051217363,7.3153187e-06,2.7546652e-05,4.932523e-06,4.08322e-05,3.1271986e-05,4.727858e-06
sub_topic_30,0.0003009861,0.00022384952,0.01777052,0.0004475355,0.000385263,2.5080963e-05,0.00022708537,0.00027481696,0.0013259444,0.00019717289,0.0010484667,0.0004903169,0.0003460669,0.00035050005,0.001104515,0.00016725074,0.00075242337,1.7765744e-05,5.6988647e-06,0.00036031252,2.6630782e-05,0.00016976746,0.0013487997,5.4023156e-05,0.18864934,0.00025711485,4.976113e-05,0.0007038211,0.00023496858,0.00033384823,0.0042072805,0.008281561,0.00083399424
sub_topic_31,0.00015707844,0.00012891054,0.00028683498,3.3938322e-05,4.9629496e-05,1.2544754e-05,0.00012011259,8.758509e-05,1.0791473e-05,0.00013356899,2.1575083e-06,3.4413558e-06,0.00045122742,2.376663e-05,1.3448281e-05,1.4665914e-06,0.00053018116,0.00016914228,4.9765407e-05,0.0028979979,0.0017154814,3.549824e-05,7.2929055e-05,4.381118e-05,3.5577563e-05,0.46831217,3.326416e-05,0.00032649277,4.6290137e-05,0.00034249164,8.974951e-06,6.4970495e-06,0.0004500635
sub_topic_32,0.00040713372,0.00017729841,0.00017410274,0.00015746894,0.00010052146,6.4592823e-06,0.00011757259,0.0003411142,5.860563e-05,0.0010381396,0.0008291882,0.00027220862,1.2004183e-05,0.0020034865,0.0049227625,0.007989592,4.1897525e-05,5.8034625e-06,1.2660817e-06,2.430544e-05,4.707265e-06,0.00056433567,0.0007239682,2.2877406e-05,0.4060572,0.00026165936,3.3479573e-05,0.0004115079,0.00040180542,5.5904165e-05,0.0005150073,0.035765473,0.00013020824
sub_topic_33,0.0015825526,0.0010294259,0.0010640975,0.00036033712,0.0015979803,0.00058391166,0.0038875246,0.16385138,0.030543584,0.00017682862,0.0022020477,0.00135675,0.0004955726,0.0011392564,0.000109478395,0.0016568816,0.00039806656,9.053876e-06,0.00018479215,0.0003215802,1.6041622e-05,0.000809264,0.00013902441,0.0006418075,0.0071307537,0.0017045621,0.00062907685,0.0053213984,0.0010571643,0.00052187126,0.001019869,0.0015879534,0.0035182233
sub_topic_34,0.00048938364,8.690529e-05,0.00059087505,0.0017598044,8.96715e-05,0.8696372,1.50753385e-05,1.1042955e-05,7.0939416e-07,0.00059469824,0.00068220514,0.00018576371,1.8738121e-05,0.000338888,1.2239275e-05,8.032375e-05,2.0650952e-05,1.2478244e-05,0.00019204317,4.7898284e-05,0.00062315766,0.0003382602,0.00019308564,2.6726662e-05,1.8602997e-06,5.8611113e-06,0.00044024916,4.9117203e-05,0.0032139248,0.0005246171,0.00022493908,1.6567812e-05,0.000103264414
sub_topic_35,1.2943779e-05,4.6234777e-06,0.53022766,5.6705453e-06,2.4136832e-06,6.159841e-06,0.0,4.3733567e-07,2.0718546e-06,1.2764639e-06,1.4752076e-05,6.421381e-05,2.352845e-06,2.1270741e-06,3.6184315e-06,4.604225e-06,0.00033817196,1.8664933e-07,4.0878954e-06,1.4084892e-06,5.9733975e-07,1.2398444e-05,3.982032e-05,0.0,3.2469918e-05,4.197204e-06,8.0285856e-05,0.0,1.9177453e-06,3.1650577e-06,0.00022251667,4.381261e-06,3.8129838e-05
sub_topic_36,0.004449018,0.0010324008,0.026920535,0.00026357203,0.00022552357,0.0064975447,0.00043600367,1.996465e-05,9.67104e-05,0.00038681793,0.0058390307,0.014701358,0.00022304848,0.0009930662,0.005814866,0.058366228,7.065569e-05,0.00010049165,0.00019283812,0.00025872048,1.2540815e-05,0.003932281,0.0029571326,3.4806806e-05,7.412947e-05,5.1036935e-05,0.027652327,0.0003809869,0.0012424644,0.00012591366,0.027344305,0.00016313458,0.015944205
sub_topic_37,0.00086845306,0.0005055324,0.00064197415,0.000655927,0.9614417,0.0015613908,0.0005135991,4.7980643e-06,0.0002394965,0.0002514215,0.0007737943,0.00026340008,0.0008256031,0.00033228524,0.00014388822,0.00017556577,0.00031163558,4.9092603e-05,0.0008086235,0.00020433356,0.0009259759,0.0005391799,0.00023161469,0.00010726776,6.6493594e-05,0.00048597576,0.0009628287,0.00055447634,0.00059769856,0.0004668964,0.00036031374,0.00022410743,0.00015084722
sub_topic_38,0.00019742025,0.0019158605,0.0005166148,6.651589e-05,5.1175408e-05,3.7849004e-05,0.00024064202,2.9612125e-05,1.8723062e-05,0.0011057769,0.0014861533,0.00011478248,0.0001181076,0.00043439033,0.9650277,0.0026161396,0.00024024946,0.0008045678,3.6292888e-05,0.00017596912,9.881717e-05,0.0062399656,0.0016451307,9.866735e-05,0.0013446388,4.602431e-05,0.0015780126,0.00019126457,0.000585577,0.00010548755,0.00048535917,0.002706185,0.00016907298
sub_topic_39,0.00046310612,0.006860096,0.00047115888,0.00044797693,0.00012664389,4.6996563e-05,0.003310199,5.0595827e-06,5.902054e-06,0.0047116526,1.3195718e-05,1.4547176e-05,0.0021817214,0.00094375736,0.0037111766,0.0,0.014800049,0.37051067,0.00020756488,0.00086558977,0.031198937,0.0028670996,0.0023699696,0.00020678481,0.000116382,0.0001728227,0.0010494562,0.00035583618,0.00047050355,0.0011837896,9.414149e-05,6.288758e-05,0.000106088075
sub_topic_40,0.0043999916,0.0026523399,0.0012118154,0.0016572728,0.0062492425,0.0004172781,0.0010731622,0.0003625357,0.1615181,0.0004974689,0.003437911,0.0048928326,0.0015497482,0.0031642122,0.0013867441,0.0004983686,0.006584169,0.0014508964,0.010393406,0.00073791074,0.0018296527,0.0019295171,0.0016770287,0.0019041713,0.00055187877,0.0013583791,0.0068717026,0.0032860665,0.0021412352,0.002764711,0.011207144,0.0012919982,0.00077635486
sub_topic_41,5.071724e-05,6.821201e-05,0.0030117943,2.2613283e-05,4.4269614e-06,3.0913427e-06,2.9062612e-05,4.3416932e-07,7.97933e-07,7.803513e-05,5.302835e-06,9.226023e-07,0.00032973973,3.512711e-05,3.3333377e-05,0.0,0.95521533,0.00016109677,1.5848404e-05,2.1084588e-05,0.00014058592,5.3034622e-05,0.00010409649,8.08205e-06,1.9110676e-05,1.15215635e-05,3.2472944e-05,8.186591e-06,4.568194e-05,4.033902e-05,1.4214222e-05,6.180873e-06,6.4329906e-05
sub_topic_42,0.00023024353,7.3029965e-05,5.8882622e-05,9.863453e-06,2.9284465e-06,4.4188175e-05,2.1727268e-05,2.4366403e-07,1.96696e-06,5.7051486e-05,0.00020033245,1.8847557e-05,3.669329e-06,4.895501e-05,0.00013010183,5.8038836e-06,2.34343e-05,0.00012690327,1.5770065e-05,2.1832742e-05,2.4186704e-05,0.00019269371,0.9677506,1.5398894e-06,8.813378e-05,3.4498552e-07,9.3036884e-05,9.515512e-06,2.2396503e-05,1.5353951e-05,0.001421437,5.082189e-05,5.256956e-06
sub_topic_43,0.0010762252,0.0007400269,0.0005725288,0.00040629116,0.000776841,0.00018646051,0.000998657,0.002456582,0.747807,0.00013067023,0.0009129432,0.00071167835,0.0003067863,0.0012786413,0.00018279249,0.00032640467,0.00045333654,5.1401443e-05,0.00064633426,0.00040031102,0.00011247963,0.000887387,0.00040018483,0.0026991726,0.00075595314,0.0010476577,0.0011911686,0.001156189,0.00069309527,0.00035677568,0.00048733203,0.0004990512,0.0007319529
sub_topic_44,0.014070716,0.0027916536,0.0057232017,0.0044425665,0.023709796,0.0022048755,0.004221227,0.0010321968,0.050555304,0.0019657894,0.012732644,0.0024067734,0.005985503,0.0057960926,0.00097909,0.0008256627,0.008631033,0.00020847147,0.0036015082,0.0009995077,0.0023213604,0.0033141524,0.0018220755,0.0016722805,0.005379725,0.005012798,0.0048765442,0.018112922,0.007888326,0.0043389443,0.0042403205,0.0063333623,0.003955216
sub_topic_45,0.004553504,0.0002871943,0.0013387058,0.00067847886,0.00014819791,0.0012344135,0.0002513228,1.0353878e-05,2.4913872e-06,0.0036207996,4.2713073e-05,5.0099323e-05,0.0003979547,0.0005354338,0.0002421883,2.7779965e-05,0.0017285375,0.00015914858,0.00051187683,0.00049297285,0.0011366629,0.0003437072,0.0008133755,6.196793e-05,4.5628476e-05,0.00035758622,1.7497663e-05,0.0001984786,0.00041488674,0.28259674,0.00021693845,6.252425e-05,7.513402e-05
sub_topic_46,2.3243647e-05,3.623374e-06,2.6957743e-05,0.50254583,1.5207398e-05,0.00023738338,6.1092476e-07,9.0851825e-07,4.2068114e-06,2.5321453e-05,0.00019745916,4.4013148e-05,0.0,5.6641937e-05,4.8214324e-06,5.366271e-06,8.284969e-06,1.946159e-06,0.00024151165,0.00012235364,7.261259e-05,8.317874e-06,2.1065496e-05,3.6098765e-05,2.185285e-05,1.7230412e-05,2.2608632e-05,2.2739061e-06,3.8169317e-05,6.581285e-05,1.2557109e-05,0.00015183422,2.4601657e-06
sub_topic_47,0.00081462984,9.6638294e-05,0.0016111601,5.1150197e-05,2.3991242e-05,6.7211586e-05,0.0001492541,9.65567e-05,6.0951632e-05,7.545052e-05,0.00024089991,0.00013293923,7.336517e-05,0.00012313738,3.1943593e-05,0.00028207395,0.00017011458,7.236117e-06,4.9703627e-05,0.00014465349,1.1025868e-05,0.000156795,0.0002495105,1.557236e-05,5.642435e-05,8.878517e-05,0.0014501357,9.282446e-05,0.00040887875,3.0671818e-05,0.0002593669,1.5040785e-05,0.9596278
sub_topic_48,5.7998594e-05,0.0002427471,0.00027411518,3.2546093e-05,2.0906047e-05,8.51482e-05,1.5651145e-05,6.3194207e-06,7.118039e-06,1.2379979e-05,0.0003962797,2.8960028e-05,1.41751225e-05,3.8003185e-05,8.619778e-05,1.2437045e-05,1.8200155e-05,4.3782977e-05,0.00021619954,0.0002106002,2.8778471e-05,0.0008910181,0.00022489176,1.3512033e-05,1.1228327e-06,3.3164404e-06,0.9404779,7.3508895e-06,5.701398e-05,1.0498437e-05,0.00039430236,0.00010610053,8.2215556e-05
sub_topic_49,6.06722e-06,3.5805322e-05,8.359842e-06,0.00015974429,2.966411e-06,4.2935084e-05,1.7593524e-05,2.0213693e-05,4.9799396e-06,1.5656437e-05,1.3817186e-05,2.8538688e-07,8.073601e-06,1.7439823e-05,2.6158712e-05,5.696411e-07,2.9915114e-05,4.788416e-05,5.1542206e-06,2.9879691e-05,0.0002658173,8.990975e-05,1.44153555e-05,0.98873025,6.2569347e-06,8.589962e-06,2.3410701e-05,6.4305036e-06,0.00010261607,5.110441e-06,1.1259847e-05,2.3188119e-05,1.8172411e-06
