,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37
sub_topic_10,4.37683e-05,4.4033135e-05,0.000100767895,4.968746e-05,1.0774468e-05,5.5659944e-05,3.607621e-05,5.838977e-05,8.865694e-06,2.1208376e-05,5.152434e-06,2.4088615e-06,3.579362e-05,9.313063e-06,3.831755e-06,3.0889494e-06,6.437974e-05,5.2912827e-05,3.5054054e-05,0.73351115,1.8330107e-05,1.2807587e-05,3.40439e-05,2.6345455e-05,1.8734701e-05,0.0015856661,3.2604054e-05,0.0002736783,1.2909959e-05,2.245122e-05,1.5465519e-05,1.2480167e-05,0.00012427714,1.19242295e-05,7.779672e-06,3.32522e-05,0.00015842557,4.258662e-05
sub_topic_11,0.00090812985,0.00016223971,0.00079511764,0.00034185825,9.075961e-05,0.0010208754,0.000103271945,3.7478972e-06,3.351891e-06,0.0019291966,0.00029568188,1.293109e-05,0.00013432007,0.00047174492,0.00014491202,6.218241e-05,0.0006028815,8.013466e-05,0.00022552493,6.9416776e-05,0.0008268322,0.00019249896,0.00014824675,0.0,8.0297476e-05,3.6589005e-05,3.779038e-05,3.787922e-05,0.0011089403,0.96448684,2.9553466e-05,7.688203e-05,2.2949886e-05,0.00020122627,0.00047950013,0.005555719,0.0051470934,0.0004913259
sub_topic_12,0.0001523578,0.00016131211,0.000503507,0.00074188673,2.9297142e-05,3.422719e-05,2.1499768e-06,1.0624285e-06,6.917115e-05,1.419498e-06,1.6301685e-05,0.0010879999,6.0128247e-07,1.3513477e-05,4.1548387e-06,1.9396987e-06,9.1843016e-05,2.3554699e-06,0.9872852,2.2763827e-05,2.3891502e-05,0.00021346811,2.631777e-05,0.0,1.1070232e-07,4.8664442e-05,0.00045459517,4.6768e-06,1.3765742e-05,7.981264e-06,9.904608e-07,8.59763e-05,1.2725049e-05,0.00021428197,4.942088e-05,0.00015997433,6.4808814e-06,0.00024478647
sub_topic_13,3.4537105e-05,0.000356095,0.00012905362,3.294477e-05,8.992809e-06,2.183887e-05,0.00015315978,0.004788477,0.00072372396,2.8179682e-05,2.2031316e-05,4.9556795e-05,9.3899755e-05,0.0002779351,8.163055e-06,1.965885e-05,5.9003687e-05,8.200153e-05,3.9538158e-05,6.92146e-05,7.3318483e-06,0.00027565626,0.00013801301,0.97713053,0.0001437054,7.46521e-05,0.000107524516,0.00016884429,0.00010761404,1.0804015e-05,0.0002997803,5.8006553e-05,0.0003705789,2.7175487e-05,2.7593735e-05,0.0001925567,4.559736e-06,9.382491e-05
sub_topic_14,7.4434334e-05,0.00056828,0.00016139622,9.099126e-05,5.436061e-05,0.00020497783,0.00034959058,6.6884655e-05,0.00016082887,4.3049797e-05,8.512377e-05,4.4962508e-05,0.0006304159,0.00023052769,0.00021599364,7.211302e-05,0.00017412972,0.0011891207,3.8863607e-05,0.0005000651,0.00010189045,0.00021359448,0.00010514365,7.2004674e-05,9.424172e-05,0.0002587726,8.174611e-05,0.97480863,4.20548e-05,0.00010031952,7.7547396e-05,6.115497e-05,0.00016106195,5.974575e-05,3.7089147e-05,0.00033211336,0.0008029796,0.0012503973
sub_topic_15,0.0004606905,0.0018398106,0.00044728283,0.0012485173,0.00027997798,0.0012034263,0.0011201008,0.0,6.606617e-06,0.0013369005,8.328531e-05,2.0724483e-06,0.001039962,0.00022960309,0.00015442274,1.7969326e-06,0.0035862857,0.0032428156,0.0002485524,0.0016443282,0.87569815,0.00029249108,0.0012769612,0.0,5.01796e-05,5.4327487e-05,0.00023798057,3.8816986e-05,0.00023352272,0.0029309182,1.3195713e-05,4.6017325e-05,3.1786618e-05,0.0003645852,9.263894e-06,0.00042920475,0.012679184,0.0008162399
sub_topic_16,3.2788403e-06,0.00014819324,2.3474178e-05,6.303979e-06,2.0299965e-06,1.9442015e-05,5.790277e-05,6.432129e-06,9.209911e-07,1.46965685e-05,6.334519e-06,0.0,0.9802739,2.7409886e-05,2.215497e-05,3.491753e-06,3.57621e-05,0.0011878517,6.55711e-06,4.3970135e-06,9.399693e-06,3.2885182e-05,9.819033e-06,5.249021e-06,7.286465e-07,5.883657e-07,4.8540445e-05,3.0163194e-05,1.8374123e-05,2.686684e-06,9.974099e-06,9.314264e-06,4.760425e-06,1.2946117e-05,3.4555283e-06,8.879703e-06,4.7802605e-06,3.9242317e-05
sub_topic_17,0.96030724,3.447813e-05,0.00014255884,6.144345e-05,2.5286645e-05,4.2795666e-05,1.4362202e-05,5.180555e-06,1.5116828e-05,0.00016491543,0.001292976,5.2135794e-05,7.4389764e-06,0.00018296072,3.751063e-05,5.9234677e-05,5.3707132e-05,3.409227e-06,9.62153e-05,8.496316e-06,6.284899e-06,4.003018e-05,0.000133601,0.0,8.959082e-05,2.1507265e-05,8.012357e-05,2.1210453e-05,0.00013458634,7.1445895e-05,1.7978899e-05,2.0821093e-05,6.580104e-05,0.0002740267,6.9122434e-05,8.3853774e-05,9.2061055e-05,0.00016134181
sub_topic_18,2.9826375e-05,0.00010445399,4.4943863e-05,5.697927e-06,1.3378917e-06,9.5292264e-05,3.929534e-05,1.4907397e-07,0.0,0.20813103,2.3942619e-05,0.0,1.39334325e-05,5.353784e-05,0.00012891061,2.205001e-06,5.1401214e-05,0.0013019857,3.168363e-06,2.9417838e-06,0.00010450325,0.000103628576,0.00017219191,1.2922518e-05,1.1348409e-05,4.384392e-07,3.876479e-05,1.8553952e-05,5.0415165e-05,4.257611e-05,2.6820373e-06,3.7519774e-06,3.7710633e-06,8.407703e-06,4.8920884e-07,2.2590006e-05,3.0420826e-05,7.396112e-05
sub_topic_19,7.752464e-06,2.35817e-05,1.2950375e-05,0.00063258415,4.6573837e-06,0.7341245,2.2705031e-05,0.0,0.0,3.852229e-05,1.1303883e-05,0.0,1.0792222e-05,1.7931008e-05,4.0741656e-05,4.821331e-07,3.5526755e-05,6.165375e-05,9.963708e-06,4.3118394e-05,9.630056e-05,4.076926e-05,1.7296625e-05,0.0,4.8436423e-06,6.604208e-06,3.424035e-05,1.8115333e-06,6.435219e-05,1.7053606e-05,1.9593078e-06,2.2491828e-05,0.0,1.3156597e-05,0.000105137384,2.850055e-05,3.7397244e-06,1.8049446e-05
sub_topic_20,0.0012805456,0.00029381696,0.002116357,4.8086647e-05,9.383495e-05,0.0001233982,0.0001633593,0.00015270912,0.00013579812,0.0006319637,0.0013635688,0.004194672,8.109522e-05,0.0020684972,0.004823998,0.961418,1.3062263e-05,3.814957e-06,0.00010683135,5.2856565e-05,0.0,0.0020487693,0.00022528012,5.6261266e-05,0.0013788874,0.0002545268,0.0028166997,0.0002575052,0.0018470128,0.00019534813,0.0028513814,0.0038014108,0.0045690984,0.0015029435,0.003939724,0.0002944279,2.774909e-05,0.0004555843
sub_topic_21,4.5013698e-05,2.4593435e-05,8.173275e-05,0.0015011807,8.100925e-06,0.0001460057,4.716191e-05,9.917429e-06,1.0336521e-05,0.00013460705,6.53562e-05,3.8552174e-05,1.6454385e-05,0.00020985112,6.8307556e-05,3.2018113e-05,5.1489493e-05,1.628154e-05,0.00014323034,3.744659e-05,5.5731965e-05,3.4775436e-05,8.2663384e-05,1.37378e-05,0.0001174486,2.0340109e-05,0.000260946,1.1486106e-05,0.00020672829,0.0025228218,6.868581e-05,0.001900716,6.452579e-06,2.6309794e-05,9.509882e-05,0.96669334,0.00020036832,2.076677e-05
sub_topic_22,0.000110869194,0.00015201843,6.3597196e-05,9.345104e-06,3.0079777e-06,3.2570402e-05,2.6214193e-05,2.6312563e-08,1.3410805e-07,0.00030797208,0.0014876456,3.5071516e-06,1.029891e-06,9.6734715e-05,0.00036142158,3.6227324e-05,3.5866346e-05,0.00017432155,1.0618797e-05,2.2461209e-06,1.32595915e-05,0.00040692225,0.34521058,0.0,0.0008841777,4.2085478e-07,2.9453811e-05,1.20089235e-05,4.2195214e-05,2.4772375e-05,0.00035989867,5.6022425e-05,3.2561488e-06,0.00042236925,2.1041487e-06,5.6138913e-05,3.3013235e-05,0.0042389953
sub_topic_23,0.008481313,0.00032740136,0.008981914,0.00076428015,0.00030431876,0.0010260455,0.0001797983,0.00036902184,0.00013545876,0.0032734496,0.0030489452,0.0013054761,0.00023122178,0.0040191296,0.00030137788,0.019960409,0.00033732594,5.2100795e-06,0.00063205225,0.00011837859,9.632649e-07,0.00093651237,0.00026408138,2.5600455e-05,0.0003479088,0.00024608104,0.0009866703,0.000449197,0.03484804,0.012909478,0.001132137,0.00045320456,0.0031403566,0.004210681,0.19031942,0.0028639415,0.00018181375,0.004472274
sub_topic_24,5.9549893e-05,2.070519e-05,1.4344753e-05,2.1573367e-05,8.887918e-06,1.976225e-05,2.6415351e-05,1.9354345e-06,3.3174429e-06,0.0008611358,3.1567983e-05,3.279426e-06,8.783229e-06,0.9479947,5.4599743e-05,0.00029202263,1.3654947e-05,7.658452e-06,4.3611767e-06,0.0,2.2552642e-06,4.101502e-05,5.9607744e-05,0.0,0.0002726281,6.4125234e-06,2.1185277e-05,1.1589343e-05,0.000568265,1.9388162e-05,4.8723123e-06,1.9864656e-05,2.522917e-06,1.6522881e-05,1.7633452e-05,3.277959e-05,2.3840763e-05,3.9237686e-05
sub_topic_25,0.00088273565,0.0001986049,0.0005764519,0.00021898783,0.00095761294,0.00012223746,0.00018728689,0.00025056204,0.00047212534,0.00016173457,0.00015038547,0.00036761022,0.00012086166,0.0004027634,0.00033588026,0.0005275509,0.00022560461,2.756604e-05,0.0004336096,0.0024738298,3.9697614e-05,0.00024158556,0.00022071517,3.2708922e-05,0.0012741876,0.9804428,0.00041499152,0.0012582142,0.00025820348,0.00038032685,0.0004159347,0.0008694599,0.00043625722,0.00026592135,0.00023027974,0.00026550295,0.00061354064,9.508905e-05
sub_topic_26,8.438005e-05,4.228231e-05,3.5276098e-05,5.505712e-05,6.994955e-06,3.011417e-05,5.382472e-06,5.465416e-06,1.2850727e-07,0.7649758,6.7818655e-05,0.0,5.1466536e-06,0.0020803837,8.859394e-05,0.00010006444,1.7692015e-05,7.515368e-06,2.0158193e-06,0.0,3.4194256e-06,5.1463256e-05,2.7391143e-05,0.0,0.00019618827,0.0,1.725163e-05,0.0001930225,0.0026967283,8.930962e-05,5.1297247e-06,2.0985746e-05,3.5751627e-06,1.1595464e-05,3.3852546e-05,8.320222e-05,2.124301e-05,5.8393303e-05
sub_topic_27,1.1929561e-05,0.9631011,1.2772515e-05,7.3378374e-06,6.189033e-06,3.8708942e-05,6.9276444e-05,9.159421e-06,9.236948e-07,3.4733137e-05,3.2666125e-05,0.0,7.917969e-05,2.8773295e-05,6.3984786e-05,1.14075e-06,8.749168e-06,0.00028363627,2.1561722e-05,1.5702423e-06,1.5463414e-05,0.00012357565,2.940535e-05,2.7526747e-05,3.9802035e-06,2.9407527e-06,0.00031411293,1.3598711e-05,2.1363066e-05,1.2714913e-06,3.3751558e-06,4.4532087e-05,2.1034139e-06,3.842875e-05,7.950018e-06,3.4728573e-06,3.209613e-06,4.8208167e-05
sub_topic_28,1.0462726e-05,0.00016940285,1.4231401e-05,1.0952072e-05,6.197487e-06,5.9786933e-05,0.98242015,6.845852e-06,7.647475e-06,3.228592e-05,4.2382544e-06,0.0,8.2765364e-05,4.6861645e-05,6.101105e-06,2.5713764e-05,1.6906451e-05,0.00010018445,3.1858806e-06,3.307371e-06,1.0720806e-05,3.637986e-05,1.4196587e-05,1.2678948e-05,3.363422e-06,1.4616054e-06,2.0803656e-05,1.3070183e-05,0.00020129539,1.7172933e-06,1.1553386e-06,2.9173289e-06,6.7973556e-06,8.236355e-06,8.273379e-07,1.353944e-05,6.657367e-06,2.1161442e-05
sub_topic_29,1.424002e-05,0.0002754312,5.118159e-05,9.218474e-06,5.480707e-06,0.00010919196,2.7380114e-05,2.6597681e-06,1.2846047e-06,3.084201e-05,9.3829854e-05,4.9163696e-06,2.2739538e-05,2.7521754e-05,0.00018422869,1.5903546e-05,2.5272835e-05,9.303293e-05,1.6599577e-05,0.0,7.929448e-06,0.9647981,9.601243e-05,2.3937944e-06,6.805397e-06,8.7067593e-07,0.0004929973,3.9678134e-06,2.456925e-05,4.1016115e-06,9.395724e-06,4.657326e-05,3.9010597e-06,7.1670685e-05,2.2811333e-05,1.3163054e-05,1.0620222e-06,0.000121675504
sub_topic_30,0.0065483465,0.0024376037,0.010056776,0.0017775552,0.013887721,0.001264198,0.0024483458,0.00086292427,0.06394821,0.00080793054,0.0013200659,0.002683981,0.0015495102,0.003895319,0.0017656081,0.0015712557,0.0038329524,0.00017264778,0.0023703955,0.001034105,0.00055126223,0.0023964553,0.00278361,0.0007016776,0.00894264,0.005126845,0.0056509995,0.007300167,0.0031734447,0.00058447354,0.00831946,0.0046493495,0.005418867,0.0030338143,0.0010518625,0.0038933319,0.0011758963,0.0023622822
sub_topic_31,0.00028270856,0.00013643672,0.0005365914,0.00032820564,0.00017215667,0.0004626648,0.00018504518,7.736372e-05,3.8466053e-05,0.00042693288,3.2966207e-05,6.2516256e-07,0.0004752954,3.216902e-05,7.317593e-06,1.9676513e-06,0.0010945412,0.00011815332,0.00016944922,0.25503156,0.018356387,7.414556e-05,0.00021997724,3.338132e-05,3.217143e-05,0.0012947497,0.00020956472,8.728851e-05,0.00011951219,0.0004662554,1.2588782e-05,1.4840728e-05,0.00040421225,5.034758e-05,7.480912e-05,0.00042012663,0.0047871377,0.00032862226
sub_topic_32,0.00036289237,0.00022419811,0.00013123729,0.0002055705,0.00012817066,6.5996974e-05,0.00011142814,0.00023284857,4.2909727e-05,0.0018569166,0.0015189403,0.00039295666,1.2340231e-05,0.0039953794,0.0020971259,0.002067117,4.248584e-05,2.2515449e-05,9.8748405e-06,5.1606406e-05,6.8195677e-06,0.0008508348,0.0012236605,5.1045714e-05,0.9285171,0.0006041166,4.2843036e-05,0.00029968732,0.00085313834,5.5641198e-05,0.0032499433,0.009532206,6.618055e-05,0.00011368597,5.5691595e-05,0.00067029346,4.8069058e-05,2.0904601e-05
sub_topic_33,0.0028229197,0.00066256046,0.0014174028,0.00030266488,0.0017892603,0.00026201052,0.00092239847,0.29578087,0.019949252,0.00036580805,0.0005652398,0.0017835379,0.00025565305,0.0019024705,0.00010372816,0.0016643666,0.0006693282,4.243904e-06,0.0004991018,0.0010461918,1.1343962e-05,0.00052049744,0.00016748307,0.0058951722,0.005845705,0.0046850173,0.0008007093,0.0057859146,0.0015643878,0.0007578811,0.003978304,0.0026276326,0.0024250392,0.0011945125,0.0017338244,0.0017396109,0.00033517627,0.00043929782
sub_topic_34,0.00025511364,5.3217034e-05,0.0005034334,0.0019403162,0.000112629044,0.0020485818,2.6418777e-06,1.6155553e-05,1.0742682e-06,0.0002407232,0.0002786374,6.455863e-05,2.335111e-05,0.00022605126,1.5271546e-05,0.00017937545,9.38073e-06,1.5897781e-06,0.00029603526,2.201838e-05,1.1519762e-05,0.0002472828,3.8997725e-05,0.0,2.5399706e-06,4.6188343e-06,0.00039530685,7.892454e-06,0.0018667573,0.0009923811,1.9524647e-05,7.0667105e-05,5.9343223e-05,0.0005889336,0.7925352,0.0002506263,1.9374506e-06,0.0040680426
sub_topic_35,7.6276934e-05,1.5826807e-05,0.00016835533,7.245017e-05,2.8781935e-05,5.9175613e-06,2.1342144e-06,1.9381998e-06,3.916309e-05,2.6179953e-06,4.452782e-05,0.98263115,2.0211567e-06,2.0763899e-05,2.9900131e-05,0.00010270315,4.5699303e-06,1.4866831e-08,0.00093362486,1.7135135e-06,1.1215946e-06,4.9057093e-05,1.7893113e-05,0.0,9.842939e-06,1.8668292e-05,0.00014624825,6.4381757e-06,7.779212e-06,1.1952652e-05,7.157747e-05,4.1925185e-05,3.6960322e-05,0.00035556266,0.00015314079,7.796443e-05,5.700095e-06,2.6534388e-05
sub_topic_36,4.4473865e-05,8.3351224e-05,0.004318018,2.2029863e-05,4.4204684e-05,6.564297e-05,1.0127735e-05,1.9765825e-05,0.000113185735,3.07937e-05,0.00089210516,0.00017124432,4.334268e-05,5.3698066e-05,0.00014540087,3.8949787e-05,0.0002529748,1.1113289e-05,1.236912e-06,2.4061157e-05,0.0,6.622935e-05,0.0006978484,9.067669e-06,0.0005865842,5.448578e-05,4.701599e-05,4.27224e-05,3.1784657e-05,2.0707628e-05,0.626085,0.0006619118,2.7418704e-05,0.00059330603,4.4880042e-05,0.0004634333,4.3363143e-05,0.00029712013
sub_topic_37,0.0006446015,0.00053394673,0.0005415916,0.000796945,0.97572505,0.00054819934,0.0003534321,5.9235363e-06,0.00027841033,0.0002318227,0.00019225941,0.0001524253,0.00040829615,0.0002754524,0.00014351185,0.00017542575,0.00027036696,2.4173585e-05,0.00042841755,0.00016304571,0.00055025634,0.0003507096,0.0001836443,3.3808951e-06,3.7722035e-05,0.00046685012,0.0007043897,0.00030434085,0.00040056137,0.00032793958,0.000103917286,0.00033398595,0.00010648085,0.0004084614,0.001617834,0.00016627245,0.0004283638,0.0009351291
sub_topic_38,0.00021457346,0.0018878495,0.000393106,8.130338e-05,4.125049e-05,0.00046059256,7.40849e-05,1.2828083e-05,2.541143e-05,0.0007956221,0.0009287921,0.0001991971,0.00019237198,0.0005600594,0.8233427,0.0015988341,0.00020615333,0.0008530876,5.7424255e-05,6.492807e-06,6.405246e-05,0.0030110856,0.0011222656,5.279433e-06,0.0005253593,0.00015798584,0.0014491335,0.00013676014,0.00045481857,8.018322e-05,0.00047027113,0.0007574515,0.00012823984,0.000256699,6.61064e-05,0.00024526843,6.473231e-05,0.00012830198
sub_topic_39,0.00032101295,0.0043589226,0.00056407467,0.001100874,5.7902846e-05,0.004084799,0.0017768025,4.948304e-06,4.770616e-06,0.0024679673,0.0003472948,8.522071e-06,0.00051094795,0.00058087637,0.0028210245,1.8814948e-06,0.009833695,0.3226449,0.00014799375,0.00026914434,0.09871749,0.0021893277,0.0027500526,1.541835e-05,7.833392e-05,5.6924357e-05,0.0007076123,0.00052316044,0.000318368,0.0004068475,2.8150595e-05,5.4991047e-05,8.244098e-05,0.00015838833,3.3701083e-06,0.00081630744,0.0010847059,0.002385808
sub_topic_40,0.00013614324,6.0848495e-05,0.00038481975,3.7486796e-05,1.7011229e-05,7.67577e-05,1.0992161e-05,1.4537492e-06,7.834524e-06,1.6989412e-05,0.000358128,6.917208e-05,3.02474e-05,3.513974e-05,3.6799454e-05,3.4182915e-05,3.434365e-05,1.97482e-05,0.00011722739,2.6063874e-06,1.2675656e-05,0.0001494815,0.00088085415,0.0,6.6703055e-06,5.920455e-06,0.0009422577,1.0735148e-05,2.3801133e-05,1.1569325e-05,0.00020706604,8.2973915e-05,1.6688256e-05,0.97410256,7.06831e-05,4.1460004e-05,1.3307809e-05,0.00014894485
sub_topic_41,1.2324872e-05,2.6707923e-05,0.0035064812,8.99011e-06,0.0,2.7236207e-05,8.572969e-06,0.0,0.0,2.5714924e-05,1.3651258e-05,0.0,0.00010378763,1.0952159e-05,1.3900344e-05,0.0,0.88044757,8.177461e-05,2.3867738e-06,4.0204554e-06,3.2300646e-05,2.4920117e-05,3.7383896e-05,0.0,5.3403564e-06,1.2647831e-06,1.3354672e-05,1.5520693e-06,1.7611066e-05,7.129601e-06,1.8108702e-05,1.6540982e-06,4.8319063e-05,8.361998e-06,0.0,1.6029735e-05,4.501162e-06,1.37911875e-05
sub_topic_42,0.0018193375,0.00016529327,5.444946e-05,2.0828851e-05,1.5105029e-06,1.2154497e-05,9.557392e-06,2.2894117e-06,7.5051827e-07,0.00016051043,0.96552074,0.00013599895,2.295836e-06,7.2118826e-05,0.00023092478,4.155186e-05,9.934785e-06,1.2382434e-05,2.1749673e-05,0.0,6.349205e-07,0.00025768712,0.0025475526,0.0,0.00047673617,3.342914e-08,9.8414945e-05,2.6985974e-06,6.149079e-05,1.3553982e-05,0.00027016032,0.00025918477,7.396083e-06,0.0013756427,3.1769145e-05,6.501488e-05,1.033708e-05,9.258978e-05
sub_topic_43,0.0020767872,0.0010503767,0.00074593484,0.00075076864,0.0017796584,0.00044762352,0.0010380712,0.0014587635,0.9087561,0.00024942352,0.00048230393,0.0015744929,0.0003287837,0.0019674024,0.00034847873,0.00063500146,0.001198793,8.3582556e-05,0.0019066433,0.0004943318,0.00035050514,0.00096873817,0.00049414707,0.008226977,0.0005763108,0.0022806337,0.0021093683,0.0018676938,0.0009315446,0.000556011,0.00094774377,0.0009958762,0.0008143282,0.0012325735,0.00040852872,0.0010819711,0.0003929669,0.00065594626
sub_topic_44,0.0076410845,0.00094510353,0.007231396,0.0027153292,0.003506244,0.0014711857,0.0007231885,0.00018376633,0.004020519,0.0019310146,0.0021166406,0.0008401904,0.0008526571,0.0021861552,0.00047995808,0.00021982519,0.09094767,9.246032e-05,0.0013763806,0.0012437516,0.0008665219,0.0008352101,0.0012469556,8.7027925e-05,0.002067064,0.0012332941,0.0016846408,0.0021754783,0.003344589,0.0016604206,0.0010282717,0.0026466765,0.0018399305,0.0026576438,0.000670865,0.0015424978,0.0024563922,0.0017728597
