,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33
sub_topic_10,3.5035566e-05,2.1581323e-05,7.374283e-06,1.2697942e-05,9.927164e-06,1.3902866e-05,4.76542e-05,2.8679246e-06,4.977443e-06,0.0005483478,1.6425163e-05,3.1979778e-06,9.333652e-05,0.8716411,6.3412765e-05,0.00027754923,1.7567963e-05,1.5329784e-05,4.822314e-06,7.344324e-07,3.4286538e-06,3.9459563e-05,6.53056e-05,3.3305425e-06,0.00020848279,5.657646e-06,2.0398256e-05,1.853936e-05,0.00041784593,1.4437601e-05,5.564278e-06,1.6877697e-05,2.0036387e-06,2.6478428e-05
sub_topic_11,0.0019185314,9.201396e-05,0.0011451673,0.0023974567,7.051627e-05,0.0007778743,0.00015034367,1.8517308e-05,4.9443443e-06,0.0018690368,6.0707232e-05,0.00014152116,0.00012875268,0.0007871757,0.00016764732,6.7325425e-05,0.0018332312,4.0295727e-05,0.0015320469,0.00074869767,0.00031281053,0.00016128321,0.00038683205,5.1983505e-05,7.1823844e-05,4.6258963e-05,5.787278e-05,8.199684e-05,0.0007032736,0.4991791,6.597903e-05,0.00037044234,6.22351e-05,0.00031619542
sub_topic_12,0.00012796212,0.00010398881,0.00032860262,0.00043145815,4.1057127e-05,6.6638844e-05,4.1596745e-06,1.2843512e-06,5.2301904e-05,1.8279811e-06,0.00024097768,0.0011884134,1.66225e-06,1.7618118e-05,4.599582e-06,2.1162543e-06,0.00043093474,3.2337991e-06,0.9868981,5.1922372e-05,2.9322387e-05,0.00020156674,2.1262527e-05,4.088409e-06,1.0046328e-06,4.155912e-05,0.00041604956,5.829665e-06,1.6570417e-05,4.0392715e-05,1.956575e-06,7.1921626e-05,1.088211e-05,0.00049975724
sub_topic_13,5.921329e-06,2.9593202e-05,8.528435e-06,0.0002947127,2.9938112e-06,0.00029811592,3.9154394e-05,1.2613196e-05,6.17715e-06,1.3377178e-05,1.4475788e-05,3.0970997e-07,6.263639e-05,2.121082e-05,3.190741e-05,6.417448e-07,9.282034e-05,4.1821648e-05,5.1226143e-06,2.5561707e-05,0.00010944259,8.016385e-05,1.597466e-05,0.99017227,5.122271e-06,1.4386981e-05,2.5078867e-05,5.9656977e-06,4.360636e-05,5.1642396e-06,1.0797126e-05,3.3201683e-05,1.3732703e-06,7.780515e-06
sub_topic_14,0.00016038126,0.00048761358,0.00018729042,0.00018454339,8.999919e-05,0.00010521164,0.00039977152,8.556126e-05,0.00021290623,4.2498206e-05,0.00013588845,5.5973996e-05,0.002880139,0.00040866173,0.00024205307,4.182301e-05,0.00017315242,0.0017140392,7.446045e-05,0.00038700036,0.00030111763,0.0002135702,0.0001879631,8.323396e-05,0.00013069145,0.00049191766,8.2125196e-05,0.97857416,5.638438e-05,0.00029853033,0.000102413775,6.5000575e-05,0.00021638584,0.00046214744
sub_topic_15,0.001053391,0.0025482469,0.00083176466,0.0013125432,0.00082607206,0.00026306338,0.0013752318,3.0658742e-07,1.2460101e-05,0.0023430241,1.2900062e-05,2.8324116e-06,0.003798491,0.0008703101,0.00043597358,8.9951203e-07,0.010888005,0.0039541493,0.0005677535,0.0045872605,0.9065872,0.00035974555,0.0017670529,2.7405958e-05,6.886833e-05,0.00034585973,0.00028743417,7.8276484e-05,0.00035236526,0.005855533,3.5966103e-05,5.2023086e-05,7.345997e-05,0.0004187194
sub_topic_16,1.045909e-05,3.9548922e-05,0.00078495,7.514055e-06,2.6141022e-06,5.2016453e-06,1.880064e-05,2.3700552e-06,2.049474e-06,1.4256414e-05,7.909129e-06,0.0,0.7750984,2.1907252e-05,2.1006588e-05,2.0305295e-07,0.8449656,6.646629e-05,7.3706906e-06,7.1275585e-06,2.0004014e-05,2.099922e-05,2.4742181e-05,7.916596e-06,4.94316e-06,4.575661e-06,2.8024813e-05,8.837863e-06,1.864294e-05,6.757307e-06,1.9670668e-05,4.6408863e-06,2.8413313e-05,1.9299223e-05
sub_topic_17,0.9492128,5.0294977e-05,0.00018963749,0.00010708449,4.578963e-05,0.000111164416,2.6841888e-05,6.925653e-06,1.9649055e-05,0.00020388384,0.00028193317,0.00011802784,2.070154e-05,0.00036528733,5.0594714e-05,8.4993124e-05,0.00025294774,6.572613e-06,0.00013310697,1.9274556e-05,2.0808746e-05,7.265818e-05,0.0008645021,1.02078275e-05,0.00014671979,3.4472443e-05,0.00010304396,4.2155796e-05,0.00021532457,0.00014111843,3.9548006e-05,3.1985946e-05,9.517625e-05,0.0005797215
sub_topic_18,5.185226e-05,0.00014747356,6.4332315e-05,8.403253e-06,3.1997656e-06,2.1840215e-05,5.7953406e-05,2.8528905e-06,1.5432798e-07,0.22701938,5.4548485e-07,0.0,6.784686e-05,0.00010369687,0.00024792532,1.355052e-06,0.00020826347,0.0016498446,7.790691e-06,1.2514822e-05,0.0002740572,0.00012207759,0.00027031015,4.3664593e-05,1.3610433e-05,3.9656425e-06,5.3970336e-05,2.7867853e-05,5.6378172e-05,5.5659395e-05,5.9888057e-06,4.056808e-06,6.7214514e-06,1.7670303e-05
sub_topic_19,0.00016407343,3.1759915e-05,0.00013752573,0.9711952,2.6252135e-05,0.0017582696,1.4421356e-05,8.142821e-06,8.139039e-06,0.00029811123,0.0009084193,0.00013421575,3.141247e-05,0.0003389245,4.457143e-05,9.1093325e-06,0.00018251453,1.3578794e-05,0.00040056862,4.841422e-05,0.00015994417,2.7857997e-05,0.000101478814,0.0001635344,0.00011175182,2.6222013e-05,3.7177648e-05,3.2321066e-05,0.00015665202,0.00040132724,2.7620034e-05,0.00042102954,1.1193456e-05,0.0001043788
sub_topic_20,0.0017098653,0.0003340852,0.003034841,9.557012e-05,0.00018787223,0.0016719567,0.00033745202,0.0002817954,0.00017727757,0.00065262226,0.0045902617,0.010970325,0.00048195905,0.0019367628,0.0038027833,0.9821834,2.0524776e-05,3.8275e-06,0.00010738719,5.985932e-05,2.540362e-07,0.0022155575,0.00042483874,8.074825e-05,0.0017212799,0.00024991334,0.003026552,0.00028592767,0.0030251225,0.00026063135,0.0043264464,0.003336312,0.005913743,0.0024004919
sub_topic_21,1.6626163e-05,3.5712124e-05,3.9703762e-05,0.0016418061,1.1336291e-05,0.00026496212,1.6274002e-05,1.4590454e-05,3.0217452e-05,1.6001146e-05,0.0024505719,0.00012207846,0.0001576067,0.00012615952,0.00027036536,7.1576746e-05,6.948135e-05,1.2823975e-05,0.0013133488,0.0054129395,2.868384e-06,0.00011719738,0.00021627973,7.382267e-05,5.085953e-05,4.865918e-06,0.005899284,2.1394058e-06,6.487787e-05,0.00028947208,0.00033356284,0.20415571,1.0062885e-05,0.00011885349
sub_topic_22,0.00016396442,0.00010814084,0.00016421953,0.000113660426,7.747587e-05,7.1008275e-05,0.00013699343,1.7949847e-06,9.474428e-06,0.00042360227,2.1965845e-05,1.6959528e-05,0.00025546268,0.00062308554,0.0002509243,1.9951072e-05,0.0008237785,0.00013429574,0.000284291,0.0002623072,0.0020897437,9.791432e-05,0.00013052592,1.3894667e-05,2.3945644e-05,6.1664374e-05,0.000119042495,5.833074e-05,0.0005153099,0.46067047,4.0232277e-05,0.00018510464,1.220844e-05,7.3160685e-05
sub_topic_23,0.00075179193,0.00057023077,0.00028085164,0.0004557191,0.00032284806,0.0014902711,3.226585e-05,5.1417926e-05,0.0001763841,6.817505e-05,0.96543,0.0011151449,0.00024571863,0.00024055787,0.00030883524,0.00034947554,0.00017893924,9.096845e-06,0.0006752849,3.091036e-05,1.6565471e-05,0.0008817989,0.00034696926,6.157161e-05,0.00010287502,0.00014598723,0.0019771287,9.082187e-05,0.00046563946,0.00012055745,0.00025972215,0.0017943673,0.00014395107,0.000847993
sub_topic_24,9.615089e-05,0.00030817423,0.00046610078,3.90885e-05,2.3498307e-05,0.00023552775,2.0717578e-05,8.524258e-06,1.2690157e-05,1.7862147e-05,0.0005939429,6.670174e-05,0.00016963012,5.7203662e-05,0.00015199531,6.7319146e-05,7.6444194e-05,5.2473777e-05,0.00022693958,4.7502006e-05,1.5684056e-05,0.001274729,0.00034626338,1.8601864e-05,2.0441396e-06,6.986191e-06,0.9709471,1.1259814e-05,7.767758e-05,2.0381436e-05,5.0436913e-05,0.00012881469,0.00012751816,0.0007924792
sub_topic_25,0.0009209506,0.0002292358,0.00068959454,0.00023634457,0.0010658805,0.00013258398,0.00023557631,0.00030565073,0.0004327361,0.00015829751,0.00034677226,0.00027913597,0.00031921803,0.00033796031,0.00025669084,0.0003980356,0.0008437338,4.7238063e-05,0.00043587363,0.0015793095,0.00013354265,0.00021339551,0.00017190777,8.204565e-05,0.0012269731,0.9823426,0.00036242406,0.0013147522,0.00027152148,0.00052515115,0.00035878783,0.0004131426,0.00071628793,0.00023505141
sub_topic_26,8.808224e-05,4.2716052e-05,3.423708e-05,5.4748652e-05,9.133707e-06,4.0878866e-05,1.0212453e-05,7.5429584e-06,4.4458284e-07,0.7268933,2.3542421e-05,7.390824e-07,1.6072814e-05,0.0028121762,0.00012634629,0.00012756299,4.201907e-05,7.949676e-06,4.1360527e-06,1.1886726e-06,5.333988e-06,5.0465067e-05,4.815383e-05,1.8964846e-06,0.00012983716,2.4992565e-07,1.9796546e-05,0.0004665578,0.0027662623,7.902515e-05,6.7182523e-06,2.8688308e-05,4.8117035e-06,3.210343e-05
sub_topic_27,1.6233966e-05,0.9659779,1.6930897e-05,8.188287e-06,6.8480354e-06,2.228888e-05,0.00010842023,2.233881e-05,3.08434e-06,4.388648e-05,5.729221e-05,0.0,0.0012520817,4.21005e-05,0.00011240226,7.040228e-07,1.441252e-05,0.0002900101,1.8330626e-05,2.0377972e-06,3.1786924e-05,0.00024377936,5.1445593e-05,1.7743461e-05,7.3853257e-06,4.2498104e-06,0.00033365382,2.2016819e-05,2.338935e-05,2.5178188e-06,7.7614695e-06,2.9858422e-05,5.225385e-06,5.9531158e-05
sub_topic_28,1.7323731e-05,0.00020157154,2.0668864e-05,1.9437262e-05,1.0120191e-05,8.968653e-06,0.98415834,1.2070816e-05,9.826815e-06,4.69152e-05,1.2559521e-05,0.0,0.0008429229,7.624181e-05,1.4203741e-05,9.624111e-06,2.6427098e-05,0.00010095303,7.1978e-06,6.1786586e-06,1.8047955e-05,5.220261e-05,1.5940697e-05,6.564178e-05,6.498008e-06,3.542638e-06,3.1048607e-05,1.950899e-05,0.00025609066,7.734381e-06,3.1720574e-06,4.817081e-06,1.3037586e-05,2.5207084e-05
sub_topic_29,2.6247917e-05,0.0005122528,4.6270707e-05,8.470944e-06,7.894755e-06,5.8428326e-05,3.505556e-05,6.674875e-06,4.8304623e-06,2.9631976e-05,0.00013504099,1.2425749e-05,0.0001058171,3.348558e-05,0.00036496538,1.5047753e-05,5.0561473e-05,8.3488405e-05,1.6814667e-05,8.9365824e-07,1.2882343e-05,0.97288,0.000162374,3.200605e-05,9.790395e-06,1.7025072e-06,0.0006398301,6.259277e-06,3.1642496e-05,5.6320914e-06,1.6081143e-05,6.571119e-05,5.207846e-06,0.00011529294
sub_topic_30,0.0014517455,0.000971636,0.00060614274,0.0007924573,0.001422933,0.00022564082,0.000773131,0.0011338992,0.66366935,0.00017766746,0.0011810478,0.0010975687,0.00034116305,0.0017971863,0.00020336651,0.00020409194,0.0032256418,0.00015558257,0.002090506,0.00051478314,0.0004492229,0.0011526492,0.0006848792,0.0029718813,0.0005778435,0.001583742,0.002465362,0.0011901762,0.0007342625,0.00070820603,0.0007062923,0.0006013296,0.0005687407,0.0010206047
sub_topic_31,0.00013009043,6.525701e-05,0.0001908866,0.0001352399,4.1161922e-05,6.428565e-05,6.899651e-05,2.8016684e-05,1.50882615e-05,8.7182365e-05,4.5900697e-06,2.6447613e-06,0.0002535019,3.41342e-05,4.2335737e-06,7.086663e-07,0.00085775525,5.9416045e-05,0.00021413762,0.9833773,0.0015706351,2.5292673e-05,8.5770596e-05,3.2308777e-05,1.7110011e-05,0.004321561,5.4688175e-05,0.00013342644,2.5016843e-05,0.0008579565,1.766489e-05,1.7487542e-05,0.00018205616,2.0365742e-05
sub_topic_32,0.00066120055,0.0003050674,0.00026817378,0.00033066864,0.0003566849,1.8920835e-05,0.00020008173,0.0003825652,0.000119378376,0.001470648,0.0003424698,0.0005389311,1.6238477e-05,0.0038059112,0.004880293,0.0034650264,0.00029549218,2.9385381e-05,1.9516565e-05,4.962133e-05,1.466616e-05,0.0010392661,0.002931062,4.947359e-05,0.9668568,0.00063171214,6.0500915e-05,0.0005776858,0.00081856427,0.000111785674,0.0072146105,0.013795644,0.00017125694,0.00010008742
sub_topic_33,0.0033975325,0.0010745766,0.0019239656,0.0006245495,0.0041957777,0.000937196,0.0018711098,0.19495034,0.057940423,0.00038522948,0.00592936,0.0025755693,0.00043176525,0.0024681455,0.00012588027,0.0014366817,0.003052105,1.4078325e-05,0.00070462684,0.0008957971,3.940053e-05,0.00089338835,0.00014654617,0.00077293755,0.00886825,0.005318903,0.0011638126,0.008084282,0.0022618787,0.0016763698,0.00435355,0.0032545016,0.0021788997,0.0018314209
sub_topic_34,0.00022166828,8.686836e-05,0.0005453869,0.0019718942,5.4714837e-05,0.97499764,1.41175915e-05,1.1026232e-05,9.695298e-07,0.00023569204,0.0007881473,0.00013010694,0.00038288822,0.00023746931,1.5371936e-05,0.00016146089,3.741981e-05,1.7893177e-05,0.00014522535,4.2792555e-05,0.00017674528,0.00032099645,7.094766e-05,0.000116616335,9.780379e-07,1.226818e-05,0.0005438898,1.1007021e-05,0.0019143206,0.00028647462,2.2949189e-05,3.266953e-05,5.1054958e-05,0.0012411799
sub_topic_35,0.00017777496,2.793309e-05,0.000329648,0.00016356348,5.1688636e-05,0.00019059009,7.5166645e-06,5.0246344e-06,4.1904867e-05,9.667657e-06,0.0005888848,0.9765169,4.958913e-05,4.4898985e-05,3.1884258e-05,0.0004042761,1.9159379e-05,1.0359652e-06,0.001451529,1.1390927e-05,1.728779e-06,0.00010276444,5.6250447e-05,1.4390475e-06,1.6818694e-05,2.0860723e-05,0.00026707462,1.4778873e-05,4.700771e-05,8.900633e-05,0.00018070832,6.6953566e-05,7.610561e-05,0.00068941823
sub_topic_36,8.780606e-05,0.00011075046,0.0033936931,4.5770088e-05,8.297119e-05,4.600015e-05,2.5949832e-05,5.3228032e-05,0.00012714119,3.7376547e-05,0.00042398827,0.00062825956,0.00012116298,8.322223e-05,0.00068367145,0.00050158997,0.00082882034,1.7508099e-05,9.780931e-06,3.5367026e-05,3.4086922e-06,0.00023500239,0.0023868019,2.8164535e-05,0.003740363,7.568146e-05,0.000116792,7.777418e-05,4.25466e-05,7.469221e-05,0.97208863,0.0028166582,0.0001534357,0.00094948406
sub_topic_37,0.0013108548,0.00057157676,0.0010552297,0.00090220966,0.98678094,0.0018979701,0.0007257227,8.404488e-06,0.00048844685,0.00037963185,0.0017693503,0.00042095082,0.002534541,0.0006310355,0.00018681014,0.00039939102,0.0006592102,6.016514e-05,0.0008675288,0.00023409583,0.00091677747,0.00075486087,0.00025732652,0.00015981444,0.00013880037,0.0007603637,0.0012932164,0.0007885204,0.00076111656,0.0006892318,0.0002932388,0.00027542055,0.00025658318,0.0009538638
sub_topic_38,0.00025488884,0.0023915053,0.00050952367,0.00010783538,5.302107e-05,0.0001010794,0.00019695729,3.160312e-05,1.892584e-05,0.0013752825,0.0009781276,0.00017533744,0.0009318168,0.00065140374,0.9763253,0.0031631116,0.0006482131,0.0010194534,7.8685756e-05,2.7566764e-05,0.00018222856,0.0078118653,0.0035085713,0.00012319812,0.0015514811,9.398809e-05,0.0022397363,0.00019158897,0.00071404997,0.00015823562,0.001522741,0.002993049,0.00017877448,0.00018679455
sub_topic_39,0.00045581427,0.0054184874,0.000869049,0.0013963324,8.2232276e-05,0.00031731997,0.001601175,1.0856956e-05,8.935918e-06,0.0038064732,1.8537101e-05,7.652287e-06,8.178668e-05,0.0010014273,0.004893281,0.0,0.08591037,0.4169872,0.0002264028,0.00040238892,0.0833998,0.0017228876,0.003805851,0.00039618087,0.00011692134,0.00017359057,0.0010813695,0.0004911159,0.00032243572,0.00056083634,3.2680535e-05,6.5818924e-05,0.00016561977,0.0003190796
