,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29
sub_topic_32,0.00014208896,0.00017602582,0.00033998818,3.4421675e-05,0.00061799795,1.5996813e-05,0.00016385627,0.0003680547,0.00012765113,0.0009811041,0.0057111024,0.00043340054,8.094516e-05,0.0023187723,0.006821751,0.0019377508,0.00037832066,2.4348627e-05,8.816953e-05,0.0010394688,1.3918476e-05,0.00044801374,0.001518139,2.6705387e-05,0.9462048,0.0002811008,4.413556e-05,0.00041742585,0.0003963252,8.2549115e-05
sub_topic_33,0.0007206917,0.0012550785,0.0010815123,6.3520914e-05,0.0014858302,0.000517044,0.0033439242,0.18292306,0.015556545,0.00022133079,0.0011978606,0.0012064684,0.0011732173,0.0012539094,0.00012538179,0.000510683,0.0013791862,1.1936955e-05,0.00058765453,0.00062251627,1.1284312e-05,0.00093378883,0.00016444715,0.0007083096,0.0049848775,0.0013471269,0.0009421623,0.0039475868,0.0011497459,0.0005000937
sub_topic_34,0.00023342953,9.617207e-05,0.00018030548,0.0023590566,5.4627428e-05,0.8123583,5.4719426e-06,6.8989425e-06,1.3278905e-06,0.00017800248,1.5447851e-05,0.00011177693,8.877703e-06,8.264215e-05,7.1663053e-06,4.8869988e-05,0.00038596845,2.5325242e-05,6.01178e-05,0.0004523135,0.00039663317,0.00015153058,0.0001674322,5.5115317e-05,1.5415745e-06,1.9905428e-05,0.00030272457,1.2282186e-05,0.000497379,0.000106718886
sub_topic_35,5.759094e-05,1.7922948e-05,0.00033252742,0.0011241584,3.0190198e-05,0.00012887057,1.0606199e-06,3.7534833e-06,3.039407e-05,3.2355135e-06,9.143702e-05,0.9660298,0.0,1.1030768e-05,1.26234745e-05,8.538316e-05,6.5553715e-05,9.08102e-07,0.00019591085,0.0001176017,2.0897082e-06,7.2219984e-05,3.9803897e-05,0.0,4.312366e-06,2.705747e-05,0.00018122292,6.248957e-06,3.4899185e-05,4.841383e-05
sub_topic_36,3.3014596e-05,0.0008596035,6.4436994e-05,6.486571e-05,8.684466e-05,2.719629e-05,5.414321e-05,4.577125e-05,1.435446e-05,0.0006190688,0.0014516629,0.0003349751,9.662541e-06,0.0003575998,0.54326236,0.0029320314,6.0601506e-05,8.871755e-05,2.4665562e-05,0.002831258,1.1874132e-05,0.00047453647,0.0002446462,3.8870694e-05,0.0018098261,3.5283072e-05,0.0015777791,3.6071917e-05,0.0007353075,5.131864e-05
sub_topic_37,0.0004364244,0.00046736735,0.00065417413,0.0007681958,0.97346294,0.0012866119,0.00030870934,8.222189e-06,0.00023342235,0.00037934253,0.00017612128,0.00018634307,0.0008663858,0.00025422528,0.00023507155,0.00025945052,0.00031206972,7.39831e-05,0.0006832534,0.00034801167,0.0007684057,0.00046955366,0.00026975168,6.0772192e-05,0.00012745256,0.00046754282,0.0006396033,0.0004666052,0.0006467396,0.0005624995
sub_topic_38,2.0960844e-05,0.08602249,3.177464e-05,0.00020210662,4.2983862e-05,0.00016783476,1.6056192e-05,6.4807728e-06,2.7807873e-05,9.800341e-05,6.44585e-05,0.00020188051,1.7277012e-05,8.6952525e-05,0.032471567,5.961157e-06,6.747479e-05,0.00015145344,0.00020908545,0.0009534941,4.4676544e-05,5.4399643e-05,0.00035282658,1.912489e-05,1.0525323e-05,1.4902357e-05,0.0065187844,1.3060837e-05,0.00010768528,7.66965e-06
sub_topic_39,0.000108182656,0.008417655,0.0014591764,0.00072104635,0.00012698863,0.00023820279,0.0026663085,4.554867e-06,1.147149e-05,0.0025703262,3.446086e-06,1.2540454e-05,0.004715036,0.00081911386,0.00097366207,8.183496e-06,0.0015438601,0.32999152,0.0001668572,0.00044339002,0.07819266,0.0012560191,0.0024597598,9.867009e-05,0.00012376782,0.00016561947,0.0007459666,0.0005853398,0.00036768464,0.00036176198
sub_topic_40,7.6660064e-05,3.666066e-05,0.0003056076,0.00024838772,6.0871473e-05,6.00132e-05,8.109811e-06,2.565493e-06,4.382152e-05,1.086696e-05,6.1209794e-05,0.00014675291,1.668944e-05,2.065696e-05,1.158505e-05,1.3254131e-05,3.0338559e-05,1.4333784e-05,0.5653688,0.0001614042,2.7510536e-05,7.8034696e-05,0.0025202278,4.4959265e-06,2.39056e-06,1.0248006e-05,0.00071699725,1.3665138e-05,2.9184725e-05,1.8041677e-05
sub_topic_41,1.5377704e-05,0.00014694422,0.0014280025,1.1833095e-05,5.7697827e-05,9.773831e-06,9.654048e-05,4.548266e-06,2.0640513e-05,6.92626e-05,1.7686494e-05,1.9254412e-06,0.9709924,4.143117e-05,1.5781838e-05,2.9260625e-06,0.000274994,0.00018901426,2.6928159e-05,3.7761198e-05,0.0001616337,0.00010463009,7.230631e-05,9.850202e-06,2.9551844e-05,3.326123e-05,4.2598887e-05,5.599058e-05,7.864362e-05,5.2668303e-05
sub_topic_42,0.0001087619,7.4393305e-05,8.122432e-05,1.6798078e-05,7.268814e-06,9.710956e-05,1.8031096e-05,4.4819458e-07,1.6209193e-06,6.401905e-05,0.00017804326,3.375985e-05,4.4214116e-06,4.8584727e-05,0.0001198514,1.600409e-05,1.14440645e-05,0.00013760415,0.00014088294,0.00011461996,1.2821228e-05,0.00014358043,0.9560375,1.0752968e-06,9.380765e-05,2.902563e-07,0.00011810865,7.3337287e-06,2.4725758e-05,9.647109e-06
sub_topic_43,0.00052455923,0.0011236917,0.00072892435,0.0005153189,0.0009897898,0.00031197598,0.001280399,0.002089198,0.6022558,0.00021788888,0.0007322461,0.0012930606,0.0007221969,0.0017373329,0.0003116705,0.00022999346,0.0008783003,0.00010691094,0.0013010382,0.00050375983,0.00016848357,0.0008530394,0.00024444112,0.0025009029,0.00052170956,0.00091143546,0.0019238917,0.0020301542,0.0009308901,0.00052050647
sub_topic_44,0.0051177684,0.0015446655,0.011474134,0.0016877054,0.013953176,0.0030896303,0.0015580679,0.00040937503,0.008755687,0.005139126,0.0038068003,0.003879947,0.0069156797,0.0056853006,0.0017992735,0.000990534,0.033387866,9.2962735e-05,0.009536973,0.0019473605,0.000816165,0.0035194599,0.0018925223,0.00036620488,0.012224339,0.002623851,0.0022696496,0.007328211,0.00775664,0.003778803
sub_topic_45,0.00020990461,0.00011562189,0.0004622452,0.0001421025,0.00041664523,7.0547496e-05,0.00010407479,1.7408309e-05,1.0362986e-05,0.0006346248,9.356844e-06,3.287428e-05,0.000520939,7.067925e-05,4.846749e-05,3.103227e-05,0.00019966469,6.967343e-05,0.00042815716,5.7625308e-05,0.0019280596,0.00016302674,0.00012542849,2.4376548e-06,4.7928406e-05,0.0013964436,3.7382582e-05,0.00015571195,8.011636e-05,0.31813625
sub_topic_46,6.5081105e-05,0.00019919836,0.00034743547,0.0014031879,0.00039043723,8.337878e-05,0.00043755095,0.00027229145,3.1879914e-05,0.0018112473,0.0011356854,0.0017565995,7.552287e-05,0.0012505666,0.0017090156,0.0004606444,0.030443553,8.2555365e-05,0.00019640329,0.010612243,0.0002653394,0.000109612316,0.0003065425,0.00012592634,0.0065532923,5.8785812e-05,0.00010248987,0.00017285882,0.00138572,0.04421377
sub_topic_47,0.000609503,5.734259e-05,0.000863639,1.5794409e-05,0.00012793511,8.947945e-05,3.4422104e-05,0.00016647814,0.00016554601,7.247896e-05,0.76967674,0.00082385115,1.29844875e-05,7.078061e-05,0.003512611,0.003925601,0.00022190447,3.7432533e-06,2.9978592e-05,0.0015150507,1.4526074e-07,0.0005489931,0.0010997535,1.2055908e-05,0.0047800704,3.7364716e-05,0.0004663111,5.993919e-05,0.00012237541,2.8459395e-05
sub_topic_48,0.0004215493,0.0002808334,0.00040633892,0.00015384183,2.2535007e-05,0.00019254543,2.1507778e-05,1.5074971e-05,1.42925255e-05,2.0577692e-05,5.52894e-05,0.000111902984,1.8163168e-05,4.742085e-05,8.7023465e-05,8.5660744e-05,2.0795038e-05,5.0677103e-05,9.350541e-05,0.00076406664,1.3190294e-05,0.00091418915,0.000515665,1.0684988e-05,1.1802553e-06,1.0596115e-05,0.92122465,1.50570195e-05,0.0001293017,2.3952663e-05
sub_topic_49,8.6087704e-07,1.246808e-05,4.5578518e-06,7.498681e-05,2.7907681e-06,0.00022460149,2.3301775e-06,0.0,4.7422006e-07,1.1147955e-05,1.4024314e-06,2.054745e-06,1.7076544e-06,3.8123421e-06,1.5146512e-05,1.3008215e-06,0.0003743036,2.7073153e-05,1.9722438e-06,8.026008e-05,0.00031913468,2.0314645e-05,5.7905854e-06,0.6989748,1.1834103e-06,1.6251057e-05,1.4632867e-05,1.3670925e-06,7.181817e-05,1.1989904e-06
