,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33
sub_topic_43,0.00097325805,0.00074432796,0.0007069423,0.00054870575,0.0007018751,0.0002482955,0.00052217045,0.0008908942,0.26902625,0.0003948393,0.0013658488,0.00076414156,0.00043152669,0.0014250394,0.00034248564,0.0005101836,0.00031846095,7.908629e-05,0.00046304218,0.00018437169,0.00012235266,0.0009483349,0.00047768836,0.0008513443,0.001431503,0.0010352443,0.0007293655,0.0020030665,0.0010782974,0.00037972454,0.0013412702,0.00087458076,0.0007394754,0.00065790507
sub_topic_44,0.004414388,0.0035227549,0.003538507,0.0025905007,0.017624399,0.001156353,0.003922454,0.00038310708,0.021362152,0.0013405051,0.0068030674,0.0007342247,0.003074191,0.0045540743,0.0022978738,0.0001688671,0.0082898745,0.0009386591,0.0019049353,0.00087421265,0.0026154388,0.004169964,0.0036547612,0.0006635467,0.008399659,0.0012725596,0.0035771762,0.0058776205,0.003639368,0.0013896769,0.004794718,0.003005591,0.0027962532,0.0038958667
sub_topic_45,0.0026512698,0.000113294795,0.0008090409,0.00030815447,0.00011548802,0.00023776169,0.00013115496,1.1629996e-05,2.602574e-06,0.0017073781,9.74887e-06,2.972906e-05,0.00013687866,0.0002691915,0.00016755179,2.3752273e-05,0.00085561496,6.794112e-05,0.0009363588,0.0038591353,0.0012329204,0.00017521225,0.00036775394,3.494433e-05,3.384365e-05,0.00013527519,1.0510535e-05,0.00012403633,0.00012009841,0.27912396,6.812388e-05,2.1691816e-05,5.024728e-05,0.00019832677
sub_topic_46,7.399937e-05,1.25615115e-05,6.6869405e-05,0.76644874,1.27344765e-05,0.00019121857,6.4140618e-06,1.9812103e-06,3.819791e-06,0.00013304423,0.0005262512,6.0747883e-05,4.675322e-06,0.0001582727,2.2391541e-05,4.7643366e-06,3.0213958e-05,5.2646756e-06,0.0002782604,2.0249903e-05,2.8261813e-05,1.13090755e-05,6.219404e-05,4.370635e-05,6.774129e-05,1.2876885e-05,1.6366246e-05,1.27167095e-05,8.893979e-05,0.0001929146,1.4343884e-05,0.00023736154,4.568999e-06,3.277933e-05
sub_topic_47,7.513944e-05,5.975819e-06,0.0004833641,1.6928385e-05,7.972561e-06,4.7095127e-06,1.1146623e-05,1.2510844e-06,5.1850607e-06,6.73944e-06,7.972632e-05,4.1417316e-05,1.2204689e-05,1.873429e-05,1.609135e-05,9.932634e-05,0.00012373726,2.3546347e-06,2.7362346e-06,3.9744914e-06,7.0100634e-07,1.3018614e-05,4.9927512e-05,0.0,5.9974172e-05,1.34374595e-05,5.522535e-05,7.27511e-06,3.4002325e-05,5.6855883e-06,0.00025040496,2.2819315e-05,0.5536353,3.888582e-05
sub_topic_48,6.853333e-05,0.00036394835,0.00012577587,2.4409312e-05,1.5683327e-05,0.00010292015,1.0739537e-05,5.238046e-06,6.5196955e-06,1.574724e-05,0.00051157805,4.4788674e-05,2.4581856e-05,4.127585e-05,0.0001331832,4.937574e-05,3.2614615e-05,1.4930945e-05,0.00022827534,3.5087152e-05,6.3346783e-06,0.0015699314,0.00019400415,6.9078046e-06,7.1278623e-07,4.971768e-06,0.66781807,2.4277276e-06,7.135113e-05,1.7547782e-05,2.3707558e-05,0.00015699932,7.381185e-05,0.0003762673
sub_topic_49,2.898844e-06,1.0638336e-05,3.4428265e-06,0.00020274225,8.5435624e-07,0.00015314095,3.025508e-05,0.0,0.0,1.2021084e-05,9.386353e-06,0.0,5.932558e-06,5.842651e-06,3.4890203e-05,8.177176e-08,1.9525472e-05,2.1691276e-05,1.5678467e-06,5.403175e-06,0.0001030114,3.870823e-05,5.5509645e-06,0.7620689,1.2539606e-06,8.065826e-06,1.0913628e-05,9.072219e-07,3.035532e-05,2.7606652e-06,1.8657189e-06,8.291601e-06,0.0,3.0876256e-06
sub_topic_50,2.2103932e-05,6.9321845e-07,6.530428e-06,1.7379345e-05,1.1726664e-05,4.8227016e-06,0.0,0.0,1.5774318e-05,2.303871e-08,3.269375e-05,0.50212604,0.0,3.4888167e-06,0.0,3.0596796e-06,4.659866e-06,0.0,0.0014595183,7.7762337e-07,5.928782e-07,1.7745936e-06,6.290087e-06,0.0,2.509756e-06,6.4585715e-06,1.2807385e-05,1.2510909e-06,4.9347686e-06,1.5423388e-05,9.679455e-07,5.6267e-06,7.380241e-06,1.6605469e-05
sub_topic_51,0.00031173235,0.00010454789,0.00077033247,3.4028973e-05,5.485225e-05,0.00021336942,0.00016339448,9.322362e-05,2.8808518e-05,0.00033027786,0.001922095,0.0033591664,9.252086e-06,0.00087465096,0.004558252,0.7358026,3.7627008e-06,1.3177797e-06,3.3505374e-05,1.4442265e-05,0.0,0.0013272762,0.00031462658,5.4848962e-05,0.0016557755,6.6525936e-05,0.0008905998,5.903125e-05,0.0011896844,7.814181e-05,0.0032461141,0.004197715,0.0016747146,0.00052680436
sub_topic_52,2.9706875e-06,3.102244e-05,1.7468026e-05,1.2638609e-05,9.488382e-07,0.00016846415,2.7748672e-06,7.744848e-07,1.3253301e-06,2.7037752e-06,3.1472868e-05,1.4450333e-06,2.057928e-05,3.8055298e-06,5.045737e-05,0.0,7.26567e-06,0.0005096515,4.7861064e-05,2.0142428e-05,3.293591e-05,0.00014628754,0.00021686,2.0046224e-05,0.0,5.301991e-07,0.20675465,2.0225383e-05,4.3813284e-06,2.530078e-06,2.269293e-05,2.6251611e-05,8.7505825e-09,0.00016975895
sub_topic_53,1.1801936e-05,1.551351e-05,1.4011375e-05,0.13580553,3.0865249e-06,0.060241487,8.5673827e-07,1.1629522e-05,0.0,3.8975977e-05,0.00015602144,5.192614e-05,5.2619375e-06,1.5810738e-05,1.2947423e-05,1.5828589e-07,6.5914446e-06,3.4493674e-05,0.00012437128,8.490266e-05,0.0010173047,8.283388e-06,1.451296e-05,0.00034857373,4.1306607e-06,2.727173e-05,2.8294022e-05,2.5158233e-06,1.34263055e-05,7.327227e-06,1.9469564e-06,0.00013733323,0.0,4.111104e-05
sub_topic_54,0.012659383,0.0005783869,0.0071157427,0.0043799076,0.005584069,0.001391584,0.00043392388,0.0029569296,0.011282531,0.00210027,0.016641269,0.0036139742,0.000399808,0.0027029654,0.00023523864,0.0022735696,0.0015963977,5.902765e-06,0.000605068,0.0007259806,8.3224375e-05,0.00065625086,0.00027585065,0.00032716457,0.024484335,0.008466108,0.00061293965,0.00976611,0.0051594526,0.0031352157,0.0039722174,0.0070565273,0.0033696606,0.0026254982
sub_topic_55,5.571818e-05,5.6172457e-06,0.8457906,2.5443152e-05,1.7819881e-06,2.8369737e-05,9.546874e-07,6.7385463e-07,3.3658358e-07,1.4027528e-05,2.7007516e-05,2.885484e-05,1.0461667e-05,1.1433508e-05,8.282762e-06,5.8478126e-06,0.004217262,6.3697456e-07,6.871513e-06,2.1519195e-06,2.1977833e-06,1.8635359e-05,3.8629692e-05,0.0,1.526518e-05,4.2579636e-06,1.7958402e-05,9.879574e-07,2.033563e-05,2.1053502e-05,0.0004397753,5.146914e-06,6.0129616e-05,0.00016162697
sub_topic_56,0.00060280866,0.00023397322,0.00045641788,0.0005720915,0.7218952,0.0011595949,0.0002727716,2.0275245e-06,9.1739894e-05,0.0002680369,0.00032748538,9.6043914e-05,0.00036184915,0.00014848688,0.00010326047,9.149798e-05,0.00021973888,3.0261781e-05,0.0003023702,9.408562e-05,0.00037192443,0.0003082479,0.0001252881,3.0845582e-05,6.1325416e-05,0.000120469005,0.00048899424,0.00024107362,0.0002551194,0.00026729447,0.00014904012,0.00015532404,8.3426916e-05,0.00035250373
sub_topic_57,0.0014133423,0.00062912615,0.00046095508,0.00046657934,0.0013145941,0.00019327691,0.0008250199,0.0014378248,0.63910514,9.585607e-05,0.0011867214,0.00072760385,0.00019400078,0.0011731437,0.000110566456,0.00019019381,0.0011456298,7.8014185e-05,0.0015054101,0.00029443894,0.00023240622,0.00075419823,0.0002632853,0.001175577,0.00025363328,0.0014634031,0.0016936156,0.0009553514,0.00048886955,0.0005797627,0.00039933622,0.00027563534,0.00044275672,0.0007014221
sub_topic_58,1.5417878e-05,0.00027361306,1.88139e-05,5.669055e-06,1.4832766e-06,3.0569125e-05,6.972268e-05,0.016120816,0.00012801347,1.2745153e-05,1.2918356e-06,9.101187e-06,4.1331587e-05,7.718009e-05,3.287108e-06,4.3843391e-07,2.7597518e-05,0.00013239782,1.5254121e-05,1.4027205e-05,1.947493e-06,0.00030113282,5.8327063e-05,0.16501501,6.118561e-05,1.3009414e-05,1.3509637e-05,9.7170196e-05,4.148361e-05,6.3680714e-06,3.6738867e-05,4.11196e-05,5.5219756e-05,6.0174325e-06
sub_topic_59,0.00042301594,0.00018692031,0.00014712312,0.00017114285,0.00018094212,9.282577e-06,0.00012561285,0.00019011628,3.543109e-05,0.0010097006,0.000157848,0.0002561341,1.1040039e-05,0.0025502595,0.003897368,0.002283647,5.15293e-05,1.810434e-05,8.461421e-06,2.622214e-05,6.6271946e-06,0.00073390023,0.002611151,2.2733595e-05,0.9273062,0.00039318114,3.0295796e-05,0.00033152677,0.0004851366,5.994639e-05,0.0058920956,0.009134395,9.028319e-05,4.9292008e-05
