,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38
sub_topic_10,8.8606685e-05,6.2573796e-05,0.00019694252,7.2930634e-05,7.904646e-05,0.00010693239,6.3092644e-05,6.225814e-05,1.3742128e-05,6.055242e-05,1.680087e-05,2.525663e-06,0.0001074572,1.3048223e-05,4.495457e-06,1.4409693e-06,0.00019182672,6.640353e-05,5.0055347e-05,0.97624916,0.0003232147,2.1416317e-05,6.931439e-05,2.991199e-05,1.3598911e-05,0.0020503679,5.6251574e-05,0.001796019,3.077292e-05,0.00017473173,9.95823e-06,1.1833086e-05,0.00022915329,1.6386342e-05,1.301971e-06,9.7672695e-05,7.550769e-05,8.4156854e-05,0.00021154234
sub_topic_11,5.485126e-05,3.910606e-05,7.533488e-05,6.368836e-05,2.2600725e-05,0.00017512069,6.541194e-05,6.903833e-06,9.076752e-06,0.00029524526,5.731128e-05,1.2435248e-05,4.679762e-05,0.00014722449,7.6218166e-05,6.1137274e-05,8.238575e-05,2.2714476e-05,4.983924e-05,1.0023516e-05,0.00055808364,4.5448378e-05,4.4537428e-05,2.9523596e-06,3.2123062e-05,1.7735521e-05,8.769146e-05,8.026817e-05,0.00042634716,0.15752853,1.2642668e-05,0.00013948386,9.60141e-06,3.2869186e-05,7.401809e-05,0.05228046,0.0007473027,0.00011557989,6.092564e-05
sub_topic_12,4.9924626e-07,6.0069182e-05,0.00042432034,0.9822815,0.0,3.120059e-05,9.2183893e-07,0.0,1.070982e-06,3.246739e-07,3.2986538e-06,0.00010559717,2.3065227e-06,1.029337e-06,1.6467477e-06,0.0,1.4211013e-05,1.5242285e-05,6.277128e-05,5.55119e-06,1.5579924e-05,0.00012990188,1.4851153e-05,0.0,0.0,2.1337842e-06,2.0072397e-05,1.969366e-05,2.1547933e-06,0.0,0.0,7.048789e-06,0.0,2.2844828e-05,3.21434e-07,2.1854032e-05,2.115859e-06,0.00015748007,0.00013878918
sub_topic_13,0.00020598697,6.746965e-05,0.012644358,1.0049624e-05,0.0016121082,3.6861602e-05,2.1609876e-05,4.516269e-05,0.0001881363,8.6849264e-05,0.00075565215,0.0005261035,3.80154e-05,0.00014923784,0.00032832462,0.00040138868,0.00051964755,2.9517787e-06,6.413622e-06,2.3582003e-05,0.0,0.00014568544,0.00041817856,2.253406e-05,0.008449227,5.03253e-05,9.9567325e-05,0.00010649406,7.183347e-05,3.0063884e-06,0.18421856,0.0020971827,0.0011832045,0.00018191627,9.131291e-05,0.00034910807,0.00010333417,0.00014300268,3.4841974e-05
sub_topic_14,6.553229e-06,0.00024764633,5.182125e-05,1.5502123e-05,2.3546208e-05,4.6345183e-05,0.0001418285,0.000233784,8.68186e-05,7.990944e-06,1.6742133e-05,1.4770415e-05,0.0002398118,0.00013171673,2.4951478e-05,7.4401037e-06,4.450489e-05,0.00037029994,6.683371e-06,0.00016704276,4.020756e-05,0.00013340644,5.2061634e-05,0.73544,3.2349035e-05,6.487152e-05,2.1773494e-05,0.7276468,1.5424741e-05,7.244945e-06,4.0263018e-05,2.2583843e-05,9.742238e-05,1.314757e-05,8.763625e-06,0.000115793744,4.5715027e-05,0.00041672034,2.0610925e-05
sub_topic_15,0.0011605965,0.0003044378,0.001237175,0.00043473428,0.0023231246,0.0006226469,6.333345e-05,7.628325e-06,4.92199e-07,0.0031104772,0.00071170216,3.7773016e-06,0.00061016064,0.00025543015,0.03638731,4.1263203e-05,0.0011482524,0.0023513597,0.00013121008,9.335669e-05,0.05327656,0.0015663635,0.0010468933,0.0,2.9092816e-05,4.6986042e-05,0.0005691273,0.00032476304,0.00049169327,0.0025008423,0.000119507735,1.711032e-05,5.535373e-05,2.821555e-05,1.2748844e-05,0.0011637822,0.0019321907,0.00040716064,0.00010028824
sub_topic_16,1.1466998e-06,0.00014538804,1.8915218e-05,2.0666284e-06,1.2331735e-07,2.0159918e-05,6.0411974e-05,6.159706e-06,8.8639064e-07,1.2877041e-05,8.9255145e-06,0.0,0.9783795,1.225515e-05,1.6672406e-05,6.643276e-07,3.859496e-05,0.0015944784,1.9328284e-06,5.6869712e-06,1.2845105e-05,3.1953306e-05,1.1474188e-05,7.572493e-06,4.6532665e-07,2.5216985e-07,4.3210417e-05,0.00011669184,1.5745336e-05,1.2344892e-06,6.114416e-06,9.019021e-06,2.9769071e-06,1.3087502e-05,4.2037038e-07,5.072448e-06,2.3227954e-05,3.5406738e-05,1.481416e-05
sub_topic_17,0.7217482,9.664078e-06,3.0376003e-05,4.3106666e-06,5.1108777e-06,2.4496343e-05,4.271769e-06,1.1181324e-06,2.8288766e-06,3.8385126e-05,0.0005706641,4.316375e-06,2.7745403e-07,2.989877e-05,8.346074e-06,1.6716348e-06,2.2839822e-05,1.3593914e-06,0.0001809227,3.877321e-06,3.304434e-06,9.799705e-06,3.253491e-05,0.0,1.9585683e-05,3.829322e-06,2.1777554e-05,1.08149e-05,2.124699e-05,2.3400766e-05,2.1851365e-06,6.57963e-06,8.749479e-06,7.747102e-05,9.479889e-06,2.6920326e-05,0.00012319478,4.6059627e-05,1.5816173e-05
sub_topic_18,2.2833698e-05,0.00015332471,4.0616356e-05,3.7741753e-05,1.2205446e-06,0.00015410263,4.7010366e-05,3.4576837e-07,0.0,0.1545487,4.4276865e-05,0.0,2.2199025e-05,3.908961e-05,0.0001278732,1.7988073e-06,8.6618835e-05,0.00296299,0.0,3.955927e-06,0.00039399127,0.00014626386,0.00029803545,0.00011911679,1.42984245e-05,3.92613e-07,3.897559e-05,8.14814e-05,4.22076e-05,7.642651e-06,2.3672565e-06,4.244452e-06,5.3206813e-06,1.1480429e-05,0.0,1.0236992e-05,3.727644e-05,0.00010069796,1.5272219e-05
sub_topic_19,9.327673e-06,3.311993e-05,1.7864792e-05,5.373146e-05,3.5753258e-06,0.96593547,2.1324724e-05,1.1798845e-06,0.0,6.686921e-05,1.5071334e-05,1.7535729e-06,1.25186625e-05,1.951574e-05,3.4767178e-05,1.0028162e-06,3.7674974e-05,6.2033214e-05,3.9509086e-06,6.0850605e-05,5.708654e-05,3.786971e-05,2.737136e-05,0.0,1.4847773e-05,1.1586933e-05,2.2201937e-05,1.3047069e-05,6.36813e-05,7.2995244e-06,2.7538363e-06,5.830423e-05,0.0,1.8120676e-05,1.2576053e-05,0.00012285431,5.8898866e-05,2.0628098e-05,0.00279368
sub_topic_20,0.23502024,7.465934e-05,0.0002581619,5.18939e-06,3.5594443e-05,5.924216e-05,5.810228e-05,2.5728112e-05,6.829404e-05,0.00026366682,0.0007814571,0.00021552709,2.1817845e-05,0.0006092054,0.00016993105,0.0010669937,2.8329841e-05,4.360407e-06,0.00025534077,2.4467827e-05,1.6667741e-06,0.00010035299,0.00022730761,2.1418116e-05,0.00054092164,7.1696944e-05,0.00032025803,0.00023991443,0.00030505273,3.41318e-05,0.00013884692,5.7968624e-05,0.00035881504,0.0002251563,0.0007078113,5.3620013e-05,0.00018600657,0.00035817825,5.42772e-05
sub_topic_21,2.4060491e-05,1.4805182e-05,5.665026e-05,0.00016603801,3.376088e-05,0.00051954674,1.5261458e-05,1.1094467e-05,1.4789041e-05,7.7900964e-05,4.0686245e-05,8.103549e-05,7.5142693e-06,0.00021415578,3.9216244e-05,2.9505396e-05,3.0733194e-05,3.4966115e-06,6.387661e-05,8.648219e-05,9.0727135e-06,2.0822561e-05,7.6894095e-05,0.00012283552,8.675906e-05,9.157305e-06,0.00026574315,9.954161e-06,9.4622366e-05,7.5385906e-05,4.367928e-05,0.006441007,4.741327e-06,2.9672927e-05,7.1501774e-05,0.52013737,0.00014982445,7.2159714e-06,0.0008572627
sub_topic_22,0.00013151196,0.00016635294,0.00011486415,4.7603477e-05,2.374668e-06,0.00018472964,4.28848e-05,5.738798e-07,1.3372168e-06,8.624142e-05,0.00025679922,1.2626011e-05,4.985651e-05,6.361569e-05,4.7731588e-05,7.543204e-06,4.3614666e-05,0.00022395617,1.4840784e-05,4.2939187e-06,8.4265135e-05,0.00013900588,0.0013007403,0.0,1.2381473e-05,0.0,4.952223e-05,0.0005507681,4.6278547e-05,3.8495233e-05,2.6095242e-05,1.007806e-05,1.2515366e-05,0.00018968583,3.7989237e-05,5.9790967e-05,0.00029093318,0.9612697,0.00010578726
sub_topic_23,0.00085794146,0.0036656377,0.0009792686,0.0001080152,0.00015496067,0.0016757787,0.004396443,0.0014976462,0.00020968977,0.0049766246,0.0015228612,0.00014922599,0.009333077,0.01839734,0.0052576717,0.0029755489,0.0006493193,0.005609195,0.0016304968,0.0002756362,1.9213398e-05,0.011728811,0.0016856181,0.0005072879,0.0006485155,0.00046251714,0.0059843273,0.0044358685,0.007384884,3.1071144e-05,0.0002809236,0.0018953495,0.0014109885,0.0004439351,0.0010949566,0.002194312,0.004799249,0.003812004,0.0021628991
sub_topic_24,3.0002528e-05,1.22108095e-05,9.6264e-06,2.0448012e-06,9.948204e-06,2.027555e-05,2.3875882e-05,1.9093154e-06,4.1973067e-06,0.00066984544,1.9221528e-05,5.0940116e-07,4.736851e-06,0.9512852,3.312291e-05,0.0007096211,1.4393468e-05,4.569363e-06,3.7597295e-06,0.0,1.1483797e-06,2.501068e-05,6.831785e-05,2.0966158e-07,0.00032069237,6.4522155e-06,2.1880958e-05,1.9023759e-05,0.000463639,6.030974e-06,3.9323336e-06,1.6185864e-05,1.0521469e-06,1.2498436e-05,1.3529315e-05,3.1996096e-05,0.00032124322,3.7062346e-05,1.4733096e-05
sub_topic_25,0.00064810994,0.00019567332,0.00040854258,0.00018799794,0.0006883662,0.00017921539,0.00022272891,0.000121051205,0.00041873133,0.000112590904,0.00010599862,0.0003168867,0.00012687789,0.00042814022,0.00026316938,0.00041318632,0.000193221,2.5655047e-05,0.00072643545,0.0024087452,3.3369142e-05,0.00021547756,0.00021855452,7.4624136e-06,0.00068189244,0.9766788,0.00043390866,0.007953421,0.00022488994,0.00049416366,0.00023606932,0.00055471977,0.0003365265,0.00024156508,0.00022139214,0.00021877841,0.0001883769,0.00017295057,0.00026572405
sub_topic_26,1.733965e-05,2.3574758e-05,1.0404874e-05,1.0176171e-06,1.7791941e-05,2.6072401e-05,3.4987872e-06,3.050546e-06,0.0,0.8081418,2.180335e-05,0.0,1.8452606e-06,0.00080335577,4.6611676e-05,0.00012169238,7.638134e-06,7.543584e-06,0.0,0.0,2.3543987e-06,2.9365887e-05,1.6136244e-05,0.0,0.00010079224,0.0,1.2727931e-05,0.00026314997,0.0013282467,1.6222835e-05,1.3772747e-06,1.0358088e-05,0.0,4.5111024e-06,8.189071e-06,3.654113e-05,0.0001610058,2.5970056e-05,1.2150241e-05
sub_topic_27,5.284191e-06,0.95351446,7.758816e-06,7.319994e-06,6.256066e-06,3.1951302e-05,5.531206e-05,7.525888e-06,5.1049835e-07,2.1118638e-05,2.253899e-05,0.0,8.011432e-05,1.1236697e-05,3.273917e-05,0.0,5.6803624e-06,0.00030048197,6.6602465e-06,1.4382973e-06,9.0299645e-06,9.228268e-05,2.293703e-05,7.601284e-05,1.972916e-06,1.98474e-06,0.00030367877,2.198153e-05,1.5183333e-05,0.0,7.1718915e-07,4.2216423e-05,1.6179008e-07,2.911292e-05,1.6560631e-06,1.1830944e-06,2.5910185e-05,3.4907956e-05,1.9096502e-05
sub_topic_28,8.792789e-06,0.00016283296,1.3167929e-05,2.9795456e-06,4.827716e-06,5.5590917e-05,0.9783558,5.016156e-06,8.326174e-06,2.8192631e-05,4.4595763e-06,0.0,0.000102034086,4.0842227e-05,4.8488314e-06,2.3420833e-05,1.7946988e-05,0.00011075767,3.3571619e-06,5.34376e-06,8.403651e-06,4.0330797e-05,2.0476167e-05,1.985318e-05,1.5768886e-06,1.6637239e-06,1.951559e-05,3.399073e-05,0.0001964502,1.3883548e-06,7.809959e-07,2.4576184e-06,7.2867774e-06,9.096394e-06,4.6826597e-07,8.3150035e-06,2.6618745e-05,3.2917316e-05,1.3687496e-05
sub_topic_29,8.7953285e-06,0.00022259333,3.426042e-05,2.0229085e-05,1.6780556e-06,8.042213e-05,2.2324051e-05,1.9408037e-06,7.0901973e-07,2.1122933e-05,7.788551e-05,1.2682041e-06,1.8764904e-05,1.4798017e-05,0.00012915905,7.449589e-06,2.6865537e-05,8.4596744e-05,4.6907e-06,0.0,4.349853e-06,0.96118516,9.7934906e-05,2.9857097e-06,6.381197e-06,0.0,0.00037842372,9.278887e-06,1.7028102e-05,6.7454897e-07,5.6361696e-06,4.843456e-05,1.7687347e-06,5.387904e-05,1.0291333e-05,5.228852e-06,5.4325515e-06,6.648446e-05,2.683532e-05
sub_topic_30,0.0032101648,0.00015455097,0.00016861364,0.003306779,2.3850285e-05,0.0001262394,7.7324665e-05,1.6020838e-05,0.0024021983,1.539401e-05,6.6654546e-05,0.0016811112,2.9575243e-05,0.00017095784,3.6427136e-05,3.547729e-05,0.00080213347,1.1295478e-05,0.9848782,0.00037378402,7.264206e-05,0.00027772464,0.0004939069,1.05634335e-05,1.1863152e-05,0.0014607287,0.0026875993,0.0002034827,0.00021050016,0.00012312623,2.6850437e-05,0.00071142346,0.00036606562,0.0012890697,0.0002170714,0.0014062085,0.00015587285,0.00014158936,0.0014368143
sub_topic_31,0.00020246784,0.0006030939,0.00020671541,0.0017450787,0.00013610873,0.0005508409,0.0007824315,0.0,7.6224583e-06,0.0007132352,4.8312286e-05,0.0,0.0014818704,5.610202e-05,9.986349e-06,1.6274346e-06,0.0022776115,4.143434e-05,0.00032592166,0.012758706,0.4888017,5.0148043e-05,0.0004827506,0.0,2.47626e-05,0.0001852377,7.72116e-05,0.000110534296,0.00015925647,0.009274443,6.67658e-06,3.166463e-05,2.884713e-05,0.00017055163,1.0148985e-06,0.0003824011,0.0038455038,0.0004307662,0.00031967717
sub_topic_32,2.6186142e-05,0.000205215,2.9376175e-05,4.1238258e-05,0.00028273556,0.00018335725,1.2907741e-05,7.058265e-05,2.875924e-05,5.24015e-05,0.0005321242,6.151329e-05,1.8062401e-05,9.2672395e-05,0.00069155433,0.00033082394,1.7965858e-05,5.4491284e-06,4.90482e-05,1.864628e-05,1.1169919e-06,0.0003274209,0.00020395774,1.1447402e-05,0.0013067246,3.0319094e-05,0.0014207184,2.0330795e-05,7.498079e-05,6.484468e-06,0.00034957388,0.943568,1.2096461e-05,0.00012507608,0.00018347678,0.0011469257,1.6388742e-05,1.281485e-05,0.00010173353
sub_topic_33,0.0008411816,0.00035363334,0.0005412332,7.5198805e-05,0.008809823,0.00021195601,0.0003934866,0.37302837,0.0052291187,0.00015984075,0.00021072774,0.0005240266,0.00014294108,0.0014402142,7.703694e-05,0.00025289485,0.00034964195,6.755948e-06,0.00068615907,0.00050008495,2.5880531e-06,0.00024392425,0.00022388429,0.0013557717,0.0008368653,0.0015472801,0.00043976572,0.004323748,0.00065663457,0.0002578927,0.0011410379,0.0012295387,0.00071337377,0.00060641364,0.00040833862,0.000838954,0.00014658466,0.0002113808,0.0004023974
sub_topic_34,0.00040362286,6.29688e-05,0.0006266432,9.472363e-05,2.9425984e-05,0.0006067697,2.8732351e-05,4.5691177e-05,5.4966586e-06,0.0002119109,0.0007012288,0.00033982348,1.3994629e-05,0.00025849475,5.769006e-05,0.0008807609,1.3597428e-05,1.8100167e-06,0.00018171441,1.5964204e-05,0.0,0.00024097048,6.212867e-05,1.0291479e-06,2.203969e-05,1.3017188e-05,0.0004531633,8.2716855e-05,0.0029232635,0.00060613407,0.00018315822,0.00016482582,0.00020902883,0.0017080702,0.5826838,0.000722074,7.4231524e-05,0.0012140545,0.0034320706
sub_topic_35,0.00027256753,6.0969644e-05,0.09809288,0.00011520493,6.4071464e-06,7.154074e-05,3.0982435e-05,1.584289e-05,0.00015394278,2.617529e-05,0.0002223776,0.018533282,1.8602432e-05,0.00023581009,0.00046866722,0.003386226,4.484827e-06,9.788201e-07,7.092559e-05,1.056622e-05,5.469505e-06,0.00032278584,0.0001473718,1.3869311e-06,4.1076066e-05,0.00018361727,0.0013721816,0.00013386643,0.00015239842,9.2192306e-05,0.00067753566,0.0001046528,0.00036373027,0.0018606648,0.005192489,4.8604248e-05,3.1245774e-05,0.00021308573,0.00018898906
sub_topic_36,1.3389073e-05,3.0883453e-05,0.0007044353,6.149399e-06,0.0011016855,1.705095e-05,8.426299e-06,5.81764e-06,1.181696e-05,7.1401723e-06,0.0068261777,0.0011011775,1.34068105e-05,3.7473608e-06,0.000521777,0.002554574,3.2390708e-05,9.111302e-06,0.0,7.873624e-06,0.0,0.00028821206,0.0020474705,0.0,0.0048899055,4.090118e-05,0.00026414584,2.6310343e-05,4.1532153e-06,1.0422365e-06,0.3391294,0.0036590174,0.00013066975,0.000792522,0.000298544,1.4289613e-05,0.0,0.00050813187,2.668947e-06
sub_topic_37,0.0002533753,0.00046431783,0.00047900452,0.00016012765,2.3151266e-05,0.00030480363,0.00013234402,5.047586e-07,0.00026299,0.00023191841,6.532886e-05,0.000119202174,0.00020182929,0.00012628284,0.00011489361,5.288884e-05,0.00019949258,2.064228e-05,0.00055260625,4.7839083e-05,6.0802846e-05,0.0002329599,0.00014871272,0.0,5.428698e-06,0.00017841235,0.0009298837,0.0007111327,0.0009718212,0.00030109356,7.177993e-05,0.00043300062,8.4236126e-05,0.0004150177,0.000147046,8.861082e-05,0.00037069622,0.00034178566,0.24103785
sub_topic_38,7.067827e-05,0.016893942,4.735972e-05,9.725546e-05,4.994546e-05,0.00024434304,2.9829367e-05,4.705453e-06,3.3627923e-05,0.00019743631,0.0010987832,1.1049593e-05,6.177497e-05,0.00012377242,0.28682974,8.5482774e-05,6.472009e-05,0.00043406253,6.5723114e-05,3.6325157e-06,3.1068277e-05,0.0007929491,0.00028314613,8.2738154e-07,0.00013326805,4.404725e-05,0.0039060095,0.0001253794,0.00020180784,8.041004e-06,4.521785e-05,0.0026853133,1.7186556e-05,0.0001756771,0.00013657566,5.7307097e-05,0.00013312594,5.3687327e-05,5.2434436e-05
sub_topic_39,0.00030711642,0.0035891752,0.0006197497,0.0021953848,4.6882833e-06,0.0034885413,0.0011827424,1.2708459e-06,2.5924885e-06,0.0016220082,0.0003125863,1.729775e-06,0.001179604,0.00030733956,0.0010739602,1.935807e-06,0.004802635,0.07542829,3.3241522e-05,0.00039600433,0.44395056,0.001591315,0.0014252133,0.0,3.1341548e-05,1.2295582e-05,0.00017300596,0.001179764,0.00027388235,0.00065027794,1.1050353e-05,1.9798708e-05,6.3084706e-05,0.00016258917,0.0,0.00056370185,0.00516574,0.0033257012,0.00068786216
sub_topic_40,3.835688e-05,3.6758036e-05,0.0001822206,9.808443e-05,2.6535365e-06,5.0705938e-05,6.3762377e-06,6.641996e-07,3.5382943e-06,9.740156e-06,0.0002441513,3.0203548e-05,2.3280332e-05,1.3471756e-05,1.9471503e-05,4.5462384e-06,2.6144355e-05,1.604284e-05,5.715252e-05,1.0028657e-06,5.911e-06,8.702344e-05,0.0009022623,0.0,6.8650115e-06,2.1167027e-06,0.00043380377,2.441518e-05,9.4873e-06,4.3478963e-06,0.00011365733,5.5270364e-05,1.8302172e-06,0.9266742,2.6832773e-05,2.0817075e-05,1.3086183e-05,7.178115e-05,5.060498e-05
sub_topic_41,1.4824009e-05,3.0900897e-05,0.0026486772,2.1803859e-05,5.4611824e-06,5.0564093e-05,1.1988434e-05,1.3615767e-08,8.4162497e-07,2.7507178e-05,2.1006812e-05,0.0,7.195152e-05,1.3509474e-05,1.5772473e-05,0.0,0.96195894,7.0231465e-05,3.5643905e-06,8.788703e-06,4.1960648e-05,3.1579515e-05,4.8100996e-05,0.0,6.2292397e-06,2.208204e-06,1.4309688e-05,1.1213227e-05,2.6676455e-05,3.19285e-06,1.195168e-05,5.202199e-06,5.5535987e-05,1.4038978e-05,3.9753223e-07,1.1860994e-05,2.8798508e-05,3.036393e-05,7.3843803e-06
sub_topic_42,0.0008783119,0.00014136464,2.6106594e-05,7.693573e-06,1.8103834e-05,1.2010403e-05,1.0854385e-05,1.4921052e-06,8.6314984e-08,0.00010045724,0.9688906,4.471813e-05,1.6343295e-06,3.383954e-05,0.00018627815,3.4279223e-05,7.4912023e-06,1.3641266e-05,3.110865e-05,0.0,1.0071026e-06,0.00022901513,0.0019907267,0.0,0.0006443262,0.0,6.6971355e-05,3.3759854e-06,2.5556783e-05,2.9793139e-06,0.00018833297,0.00025255096,3.1987556e-06,0.0010388567,3.375422e-05,3.3405122e-05,2.8052153e-05,0.00019997841,2.3248224e-06
sub_topic_43,0.0013320507,0.00085831305,0.0008453514,0.0002914149,0.0009139361,0.0004742718,0.000645593,0.00089987577,0.37556165,0.0003872197,0.00034676297,0.0012054999,0.00035838402,0.0016556783,0.00048273907,0.0006276692,0.00052078697,5.269194e-05,0.0016749699,0.00040197896,0.00014026545,0.0007535987,0.000576138,0.0018751001,0.0012723232,0.002145946,0.0013497832,0.0035426624,0.0009969132,0.00042336516,0.0013392421,0.0015453605,0.00075417134,0.0009136143,0.00048439667,0.0008796154,0.00060659903,0.0007087562,0.00086369825
