,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29
sub_topic_10,4.5155783e-05,3.6972528e-05,2.5951571e-05,2.0293392e-05,3.213302e-05,3.456843e-05,6.804464e-05,4.029929e-06,7.0360948e-06,0.0010152357,8.6716545e-06,1.1697872e-05,2.3580902e-05,0.97460276,7.8223784e-05,0.0010337641,7.202608e-05,2.6904754e-05,2.751265e-05,4.5642642e-05,1.1105209e-05,3.4078064e-05,0.00014386875,4.4615363e-06,0.00016872278,4.442916e-06,2.6332933e-05,2.9502027e-05,0.0005244397,4.6398338e-05
sub_topic_11,0.00032684807,9.832323e-05,0.0008733221,0.000490851,0.00022500039,0.00039497452,0.00015721917,2.223036e-05,6.493522e-06,0.0013737082,2.706466e-05,0.00015619025,0.00028792064,0.00023933766,0.000110488945,7.294795e-05,0.0014104047,5.799337e-05,0.0009111679,0.000664005,0.0009074346,0.00017731864,0.0002513679,1.2236809e-05,0.000124956,0.00031297078,4.887374e-05,7.9429476e-05,0.00032057628,0.5452629
sub_topic_12,1.0162085e-05,7.888628e-05,0.00013120877,0.9822015,2.9721408e-05,0.0005591458,2.6662776e-06,3.5791746e-07,1.573934e-05,4.221805e-06,8.779032e-06,0.0013572874,1.8809847e-06,2.1567925e-05,3.855036e-06,2.8451373e-06,0.000633439,5.2688147e-06,8.693815e-05,0.0006011249,0.00011878348,9.1415124e-05,3.0260418e-05,9.648521e-06,1.9939469e-06,3.96615e-05,0.00013694962,1.4616752e-06,1.6316953e-05,2.7729147e-05
sub_topic_13,2.8795705e-06,4.7023444e-05,1.2081238e-05,6.578156e-05,3.595399e-06,0.00015614576,1.6741618e-05,3.1197735e-05,9.735067e-06,1.2402856e-05,6.0882835e-06,6.478288e-06,5.9714444e-06,1.6992792e-05,1.414387e-05,1.641862e-06,0.00022635175,5.1015777e-05,4.5667443e-06,0.00014339773,0.0001459196,4.1340165e-05,1.8670886e-05,0.9877925,8.5272995e-06,1.9638745e-05,2.7165908e-05,9.242292e-06,7.6165634e-05,3.1700363e-06
sub_topic_14,0.00012716358,0.0005450773,0.00016698797,6.119496e-05,0.00011231593,0.00022649493,0.00051964365,6.771163e-05,0.00018948004,4.5003562e-05,5.613494e-05,6.260019e-05,0.0004809909,0.00041740976,0.00012599025,4.8762922e-05,0.00021904068,0.0018491794,7.0805814e-05,0.00012806959,0.00035183906,0.0002462838,0.00035076626,6.976425e-05,0.00013710462,0.0005625664,9.653248e-05,0.9751198,6.431343e-05,0.0003310896
sub_topic_15,0.00013394112,0.0023988886,0.0011113909,0.0015043783,0.0006705083,0.00036958038,0.0010277882,4.4232783e-07,7.3788697e-06,0.0021963578,8.123881e-06,3.833933e-06,0.0063498705,0.00052348094,0.00017632844,5.2498503e-06,0.0011681799,0.0050905687,0.0007042851,0.00024358238,0.9146693,0.0004780073,0.0014308422,1.7104927e-05,7.449494e-05,0.00055164855,0.00022210923,6.579136e-05,0.00043412313,0.0058073397
sub_topic_16,2.2652335e-05,0.0001951796,0.0016374325,1.6571006e-05,8.1126804e-05,1.2928307e-05,0.00014352123,6.6377047e-06,3.4745837e-05,8.909821e-05,2.9443741e-05,4.1871044e-06,0.9753315,6.208799e-05,2.3165427e-05,4.636753e-06,0.00039958287,0.0002161145,4.3061376e-05,4.7202735e-05,0.00019057574,0.00012696505,9.359668e-05,1.800218e-05,4.4708464e-05,3.9829927e-05,5.2212978e-05,7.6148484e-05,0.00010268405,7.922717e-05
sub_topic_17,0.00089508103,0.0015755867,0.001143782,0.0012836626,0.0020960723,0.00039483837,0.0015234455,0.0015178532,0.88403887,0.00024048497,0.00091370696,0.0021731134,0.0011149801,0.0026387973,0.00041370894,0.00036694692,0.0014378383,0.00019290684,0.002576887,0.0011064557,0.0004343056,0.0014392136,0.0007252041,0.0049160873,0.00076250033,0.0017149585,0.0036440599,0.002108356,0.0013154919,0.0009434076
sub_topic_18,9.030879e-05,0.000822281,0.00039554137,3.5505847e-05,2.8069286e-05,5.464056e-05,0.00022425663,3.306921e-06,1.3420639e-06,0.16572392,2.7099602e-06,6.887853e-07,0.0002999634,0.00020624758,0.00025534933,9.510424e-06,7.620151e-05,0.009814961,4.991897e-05,0.00010959923,0.0022586586,0.00040548842,0.000866026,0.000117353484,3.092435e-05,1.9793944e-05,0.000114352435,6.6379565e-05,0.00012663002,0.00017479826
sub_topic_19,0.00018149673,0.0001559284,0.0010023477,0.0025753174,0.00010973034,0.0010852386,7.927163e-05,3.6031684e-05,4.3253178e-05,0.0013364702,0.00025995463,0.00062114885,0.00016239494,0.0007491119,0.00016078318,0.000119698736,0.97802293,4.6621048e-05,0.0006916627,0.0008103366,0.00036837277,0.00013479633,0.000311445,9.823649e-05,0.00064743834,4.953206e-05,7.102404e-05,0.0002120555,0.0005179679,0.0014783365
sub_topic_20,0.006036333,0.0003167706,0.0009708978,0.00012412068,0.00023925422,0.0005824602,0.00041220465,0.00024903688,0.00015760034,0.0010143379,0.0071617663,0.008837497,2.0913676e-05,0.0022759142,0.008531973,0.9527614,0.00011665822,2.9187573e-05,0.00014292181,0.0011301715,3.906919e-06,0.001801311,0.0006019821,8.663142e-05,0.0011916693,0.0001762928,0.0024994311,0.00028043773,0.00273047,0.00024004134
sub_topic_21,1.1943075e-05,3.1984157e-05,5.37637e-05,0.0013444595,1.0303993e-05,6.88348e-05,1.3701406e-05,1.7379978e-05,1.5057576e-05,1.595762e-05,0.00041316752,0.00042160085,1.5233633e-06,8.4124105e-05,0.00029921372,2.8211447e-05,0.0001384819,2.304706e-05,2.7925507e-05,0.764031,2.550572e-05,3.7852104e-05,0.00012527224,6.4990214e-05,7.8057084e-05,1.1528327e-05,0.0010214697,1.5135591e-06,4.620564e-05,0.00017442061
sub_topic_22,6.41032e-05,0.00015957541,0.00031427512,0.000108165,0.00015925874,7.0144786e-05,0.00016481252,2.208427e-06,1.36278995e-05,0.00053508097,4.2633874e-05,4.9055907e-05,0.0002688975,0.00042931322,0.00018477067,4.4517157e-05,0.0002513806,0.00019162492,0.000117303854,0.000531848,0.0037279706,0.00010473661,0.00021913472,6.0973234e-06,4.54558e-05,8.685063e-05,0.0001308798,6.5259905e-05,0.00062108145,0.42702863
sub_topic_23,0.014510029,0.0002857175,0.011717001,0.0020849884,0.00023847447,0.16002522,0.00028487144,8.2859355e-05,2.33148e-05,0.0034858268,0.000995878,0.0055183657,0.00022064443,0.003018822,0.00022250279,0.016484605,0.0009355601,1.8964705e-05,0.0020829071,0.0011825315,8.893123e-06,0.0016566818,0.002125666,4.5610854e-05,3.6148507e-05,5.2077972e-05,0.0024404319,0.000226904,0.15307103,0.011141938
sub_topic_24,2.5554978e-05,0.00034700637,4.3870343e-05,0.00014445382,1.3791909e-05,9.701021e-05,8.096654e-06,4.4705844e-06,2.9198486e-06,1.864243e-05,2.7435975e-05,6.8879286e-05,1.1443866e-05,3.2319327e-05,0.00015781906,1.8785566e-05,1.2724294e-05,0.0001269423,9.91821e-05,0.00080880057,1.3738692e-05,0.00032779307,0.0003080056,1.6808719e-05,7.441878e-07,2.865911e-06,0.5076723,8.92734e-06,6.9483e-05,1.6090393e-05
sub_topic_25,0.000645071,0.00022905618,0.00065169006,0.0003398606,0.0013205246,0.00016212897,0.00026426458,0.00027078876,0.0006346451,0.00011673988,0.00033127176,0.0006084856,0.0002346693,0.00029968604,0.0002811697,0.0007045185,0.00023025267,5.514718e-05,0.0005486129,0.0003761396,3.530895e-05,0.00030126687,0.00013043516,6.338377e-05,0.0016402215,0.58816373,0.0006865457,0.001494227,0.00026190447,0.00063970516
sub_topic_26,5.4340173e-05,5.163268e-05,4.6417506e-05,9.972041e-06,1.4498073e-05,4.6662346e-05,1.839365e-05,6.17928e-06,5.705593e-07,0.8118136,7.443189e-06,5.2573796e-06,1.33250605e-05,0.0014920239,0.00013532783,0.00028059518,0.00012692895,1.4558169e-05,3.0815612e-05,4.903073e-05,1.0142405e-05,4.3448064e-05,8.4780826e-05,1.4825025e-06,5.7597437e-05,6.836708e-07,2.2698134e-05,0.00036800693,0.0014734067,9.953758e-05
sub_topic_27,1.4273042e-05,0.94873035,2.2840062e-05,1.7613987e-05,1.02363465e-05,4.081735e-05,0.0001594517,2.3250948e-05,3.4539685e-06,5.2811713e-05,9.365549e-06,4.1159637e-06,7.828231e-05,4.5779547e-05,6.5743276e-05,2.0784623e-06,1.5480342e-05,0.0005918872,1.862854e-05,5.6887442e-05,4.0885367e-05,6.175902e-05,9.1916256e-05,3.3118296e-05,6.0394673e-06,4.737486e-06,0.0003352007,3.3734002e-05,3.3057397e-05,3.5687622e-06
sub_topic_28,1.27952435e-05,0.00044518794,3.101877e-05,1.6757083e-05,1.7646364e-05,1.796382e-05,0.9814046,2.1863925e-05,1.8267365e-05,5.847983e-05,6.1026253e-06,3.0435244e-06,0.00013504794,0.00012846176,1.3232509e-05,2.2981047e-05,4.057116e-05,0.00031258923,1.9738665e-05,3.0199933e-05,2.8692559e-05,9.84762e-05,5.7629797e-05,3.698317e-05,1.26768255e-05,8.380385e-06,4.9883685e-05,4.7061803e-05,0.0001910752,1.3187937e-05
sub_topic_29,5.4583907e-05,0.00012249667,0.00016650422,1.6503709e-05,7.294075e-06,3.3854034e-05,2.8340011e-05,2.856171e-06,4.1175877e-06,1.784473e-05,2.174525e-05,1.3317997e-05,1.310917e-05,1.664137e-05,5.493127e-05,1.878954e-05,1.7834813e-05,4.295865e-05,9.612568e-06,4.4806566e-05,7.0572396e-06,0.97788036,0.00011523534,1.5951777e-05,7.5620305e-06,1.4463556e-06,0.0002880453,5.480806e-06,3.4763747e-05,5.0687886e-06
sub_topic_30,0.008787863,0.00035786437,0.005924828,0.00023313062,8.657715e-05,0.0005259549,0.00014429326,9.173767e-05,0.00022933442,3.7778667e-05,0.00040793102,0.0004733123,6.0820283e-05,0.00015259095,5.6955643e-05,0.0008972121,7.682325e-05,2.493653e-05,0.00022219817,0.00080371235,2.0402158e-05,0.0027638604,0.0013236062,2.6795482e-05,9.580442e-06,7.865518e-05,0.46032006,6.667277e-05,0.00039515106,6.333803e-05
sub_topic_31,0.00016451493,0.0001177134,0.00043998501,0.00010125468,5.2891948e-05,8.333042e-05,0.00014352844,0.00011210373,1.6074482e-05,0.000106262494,2.3865448e-06,4.879136e-06,0.00059045124,1.682707e-05,4.149205e-06,1.7372738e-06,7.727966e-05,0.00013057789,2.4572964e-05,0.00011102696,0.0037550877,8.5745145e-05,5.793656e-05,6.2097366e-05,3.820807e-05,0.40003175,8.913109e-05,0.00027705997,4.603633e-05,0.00049836206
sub_topic_32,0.00022517456,0.00026326274,0.0005155599,5.800318e-05,0.0008980303,2.3408256e-05,0.0002628223,0.0004610829,0.00019397723,0.0012748382,0.0077999304,0.0008286227,0.00012395313,0.002956096,0.008040253,0.002342384,0.0007486842,3.5348723e-05,0.00018639419,0.0014274447,2.3255887e-05,0.00058193493,0.0019966122,4.8159465e-05,0.9585105,0.00036824858,7.961035e-05,0.00056279206,0.0005496877,0.0001920475
sub_topic_33,0.0014542968,0.0014132401,0.0013623215,9.063372e-05,0.002353998,0.00080745004,0.0036021885,0.20293552,0.028319174,0.00024475832,0.0019228095,0.002397204,0.0014152852,0.0015946733,0.0001648996,0.0010989234,0.0018157666,1.5458243e-05,0.0010710269,0.0007588288,1.7594333e-05,0.0011789813,0.00019618403,0.0010896687,0.0059882877,0.0021391087,0.0015859319,0.0050698323,0.001446258,0.0009142298
sub_topic_34,0.0002934597,0.0001234918,0.00021776078,0.0025146059,6.495569e-05,0.8256996,9.6003705e-06,1.022467e-05,2.1203164e-06,0.00020539793,2.255427e-05,0.00015470933,1.1845055e-05,9.964343e-05,8.648247e-06,6.2806845e-05,0.00042992763,2.866409e-05,8.150845e-05,0.00058243674,0.00042003518,0.00017344115,0.00022118072,8.9456036e-05,2.493905e-06,2.1894162e-05,0.0003327575,1.4794018e-05,0.00060438976,0.00016658894
sub_topic_35,8.440787e-05,2.5618941e-05,0.007190181,0.0012405026,4.1163243e-05,0.0001433789,2.915212e-06,5.3298013e-06,4.649975e-05,4.23132e-06,0.00013357367,0.96643126,4.813393e-07,1.5047591e-05,1.4454296e-05,0.000100611556,8.8608474e-05,1.3272053e-06,0.00026592702,0.00013323335,3.1744585e-06,8.398072e-05,5.4232703e-05,1.0408314e-06,7.8885205e-06,3.6461213e-05,0.00022925397,8.789075e-06,4.0952582e-05,7.50649e-05
sub_topic_36,9.955399e-05,0.00089740066,0.00014231216,3.988777e-05,7.523396e-05,2.0361687e-05,0.00017995737,7.141693e-05,1.6059907e-05,0.0011223381,0.0064457855,0.0003429539,2.146019e-05,0.0004095812,0.70724565,0.006368952,0.00010862602,0.0001467382,2.095077e-05,0.0068400158,1.7736098e-05,0.0012992008,0.0011789574,5.2004565e-05,0.004733294,3.7475238e-05,0.0011171807,8.4118365e-05,0.00073121866,8.081694e-05
sub_topic_37,0.00063842046,0.00066422083,0.00084946014,0.00096079847,0.98499644,0.0014550185,0.00047256146,1.1224989e-05,0.0003933238,0.00047949285,0.0002832033,0.00027890108,0.0011369569,0.00037954262,0.00031376118,0.00035564843,0.0004877618,9.356572e-05,0.0010461422,0.00042836682,0.00096322445,0.0006037874,0.00037104439,0.00010804828,0.00019775971,0.0005950063,0.00093067647,0.00063556054,0.0008564642,0.000826725
sub_topic_38,6.911848e-05,0.019631112,8.81654e-05,0.00017312431,9.752225e-05,0.00017353811,3.2874785e-05,1.3002987e-05,5.318702e-05,0.0002654369,0.00027616788,0.00044374997,2.6255286e-05,0.00016098375,0.26264876,7.1852046e-05,0.00010736973,0.0002470979,0.00029569052,0.0013910888,6.851475e-05,0.00019918755,0.0010391346,3.825429e-05,8.041336e-05,2.131855e-05,0.0051393015,3.2943695e-05,0.0002457368,2.7668839e-05
sub_topic_39,0.00012588744,0.0090521015,0.0016546003,0.0007459914,0.00014227412,0.00023432328,0.0035390805,5.86371e-06,1.6468932e-05,0.0028955925,6.5004624e-06,1.658524e-05,0.0051036268,0.0008701581,0.0012682356,1.1351669e-05,0.0017290037,0.35300612,0.00022408234,0.0004831644,0.07011205,0.0014099899,0.002764655,0.00015763192,0.00015785698,0.00017300114,0.0007219996,0.000576763,0.0003967153,0.00039301242
