,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38
sub_topic_20,0.00034701524,0.00016830608,0.00047607138,1.4980329e-05,0.00069028814,0.00012256547,0.00017746702,8.11721e-05,5.3963664e-05,0.00054984353,0.00092403794,0.0026138797,2.546632e-05,0.0019885243,0.006744513,0.9687471,5.759935e-06,7.247091e-06,2.9082456e-05,2.8400998e-05,1.0930283e-06,0.0016579522,0.00013691018,0.0001443384,0.0057401475,0.00035575192,0.002330528,0.00021488733,0.0009566726,3.664328e-05,0.0023143243,0.006671175,0.0012043465,0.00045442878,0.003873056,0.00017310074,2.149949e-05,0.00012533914,1.730144e-05
sub_topic_21,9.52665e-06,1.0018875e-05,3.7395286e-05,0.0001093092,5.069244e-06,0.0001051911,1.9950961e-05,1.8980247e-06,4.792866e-06,3.582642e-05,1.3509026e-05,4.8240858e-05,9.030404e-06,8.023335e-05,2.6767928e-05,1.971873e-05,1.7512948e-05,5.776717e-06,0.00011842728,4.888589e-05,5.0937346e-05,1.49088855e-05,5.414991e-05,4.812886e-05,1.7726614e-05,1.1894522e-05,0.00033116905,1.802515e-05,7.048974e-05,0.00038843098,2.582784e-05,0.0021912707,8.735025e-07,8.861114e-06,1.3018222e-05,0.5751149,4.9772494e-05,1.0689804e-05,0.0001637147
sub_topic_22,0.00016870043,0.00020053258,0.00016943051,5.608546e-05,3.889569e-06,0.00022477584,5.3202446e-05,9.634758e-07,2.162784e-06,0.00010377612,0.00029854476,1.5208091e-05,6.300067e-05,8.1978455e-05,5.7342357e-05,1.229056e-05,5.1709532e-05,0.000284069,3.205992e-05,5.106601e-06,8.9707384e-05,0.0001710915,0.0014355929,0.0,1.54458e-05,1.0847507e-06,7.484367e-05,0.0010722145,6.292784e-05,4.6799272e-05,3.8811177e-05,1.4272891e-05,1.5836964e-05,0.00022843464,5.3307198e-05,6.5804146e-05,0.0003369306,0.9700206,0.0001658081
sub_topic_23,0.0016849196,0.002364261,0.00097055733,0.00074405887,0.0010241348,0.0019019383,0.00041478148,0.00023175165,0.003241199,0.0004285389,0.0010392654,0.22689265,0.0012638192,0.0031224508,0.009890704,0.007026209,0.0002531001,0.00029599588,0.0015299455,0.0003510519,0.00012761218,0.0057392707,0.00117015,0.00030567157,0.0015946731,0.0028389243,0.010050637,0.0076199425,0.00125451,0.0009593839,0.0034469464,0.008071803,0.001004394,0.008643934,0.016439244,0.0039978214,0.0007197796,0.0007692092,0.0049518463
sub_topic_24,4.475723e-05,2.0180114e-05,1.7640712e-05,3.4163556e-06,1.4595902e-05,2.7525928e-05,3.4178054e-05,3.3916817e-06,6.2417807e-06,0.00077491446,2.6693553e-05,2.9066948e-06,1.0644074e-05,0.9701319,4.8452624e-05,0.0008863125,1.9367752e-05,8.867705e-06,7.7832965e-06,5.556491e-07,1.5220738e-06,3.8178863e-05,8.7090244e-05,1.0938411e-06,0.00035487174,1.3955091e-05,3.5409907e-05,5.2828927e-05,0.00057164056,7.919849e-06,6.877156e-06,2.2776492e-05,2.2577622e-06,1.7039154e-05,2.1324848e-05,3.831074e-05,0.00038651234,5.3303753e-05,2.574333e-05
sub_topic_25,0.0006296944,0.00017249254,0.0003555217,0.00021637458,0.0004956774,0.00013384497,0.00017409962,8.661137e-05,0.00033325472,7.761753e-05,8.891832e-05,0.00039993197,0.00010799401,0.00032015066,0.00019347214,0.00036696807,0.00012837064,2.5598738e-05,0.20698142,0.0015042187,2.5308751e-05,0.00016504564,0.00017738884,3.3295835e-06,0.000417382,0.970445,0.00042397235,0.009337559,0.00017736877,0.00040896257,0.00020895903,0.00048392641,0.00022889189,0.0002664086,0.00022762796,0.00017678319,0.00014925904,0.00014437962,0.00032231736
sub_topic_26,2.4969158e-05,2.9794988e-05,1.5729102e-05,1.5982391e-06,2.3271929e-05,2.9803236e-05,5.198228e-06,3.7365276e-06,0.0,0.8336809,2.5007626e-05,0.0,3.6878853e-06,0.0008521245,5.4301094e-05,0.00014020948,9.359929e-06,9.655137e-06,3.6965946e-07,0.0,2.425142e-06,3.5983157e-05,2.0152202e-05,0.0,0.00010359765,0.0,1.6974875e-05,0.00043323677,0.001398937,1.8953106e-05,2.4515743e-06,1.315004e-05,3.1224633e-07,5.727028e-06,1.1938133e-05,3.4431767e-05,0.00017963936,3.2483993e-05,1.8411172e-05
sub_topic_27,8.870299e-06,0.9707266,1.1043226e-05,1.0364826e-05,1.1454797e-05,4.3630163e-05,6.781318e-05,9.49405e-06,1.2907228e-06,2.7435915e-05,3.5138062e-05,0.0,0.000100328194,1.6340384e-05,9.031339e-05,5.233743e-07,8.263538e-06,0.00036826087,3.3951685e-05,2.1404533e-06,1.039326e-05,0.00012262791,3.3721444e-05,9.626517e-05,3.013586e-06,5.0055373e-06,0.00047022876,5.4221742e-05,2.1189022e-05,2.0337785e-07,2.4609635e-06,7.059698e-05,1.056942e-06,4.2256725e-05,3.4428297e-06,1.93598e-06,3.507737e-05,4.452587e-05,3.3796e-05
sub_topic_28,1.33191725e-05,0.00020445242,1.8224013e-05,4.817073e-06,8.7884355e-06,7.030114e-05,0.98663855,7.0408314e-06,1.2887082e-05,3.5605794e-05,6.651988e-06,0.0,0.00013121872,5.1676114e-05,8.327011e-06,3.5046436e-05,2.4785817e-05,0.0001425791,6.475738e-06,6.7476926e-06,9.906249e-06,5.5236593e-05,2.91237e-05,2.280016e-05,2.6036732e-06,4.727328e-06,2.8557444e-05,0.000113795366,0.00022227762,1.9108384e-06,2.2176005e-06,4.2576e-06,9.187715e-06,1.35073815e-05,8.44012e-07,1.0712036e-05,3.669805e-05,4.3094147e-05,2.379013e-05
sub_topic_29,1.2936878e-05,0.0002977376,4.9248632e-05,2.4575596e-05,3.547499e-06,0.00010462397,3.3167973e-05,3.0776548e-06,1.1869524e-06,2.8852179e-05,0.0001027496,1.7760233e-06,3.1090294e-05,2.1176618e-05,0.00019925028,1.4083735e-05,3.2942175e-05,0.00013911055,9.5667065e-06,0.0,5.429557e-06,0.97097325,0.00013837374,6.066606e-06,8.987975e-06,9.87268e-07,0.0005379618,2.4625979e-05,2.3003175e-05,1.0854754e-06,1.0083054e-05,6.645728e-05,3.167057e-06,7.069413e-05,1.38098885e-05,7.0862725e-06,8.726313e-06,9.113825e-05,4.3241565e-05
sub_topic_30,6.803157e-05,8.1748785e-06,0.7891582,2.2553595e-05,4.88252e-06,1.7838367e-05,4.0743066e-06,1.6707136e-06,3.5904766e-06,1.1231485e-05,6.2256324e-05,0.0,7.0995266e-06,8.381446e-06,1.3505795e-05,5.4912753e-06,0.00042920045,1.4198242e-06,1.830594e-06,8.02977e-06,1.4086161e-06,2.960708e-05,3.952852e-05,0.0,1.0974468e-05,7.737587e-06,0.00021793903,1.2793685e-05,1.4541869e-05,3.114112e-06,0.00033298603,6.7443143e-06,5.121282e-05,0.00037166142,2.7426706e-05,2.4786774e-05,1.6230657e-05,3.5484114e-05,3.6466477e-05
sub_topic_31,0.00023698524,0.0006614468,0.00023076551,0.002416444,0.00021771858,0.00057020655,0.00087812124,0.0,1.5624024e-05,0.000698713,4.340893e-05,0.0,0.0015639762,5.204749e-05,3.718846e-06,1.8426665e-06,0.0029656384,2.3331531e-05,0.00031649956,0.025089536,0.3928226,3.3648084e-05,0.0006446588,0.0,2.5673105e-05,0.00030322626,9.6624695e-05,0.0003571625,0.00015910782,0.007397814,9.789033e-06,4.4905406e-05,3.79495e-05,0.00027626945,9.884955e-07,0.0003680806,0.0037727715,0.00038738875,0.00042544256
sub_topic_32,0.00027948743,0.00018367002,5.9808324e-05,1.2973423e-05,0.006268947,6.796484e-05,7.727678e-05,7.487074e-05,1.7316383e-05,0.0013172763,0.0038541614,0.00064170186,9.142436e-06,0.0037473366,0.002352112,0.005888292,2.2395496e-05,3.1980744e-05,4.514934e-06,2.5421876e-05,1.6669837e-06,0.0009798058,0.001576989,4.571395e-05,0.9592757,0.0003490632,6.7031506e-05,0.00030983723,0.00041754902,1.2591941e-05,0.003022515,0.008730528,3.6303478e-05,0.00011538204,5.352627e-05,0.0003007862,0.0003487818,0.0001240594,1.5033741e-05
sub_topic_33,0.0014458289,0.00051926303,0.0007964981,0.00012317012,0.012045374,0.0002929491,0.00069861236,0.32061228,0.009930174,0.0002261245,0.00027573272,0.0019559881,0.00023899227,0.0021785789,9.974166e-05,0.0005329825,0.0005591874,1.1305566e-05,0.00088335015,0.00073564233,6.205021e-06,0.00038421675,0.00030488116,0.00302128,0.0011845934,0.0033278712,0.00073461054,0.009209804,0.0010253094,0.00043447426,0.0019767012,0.001726007,0.0010890174,0.0009817596,0.00080582564,0.0010843123,0.00025188443,0.0003666329,0.0007406162
sub_topic_34,0.0009991324,0.0001014808,0.00062781345,7.8185505e-05,4.448641e-05,0.0011152175,2.7057049e-05,3.9310755e-05,5.757078e-06,0.00089317845,0.00042107317,0.0003721048,2.4483004e-05,0.00091214234,5.1049414e-05,0.0008637367,4.361936e-05,2.6415428e-06,0.00026272706,1.3410693e-05,0.0,0.00035228734,4.7019137e-05,1.759628e-07,1.9853818e-05,2.5899164e-05,0.00036297008,0.0001938852,0.0075385445,0.0021145376,0.00013858188,9.645225e-05,0.00035625984,0.0010794979,0.7754911,0.00033248967,0.00020815506,0.0026538752,0.0069191065
sub_topic_35,6.4608266e-06,9.230166e-08,0.11008745,1.4076335e-05,0.0,1.688323e-07,0.0,0.0,0.0,0.0,5.843569e-06,0.7230174,6.390169e-08,0.0,1.5229726e-07,2.5050535e-06,6.26084e-05,0.0,0.0,0.0,0.0,1.1590583e-06,1.2167183e-06,0.0,8.250803e-07,3.8017507e-07,5.9165154e-06,1.8824679e-06,0.0,1.5185039e-07,1.527394e-05,2.6231578e-07,6.134551e-06,4.4513763e-05,1.4122737e-05,4.8825023e-06,2.115737e-07,6.450854e-06,4.5479105e-06
sub_topic_36,4.354096e-05,8.608068e-05,0.00016026042,8.894345e-06,0.00035237533,2.3568167e-05,6.629885e-06,6.1597325e-06,1.0208511e-05,2.5623822e-05,0.0017555273,0.00030875567,1.33303365e-05,2.3342103e-05,0.00024680182,0.00051852793,8.947705e-06,1.3411324e-05,4.767466e-06,1.6685389e-06,8.317933e-07,0.00013442423,0.0007748055,7.744653e-07,0.0009364082,2.2203987e-05,0.00010381711,0.00014325007,1.0771772e-05,2.1040221e-05,0.425897,0.000639605,2.9399556e-05,0.00031520144,0.00016918524,1.9924915e-05,1.5278683e-05,0.0004119205,1.6491571e-05
sub_topic_37,2.1964916e-05,7.3932315e-05,8.418307e-05,0.00025283778,8.389919e-07,0.0027661726,7.123279e-06,1.3015626e-06,5.240153e-06,3.5994308e-05,1.2834894e-05,7.849683e-05,2.651339e-05,2.0586775e-05,9.903593e-06,1.106569e-06,2.4632476e-05,2.2249753e-05,0.00020387319,6.738526e-05,9.929476e-06,6.819971e-05,9.314515e-05,1.7874376e-06,5.840896e-07,1.0938508e-05,0.00024225735,4.4010423e-05,7.212385e-05,1.5125613e-05,7.643753e-06,0.00010264536,1.8076183e-06,0.000113934235,0.00035005703,5.9248814e-05,5.288894e-05,8.277802e-05,0.9637542
sub_topic_38,0.00017805635,0.0030562794,0.00035931304,9.4095165e-05,0.00016350002,0.00042303788,8.258755e-05,1.7990704e-05,2.7023927e-05,0.00054674916,0.0018772034,9.069349e-05,0.00018375971,0.00025925657,0.96108055,0.002888771,0.00017313713,0.0007434208,4.0476854e-05,8.311422e-06,5.4589138e-05,0.0036003776,0.0016472392,3.965991e-06,0.0007782052,0.00016576724,0.0025575857,0.0006958348,0.00032568237,1.8022305e-05,0.0007071777,0.0034905407,0.00012264967,0.00024147889,0.00017725577,0.00011169441,0.00015588496,0.00016724647,4.137309e-05
sub_topic_39,0.0002637427,0.003257383,0.0006499451,0.0019341849,5.35963e-06,0.002938296,0.0011324248,1.0386875e-06,3.4140073e-06,0.0013772587,0.0002533709,0.0,0.0012711498,0.00029086455,0.00066494284,3.3369242e-06,0.004259087,0.051595695,2.3219967e-05,0.0004972468,0.48780343,0.0013032353,0.0011378127,0.0,2.9427365e-05,2.143048e-05,0.00019650406,0.002054767,0.0002728551,0.00088460644,1.4903486e-05,2.353498e-05,5.5789875e-05,0.00015323445,0.0,0.0006133355,0.0046035876,0.002872818,0.0006996702
sub_topic_40,6.734889e-05,5.5514174e-05,0.0003483976,0.00011796003,4.0482482e-06,7.065987e-05,1.1361092e-05,1.2301614e-06,4.4768876e-06,1.41059045e-05,0.0003289057,6.428751e-05,3.430255e-05,2.033544e-05,3.3940694e-05,1.5563077e-05,2.673336e-05,2.887556e-05,0.0001301031,2.195777e-06,7.972554e-06,0.0001284665,0.001145906,0.0,9.476136e-06,5.0564813e-06,0.00089161174,7.385821e-05,1.3889551e-05,5.1950337e-06,0.00018555981,7.311125e-05,8.618189e-06,0.96632755,5.0694118e-05,2.3346163e-05,1.67154e-05,0.00010792612,8.304902e-05
sub_topic_41,1.8636198e-05,3.5272937e-05,0.012104122,2.3374625e-05,8.437764e-06,5.5022276e-05,1.419982e-05,2.4088055e-07,1.2029218e-06,2.9622257e-05,2.674914e-05,0.0,8.462463e-05,1.558731e-05,1.9029589e-05,4.681861e-08,0.97083116,7.951814e-05,5.441618e-07,9.884074e-06,4.2123727e-05,3.518476e-05,5.596655e-05,0.0,8.454475e-06,5.276364e-06,1.8626766e-05,3.5476638e-05,2.9942674e-05,3.3869408e-06,1.8318007e-05,6.5641816e-06,5.218192e-05,1.8127352e-05,7.1445515e-07,1.3606929e-05,3.2103373e-05,3.546473e-05,9.890447e-06
sub_topic_42,0.001095256,0.00018004792,4.119463e-05,9.660887e-06,2.4338393e-05,1.5078852e-05,1.4153521e-05,2.0998389e-06,3.488778e-07,0.000117187425,0.9754852,0.00030615117,2.9485407e-06,4.076225e-05,0.00029255974,5.4520166e-05,8.434319e-06,1.9866613e-05,0.00015367381,0.0,1.185885e-06,0.00028179606,0.0023255297,0.0,0.00073752744,0.0,0.00010846941,9.763271e-06,3.131193e-05,3.2759833e-06,0.00028666374,0.00031517207,4.9840496e-06,0.001230953,4.5782213e-05,3.5808003e-05,3.138892e-05,0.00024393004,3.6988956e-06
