,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36
sub_topic_31,0.00043250064,0.0023386702,0.00035533955,0.00013513252,0.0010562753,6.919283e-06,0.0025585247,1.3202298e-06,4.3689957e-05,0.0014611454,2.2150167e-05,2.038035e-06,0.0035789548,5.5789504e-05,4.7645385e-06,9.4358444e-07,0.036764316,0.0028193933,0.00060673244,0.08161624,0.030424425,0.00013100705,0.0005086805,2.76093e-06,3.814044e-05,0.0011530189,0.00031004107,2.8535122e-05,0.00015676349,0.015134906,5.5094906e-06,3.671239e-05,0.00026976017,0.00021475638,3.853363e-08,0.00030514825,0.089271344
sub_topic_32,3.0142555e-05,0.00029740983,3.9104325e-05,0.00019374292,2.57202e-05,4.911926e-06,2.1367166e-05,0.00011212687,9.880738e-06,0.00013151793,0.0009200394,0.00013183366,1.4332463e-05,0.00024388863,0.0016151516,0.00078926136,3.402789e-05,2.466345e-06,0.00013497502,2.0538031e-05,2.8908386e-05,0.0006688456,0.00017953033,1.8168732e-05,0.0048399265,7.7745244e-05,0.00054165267,1.28411275e-05,0.00024953118,1.848625e-05,0.00093747186,0.6231484,1.5546346e-05,8.8197216e-05,0.00051100366,0.002329298,8.922337e-07
sub_topic_33,0.0012466733,0.0005676551,0.0009530468,0.00023258595,0.000496965,5.3769698e-05,0.0003322094,0.30063438,0.0038703063,0.000263571,0.00043910384,0.0004891129,0.00014220848,0.0015211364,8.7157336e-05,0.00026387657,0.0009862478,5.700185e-06,0.0003002941,0.00055889034,4.2020558e-05,0.00036145645,0.00023414365,0.0008505139,0.0032597494,0.0018410509,0.0004861011,0.002467423,0.0014136486,0.00027056172,0.0022970396,0.0015553384,0.0011952119,0.0006284766,0.0010867094,0.0014019089,4.1940995e-05
sub_topic_34,7.125193e-05,1.9544204e-05,0.0002178078,0.0015157269,5.975007e-05,0.0020692952,1.3188663e-06,1.3525444e-05,1.2872362e-06,5.1741405e-05,0.00010463464,7.321844e-05,8.668084e-06,5.2266554e-05,5.46139e-06,8.095899e-05,4.9665296e-06,6.710049e-07,0.00021787504,1.3978798e-05,0.0003447665,7.4740776e-05,3.3808792e-05,1.4924278e-06,3.3936446e-06,4.5487404e-06,0.00024074745,6.343381e-06,0.00024754796,5.7584108e-05,1.932798e-05,0.00015261651,1.2140445e-05,0.00026114983,0.7894161,0.0001443298,4.5110562e-07
sub_topic_35,0.00021954502,0.0001030015,0.0036088591,0.0004091184,5.7163936e-05,4.56589e-05,7.723397e-06,1.3522352e-05,3.2767708e-05,2.6230118e-05,0.00026043053,0.521453,2.0287729e-05,7.45978e-05,0.00023900958,0.0011966167,1.8492988e-06,1.2069354e-06,0.0004655033,4.4260723e-06,3.9442593e-06,0.00046678897,0.000109130466,0.0,3.2587992e-05,2.939845e-05,0.00070912845,1.888659e-05,2.4791225e-05,5.3460702e-05,0.0012525751,0.00020249665,0.00011546673,0.0030952485,0.0014374811,0.0003605467,5.940677e-06
sub_topic_36,5.58832e-05,8.190983e-05,0.006119389,3.071388e-05,5.086883e-05,3.332598e-05,9.5041505e-06,3.6285273e-05,7.15027e-05,2.7887256e-05,0.0016973802,0.00039315742,3.2911983e-05,6.4937456e-05,0.00034446976,0.00030130593,0.0001701652,7.026224e-06,2.7582762e-06,2.4981324e-05,3.2241314e-06,0.00014933126,0.001590462,1.174684e-05,0.004275963,8.140814e-05,6.714213e-05,6.239851e-05,3.3241602e-05,7.685497e-06,0.96406627,0.0023173133,0.0001400081,0.00057042495,5.8991245e-05,0.00029669213,1.41433175e-05
sub_topic_37,0.0011889836,0.0014457107,0.0011848027,0.0005431824,0.28579417,0.00053121743,0.0016220274,7.0329934e-06,0.0015038261,0.00020466348,0.000366597,0.0008464942,0.0007880989,0.0013633224,0.0003687583,0.0010540923,0.002365348,7.5610296e-05,0.0020613805,0.00044516893,0.0013469454,0.0010655546,0.00042451156,0.00021921677,3.561907e-05,0.007804133,0.0016474624,0.0010707224,0.0012408389,0.0012021154,0.00013704084,0.0003300631,0.0005652363,0.0010268273,0.00103414,0.00016240405,0.000995335
sub_topic_38,5.4469863e-05,0.021196978,3.5167624e-05,3.9411796e-05,2.4299106e-05,8.9897585e-05,2.0507163e-05,8.374259e-06,2.4259365e-05,0.00016119613,0.0016921872,1.279046e-05,3.670077e-05,0.00013368476,0.20149788,7.476735e-05,8.797229e-05,9.541564e-05,0.00020332045,1.2323933e-06,1.8533208e-05,0.0005523505,0.00025223783,1.0442915e-05,8.4562074e-05,4.1040097e-05,0.0037331197,1.745242e-05,0.00018062163,5.8606856e-06,6.0063052e-05,0.004647288,1.1155952e-05,9.3546194e-05,0.000118881355,5.1914634e-05,1.1442506e-05
sub_topic_39,0.00011649524,0.0029943779,0.00034517495,0.00031202607,6.698183e-05,0.00045810928,0.0012457911,2.222949e-06,5.3152576e-06,0.0024637575,0.00011270391,3.8021842e-06,0.0009869653,0.00033957217,0.0015131854,4.2633124e-07,0.0042544575,0.3234631,6.236742e-05,0.00016890766,0.008312396,0.0018556367,0.0019984732,2.6018395e-05,6.1414525e-05,3.2238848e-05,0.00046812117,0.00043802362,0.00010621993,0.00017581035,1.9876492e-05,2.899588e-05,3.9756113e-05,7.463718e-05,0.0,0.00040381125,0.005442871
sub_topic_40,8.718142e-05,3.770435e-05,0.00040374737,2.4895795e-05,1.2926273e-05,2.4310475e-05,6.8594113e-06,7.765298e-07,7.845611e-06,1.33339145e-05,0.00036668556,3.6676476e-05,2.8657778e-05,2.6254598e-05,1.9877349e-05,1.3086868e-05,6.3643936e-05,1.1852799e-05,0.00014174492,1.0852787e-06,2.9657309e-05,0.00011908107,0.0008288849,5.707975e-07,5.2150363e-06,4.789559e-06,0.0006753275,7.878938e-06,1.4138864e-05,6.4949068e-06,0.00034408216,6.047225e-05,7.4830346e-06,0.72714144,3.14161e-05,2.467636e-05,9.374906e-06
sub_topic_41,0.00041324768,0.00046156347,0.00038353898,0.00045394,0.00010654874,0.000602952,0.00027531805,1.533705e-06,7.2052176e-06,0.0009669239,0.00014610078,2.1767903e-06,0.00036912944,0.00028035577,0.0003479189,6.2410686e-06,0.0019335906,0.00191972,6.3626474e-05,0.00021017963,0.0013782204,0.0002225001,0.0018555353,3.6483996e-06,0.000108918655,3.5539175e-05,5.971102e-05,0.0006024555,0.00016716462,0.00035634678,8.504201e-05,3.534352e-05,9.15687e-05,0.00016562988,9.024975e-07,0.0009856414,0.6668058
sub_topic_42,0.0016049694,0.00013469659,4.460065e-05,1.5237121e-05,9.4523324e-07,1.50404185e-05,6.6555053e-06,1.6102153e-06,3.6873763e-07,0.00013708668,0.9678521,0.00012165663,1.5700621e-06,5.3765492e-05,0.00019577528,3.8353257e-05,2.2111508e-05,7.87256e-06,2.351792e-05,0.0,7.752361e-07,0.00024644876,0.002810509,0.0,0.0004648158,0.0,8.6375694e-05,1.0335117e-06,4.8534028e-05,3.5695252e-06,0.00033593102,0.0002532728,5.6313093e-06,0.00074792426,2.295928e-05,4.1692852e-05,1.42876215e-05
sub_topic_43,0.0011689413,0.0008742831,0.00069288065,0.00067021133,0.0009125712,0.00020186264,0.00050624437,0.00079582783,0.27351156,0.00048501822,0.00072730705,0.0008820192,0.0004254108,0.0020167788,0.000420316,0.0005235251,0.0012757572,6.988346e-05,0.00064561336,0.00031854858,0.00020984004,0.00095500756,0.00067001715,0.0017228773,0.0013488588,0.0012633327,0.0009774771,0.0023537632,0.0013552094,0.0003696315,0.0016613993,0.0013863671,0.00086397125,0.00081993145,0.00037112858,0.0007937024,0.00029096258
sub_topic_44,0.00996769,0.001009755,0.009883215,0.015393587,0.00192312,0.0014139848,0.00034402282,0.00013064273,0.0010231074,0.011197023,0.004244919,0.0005392955,0.00037345372,0.0039010097,0.0006917835,0.00013513543,0.012565091,4.924318e-05,0.00033036122,0.00033696656,0.00073850894,0.00064236426,0.0012086922,7.237077e-05,0.0118889855,0.00031307433,0.00038595166,0.0023725089,0.0096659865,0.0011985239,0.0014803188,0.0019645179,0.0010175433,0.0016370853,0.0009192778,0.0044038603,0.026863128
